,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
473,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2023-11-30 16:30:21.000000,2021-08-30 19:33:24,440.0,,528.0,175.0,50.0,65.0,49.0,3477.0,Fast and flexible AutoML with learning guarantees.,27.0,23,False,2020-07-09 20:53:28,0.9.0,11.0,adanet,,,,['tensorflow'],56.0,56.0,https://pypi.org/project/adanet,73.0,73.0,,,,,,,,3.0,,,,,,,,,,,,
474,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-09-22 09:55:14.000000,2023-05-19 17:52:25,508.0,,809.0,62.0,629.0,108.0,396.0,3137.0,A high-performance distributed training framework for Reinforcement Learning.,42.0,23,True,2023-03-10 09:21:02,2.2,9.0,parl,,,,['paddle'],122.0,122.0,https://pypi.org/project/parl,731.0,731.0,,,,,,,,3.0,,,,,,,,,,,,
475,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2023-12-07 20:40:17.000000,2023-12-07 20:40:17,720.0,5.0,219.0,54.0,36.0,72.0,121.0,3088.0,A GUI for Pandas DataFrames.,15.0,23,True,,,2.0,pandasgui,conda-forge/pandasgui,,,['pandas'],342.0,342.0,https://pypi.org/project/pandasgui,3744.0,4308.0,https://anaconda.org/conda-forge/pandasgui,2023-06-16 19:24:31.206,20874.0,,,,,3.0,,,,,,,,,,,,
476,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198.0,,317.0,67.0,167.0,144.0,113.0,2711.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,23,False,,,11.0,eli5,conda-forge/eli5,,,,,,https://pypi.org/project/eli5,445463.0,447278.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,147052.0,,,,,3.0,,,,,,,,,,,,
477,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2024-01-21 06:34:47.000000,2024-01-21 06:34:10,937.0,2.0,171.0,20.0,75.0,92.0,169.0,2703.0,FFCV: Fast Forward Computer Vision (and other ML workloads!).,28.0,23,True,2023-03-03 01:24:36,1.0.0,3.0,ffcv,,,,,36.0,36.0,https://pypi.org/project/ffcv,1307.0,1307.0,,,,,,,,3.0,,,,,,,,,,,,
478,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2023-11-15 21:03:09.000000,2023-07-01 21:39:32,2288.0,,228.0,37.0,37.0,9.0,109.0,2038.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,17.0,23,True,2022-12-04 19:04:05,_10304,100.0,karateclub,conda-forge/karateclub,,,,220.0,220.0,https://pypi.org/project/karateclub,5334.0,5848.0,https://anaconda.org/conda-forge/karateclub,2023-06-16 19:21:04.092,22122.0,,,,,3.0,,,,,,,,,,,,
479,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-12-05 17:37:33.000000,2023-12-04 14:09:45,571.0,2.0,120.0,55.0,447.0,54.0,100.0,1772.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,29.0,23,True,2023-08-31 20:07:52,1.1.10,25.0,hivemind,,,,,87.0,87.0,https://pypi.org/project/hivemind,4738.0,4738.0,,,,,,,,3.0,,,,,,,,,,,,
480,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2023-11-21 03:54:52.000000,2022-09-18 16:01:20,637.0,,267.0,28.0,183.0,9.0,389.0,1600.0,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",22.0,23,False,2022-05-28 10:07:13,1.3,15.0,talos,,,,['tensorflow'],168.0,168.0,https://pypi.org/project/talos,856.0,856.0,,,,,,,,3.0,,,,,,,,,,,,
481,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-11-18 16:28:54.000000,2023-10-07 11:26:54,2816.0,,168.0,26.0,660.0,91.0,434.0,1445.0,A Python library for learning and evaluating knowledge graph embeddings.,36.0,23,True,2023-02-22 18:28:28,1.10.1,19.0,pykeen,,,,,,,https://pypi.org/project/pykeen,3688.0,3692.0,,,,,,,,3.0,177.0,,,,,,,,,,,
482,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2024-02-01 16:55:49.000000,2024-02-01 16:55:49,1031.0,2.0,168.0,18.0,64.0,29.0,325.0,1419.0,PyTorch Extension Library of Optimized Scatter Operations.,29.0,23,True,2023-10-06 08:48:33,2.1.2,23.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],,,https://pypi.org/project/torch-scatter,34613.0,40066.0,https://anaconda.org/conda-forge/pytorch_scatter,2024-01-12 22:30:52.418,239961.0,,,,,3.0,,,,,,,,,,,,
483,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141.0,29.0,63.0,7.0,70.0,1272.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,23,False,,,,livelossplot,,,,['jupyter'],1333.0,1333.0,https://pypi.org/project/livelossplot,11667.0,11667.0,,,,,,,,3.0,,,,,,,,,,,,
484,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,,2016-06-05 15:21:22.000,2024-01-05 18:00:58.000000,2024-01-05 18:00:58,67.0,1.0,289.0,55.0,63.0,12.0,109.0,1206.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,23,True,2023-07-30 07:06:31,0.6.2,10.0,stockstats,,,,,982.0,982.0,https://pypi.org/project/stockstats,9901.0,9901.0,,,,,,,,3.0,,,,,,,,,,,,
485,keract,philipperemy/keract,interpretability,,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000,2023-11-17 11:03:05.000000,2023-11-17 10:59:26,412.0,3.0,184.0,34.0,73.0,2.0,86.0,1032.0,Layers Outputs and Gradients in Keras. Made easy.,16.0,23,True,2021-06-19 16:14:57,4.5.0,10.0,keract,,,,['tensorflow'],204.0,204.0,https://pypi.org/project/keract,3848.0,3848.0,,,,,,,,3.0,,,,,,,,,,,,
486,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,,2016-08-17 10:58:05.000,2024-01-10 09:27:27.000000,2023-08-01 13:02:51,2070.0,,205.0,42.0,583.0,76.0,431.0,962.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,23,True,2023-08-01 13:38:54,2.0.2,42.0,smac,conda-forge/smac,,,,,,https://pypi.org/project/smac,67999.0,68522.0,https://anaconda.org/conda-forge/smac,2023-08-11 21:35:06.370,18334.0,,,,,3.0,,,,,,,,,,,,
487,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2024-01-08 07:04:51.000000,2023-03-29 07:39:45,85.0,,82.0,26.0,54.0,32.0,28.0,932.0,Unsupervised text tokenizer focused on computational efficiency.,8.0,23,True,2020-02-13 09:57:47,1.0.6,4.0,youtokentome,conda-forge/youtokentome,,,,601.0,601.0,https://pypi.org/project/youtokentome,38048.0,39445.0,https://anaconda.org/conda-forge/youtokentome,2023-09-27 19:23:04.851,40522.0,,,,,3.0,,,,,,,,,,,,
488,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,175.0,40.0,173.0,60.0,174.0,915.0,A Jupyter - Three.js bridge.,30.0,23,True,2022-08-31 09:02:38,2.4.1,18.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],29.0,29.0,https://pypi.org/project/pythreejs,48552.0,57604.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,520660.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,3454.0,,,,,,
489,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2023-08-14 23:20:14.000000,2023-03-06 07:52:05,311.0,,107.0,26.0,36.0,34.0,69.0,873.0,Bokeh Plotting Backend for Pandas and GeoPandas.,15.0,23,True,2021-04-11 17:42:31,0.5.5,5.0,pandas-bokeh,,,,['pandas'],577.0,577.0,https://pypi.org/project/pandas-bokeh,20081.0,20081.0,,,,,,,,3.0,,,,,,,,,,,,
490,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2024-01-10 18:21:30.000000,2024-01-10 18:20:54,284.0,8.0,242.0,46.0,18.0,9.0,91.0,797.0,Data compression in TensorFlow.,21.0,23,True,2023-10-13 19:56:17,2.14.0,22.0,tensorflow-compression,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-compression,9610.0,9610.0,,,,,,,,3.0,,,,,,,,,,,,
491,python-ternary,marcharper/python-ternary,data-viz,,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000,2023-09-26 00:20:33.000000,2023-09-26 00:20:33,398.0,,150.0,17.0,72.0,29.0,106.0,670.0,Ternary plotting library for python with matplotlib.,27.0,23,True,2021-02-17 18:23:31,1.0.8,8.0,python-ternary,conda-forge/python-ternary,,,,162.0,162.0,https://pypi.org/project/python-ternary,41999.0,42841.0,https://anaconda.org/conda-forge/python-ternary,2023-06-16 13:17:10.682,79180.0,,,,,3.0,25.0,,,,,,,,,,,
492,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-01-22 19:27:29.000000,2024-01-22 19:26:50,471.0,5.0,49.0,8.0,53.0,163.0,232.0,570.0,python binding for libvips using cffi.,16.0,23,True,,,5.0,pyvips,conda-forge/pyvips,,,,656.0,656.0,https://pypi.org/project/pyvips,53831.0,55642.0,https://anaconda.org/conda-forge/pyvips,2023-09-26 03:23:28.071,72440.0,,,,,3.0,,,,,,,,,,,,
493,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,,2013-08-02 14:31:46.000,2024-01-30 16:32:23.000000,2024-01-30 16:32:20,3724.0,31.0,67.0,47.0,351.0,22.0,389.0,552.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,23,True,2023-11-14 15:08:13,4.0.1,69.0,skll,conda-forge/skll,,,['sklearn'],41.0,41.0,https://pypi.org/project/skll,430.0,911.0,https://anaconda.org/conda-forge/skll,2023-11-15 00:08:06.079,12991.0,,,,,3.0,13.0,,,,,,,,,,,
494,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-11-05 11:43:31.000000,2023-02-15 20:15:59,196.0,,489.0,83.0,37.0,53.0,26.0,10690.0,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,22,True,2023-02-15 20:16:12,1.0.0,5.0,prettymaps,conda-forge/prettymaps,,,,43.0,43.0,https://pypi.org/project/prettymaps,793.0,884.0,https://anaconda.org/conda-forge/prettymaps,2023-06-18 08:40:31.986,2290.0,,,,,3.0,,,,,,,,,,,,
495,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2023-04-10 13:46:12.000000,2022-05-30 07:32:06,3344.0,,808.0,233.0,109.0,56.0,620.0,4846.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,22,False,2022-01-13 09:55:14,1.1.1,12.0,,,,,,,,,,22.0,,,,,,,,3.0,1501.0,,,,,,,,,,,
496,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:13.000000,2022-03-13 19:08:59,231.0,,324.0,75.0,37.0,93.0,74.0,4383.0,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,22,False,2022-03-13 19:09:13,0.11.1,67.0,deep-daze,,,,,51.0,51.0,https://pypi.org/project/deep-daze,574.0,574.0,,,,,,,,3.0,,,,,,,,,,,,
497,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2024-01-06 08:42:15.000000,2024-01-06 08:37:53,173.0,4.0,438.0,91.0,78.0,57.0,137.0,3337.0,Generate embeddings from large-scale graph-structured data.,31.0,22,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,285904.0,285906.0,,,,,,,,3.0,170.0,,,,,,,,,,,
498,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2024-01-01 21:15:24.000000,2024-01-01 21:13:34,684.0,1.0,464.0,215.0,16.0,24.0,4.0,3292.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,22,True,2024-01-01 21:15:24,0.11.13,14.0,finmarketpy,,,,,11.0,11.0,https://pypi.org/project/finmarketpy,246.0,246.0,,,,,,,,3.0,51.0,,,,,,,,,,,
499,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2024-01-26 14:50:51.000000,2024-01-26 14:45:27,410.0,4.0,324.0,52.0,413.0,66.0,106.0,3191.0,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",38.0,22,True,2021-11-02 17:21:02,0.1.6,2.0,vissl,,,,['pytorch'],34.0,34.0,https://pypi.org/project/vissl,125.0,125.0,,,,,,,,3.0,,,,,,,,,,,,
500,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2024-01-31 05:20:55.000000,2023-11-05 09:58:06,2685.0,3.0,1063.0,132.0,1031.0,24.0,72.0,3043.0,a distributed deep learning platform.,85.0,22,True,2020-04-21 08:01:08,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,3.0,3.0,,,60.0,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,734.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,5616.0,3.0,,,,,,,,,,,,
501,Texthero,jbesomi/texthero,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000,2023-08-29 08:45:13.000000,2023-08-29 08:45:10,277.0,,236.0,43.0,110.0,55.0,64.0,2848.0,"Text preprocessing, representation and visualization from zero to hero.",21.0,22,True,2021-07-01 16:53:52,1.1.0,4.0,texthero,,,,,,,https://pypi.org/project/texthero,9259.0,9261.0,,,,,,,,3.0,121.0,,,,,,,,,,,
502,torchinfo,TylerYep/torchinfo,pytorch-utils,,https://github.com/TylerYep/torchinfo,https://github.com/TylerYep/torchinfo,MIT,2020-03-16 21:41:29.000,2024-01-27 19:11:51.000000,2024-01-27 19:11:51,377.0,10.0,100.0,18.0,141.0,31.0,114.0,2157.0,View model summaries in PyTorch!.,20.0,22,True,2023-05-14 20:54:46,1.8.0,31.0,torchinfo,,,,['pytorch'],,,https://pypi.org/project/torchinfo,146383.0,146385.0,,,,,,,,3.0,134.0,,,,,,,,,,,
503,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-01-11 20:56:38.000000,2023-10-16 16:49:59,532.0,,193.0,41.0,116.0,55.0,126.0,2104.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,25.0,22,True,,,2.0,kubric-nightly,,,,,3.0,3.0,https://pypi.org/project/kubric-nightly,5431.0,5431.0,,,,,,,,3.0,,,,,,,,,,,,
504,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2024-01-30 02:43:49.000000,2023-08-10 17:09:47,309.0,,155.0,24.0,33.0,29.0,31.0,1859.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,22,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],28.0,28.0,https://pypi.org/project/ecco,302.0,469.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,4338.0,,,,,3.0,72.0,,,,,,,,,,,
505,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-01-30 11:58:46.000000,2024-01-30 11:58:43,345.0,9.0,334.0,42.0,68.0,155.0,95.0,1839.0,Super easy library for BERT based NLP models.,36.0,22,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1728.0,1728.0,,,,,,,,3.0,,,,,,,,,,,,
506,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2024-01-18 18:33:20.000000,2024-01-16 17:27:35,27.0,1.0,101.0,37.0,30.0,23.0,78.0,1768.0,"A flexible, intuitive and fast forecasting library.",10.0,22,True,2024-01-18 18:33:20,1.0.0,6.0,greykite,,,,,26.0,26.0,https://pypi.org/project/greykite,11768.0,11768.0,,,,,,,,3.0,9.0,,,,,,,,,,,
507,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2024-01-30 15:08:56.000000,2024-01-30 15:12:06,1185.0,16.0,118.0,28.0,68.0,2.0,29.0,1466.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,22,True,2023-08-19 14:26:10,0.7.0,29.0,pytorch_toolbelt,,,,['pytorch'],,,https://pypi.org/project/pytorch_toolbelt,6096.0,6096.0,,,,,,,,3.0,13.0,,,,,,,,,,,
508,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-11-06 16:35:34.000000,2023-11-06 15:20:05,206.0,2.0,308.0,49.0,43.0,,,1297.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,22,True,2020-09-13 21:05:45,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],404.0,404.0,https://pypi.org/project/keras-ocr,27090.0,47061.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,301.0,,,,,3.0,818544.0,,,,,,,,,,,
509,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-10-19 08:20:16.000000,2023-02-08 02:25:50,604.0,,203.0,54.0,460.0,143.0,293.0,1173.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,22,True,,,,tf-encrypted,,,,['tensorflow'],64.0,64.0,https://pypi.org/project/tf-encrypted,547.0,547.0,,,,,,,,3.0,,,,,,,,,,,,
510,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2024-02-01 11:21:15.000000,2024-01-30 00:53:52,532.0,82.0,123.0,20.0,244.0,6.0,121.0,1146.0,A standard framework for modelling Deep Learning Models for tabular data.,19.0,22,True,2024-01-15 12:17:19,1.1.0,5.0,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,4055.0,4055.0,,,,,,,,2.0,22.0,,,,,,,,,,,
511,pygod,pygod-team/pygod,graph,,https://github.com/pygod-team/pygod,https://github.com/pygod-team/pygod,BSD-2-Clause,2021-11-18 23:18:17.000,2024-02-01 05:26:54.000000,2024-02-01 05:26:50,466.0,60.0,118.0,15.0,22.0,3.0,53.0,1139.0,A Python Library for Graph Outlier Detection (Anomaly Detection).,16.0,22,True,2023-07-20 01:35:47,1.0.0,6.0,pygod,conda-forge/pygod,,,,23.0,23.0,https://pypi.org/project/pygod,902.0,1090.0,https://anaconda.org/conda-forge/pygod,2023-07-21 21:20:19.348,4154.0,,,,,3.0,,,,,,,,,,,,
512,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,109.0,51.0,98.0,39.0,51.0,1008.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:27:53,0.3.1,7.0,tf-explain,,,,['tensorflow'],207.0,207.0,https://pypi.org/project/tf-explain,1949.0,1949.0,,,,,,,,3.0,,,,,,,,,,,,
513,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-08-14 08:41:19.000000,2023-08-12 20:19:05,5777.0,,83.0,14.0,77.0,219.0,218.0,848.0,"Experiment tracking, ML developer tools.",29.0,22,True,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,89.0,89.0,https://pypi.org/project/guildai,598.0,598.0,,,,,,,,3.0,14.0,,,,,,,,,,,
514,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-12-29 17:18:10.000000,2023-12-02 22:09:25,222.0,2.0,82.0,19.0,153.0,23.0,82.0,823.0,Library to enable Bayesian active learning in your research or labeling work.,21.0,22,True,2023-10-02 19:58:51,1.9.1,14.0,baal,conda-forge/baal,,,,53.0,53.0,https://pypi.org/project/baal,1070.0,1279.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,7733.0,,,,,3.0,,,,,,,,,,,,
515,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,75.0,6.0,5.0,2.0,23.0,812.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],403.0,403.0,https://pypi.org/project/iterative-stratification,131646.0,131646.0,,,,,,,,3.0,,,,,,,,,,,,
516,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2024-02-01 17:50:47.000000,2023-11-24 10:43:28,313.0,6.0,108.0,20.0,73.0,1.0,64.0,792.0,An intuitive library to extract features from time series.,18.0,22,True,2023-08-23 07:53:53,0.1.6,10.0,tsfel,,,,,111.0,111.0,https://pypi.org/project/tsfel,22588.0,22588.0,,,,,,,,3.0,,,,,,,,,,,,
517,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,5.0,73.0,27.0,162.0,40.0,62.0,751.0,,26.0,22,False,2023-11-06 22:17:30,1.8.0,9.0,objax,,,,['jax'],47.0,47.0,https://pypi.org/project/objax,578.0,578.0,,,,,,,,3.0,,,,,,,,,,,,
518,larq,larq/larq,ml-frameworks,,https://github.com/larq/larq,https://github.com/larq/larq,Apache-2.0,2019-03-18 21:41:50.000,2024-01-29 15:28:42.000000,2024-01-29 08:40:01,723.0,9.0,79.0,30.0,714.0,19.0,121.0,685.0,An Open-Source Library for Training Binarized Neural Networks.,19.0,22,True,2023-07-12 14:06:25,0.13.3,38.0,larq,,,,['tensorflow'],43.0,43.0,https://pypi.org/project/larq,1773.0,1773.0,,,,,,,,3.0,,,,,,,,,,,,
519,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2023-09-19 18:44:18.000000,2023-09-19 18:44:18,355.0,,117.0,19.0,78.0,23.0,33.0,662.0,Working with molecular structures in pandas DataFrames.,15.0,22,True,2023-08-28 15:31:05,0.5.1de,17.0,biopandas,conda-forge/biopandas,,,['pandas'],227.0,227.0,https://pypi.org/project/biopandas,82717.0,84443.0,https://anaconda.org/conda-forge/biopandas,2023-06-16 13:21:19.340,148451.0,,,,,3.0,,,BioPandas/biopandas,,,,,,,,,
520,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2024-01-28 11:51:26.000000,2023-12-07 19:31:40,331.0,2.0,131.0,20.0,44.0,4.0,80.0,534.0,Medical image processing in Python.,18.0,22,True,2019-02-14 17:09:49,0.4.0,5.0,MedPy,conda-forge/medpy,,,,1684.0,1684.0,https://pypi.org/project/MedPy,17133.0,17834.0,https://anaconda.org/conda-forge/medpy,2023-11-26 21:20:01.088,22461.0,,,,,3.0,,,,,,,,,,,,
