,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,new_addition
484,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,,2016-06-05 15:21:22.000,2024-01-05 18:00:58.000000,2024-01-05 18:00:58,67.0,1.0,289.0,55.0,63.0,12.0,109.0,1209.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,23,True,2023-07-30 07:06:31,0.6.2,10.0,stockstats,,,,,984.0,984.0,https://pypi.org/project/stockstats,10166.0,10166.0,,,,,,,,3.0,,,,,,,,,,,,,
485,keract,philipperemy/keract,interpretability,,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000,2023-11-17 11:03:05.000000,2023-11-17 10:59:26,412.0,3.0,184.0,34.0,73.0,2.0,86.0,1032.0,Layers Outputs and Gradients in Keras. Made easy.,16.0,23,True,2021-06-19 16:14:57,4.5.0,10.0,keract,,,,['tensorflow'],205.0,205.0,https://pypi.org/project/keract,3964.0,3964.0,,,,,,,,3.0,,,,,,,,,,,,,
486,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,,2016-08-17 10:58:05.000,2024-02-08 09:52:08.000000,2023-08-01 13:02:51,2070.0,,205.0,42.0,584.0,77.0,431.0,964.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,23,True,2023-08-01 13:38:54,2.0.2,42.0,smac,conda-forge/smac,,,,,,https://pypi.org/project/smac,66434.0,66960.0,https://anaconda.org/conda-forge/smac,2023-08-11 21:35:06.370,18426.0,,,,,3.0,,,,,,,,,,,,,
487,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2024-01-08 07:04:51.000000,2023-03-29 07:39:45,85.0,,82.0,26.0,54.0,32.0,28.0,932.0,Unsupervised text tokenizer focused on computational efficiency.,8.0,23,True,2020-02-13 09:57:47,1.0.6,4.0,youtokentome,conda-forge/youtokentome,,,,603.0,603.0,https://pypi.org/project/youtokentome,43748.0,45156.0,https://anaconda.org/conda-forge/youtokentome,2023-09-27 19:23:04.851,40832.0,,,,,3.0,,,,,,,,,,,,,
488,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,176.0,40.0,173.0,60.0,174.0,917.0,A Jupyter - Three.js bridge.,30.0,23,True,2022-08-31 09:02:38,2.4.1,18.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],30.0,30.0,https://pypi.org/project/pythreejs,50300.0,59455.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,521484.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,3548.0,,,,,,,
489,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2023-08-14 23:20:14.000000,2023-03-06 07:52:05,311.0,,107.0,26.0,36.0,34.0,69.0,873.0,Bokeh Plotting Backend for Pandas and GeoPandas.,15.0,23,True,2021-04-11 17:42:31,0.5.5,5.0,pandas-bokeh,,,,['pandas'],581.0,581.0,https://pypi.org/project/pandas-bokeh,22239.0,22239.0,,,,,,,,3.0,,,,,,,,,,,,,
490,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2024-02-02 01:53:52.000000,2024-02-01 20:37:52,285.0,9.0,242.0,46.0,18.0,9.0,91.0,800.0,Data compression in TensorFlow.,21.0,23,True,2024-02-02 01:53:52,2.15.0,24.0,tensorflow-compression,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-compression,8496.0,8496.0,,,,,,,,3.0,,,,,,,,,,,,,
491,python-ternary,marcharper/python-ternary,data-viz,,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000,2023-09-26 00:20:33.000000,2023-09-26 00:20:33,398.0,,151.0,17.0,72.0,29.0,106.0,673.0,Ternary plotting library for python with matplotlib.,27.0,23,True,2021-02-17 18:23:31,1.0.8,8.0,python-ternary,conda-forge/python-ternary,,,,163.0,163.0,https://pypi.org/project/python-ternary,42669.0,43512.0,https://anaconda.org/conda-forge/python-ternary,2023-06-16 13:17:10.682,79274.0,,,,,3.0,25.0,,,,,,,,,,,,
492,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-01-22 19:27:29.000000,2024-01-22 19:26:50,471.0,5.0,49.0,8.0,53.0,163.0,233.0,572.0,python binding for libvips using cffi.,16.0,23,True,,,5.0,pyvips,conda-forge/pyvips,,,,664.0,664.0,https://pypi.org/project/pyvips,51078.0,52899.0,https://anaconda.org/conda-forge/pyvips,2023-09-26 03:23:28.071,72860.0,,,,,3.0,,,,,,,,,,,,,
493,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,,2013-08-02 14:31:46.000,2024-01-30 16:32:23.000000,2024-01-30 16:32:20,3724.0,28.0,67.0,47.0,351.0,24.0,389.0,552.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,23,True,2023-11-14 15:08:13,4.0.1,69.0,skll,conda-forge/skll,,,['sklearn'],41.0,41.0,https://pypi.org/project/skll,436.0,922.0,https://anaconda.org/conda-forge/skll,2023-11-15 00:08:06.079,13136.0,,,,,3.0,13.0,,,,,,,,,,,,
494,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2024-02-06 03:34:11.000000,2023-08-10 03:20:53,1214.0,,64.0,7.0,207.0,18.0,109.0,489.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,23,True,2023-08-07 03:02:27,3.0.0,40.0,happytransformer,,,,['huggingface'],224.0,224.0,https://pypi.org/project/happytransformer,3381.0,3381.0,,,,,,,,3.0,,,,,,,,,,,,,
495,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2023-12-26 16:13:16.000000,2023-12-26 16:13:16,6706.0,32.0,137.0,36.0,394.0,30.0,134.0,366.0,Neuroimaging in Python FMRI analysis package.,69.0,23,True,,,2.0,nipy,conda-forge/nipy,,,,222.0,222.0,https://pypi.org/project/nipy,1375.0,2721.0,https://anaconda.org/conda-forge/nipy,2023-06-16 13:21:17.395,106354.0,,,,,3.0,,,,,,,,,,,,,
496,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-11-05 11:43:31.000000,2023-02-15 20:15:59,196.0,,489.0,83.0,37.0,53.0,26.0,10706.0,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,22,True,2023-02-15 20:16:12,1.0.0,5.0,prettymaps,conda-forge/prettymaps,,,,43.0,43.0,https://pypi.org/project/prettymaps,866.0,957.0,https://anaconda.org/conda-forge/prettymaps,2023-06-18 08:40:31.986,2299.0,,,,,3.0,,,,,,,,,,,,,
497,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-12-22 07:27:57.000000,2023-10-19 02:11:57,190.0,,1098.0,98.0,48.0,364.0,280.0,6122.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,22,True,,,,pyslowfast,,,,['pytorch'],15.0,15.0,https://pypi.org/project/pyslowfast,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,
498,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,,2021-06-09 17:57:28.000,2024-01-27 02:58:09.000000,2024-01-27 02:54:23,215.0,2.0,288.0,68.0,179.0,19.0,54.0,4872.0,"A data augmentations library for audio, image, text, and video.",34.0,22,True,2022-03-29 11:42:50,1.0.0,7.0,augly,,,,,99.0,99.0,https://pypi.org/project/augly,1584.0,1584.0,,,,,,,,3.0,,,,,,,,,,,,,
499,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2023-04-10 13:46:12.000000,2022-05-30 07:32:06,3344.0,,808.0,232.0,109.0,56.0,620.0,4848.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,22,False,2022-01-13 09:55:14,1.1.1,12.0,,,,,,,,,,22.0,,,,,,,,3.0,1501.0,,,,,,,,,,,,
500,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:13.000000,2022-03-13 19:08:59,231.0,,324.0,75.0,37.0,93.0,74.0,4386.0,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,22,False,2022-03-13 19:09:13,0.11.1,67.0,deep-daze,,,,,51.0,51.0,https://pypi.org/project/deep-daze,511.0,511.0,,,,,,,,3.0,,,,,,,,,,,,,
501,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2024-01-01 21:15:24.000000,2024-01-01 21:13:34,684.0,1.0,465.0,215.0,16.0,24.0,4.0,3295.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,22,True,2024-01-01 21:15:24,0.11.13,14.0,finmarketpy,,,,,11.0,11.0,https://pypi.org/project/finmarketpy,239.0,239.0,,,,,,,,3.0,51.0,,,,,,,,,,,,
502,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2024-02-08 11:55:48.000000,2023-11-05 09:58:06,2685.0,,1064.0,132.0,1035.0,24.0,72.0,3044.0,a distributed deep learning platform.,85.0,22,True,2020-04-21 08:01:08,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,3.0,3.0,,,62.0,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,734.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,5728.0,3.0,,,,,,,,,,,,,
503,Texthero,jbesomi/texthero,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000,2023-08-29 08:45:13.000000,2023-08-29 08:45:10,277.0,,237.0,43.0,110.0,55.0,64.0,2850.0,"Text preprocessing, representation and visualization from zero to hero.",21.0,22,True,2021-07-01 16:53:52,1.1.0,4.0,texthero,,,,,,,https://pypi.org/project/texthero,9480.0,9482.0,,,,,,,,3.0,121.0,,,,,,,,,,,,
504,torchinfo,TylerYep/torchinfo,pytorch-utils,,https://github.com/TylerYep/torchinfo,https://github.com/TylerYep/torchinfo,MIT,2020-03-16 21:41:29.000,2024-02-06 00:34:52.000000,2024-02-06 00:34:51,378.0,11.0,100.0,18.0,141.0,32.0,115.0,2161.0,View model summaries in PyTorch!.,20.0,22,True,2023-05-14 20:54:46,1.8.0,31.0,torchinfo,,,,['pytorch'],,,https://pypi.org/project/torchinfo,155390.0,155392.0,,,,,,,,3.0,134.0,,,,,,,,,,,,
505,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-01-11 20:56:38.000000,2023-10-16 16:49:59,532.0,,194.0,41.0,116.0,55.0,126.0,2111.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,25.0,22,True,,,2.0,kubric-nightly,,,,,3.0,3.0,https://pypi.org/project/kubric-nightly,5163.0,5163.0,,,,,,,,3.0,,,,,,,,,,,,,
506,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2024-01-30 02:43:49.000000,2023-08-10 17:09:47,309.0,,155.0,24.0,33.0,30.0,31.0,1863.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,22,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],28.0,28.0,https://pypi.org/project/ecco,321.0,489.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,4350.0,,,,,3.0,72.0,,,,,,,,,,,,
507,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-01-30 11:58:46.000000,2024-01-30 11:58:43,345.0,9.0,335.0,42.0,68.0,155.0,95.0,1840.0,Super easy library for BERT based NLP models.,36.0,22,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1887.0,1887.0,,,,,,,,3.0,,,,,,,,,,,,,
508,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2024-01-18 18:33:20.000000,2024-01-16 17:27:35,27.0,1.0,101.0,37.0,30.0,25.0,78.0,1770.0,"A flexible, intuitive and fast forecasting library.",10.0,22,True,2024-01-18 18:33:20,1.0.0,6.0,greykite,,,,,27.0,27.0,https://pypi.org/project/greykite,11428.0,11428.0,,,,,,,,3.0,9.0,,,,,,,,,,,,
509,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-02-04 20:37:53.000000,2024-02-04 20:37:53,1083.0,10.0,262.0,33.0,38.0,23.0,176.0,1720.0,A library for graph deep learning research.,49.0,22,True,2023-04-07 20:33:15,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,372.0,372.0,,,,,,,,3.0,,,,,,,,,,,,,
510,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,15.0,33.0,1634.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,22,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],48.0,48.0,https://pypi.org/project/antialiased-cnns,8130.0,8130.0,,,,,,,,3.0,,,,,,,,,,,,,
511,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,120.0,29.0,31.0,58.0,50.0,1563.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,22,False,,,,higher,,,,['pytorch'],382.0,382.0,https://pypi.org/project/higher,60380.0,60380.0,,,,,,,,3.0,,,,,,,,,,,,,
512,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2024-01-30 15:08:56.000000,2024-01-30 15:12:06,1185.0,16.0,118.0,28.0,68.0,2.0,29.0,1467.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,22,True,2023-08-19 14:26:10,0.7.0,29.0,pytorch_toolbelt,,,,['pytorch'],,,https://pypi.org/project/pytorch_toolbelt,6810.0,6810.0,,,,,,,,3.0,13.0,,,,,,,,,,,,
513,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-10-19 08:20:16.000000,2023-02-08 02:25:50,604.0,,204.0,54.0,460.0,143.0,293.0,1173.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,22,True,,,,tf-encrypted,,,,['tensorflow'],64.0,64.0,https://pypi.org/project/tf-encrypted,436.0,436.0,,,,,,,,3.0,,,,,,,,,,,,,
514,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2024-02-05 21:17:09.000000,2024-02-04 11:57:04,536.0,78.0,123.0,20.0,246.0,7.0,122.0,1149.0,A standard framework for modelling Deep Learning Models for tabular data.,19.0,22,True,2024-01-15 12:17:19,1.1.0,5.0,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,5075.0,5075.0,,,,,,,,2.0,23.0,,,,,,,,,,,,
515,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2024-02-06 06:41:55.000000,2023-07-16 15:16:10,420.0,,146.0,93.0,118.0,29.0,45.0,1125.0,PFRL: a PyTorch-based deep reinforcement learning library.,19.0,22,True,2023-07-16 15:19:48,0.4.0,5.0,pfrl,,,,,99.0,99.0,https://pypi.org/project/pfrl,914.0,914.0,,,,,,,,3.0,,,,,,,,,,,,,
516,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,109.0,51.0,98.0,39.0,51.0,1008.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:27:53,0.3.1,7.0,tf-explain,,,,['tensorflow'],208.0,208.0,https://pypi.org/project/tf-explain,1927.0,1927.0,,,,,,,,3.0,,,,,,,,,,,,,
517,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-08-14 08:41:19.000000,2023-08-12 20:19:05,5777.0,,83.0,14.0,77.0,219.0,218.0,849.0,"Experiment tracking, ML developer tools.",29.0,22,True,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,89.0,89.0,https://pypi.org/project/guildai,874.0,874.0,,,,,,,,3.0,14.0,,,,,,,,,,,,
518,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-12-29 17:18:10.000000,2023-12-02 22:09:25,222.0,1.0,82.0,19.0,153.0,24.0,82.0,823.0,Library to enable Bayesian active learning in your research or labeling work.,21.0,22,True,2023-10-02 19:58:51,1.9.1,14.0,baal,conda-forge/baal,,,,53.0,53.0,https://pypi.org/project/baal,1118.0,1327.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,7762.0,,,,,3.0,,,,,,,,,,,,,
519,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,75.0,6.0,5.0,2.0,23.0,812.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],407.0,407.0,https://pypi.org/project/iterative-stratification,188058.0,188058.0,,,,,,,,3.0,,,,,,,,,,,,,
520,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2024-02-05 16:21:42.000000,2023-11-24 10:43:28,313.0,6.0,108.0,20.0,74.0,1.0,64.0,794.0,An intuitive library to extract features from time series.,18.0,22,True,2023-08-23 07:53:53,0.1.6,11.0,tsfel,,,,,112.0,112.0,https://pypi.org/project/tsfel,22810.0,22810.0,,,,,,,,3.0,,,,,,,,,,,,,
521,larq,larq/larq,ml-frameworks,,https://github.com/larq/larq,https://github.com/larq/larq,Apache-2.0,2019-03-18 21:41:50.000,2024-02-02 15:39:42.000000,2024-02-02 15:39:41,724.0,9.0,79.0,30.0,715.0,19.0,121.0,685.0,An Open-Source Library for Training Binarized Neural Networks.,19.0,22,True,2023-07-12 14:06:25,0.13.3,38.0,larq,,,,['tensorflow'],43.0,43.0,https://pypi.org/project/larq,1918.0,1918.0,,,,,,,,3.0,,,,,,,,,,,,,
522,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2023-09-19 18:44:18.000000,2023-09-19 18:44:18,355.0,,116.0,19.0,78.0,23.0,33.0,661.0,Working with molecular structures in pandas DataFrames.,15.0,22,True,2023-08-28 15:31:05,0.5.1de,17.0,biopandas,conda-forge/biopandas,,,['pandas'],227.0,227.0,https://pypi.org/project/biopandas,84079.0,85807.0,https://anaconda.org/conda-forge/biopandas,2023-06-16 13:21:19.340,148608.0,,,,,3.0,,BioPandas/biopandas,,,,,,,,,,,
523,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2024-01-05 08:05:26.000000,2024-01-05 08:05:26,564.0,8.0,94.0,17.0,193.0,98.0,135.0,640.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",33.0,22,True,2023-02-15 15:39:02,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,,,https://pypi.org/project/soundfile,1775061.0,1775204.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,17163.0,,-8.0,,,,,,,,,,
524,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2024-02-03 15:37:34.000000,2023-12-07 19:31:40,331.0,2.0,132.0,20.0,44.0,3.0,81.0,536.0,Medical image processing in Python.,18.0,22,True,2019-02-14 17:09:49,0.4.0,6.0,MedPy,conda-forge/medpy,,,,1705.0,1705.0,https://pypi.org/project/MedPy,15899.0,16608.0,https://anaconda.org/conda-forge/medpy,2023-11-26 21:20:01.088,22715.0,,,,,3.0,,,,,,,,,,,,,
525,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2024-01-21 21:20:26.000000,2023-12-29 21:08:41,477.0,31.0,56.0,26.0,9.0,13.0,33.0,514.0,Active Learning for Text Classification in Python.,6.0,22,True,2023-12-29 21:23:01,1.3.3,13.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",26.0,26.0,https://pypi.org/project/small-text,365.0,642.0,https://anaconda.org/conda-forge/small-text,2023-12-29 21:40:00.838,5267.0,,,,,3.0,,,,,,,,,,,,,
526,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-01-29 11:47:35.000000,2023-03-05 00:16:57,419.0,,97.0,36.0,276.0,69.0,173.0,459.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,22,True,2019-09-11 11:25:15,0.6,5.0,tick,,,,,74.0,74.0,https://pypi.org/project/tick,1368.0,1371.0,,,,,,,,3.0,297.0,,,,,,,,,,,,
527,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2023-12-25 05:43:33.000000,2023-12-25 05:41:54,316.0,19.0,19.0,9.0,65.0,14.0,81.0,278.0,A high-performance implementation of Wilkinson formulas for Python.,10.0,22,True,2023-12-25 05:46:23,1.0.1,23.0,formulaic,,,,,,,https://pypi.org/project/formulaic,826874.0,826874.0,,,,,,,,3.0,,,,,,,,,,,,,
528,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2023-12-11 19:25:59.000000,2023-11-17 21:43:05,4051.0,7.0,49.0,14.0,712.0,194.0,203.0,275.0,Asynchronous Distributed Hyperparameter Optimization.,32.0,22,True,2023-03-02 21:02:52,0.2.7,26.0,orion,,,,,98.0,98.0,https://pypi.org/project/orion,1224.0,1224.0,,,,,,,,3.0,,,,,,,,,,,,,
529,ML in production,eugeneyan/applied-ml,data-science,,https://github.com/eugeneyan/applied-ml,https://github.com/eugeneyan/applied-ml,MIT,2020-07-04 18:57:47.000,2023-10-18 01:12:59.000000,2023-10-18 01:12:59,482.0,,3381.0,916.0,228.0,2.0,22.0,25611.0,Papers & tech blogs by companies sharing their work on data science & machine learning in production.,53.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
530,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2024-01-26 09:16:24.000000,2024-01-26 09:16:04,412.0,28.0,2163.0,646.0,119.0,8.0,52.0,15098.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",87.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
531,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2024-01-22 00:19:31.000000,2023-02-07 10:12:31,47.0,,2163.0,148.0,89.0,239.0,286.0,12459.0,End-to-End Object Detection with Transformers.,26.0,21,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
532,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2024-01-06 08:42:15.000000,2024-01-06 08:37:53,173.0,2.0,438.0,91.0,78.0,57.0,137.0,3339.0,Generate embeddings from large-scale graph-structured data.,31.0,21,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,286726.0,286728.0,,,,,,,,3.0,170.0,,,,,,,,,,,,
