,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,new_addition
570,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000,2019-03-06 17:01:45,27.0,,321.0,74.0,2.0,18.0,7.0,2905.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,,['pytorch'],192.0,192.0,https://pypi.org/project/adabound,1844.0,1844.0,,,,,,,,3.0,,,,,,,,,,,,,
571,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000,2022-07-20 20:54:36,1904.0,,324.0,101.0,1000.0,87.0,260.0,2823.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
572,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2024-03-20 15:45:40.000,2023-08-26 20:55:56,106.0,,230.0,62.0,106.0,24.0,56.0,2105.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,20,True,2021-05-21 00:29:47,0.2,2.0,pycls,,,,['pytorch'],17.0,17.0,https://pypi.org/project/pycls,1008.0,1008.0,,,,,,,,3.0,,,,,,,,,,,,,
573,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557,2021-09-30 21:51:09,8208.0,,176.0,55.0,895.0,129.0,586.0,1892.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",50.0,20,False,2021-08-16 15:40:43,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,18.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1020.0,,,,,3.0,,,,,,,,,,,,,
574,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000,2022-01-30 01:22:30,743.0,,191.0,38.0,111.0,49.0,42.0,1705.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],150.0,150.0,https://pypi.org/project/sklearn-contrib-lightning,2982.0,5221.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,204913.0,,,,,3.0,416.0,,,,,,,,,,,,
575,tnt,pytorch/tnt,pytorch-utils,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,,2016-12-10 11:49:58.000,2024-03-29 15:42:49.000,2024-03-29 15:39:31,871.0,98.0,253.0,47.0,706.0,4.0,64.0,1612.0,A lightweight library for PyTorch training tools and utilities.,122.0,20,True,,,,torchtnt,,,,['pytorch'],,,https://pypi.org/project/torchtnt,7869.0,7869.0,,,,,,,,3.0,,,,,,,,,,,,,
576,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000,2023-05-09 00:52:44,72.0,,215.0,66.0,29.0,26.0,12.0,1151.0,Anomaly Detection and Correlation library.,9.0,20,True,,,,luminol,,,,,77.0,77.0,https://pypi.org/project/luminol,10477.0,10477.0,,,,,,,,3.0,,,,,,,,,,,,,
577,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-01-14 08:39:28.000,2020-04-17 02:27:44,79.0,,131.0,25.0,76.0,43.0,36.0,1014.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,255134.0,255296.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7811.0,,,,,3.0,,,,,,,,,,,,,
578,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-03-14 21:28:06.000,2024-02-01 21:38:56,330.0,1.0,162.0,29.0,111.0,67.0,56.0,880.0,Source code/webpage/demos for the What-If Tool.,20.0,20,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,2.0,2.0,https://pypi.org/project/witwidget,4235.0,53313.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2146325.0,,,,,3.0,,,wit-widget,https://www.npmjs.com/package/wit-widget,1382.0,,,,,,,,
579,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-03-29 10:24:06.000,2024-03-29 09:30:23,1161.0,25.0,123.0,30.0,978.0,15.0,50.0,757.0,Machine learning framework for both deep learning and traditional algorithms.,36.0,20,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,231.0,231.0,,,,,,,,3.0,,,,,,,,,,,,,
580,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-03-27 02:12:17.000,2024-01-15 01:52:35,490.0,1.0,108.0,33.0,557.0,191.0,245.0,678.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,20,True,2024-01-15 02:09:18,23.12.00,9.0,merlin-core,,,,,,,https://pypi.org/project/merlin-core,2879.0,2879.0,,,,,,,,3.0,,,,,,,,,,,,,
581,detecto,alankbi/detecto,pytorch-utils,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2023-07-28 19:05:13.000,2022-02-09 16:35:40,142.0,,103.0,24.0,25.0,43.0,61.0,608.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07,1.2.2,12.0,detecto,conda-forge/detecto,,,['pytorch'],161.0,161.0,https://pypi.org/project/detecto,1562.0,1672.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,3645.0,,,,,3.0,,,,,,,,,,,,,
582,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000,2023-10-04 12:31:54,297.0,,95.0,15.0,53.0,10.0,15.0,554.0,A library of metrics for evaluating recommender systems.,20.0,20,True,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,,51.0,51.0,https://pypi.org/project/recmetrics,19105.0,19105.0,,,,,,,,3.0,5.0,,,,,,,,,,,,
583,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000,2023-11-11 03:23:44,413.0,,56.0,60.0,9.0,23.0,25.0,522.0,Python library assists deep learning on graphs.,18.0,20,True,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,,,93.0,93.0,https://pypi.org/project/deepsnap,370.0,370.0,,,,,,,,3.0,10.0,,,,,,,,,,,,
584,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000,2023-07-26 12:04:59,273.0,,82.0,20.0,247.0,8.0,23.0,398.0,A toolkit that streamlines and automates the generation of model cards.,22.0,20,True,2023-04-03 17:58:08,2.0.0,9.0,model-card-toolkit,,,,,23.0,23.0,https://pypi.org/project/model-card-toolkit,2269.0,2269.0,,,,,,,,3.0,18.0,,,,,,,,,,,,
585,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-02-20 11:57:52.000,2023-11-17 08:50:12,72.0,,59.0,8.0,12.0,5.0,18.0,367.0,TextAugment: Text Augmentation Library.,8.0,20,True,2023-11-16 20:54:10,2.0.0,9.0,textaugment,,,,,85.0,85.0,https://pypi.org/project/textaugment,4408.0,4409.0,,,,,,,,3.0,64.0,,,,,,,,,,,,
586,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000,2023-02-01 10:38:52,3728.0,,61.0,27.0,110.0,33.0,184.0,363.0,scalable audio processing framework and server written in Python.,22.0,20,False,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,17.0,17.0,https://pypi.org/project/TimeSide,74.0,74.0,,,,,,,,3.0,,yomguy/TimeSide,,,,,,,,,,,
587,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2024-03-09 17:29:17.000,2024-03-09 17:28:20,318.0,2.0,19.0,10.0,66.0,16.0,85.0,292.0,A high-performance implementation of Wilkinson formulas for Python.,10.0,20,True,2023-12-25 05:46:23,1.0.1,23.0,formulaic,,,,,,,https://pypi.org/project/formulaic,803314.0,803314.0,,,,,,,,3.0,,,,,,,,,,,,,
588,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2023-11-16 02:17:24.000,2023-11-16 02:17:17,251.0,,24.0,8.0,4.0,21.0,60.0,289.0,Multiple Imputation with LightGBM in Python.,6.0,20,True,2022-12-12 14:01:15,DOI,8.0,miceforest,conda-forge/miceforest,,,,123.0,123.0,https://pypi.org/project/miceforest,24268.0,24640.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,11908.0,,,,,3.0,,,,,,,,,,,,,
589,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/vega/vegafusion,https://github.com/vega/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2024-03-27 10:13:46.000,2024-03-27 10:13:45,652.0,24.0,10.0,23.0,340.0,42.0,82.0,282.0,Serverside scaling for Vega and Altair visualizations.,3.0,20,True,2024-03-22 22:53:35,1.6.6,66.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,,,https://pypi.org/project/vegafusion-jupyter,2448.0,7055.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2024-03-23 12:28:23.602,99504.0,,,,,3.0,5074.0,vega/vegafusion,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,266.0,,,,,,,,
590,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-03-02 06:47:42.000,2023-07-02 18:02:16,1462.0,,45.0,15.0,171.0,19.0,64.0,238.0,Python Implementation and Extension of RDF2Vec.,7.0,20,True,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,40.0,40.0,https://pypi.org/project/pyrdf2vec,361.0,361.0,,,,,,,,3.0,,,,,,,,,,,,,
591,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-03-21 11:20:10.000,2024-03-21 11:20:09,585.0,4.0,33.0,24.0,638.0,15.0,128.0,238.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,True,2023-08-10 09:15:06,0.13.0,20.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,1919.0,1939.0,,,,,,,,3.0,1003.0,,,,,,,,,,,,
592,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2024-03-05 09:02:43.000,2024-03-05 08:55:36,860.0,19.0,17.0,8.0,182.0,11.0,23.0,150.0,Toolkit for developing and maintaining ML models.,14.0,20,True,2024-02-02 14:57:28,0.1.2,21.0,modelkit,,,,,,,https://pypi.org/project/modelkit,9035.0,9035.0,,,,,,,,3.0,,,,,,,,,,,,,
593,Awesome-LLM,Hannibal046/Awesome-LLM,data-science,,https://github.com/Hannibal046/Awesome-LLM,https://github.com/Hannibal046/Awesome-LLM,CC0-1.0,2023-02-17 14:12:21.000,2024-03-27 22:25:57.000,2024-03-19 03:49:00,390.0,36.0,1018.0,322.0,97.0,,21.0,13557.0,Awesome-LLM: a curated list of Large Language Model.,77.0,19,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
594,Pearl,facebookresearch/Pearl,reinforcement-learning,,https://github.com/facebookresearch/Pearl,https://github.com/facebookresearch/Pearl,MIT,2023-04-07 21:21:56.000,2024-03-26 03:56:19.000,2024-03-26 03:52:10,112.0,85.0,125.0,29.0,32.0,13.0,32.0,2325.0,A Production-ready Reinforcement Learning AI Agent Library brought by the Applied Reinforcement Learning team at Meta.,21.0,19,True,,,,pearl,,,,,,,https://pypi.org/project/pearl,217.0,217.0,,,,,,,,3.0,,,,,,,,,,,,,
595,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:33:32.000,2022-02-02 20:33:18,124.0,,138.0,17.0,11.0,41.0,43.0,1050.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:33:33,1.1.4,80.0,performer-pytorch,,,,['pytorch'],119.0,119.0,https://pypi.org/project/performer-pytorch,2922.0,2922.0,,,,,,,,3.0,,,,,,,,,,,,,
596,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2024-01-27 00:07:06.000,2024-01-04 20:41:21,582.0,2.0,293.0,97.0,121.0,59.0,97.0,1004.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",31.0,19,True,,,6.0,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,1689.0,2226.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,42458.0,,,,,3.0,,,,,,,,,,,,,
597,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2024-03-20 19:44:13.000,2024-03-20 19:28:51,85.0,2.0,180.0,24.0,58.0,10.0,27.0,927.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",17.0,19,True,,,,saliency,,,,['tensorflow'],77.0,77.0,https://pypi.org/project/saliency,7651.0,7651.0,,,,,,,,3.0,,,,,,,,,,,,,
598,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2024-01-16 09:15:43.000,2024-01-16 09:12:58,32.0,3.0,81.0,14.0,35.0,2.0,23.0,792.0,Leave One Feature Out Importance.,6.0,19,True,2024-01-16 09:15:43,0.3.4,1.0,lofo-importance,,,,,27.0,27.0,https://pypi.org/project/lofo-importance,3064.0,3064.0,,,,,,,,3.0,,,,,,,,,,,,,
599,luminaire,zillow/luminaire,time-series-data,,https://github.com/zillow/luminaire,https://github.com/zillow/luminaire,Apache-2.0,2020-07-08 19:22:50.000,2024-01-31 19:15:42.000,2024-01-31 19:05:51,258.0,1.0,57.0,24.0,80.0,23.0,28.0,748.0,Luminaire is a python package that provides ML driven solutions for monitoring time series data.,9.0,19,True,2024-01-31 19:15:42,0.4.3,32.0,luminaire,,,,,3.0,3.0,https://pypi.org/project/luminaire,166.0,166.0,,,,,,,,3.0,,,,,,,,,,,,,
600,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000,2020-03-17 22:44:47,642.0,,74.0,26.0,37.0,23.0,21.0,735.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,19,False,2019-06-29 19:21:43,0.64,3.0,test_tube,,,,,,,https://pypi.org/project/test_tube,88817.0,88817.0,,,,,,,,3.0,18.0,,,,,,,,,,,,
601,dabl,dabl/dabl,sklearn-utils,,https://github.com/dabl/dabl,https://github.com/dabl/dabl,BSD-3-Clause,2018-09-14 19:11:47.000,2024-01-16 19:30:57.000,2024-01-16 19:30:57,306.0,4.0,94.0,24.0,190.0,75.0,74.0,718.0,Data Analysis Baseline Library.,24.0,19,True,2024-01-09 18:31:48,0.2.6.2,1.0,dabl,,,,['sklearn'],,,https://pypi.org/project/dabl,5005.0,5005.0,,,,,,,,3.0,,,,,,,,,,,,,
602,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000,2023-01-14 04:46:24,210.0,,106.0,30.0,1.0,13.0,3.0,634.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,19,False,2020-02-19 02:11:55,V0.1.0,1.0,combo,,,,"['sklearn', 'xgboost']",613.0,613.0,https://pypi.org/project/combo,19984.0,19984.0,,,,,,,,3.0,,,,,,,,,,,,,
603,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889,2022-06-08 03:46:02,305.0,,103.0,10.0,14.0,5.0,16.0,570.0,Make Waffle Charts in Python.,6.0,19,False,,,5.0,pywaffle,conda-forge/pywaffle,,,,342.0,342.0,https://pypi.org/project/pywaffle,5702.0,5885.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,11530.0,,,,,3.0,,,,,,,,,,,,,
604,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000,2023-06-27 16:54:13,266.0,,72.0,39.0,17.0,13.0,22.0,563.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,20.0,19,True,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,,31.0,31.0,https://pypi.org/project/n2,415.0,415.0,,,,,,,,3.0,,,,,,,,,,,,,
605,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-07-09 16:15:44.000,2023-07-09 16:09:49,767.0,,63.0,18.0,111.0,8.0,48.0,556.0,A simplified framework and utilities for PyTorch.,20.0,19,True,2023-07-09 16:15:44,1.17.1,37.0,poutyne,,,,['pytorch'],133.0,133.0,https://pypi.org/project/poutyne,2790.0,2790.0,,,,,,,,3.0,,,,,,,,,,,,,
606,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2024-02-27 08:23:20.000,2023-06-18 21:56:30,277.0,,80.0,14.0,127.0,17.0,136.0,470.0,A Python library for dynamic classifier and ensemble selection.,17.0,19,True,,,,deslib,,,,['sklearn'],45.0,45.0,https://pypi.org/project/deslib,1969.0,1969.0,,,,,,,,3.0,,,,,,,,,,,,,
607,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-02-14 13:20:04.000,2024-02-14 13:19:04,813.0,3.0,23.0,7.0,70.0,26.0,21.0,355.0,Flexible time series feature extraction & processing.,6.0,19,True,2023-02-23 13:56:43,0.3.0,15.0,tsflex,conda-forge/tsflex,,,,12.0,12.0,https://pypi.org/project/tsflex,332.0,967.0,https://anaconda.org/conda-forge/tsflex,2023-06-16 19:26:46.251,20342.0,,,,,3.0,,,,,,,,,,,,,
608,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2024-03-25 17:08:37.000,2024-03-15 20:40:04,322.0,6.0,74.0,26.0,339.0,6.0,9.0,330.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,35.0,19,True,2023-05-03 22:54:39,0.44.0,23.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2799.0,2799.0,,,,,,,,3.0,,,,,,,,,,,,,
609,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000,2023-08-31 18:34:42,577.0,,20.0,19.0,464.0,69.0,76.0,229.0,Functional tensors for probabilistic programming.,11.0,19,True,2023-08-31 18:37:22,0.4.6,12.0,funsor,,,,['pytorch'],66.0,66.0,https://pypi.org/project/funsor,4890.0,4890.0,,,,,,,,3.0,,,,,,,,,,,,,
610,ridgeplot,tpvasconcelos/ridgeplot,data-viz,,https://github.com/tpvasconcelos/ridgeplot,https://github.com/tpvasconcelos/ridgeplot,MIT,2021-01-21 18:21:30.000,2024-03-04 16:01:46.000,2024-02-29 11:19:37,494.0,106.0,3.0,3.0,162.0,5.0,12.0,49.0,Beautiful ridgeline plots in python.,2.0,19,False,2024-02-20 13:44:05,0.1.24,13.0,ridgeplot,conda-forge/ridgeplot,,,,26.0,26.0,https://pypi.org/project/ridgeplot,5713.0,5713.0,https://anaconda.org/conda-forge/ridgeplot,,,,,,,3.0,,,,,,,,,,,,,
611,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000,2023-01-12 19:54:10,143.0,,873.0,110.0,51.0,46.0,159.0,6204.0,Model parallel transformers in JAX and Haiku.,23.0,18,False,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
612,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000,2022-02-10 07:36:23,432.0,,472.0,86.0,180.0,104.0,161.0,3561.0,A high performance and generic framework for distributed DNN training.,21.0,18,False,2020-02-19 23:44:20,0.2,1.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,45.0,68.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1326.0,3.0,,,,,,,,,,,,,
613,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000,2023-05-10 04:35:39,269.0,,316.0,60.0,242.0,173.0,110.0,3069.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,18,True,2022-11-02 09:30:27,3.0.1,13.0,lightseq,,,,,,,https://pypi.org/project/lightseq,3359.0,3372.0,,,,,,,,3.0,673.0,,,,,,,,,,,,
614,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522,2020-02-09 21:03:48,299.0,,411.0,107.0,83.0,62.0,48.0,2938.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,105.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8543.0,,,,,3.0,,,,,,,,,,,,,
615,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2024-03-28 19:56:02.000,2024-03-28 19:55:59,678.0,38.0,390.0,37.0,809.0,111.0,111.0,2894.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,79.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,
616,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000,2020-12-01 22:56:26,62.0,,95.0,40.0,13.0,13.0,9.0,1266.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,,129.0,129.0,https://pypi.org/project/doc2text,1832.0,1832.0,,,,,,,,3.0,,,,,,,,,,,,,
617,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2024-02-10 16:41:21.000,2024-02-10 16:41:20,438.0,2.0,186.0,61.0,7.0,13.0,29.0,1041.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",5.0,18,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,117.0,117.0,,,,,,,,3.0,,,,,,,,,,,,,
618,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000,2020-11-23 13:49:02,79.0,,133.0,36.0,16.0,8.0,4.0,921.0,Nudity detection with Python.,12.0,18,False,,,,nudepy,,,,,3616.0,3616.0,https://pypi.org/project/nudepy,665.0,665.0,,,,,,,,3.0,,,,,,,,,,,,,
