,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
594,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2025-11-20 12:45:35.000000,2025-11-20 12:45:33,963.0,25.0,7.0,343.0,1.0,,350.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,13.0,20,True,33.0,2024-09-04 17:23:34,1.2.0,82.0,,upgini,,,,,11.0,11.0,https://pypi.org/project/upgini,3544.0,3544.0,,,,,,,,3.0,,,,,,,,,,,
595,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/predict-idlab/pyRDF2Vec,https://github.com/predict-idlab/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2025-06-11 08:21:14.000000,2023-07-02 18:02:16,1462.0,51.0,12.0,233.0,24.0,64.0,265.0,Python Implementation and Extension of RDF2Vec.,7.0,20,False,,2021-06-09 10:55:19,0.2.3,6.0,predict-idlab/pyRDF2Vec,pyrdf2vec,,,,,49.0,49.0,https://pypi.org/project/pyrdf2vec,545.0,545.0,,,,,,,,3.0,,,,,,,,,,,
596,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2025-12-06 02:05:37.000000,2025-12-02 09:07:41,603.0,35.0,21.0,665.0,17.0,131.0,251.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,True,5.0,2024-06-21 06:39:45,0.16.0,21.0,,larq-compute-engine,,,,,10.0,10.0,https://pypi.org/project/larq-compute-engine,599.0,618.0,,,,,,,,3.0,1348.0,,,,,,,,,,
597,Machine-Learning-Tutorials,ujjwalkarn/Machine-Learning-Tutorials,data-science,,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,CC0-1.0,2015-09-12 14:51:38.000,2024-06-12 08:11:59.000000,2021-10-04 07:54:52,308.0,3399.0,796.0,92.0,9.0,3.0,17319.0,"machine learning and deep learning tutorials, articles and other resources.",34.0,19,False,,,,,,,,,,,20.0,20.0,,,,,,,,,,,2.0,,,,,,,,,,,
598,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-12-18 16:08:09.000000,2024-12-18 16:08:09,151.0,754.0,100.0,35.0,103.0,113.0,4802.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,11.0,19,True,,2020-01-08 15:35:45,2.2.0,1.0,,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],,,https://pypi.org/project/ISR,4387.0,4390.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,301.0,3.0,,,,,,,,,,,
599,Pearl,facebookresearch/Pearl,reinforcement-learning,,https://github.com/facebookresearch/Pearl,https://github.com/facebookresearch/Pearl,MIT,2023-04-07 21:21:56.000,2025-11-03 23:29:02.000000,2025-11-03 23:25:37,312.0,193.0,40.0,59.0,13.0,53.0,2960.0,A Production-ready Reinforcement Learning AI Agent Library brought by the Applied Reinforcement Learning team at Meta.,44.0,19,True,10.0,,,,,pearl,,,,,,,https://pypi.org/project/pearl,133.0,133.0,,,,,,,,3.0,,,,,,,,,,,
600,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2025-04-22 14:58:08.015000,2024-08-15 19:08:06,312.0,170.0,23.0,35.0,33.0,31.0,2071.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",12.0,19,False,,2022-01-09 21:17:53,0.1.2,10.0,,ecco,conda-forge/ecco,,,['pytorch'],,,https://pypi.org/project/ecco,166.0,331.0,https://anaconda.org/conda-forge/ecco,2025-04-22 14:58:08.015,7835.0,,,,,3.0,148.0,,,,,,,,,,
601,orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2025-06-05 05:20:57.000000,2025-06-05 05:20:56,937.0,141.0,30.0,453.0,53.0,354.0,2022.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,21.0,19,True,,2024-04-01 00:44:51,1.1.4.9,32.0,,orbit-ml,conda-forge/orbit-ml,,,,,,https://pypi.org/project/orbit-ml,24199.0,24903.0,https://anaconda.org/conda-forge/orbit-ml,2025-04-22 14:58:09.074,33092.0,,,,,3.0,,,,,,,,,,,
602,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-11-23 22:25:52.000000,2024-11-23 22:09:12,359.0,291.0,41.0,261.0,69.0,198.0,1631.0,A framework for Privacy Preserving Machine Learning.,40.0,19,False,,2020-04-21 13:59:37,0.1,1.0,,crypten,,,,['pytorch'],,,https://pypi.org/project/crypten,996.0,996.0,,,,,,,,3.0,,,,,,,,,,,
603,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2025-04-22 14:58:03.890000,2022-08-31 13:13:15,103.0,102.0,36.0,17.0,12.0,27.0,1456.0,A Graph Neural Network Library in Jax.,17.0,19,False,,2022-08-12 15:24:20,0.0.6.de0,5.0,google-deepmind/jraph,jraph,conda-forge/jraph,,,['jax'],,,https://pypi.org/project/jraph,127008.0,127259.0,https://anaconda.org/conda-forge/jraph,2025-04-22 14:58:03.890,12591.0,,,,,3.0,,,,,,,,,,,
604,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2025-08-22 23:19:05.000000,2023-05-09 00:52:44,72.0,218.0,61.0,30.0,28.0,14.0,1230.0,Anomaly Detection and Correlation library.,9.0,19,False,,,,,,luminol,,,,,88.0,88.0,https://pypi.org/project/luminol,2429.0,2429.0,,,,,,,,3.0,,,,,,,,,,,
605,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2025-11-26 13:12:52.000000,2025-11-26 00:11:27,1262.0,126.0,27.0,1071.0,12.0,54.0,795.0,Machine learning framework for both deep learning and traditional algorithms.,41.0,19,True,4.0,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,,neoml,,,,,2.0,2.0,https://pypi.org/project/neoml,477.0,477.0,,,,,,,,3.0,,,,,,,,,,,
606,dabl,dabl/dabl,sklearn-utils,,https://github.com/dabl/dabl,https://github.com/dabl/dabl,BSD-3-Clause,2018-09-14 19:11:47.000,2024-12-16 23:28:59.000000,2024-12-16 23:27:14,315.0,93.0,21.0,199.0,76.0,77.0,727.0,Data Analysis Baseline Library.,24.0,19,True,,2024-12-16 23:30:38,0.3.2,4.0,,dabl,,,,['sklearn'],,,https://pypi.org/project/dabl,2581.0,2581.0,,,,,,,,3.0,,,,,,,,,,,
607,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,106.0,27.0,1.0,14.0,3.0,658.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,19,False,,2020-02-19 02:11:55,V0.1.0,1.0,,combo,,,,"['sklearn', 'xgboost']",723.0,723.0,https://pypi.org/project/combo,25174.0,25174.0,,,,,,,,3.0,,,,,,,,,,,
608,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2025-09-22 12:08:20.000000,2024-08-18 17:07:49,821.0,42.0,11.0,18.0,,22.0,630.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,19,False,,2024-08-18 17:09:46,3.1.4,28.0,,opytimizer,,,,,21.0,21.0,https://pypi.org/project/opytimizer,2377.0,2377.0,,,,,,,,3.0,,,,,,,,,,,
609,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2024-01-10 20:36:33.000000,2021-11-25 23:08:43,204.0,95.0,21.0,19.0,6.0,20.0,498.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,19,False,,2021-11-25 23:10:34,1.1.1,2.0,,caserecommender,,,,['sklearn'],15.0,15.0,https://pypi.org/project/caserecommender,1163.0,1163.0,,,,,,,,3.0,,,,,,,,,,,
610,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2025-04-22 14:57:56.438000,2024-09-06 09:27:10,824.0,27.0,6.0,78.0,27.0,24.0,436.0,Flexible time series feature extraction & processing.,6.0,19,False,,2024-09-06 09:28:53,0.4.1,16.0,,tsflex,conda-forge/tsflex,,,,23.0,23.0,https://pypi.org/project/tsflex,2215.0,2930.0,https://anaconda.org/conda-forge/tsflex,2025-04-22 14:57:56.438,37933.0,,,,,3.0,,,,,,,,,,,
611,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2025-11-05 22:40:34.000000,2025-01-06 19:07:43,406.0,134.0,32.0,334.0,78.0,144.0,366.0,Brain Imaging Analysis Kit.,35.0,19,True,,2025-01-06 23:14:48,0.12,6.0,,brainiak,,brainiak/brainiak,,,,,https://pypi.org/project/brainiak,2888.0,2904.0,,,,https://hub.docker.com/r/brainiak/brainiak,2025-01-07 00:51:13.258034,1.0,1963.0,3.0,,,,,,,,,,,
612,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,53.0,10.0,60.0,17.0,41.0,344.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,19,False,,2020-07-31 05:29:09,1.0.7,4.0,,parameter-sherpa,,,,,43.0,43.0,https://pypi.org/project/parameter-sherpa,999.0,999.0,,,,,,,,3.0,,,,,,,,,,,
613,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2025-11-23 00:15:46.000000,2024-11-07 18:17:34,501.0,115.0,19.0,612.0,38.0,130.0,292.0,An open-source toolkit for large-scale genomic analysis.,28.0,19,False,,2024-10-20 03:22:37,2.0.3,17.0,,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,7389.0,7523.0,https://anaconda.org/conda-forge/glow,2025-04-22 14:57:47.356,7651.0,,,,,3.0,273.0,,,,,,,,,,
614,Elephas,danielenricocahall/elephas,distributed-ml,,https://github.com/danielenricocahall/elephas,https://github.com/danielenricocahall/elephas,MIT,2019-08-19 17:33:26.070,2025-09-13 21:51:08.000000,2025-09-07 02:56:18,823.0,7.0,,30.0,7.0,12.0,21.0,Distributed Deep learning with Keras & Spark.,30.0,19,False,,2025-09-07 02:55:56,7.2.0,22.0,,elephas,conda-forge/elephas,,,"['keras', 'spark']",79.0,79.0,https://pypi.org/project/elephas,2996.0,3248.0,https://anaconda.org/conda-forge/elephas,2025-04-22 14:57:10.644,19177.0,,,,,3.0,4.0,,,,,,,,,,
615,Awesome-LLM,Hannibal046/Awesome-LLM,data-science,,https://github.com/Hannibal046/Awesome-LLM,https://github.com/Hannibal046/Awesome-LLM,CC0-1.0,2023-02-17 14:12:21.000,2025-07-31 02:38:24.000000,2025-07-31 02:38:24,544.0,2180.0,481.0,225.0,9.0,26.0,25755.0,Awesome-LLM: a curated list of Large Language Model.,134.0,18,True,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
616,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,874.0,108.0,51.0,48.0,160.0,6356.0,Model parallel transformers in JAX and Haiku.,23.0,18,False,,,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,
617,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,484.0,81.0,180.0,107.0,161.0,3714.0,A high performance and generic framework for distributed DNN training.,21.0,18,False,,2020-02-19 23:44:20,0.2,1.0,,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,81.0,98.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1399.0,3.0,,,,,,,,,,,
618,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,328.0,55.0,242.0,177.0,111.0,3300.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,18,False,,2022-11-02 09:30:27,3.0.1,13.0,,lightseq,,,,,,,https://pypi.org/project/lightseq,2923.0,2932.0,,,,,,,,3.0,714.0,,,,,,,,,,
619,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2025-03-25 16:28:52.378000,2020-02-09 21:03:48,299.0,415.0,99.0,83.0,62.0,48.0,3042.0,Deep recommender models using PyTorch.,11.0,18,False,,2019-09-08 10:19:53,0.1.6,7.0,,,maciejkula/spotlight,,,['pytorch'],,,,,92.0,https://anaconda.org/maciejkula/spotlight,2025-03-25 16:28:52.378,9437.0,,,,,3.0,,,,,,,,,,,
620,benchmark_VAE,clementchadebec/benchmark_VAE,pytorch-utils,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000000,2024-07-17 07:59:47,373.0,176.0,17.0,74.0,28.0,45.0,1968.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,18,False,,2023-09-06 15:43:22,0.1.2,11.0,,,,,,['pytorch'],41.0,41.0,,,,,,,,,,,3.0,,,,,,,,,,,
621,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,100.0,37.0,14.0,13.0,9.0,1279.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,,,doc2text,,,,,184.0,184.0,https://pypi.org/project/doc2text,4715.0,4715.0,,,,,,,,3.0,,,,,,,,,,,
622,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:33:32.000000,2022-02-02 20:33:18,124.0,145.0,16.0,11.0,43.0,43.0,1168.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,18,False,,2022-02-02 20:33:33,1.1.4,80.0,,performer-pytorch,,,,['pytorch'],,,https://pypi.org/project/performer-pytorch,16786.0,16786.0,,,,,,,,3.0,,,,,,,,,,,
623,PDPbox,SauceCat/PDPbox,interpretability,,https://github.com/sosuneko/PDPbox,https://github.com/sosuneko/PDPbox,MIT,2017-06-26 08:01:54.000,2025-04-22 14:57:08.147000,2023-06-05 01:35:02,228.0,129.0,17.0,25.0,29.0,41.0,861.0,python partial dependence plot toolbox.,7.0,18,False,,2023-06-05 02:44:20,0.3.0,3.0,sosuneko/PDPbox,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,15863.0,16312.0,https://anaconda.org/conda-forge/pdpbox,2025-04-22 14:57:08.147,25619.0,,,,,3.0,,,,,,,,,,,
624,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2025-02-14 12:14:55.000000,2025-02-14 12:08:46,33.0,85.0,12.0,36.0,3.0,26.0,855.0,Leave One Feature Out Importance.,6.0,18,True,,2025-02-14 12:14:55,0.3.5,2.0,,lofo-importance,,,,,42.0,42.0,https://pypi.org/project/lofo-importance,2121.0,2121.0,,,,,,,,3.0,,,,,,,,,,,
625,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,72.0,23.0,37.0,23.0,21.0,735.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,18,False,,2019-06-29 19:21:43,0.64,3.0,,test_tube,,,,,,,https://pypi.org/project/test_tube,29462.0,29462.0,,,,,,,,3.0,29.0,,,,,,,,,,
626,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2025-12-11 09:31:52.000000,2025-11-07 11:18:00,1000.0,112.0,28.0,172.0,49.0,91.0,583.0,A Python implementation of active inference for Markov Decision Processes.,19.0,18,True,4.0,2023-03-25 17:58:52,0.0.7.1,6.0,,inferactively-pymdp,,,,,,,https://pypi.org/project/inferactively-pymdp,1856.0,1856.0,,,,,,,,3.0,,,,,,,,,,,
627,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,,2018-04-13 21:00:31.000,2025-11-24 23:30:02.000000,2025-10-28 11:14:23,73.0,52.0,18.0,17.0,3.0,19.0,559.0,Topological Data Analysis for Python.,7.0,18,True,3.0,2024-07-19 18:44:12,1.1.1,6.0,,scikit-tda,,,,['sklearn'],93.0,93.0,https://pypi.org/project/scikit-tda,9570.0,9570.0,,,,,,,,3.0,,,,,,,,,,,
628,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,138.0,53.0,72.0,18.0,71.0,528.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",17.0,18,False,,2019-07-30 09:28:26,0.2.2,6.0,,atm,,,,,26.0,26.0,https://pypi.org/project/atm,140.0,140.0,,,,,,,,3.0,,,,,,,,,,,
629,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,,2020-08-22 00:00:22.000,2025-10-27 00:35:19.000000,2025-10-27 00:35:19,366.0,31.0,7.0,11.0,8.0,83.0,400.0,Multiple Imputation with LightGBM in Python.,9.0,18,True,26.0,2024-07-27 14:28:57,6.0.1,8.0,,miceforest,conda-forge/miceforest,,,,,,https://pypi.org/project/miceforest,30706.0,31125.0,https://anaconda.org/conda-forge/miceforest,2025-04-22 14:57:57.911,22223.0,,,,,3.0,,,,,,,,,,,
630,tf-keras-vis,keisen/tf-keras-vis,interpretability,,https://github.com/keisen/tf-keras-vis,https://github.com/keisen/tf-keras-vis,MIT,2019-10-31 06:47:41.000,2025-03-12 03:55:24.000000,2025-03-12 03:55:16,401.0,44.0,6.0,28.0,32.0,43.0,336.0,Neural network visualization toolkit for tf.keras.,3.0,18,True,,2024-03-25 11:49:03,0.8.7,30.0,,tf-keras-vis,,,,['tensorflow'],,,https://pypi.org/project/tf-keras-vis,8535.0,8535.0,,,,,,,,3.0,,,,,,,,,,,
631,awesome-ai-agents,e2b-dev/awesome-ai-agents,data-science,,https://github.com/e2b-dev/awesome-ai-agents,https://github.com/e2b-dev/awesome-ai-agents,,2023-06-19 00:20:06.000,2025-02-26 10:04:45.000000,2025-02-26 10:04:44,468.0,2053.0,359.0,132.0,30.0,15.0,24590.0,A list of AI autonomous agents.,58.0,17,True,,2023-07-20 05:57:49,1.6,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
632,awesome-semantic-segmentation,mrgloom/awesome-semantic-segmentation,data-science,,https://github.com/mrgloom/awesome-semantic-segmentation,https://github.com/mrgloom/awesome-semantic-segmentation,,2015-10-03 10:07:34.000,2021-05-08 13:40:11.000000,2021-03-08 14:36:09,417.0,2356.0,435.0,41.0,7.0,19.0,10783.0,awesome-semantic-segmentation.,16.0,17,False,,,,,,,,,,,20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,
633,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2025-12-10 00:00:05.000000,2025-12-09 04:41:34,742.0,465.0,33.0,904.0,158.0,119.0,3731.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,96.0,17,True,5.0,,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,
634,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2025-04-22 14:56:24.858000,2022-01-30 01:22:30,743.0,196.0,36.0,111.0,49.0,42.0,1764.0,"Large-scale linear classification, regression and ranking in Python.",17.0,17,False,,2022-01-30 01:10:13,0.6.2.post0,4.0,,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],,,https://pypi.org/project/sklearn-contrib-lightning,1586.0,5503.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2025-04-22 14:56:24.858,441012.0,,,,,3.0,860.0,,,,,,,,,,
635,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,126.0,25.0,31.0,58.0,50.0,1625.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,8.0,17,False,,,,,,higher,,,,['pytorch'],,,https://pypi.org/project/higher,38720.0,38720.0,,,,,,,,3.0,,,,,,,,,,,
636,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2025-08-11 08:11:30.000000,2025-08-11 08:11:28,5091.0,105.0,18.0,58.0,,15.0,805.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,17,True,,2021-10-06 07:29:20,2.0.3,13.0,,caer,,,https://caer.rtfd.io,,,,https://pypi.org/project/caer,3099.0,3099.0,,,,,,,,3.0,48.0,,,,,,,,,,
637,madgrad,facebookresearch/madgrad,pytorch-utils,,https://github.com/facebookresearch/madgrad,https://github.com/facebookresearch/madgrad,MIT,2021-01-12 19:41:06.000,2025-01-27 18:38:03.000000,2025-01-27 18:38:03,25.0,58.0,15.0,8.0,,10.0,804.0,MADGRAD Optimization Method.,3.0,17,True,,,,,,madgrad,,,,['pytorch'],107.0,107.0,https://pypi.org/project/madgrad,10561.0,10561.0,,,,,,,,3.0,,,,,,,,,,,
638,luminaire,zillow/luminaire,time-series-data,,https://github.com/zillow/luminaire,https://github.com/zillow/luminaire,Apache-2.0,2020-07-08 19:22:50.000,2025-08-17 05:19:34.000000,2025-08-17 05:18:47,259.0,66.0,20.0,84.0,27.0,28.0,796.0,Luminaire is a python package that provides ML driven solutions for monitoring time series data.,10.0,17,True,,2024-01-31 19:15:42,0.4.3,32.0,,luminaire,,,,,5.0,5.0,https://pypi.org/project/luminaire,254.0,254.0,,,,,,,,3.0,,,,,,,,,,,
639,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2023-04-24 11:42:30.000000,2022-07-27 19:55:38,93.0,57.0,14.0,10.0,26.0,17.0,791.0,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,5.0,17,False,,2022-07-27 19:51:53,1.2.7,8.0,,parallelformers,,,,,70.0,70.0,https://pypi.org/project/parallelformers,180.0,180.0,,,,,,,,3.0,,,,,,,,,,,
640,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-09-27 17:09:16.000000,2022-06-21 04:27:47,257.0,94.0,17.0,19.0,5.0,29.0,648.0,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,17,False,,2022-03-15 07:18:19,0.1.0,5.0,,textflint,,,,,21.0,21.0,https://pypi.org/project/textflint,193.0,193.0,,,,,,,,3.0,,,,,,,,,,,
641,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,100.0,16.0,53.0,10.0,16.0,581.0,A library of metrics for evaluating recommender systems.,20.0,17,False,,2022-04-26 18:03:18,0.1.5,1.0,,recmetrics,,,,,64.0,64.0,https://pypi.org/project/recmetrics,435.0,435.0,,,,,,,,3.0,11.0,,,,,,,,,,
642,TensorLayerx,tensorlayer/tensorlayerx,reinforcement-learning,,https://github.com/tensorlayer/TensorLayerX,https://github.com/tensorlayer/TensorLayerX,,2021-12-03 07:41:20.000,2025-12-03 07:41:35.000000,2025-12-03 07:41:35,422.0,42.0,12.0,54.0,14.0,17.0,526.0,"TensorLayerX: A Unified Deep Learning and Reinforcement Learning Framework for All Hardwares, Backends and OS.",12.0,17,True,6.0,2023-02-03 08:05:46,0.5.8,8.0,,tensorlayerx,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/tensorlayerx,8054.0,8054.0,,,,,,,,3.0,,,,,,,,,,,
643,torch-uncertainty,ENSTA-U2IS-AI/torch-uncertainty,probabilistics,,https://github.com/ENSTA-U2IS-AI/torch-uncertainty,https://github.com/ENSTA-U2IS-AI/torch-uncertainty,Apache-2.0,2023-02-01 16:21:14.000,2025-12-10 10:27:23.000000,2025-07-31 11:16:30,2061.0,36.0,8.0,149.0,17.0,51.0,460.0,Open-source framework for uncertainty and deep learning models in PyTorch.,13.0,17,True,,,,28.0,,torch-uncertainty,,,,,,,https://pypi.org/project/torch-uncertainty,980.0,980.0,,,,,,,,3.0,,,,,,,,,,,
