,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
492,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2024-10-23 15:36:38.000000,2023-07-23 14:42:27,191.0,,494.0,38.0,252.0,24.0,292.0,2706.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,23,False,2023-07-23 13:34:05,4.1.0,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,48398.0,48656.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-12-20 04:10:30.919,9816.0,,,,,2.0,,,,,,,,,,,,
493,torchinfo,TylerYep/torchinfo,pytorch-utils,,https://github.com/TylerYep/torchinfo,https://github.com/TylerYep/torchinfo,MIT,2020-03-16 21:41:29.000,2025-02-25 01:03:15.000000,2025-02-25 01:03:13,419.0,23.0,125.0,15.0,172.0,42.0,122.0,2703.0,View model summaries in PyTorch!.,22.0,23,True,2023-05-14 20:54:46,1.8.0,31.0,torchinfo,,,,['pytorch'],,,https://pypi.org/project/torchinfo,282346.0,282350.0,,,,,,,,2.0,242.0,,,,,,,,,,,
494,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-12-01 16:24:05.000000,2024-11-29 04:22:46,558.0,,232.0,40.0,137.0,62.0,127.0,2424.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,31.0,23,True,,,2.0,kubric-nightly,,,,,7.0,7.0,https://pypi.org/project/kubric-nightly,9471.0,9471.0,,,,,,,,3.0,,,,,,,,,,,,
495,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2024-07-17 19:00:35.000000,2024-07-17 19:00:21,2319.0,,242.0,39.0,39.0,7.0,115.0,2200.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,20.0,23,True,2022-12-04 19:04:05,_10304,100.0,karateclub,conda-forge/karateclub,,,,290.0,290.0,https://pypi.org/project/karateclub,5932.0,6480.0,https://anaconda.org/conda-forge/karateclub,2023-06-16 19:21:04.092,30141.0,,,,,3.0,,,,,,,,,,,,
496,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2024-01-09 01:46:07.000000,2023-09-26 17:27:56,255.0,,203.0,28.0,65.0,6.0,83.0,2029.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,23,False,,,2.0,checklist,conda-forge/checklist,,,['jupyter'],377.0,377.0,https://pypi.org/project/checklist,1268.0,1449.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,8884.0,,,,,3.0,,,,,,,,,,,,
497,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2025-02-06 20:10:42.000000,2025-02-06 20:10:36,1230.0,4.0,121.0,28.0,73.0,4.0,29.0,1533.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,8.0,23,True,2024-11-21 20:06:36,0.8.0,30.0,pytorch_toolbelt,,,,['pytorch'],,,https://pypi.org/project/pytorch_toolbelt,12475.0,12476.0,,,,,,,,2.0,135.0,,,,,,,,,,,
498,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2025-02-24 20:48:49.000000,2024-12-18 07:37:03,584.0,9.0,148.0,20.0,340.0,11.0,152.0,1460.0,A standard framework for modelling Deep Learning Models for tabular data.,25.0,23,True,2024-11-29 01:07:50,1.1.1,6.0,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,8404.0,8405.0,,,,,,,,3.0,54.0,,,,,,,,,,,
499,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2024-12-25 18:07:02.406000,2022-08-31 13:13:15,103.0,,92.0,38.0,15.0,12.0,27.0,1402.0,A Graph Neural Network Library in Jax.,17.0,23,False,2022-08-12 15:24:20,0.0.6.de0,5.0,jraph,conda-forge/jraph,,,['jax'],265.0,265.0,https://pypi.org/project/jraph,25131.0,25336.0,https://anaconda.org/conda-forge/jraph,2024-12-25 18:07:02.406,8227.0,,,,,3.0,,google-deepmind/jraph,,,,,,,,,,
500,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2025-01-23 15:10:02.000000,2025-01-15 20:18:42,210.0,1.0,88.0,34.0,113.0,8.0,18.0,1288.0,,21.0,23,False,2023-06-29 15:03:07,0.1.6,7.0,rlax,,,,['jax'],302.0,302.0,https://pypi.org/project/rlax,23430.0,23430.0,,,,,,,,3.0,,google-deepmind/rlax,,,,,,,,,,
501,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2024-08-02 11:14:24.000000,2024-08-02 11:14:21,90.0,,237.0,20.0,23.0,4.0,88.0,1256.0,Implementation of the node2vec algorithm.,16.0,23,True,2024-08-02 11:13:59,0.5.0,10.0,node2vec,conda-forge/node2vec,,,,820.0,820.0,https://pypi.org/project/node2vec,24634.0,25049.0,https://anaconda.org/conda-forge/node2vec,2023-06-16 16:13:35.056,33632.0,,,,,3.0,,,,,,,,,,,,
502,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,,2016-08-17 10:58:05.000,2025-02-27 16:37:12.000000,2025-02-19 14:28:48,2077.0,3.0,225.0,42.0,634.0,101.0,474.0,1120.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,43.0,23,True,2025-01-23 12:13:15,.2.3.1,46.0,smac,conda-forge/smac,,,,,,https://pypi.org/project/smac,18428.0,19052.0,https://anaconda.org/conda-forge/smac,2025-01-22 17:08:53.011,29363.0,,,,,3.0,,,,,,,,,,,,
503,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,GPL-3.0,2018-03-20 15:22:29.000,2025-02-26 16:44:19.000000,2024-11-12 23:19:10,478.0,,212.0,54.0,94.0,56.0,219.0,1118.0,Line based ATR Engine based on OCRopy.,21.0,23,True,2024-11-12 23:21:54,2.3.1,39.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,4104.0,4104.0,,,,,,,,3.0,,,,,,,,,,,,
504,keract,philipperemy/keract,interpretability,,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000,2025-02-25 01:41:06.000000,2025-02-25 01:41:06,413.0,1.0,185.0,32.0,75.0,2.0,86.0,1055.0,Layers Outputs and Gradients in Keras. Made easy.,16.0,23,True,2021-06-19 16:14:57,4.5.0,10.0,keract,,,,['tensorflow'],240.0,240.0,https://pypi.org/project/keract,7643.0,7643.0,,,,,,,,3.0,,,,,,,,,,,,
505,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2024-10-17 08:47:41.000000,2024-10-17 08:43:32,431.0,,121.0,21.0,88.0,10.0,72.0,979.0,An intuitive library to extract features from time series.,20.0,23,True,2024-09-12 10:50:23,0.1.9,13.0,tsfel,,,,,179.0,179.0,https://pypi.org/project/tsfel,12060.0,12060.0,,,,,,,,3.0,,,,,,,,,,,,
506,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2025-02-26 10:18:54.494000,2023-02-20 00:24:10,1723.0,,185.0,41.0,176.0,66.0,174.0,957.0,A Jupyter - Three.js bridge.,30.0,23,False,2022-08-31 09:02:38,2.4.1,18.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],,,https://pypi.org/project/pythreejs,74495.0,88265.0,https://anaconda.org/conda-forge/pythreejs,2025-02-26 10:18:54.494,640825.0,,,,,3.0,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,1447.0,,,,,,,
507,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2024-04-10 17:11:06.000000,2023-03-06 07:52:05,311.0,,112.0,25.0,36.0,35.0,69.0,882.0,Bokeh Plotting Backend for Pandas and GeoPandas.,15.0,23,False,2021-04-11 17:42:31,0.5.5,5.0,pandas-bokeh,,,,['pandas'],706.0,706.0,https://pypi.org/project/pandas-bokeh,11460.0,11460.0,,,,,,,,3.0,,,,,,,,,,,,
508,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-08-14 08:41:19.000000,2023-08-12 20:19:05,5777.0,,83.0,14.0,77.0,221.0,218.0,875.0,"Experiment tracking, ML developer tools.",30.0,23,False,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,105.0,105.0,https://pypi.org/project/guildai,3113.0,3113.0,,,,,,,,3.0,31.0,,,,,,,,,,,
509,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2024-12-28 06:54:56.927000,2024-08-01 17:33:11,360.0,,119.0,16.0,84.0,21.0,38.0,722.0,Working with molecular structures in pandas DataFrames.,18.0,23,True,2024-08-01 17:34:27,0.5.1,18.0,biopandas,conda-forge/biopandas,,,['pandas'],344.0,344.0,https://pypi.org/project/biopandas,10531.0,13760.0,https://anaconda.org/conda-forge/biopandas,2024-12-28 06:54:56.927,174402.0,,,,,3.0,,BioPandas/biopandas,,,,,,,,,,
510,MONAILabel,Project-MONAI/MONAILabel,medical-data,,https://github.com/Project-MONAI/MONAILabel,https://github.com/Project-MONAI/MONAILabel,Apache-2.0,2021-03-26 15:25:10.000,2025-02-20 21:50:51.000000,2025-02-18 02:57:52,1016.0,5.0,201.0,22.0,889.0,130.0,405.0,666.0,MONAI Label is an intelligent open source image labeling and learning tool.,66.0,23,True,2024-10-17 22:32:00,0.8.4,17.0,monailabel-weekly,,,,,,,https://pypi.org/project/monailabel-weekly,1397.0,3971.0,,,,,,,,3.0,110704.0,,,,,,,,,,,
511,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2024-09-18 15:23:28.852000,2024-07-23 14:46:53,413.0,,140.0,21.0,49.0,1.0,87.0,585.0,Medical image processing in Python.,20.0,23,True,2024-07-23 14:18:16,0.5.2,11.0,MedPy,conda-forge/medpy,,,,2567.0,2567.0,https://pypi.org/project/MedPy,27035.0,29315.0,https://anaconda.org/conda-forge/medpy,2024-09-18 15:23:28.852,100334.0,,,,,3.0,,,,,,,,,,,,
512,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,,2013-08-02 14:31:46.000,2025-01-09 14:24:17.538000,2024-12-27 14:53:55,3774.0,1.0,66.0,45.0,361.0,18.0,399.0,553.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,39.0,23,True,2024-12-27 15:07:05,5.1.0,72.0,skll,conda-forge/skll,,,['sklearn'],47.0,47.0,https://pypi.org/project/skll,621.0,1132.0,https://anaconda.org/conda-forge/skll,2025-01-09 14:24:17.538,19967.0,,,,,3.0,16.0,,,,,,,,,,,
513,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2024-12-24 16:12:08.000000,2024-12-24 16:12:08,6798.0,3.0,139.0,35.0,414.0,30.0,141.0,386.0,Neuroimaging in Python FMRI analysis package.,71.0,23,True,,,3.0,nipy,conda-forge/nipy,,,,241.0,241.0,https://pypi.org/project/nipy,2978.0,23783.0,https://anaconda.org/conda-forge/nipy,2024-07-28 17:27:34.085,145638.0,,,,,3.0,,,,,,,,,,,,
514,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2024-08-02 00:21:20.000000,2024-08-02 00:21:15,339.0,,29.0,9.0,7.0,9.0,78.0,374.0,Multiple Imputation with LightGBM in Python.,8.0,23,True,2024-07-27 14:28:57,6.0.1,8.0,miceforest,conda-forge/miceforest,,,,202.0,202.0,https://pypi.org/project/miceforest,60523.0,60933.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,17656.0,,,,,3.0,,,,,,,,,,,,
515,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2025-01-09 23:18:47.000000,2025-01-09 19:34:52,406.0,37.0,27.0,12.0,106.0,16.0,108.0,374.0,A high-performance implementation of Wilkinson formulas for Python.,12.0,23,True,2024-12-20 19:43:52,1.1.1,26.0,formulaic,,,,,,,https://pypi.org/project/formulaic,2935056.0,2935056.0,,,,,,,,3.0,,,,,,,,,,,,
516,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:13.000000,2022-03-13 19:08:59,231.0,,316.0,75.0,37.0,90.0,77.0,4367.0,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,22,False,2022-03-13 19:09:13,0.11.1,67.0,deep-daze,,,,,55.0,55.0,https://pypi.org/project/deep-daze,478.0,478.0,,,,,,,,3.0,,,,,,,,,,,,
517,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2023-12-07 20:40:17.000000,2023-12-07 20:40:17,720.0,,234.0,53.0,36.0,72.0,126.0,3222.0,A GUI for Pandas DataFrames.,14.0,22,False,,,2.0,pandasgui,conda-forge/pandasgui,,,['pandas'],457.0,457.0,https://pypi.org/project/pandasgui,5479.0,6135.0,https://anaconda.org/conda-forge/pandasgui,2023-06-16 19:24:31.206,32157.0,,,,,3.0,,,,,,,,,,,,
518,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198.0,,319.0,68.0,168.0,145.0,113.0,2764.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,22,False,,,11.0,eli5,conda-forge/eli5,,,,,,https://pypi.org/project/eli5,168454.0,170348.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,176199.0,,,,,3.0,,,,,,,,,,,,
519,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2025-02-26 11:37:30.000000,2025-02-03 12:43:27,770.0,1.0,357.0,78.0,568.0,82.0,95.0,2760.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,22,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,85077.0,85077.0,,,,,,,,3.0,,,,,,,,,,,,
520,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2024-02-26 15:38:11.000000,2023-06-01 12:18:23,739.0,,321.0,45.0,44.0,93.0,56.0,2261.0,A modular active learning framework for Python.,20.0,22,False,,,13.0,modAL,,,,['sklearn'],,,https://pypi.org/project/modAL,864083.0,864083.0,,,,,,,,3.0,51.0,,,,,,,,,,,
521,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2025-02-10 10:58:59.000000,2025-02-10 10:58:55,893.0,2.0,440.0,59.0,364.0,92.0,93.0,1947.0,Library for training machine learning models with privacy for training data.,60.0,22,True,2024-02-14 19:18:00,0.9.0,18.0,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,18754.0,18756.0,,,,,,,,3.0,187.0,,,,,,,,,,,
522,orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2025-01-03 20:42:03.994000,2024-07-10 23:00:11,927.0,,135.0,35.0,447.0,50.0,354.0,1942.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,20.0,22,True,2024-04-01 00:44:51,1.1.4.9,32.0,orbit-ml,conda-forge/orbit-ml,,,,67.0,67.0,https://pypi.org/project/orbit-ml,9359.0,9959.0,https://anaconda.org/conda-forge/orbit-ml,2025-01-03 20:42:03.994,22221.0,,,,,3.0,,,,,,,,,,,,
523,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2024-06-24 03:38:13.000000,2022-11-13 04:54:45,1941.0,,199.0,29.0,424.0,9.0,163.0,1679.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,22,False,2022-01-20 18:07:32,0.5.5,3.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,301.0,301.0,,,,,,,,3.0,,,,,,,,,,,,
524,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2024-04-08 12:49:27.000000,2021-09-29 18:48:52,239.0,,200.0,37.0,7.0,15.0,33.0,1662.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,22,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],76.0,76.0,https://pypi.org/project/antialiased-cnns,8796.0,8796.0,,,,,,,,3.0,,,,,,,,,,,,
525,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,124.0,28.0,31.0,58.0,50.0,1609.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,8.0,22,False,,,,higher,,,,['pytorch'],618.0,618.0,https://pypi.org/project/higher,62347.0,62347.0,,,,,,,,3.0,,,,,,,,,,,,
526,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2025-02-15 22:32:23.280000,2025-01-10 08:23:06,1039.0,2.0,181.0,17.0,78.0,23.0,375.0,1606.0,PyTorch Extension Library of Optimized Scatter Operations.,32.0,22,True,2023-10-06 08:48:33,2.1.2,23.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],,,https://pypi.org/project/torch-scatter,45440.0,58900.0,https://anaconda.org/conda-forge/pytorch_scatter,2025-02-15 22:32:23.280,753790.0,,,,,3.0,,,,,,,,,,,,
527,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-11-23 22:25:52.000000,2024-11-23 22:09:12,359.0,,277.0,43.0,260.0,67.0,198.0,1578.0,A framework for Privacy Preserving Machine Learning.,39.0,22,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,,['pytorch'],53.0,53.0,https://pypi.org/project/crypten,652.0,652.0,,,,,,,,3.0,,,,,,,,,,,,
528,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2025-02-26 04:40:57.000000,2025-02-26 04:29:39,219.0,14.0,118.0,36.0,34.0,21.0,122.0,1287.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,17.0,22,True,2025-02-26 04:46:42,2.3.12,96.0,ngt,,,,,,,https://pypi.org/project/ngt,2251.0,2251.0,,,,,,,,3.0,,,,,,,,,,,,
529,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2024-08-04 22:39:35.000000,2024-08-04 17:00:39,437.0,,151.0,90.0,122.0,29.0,46.0,1220.0,PFRL: a PyTorch-based deep reinforcement learning library.,20.0,22,True,2023-07-16 15:19:48,0.4.0,5.0,pfrl,,,,,119.0,119.0,https://pypi.org/project/pfrl,378.0,378.0,,,,,,,,3.0,,,,,,,,,,,,
530,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2024-09-25 05:32:38.000000,2024-09-25 05:32:38,605.0,,207.0,52.0,461.0,144.0,296.0,1220.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,22,True,,,,tf-encrypted,,,,['tensorflow'],68.0,68.0,https://pypi.org/project/tf-encrypted,727.0,727.0,,,,,,,,3.0,,,,,,,,,,,,
531,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2024-10-24 08:18:17.000000,2024-10-24 08:17:36,836.0,,306.0,49.0,798.0,11.0,300.0,1213.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,22,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,,['pytorch'],,,https://pypi.org/project/sockeye,1253.0,1253.0,,,,,,,,3.0,21.0,,,,,,,,,,,
532,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2024-02-13 05:55:38.000000,2024-02-13 05:55:37,305.0,,91.0,20.0,73.0,18.0,45.0,1053.0,Audio processing by using pytorch 1D convolution network.,15.0,22,True,2020-11-08 10:18:26,0.2.0,2.0,nnAudio,,,,,298.0,298.0,https://pypi.org/project/nnAudio,34448.0,34448.0,,,,,,,,3.0,,,,,,,,,,,,
533,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2024-06-03 10:38:45.000000,2022-06-30 08:14:18,208.0,,110.0,49.0,99.0,42.0,51.0,1022.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:27:53,0.3.1,7.0,tf-explain,,,,['tensorflow'],272.0,272.0,https://pypi.org/project/tf-explain,3674.0,3674.0,,,,,,,,3.0,,,,,,,,,,,,
534,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2024-03-29 10:21:35.000000,2023-03-29 07:39:45,85.0,,86.0,27.0,55.0,32.0,28.0,965.0,Unsupervised text tokenizer focused on computational efficiency.,8.0,22,False,2020-02-13 09:57:47,1.0.6,4.0,youtokentome,conda-forge/youtokentome,,,,793.0,793.0,https://pypi.org/project/youtokentome,23278.0,25397.0,https://anaconda.org/conda-forge/youtokentome,2023-09-27 19:23:04.851,86915.0,,,,,3.0,,,,,,,,,,,,
535,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2024-10-12 16:36:02.000000,2024-10-12 16:34:55,60.0,,74.0,6.0,5.0,2.0,25.0,859.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,True,2024-10-12 16:36:50,0.1.9,4.0,iterative-stratification,,,,['sklearn'],553.0,553.0,https://pypi.org/project/iterative-stratification,23172.0,23172.0,,,,,,,,3.0,,,,,,,,,,,,
536,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2025-02-23 18:45:02.000000,2025-02-10 20:52:07,1511.0,3.0,79.0,32.0,698.0,22.0,118.0,708.0,Scikit-learn style model finetuning for NLP.,23.0,22,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,,"['tensorflow', 'sklearn']",14.0,14.0,https://pypi.org/project/finetune,682.0,682.0,,,,,,,,3.0,,,,,,,,,,,,
537,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2025-02-22 09:38:07.000000,2025-01-25 19:51:54,714.0,11.0,68.0,23.0,10.0,17.0,48.0,605.0,Active Learning for Text Classification in Python.,9.0,22,True,2024-11-24 19:15:11,2.0.0.de1,16.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",33.0,33.0,https://pypi.org/project/small-text,841.0,1261.0,https://anaconda.org/conda-forge/small-text,2025-01-05 17:19:16.066,13038.0,,,,,3.0,,,,,,,,,,,,
538,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2024-08-01 23:26:59.000000,2024-03-19 15:52:03,1216.0,,68.0,6.0,211.0,21.0,109.0,529.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,22,True,2023-08-07 03:02:27,3.0.0,40.0,happytransformer,,,,['huggingface'],307.0,307.0,https://pypi.org/project/happytransformer,2792.0,2792.0,,,,,,,,3.0,,,,,,,,,,,,
