,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,maven_id,maven_url
550,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-10-23 17:51:18.000000,2024-09-30 12:29:20,1251.0,14.0,126.0,30.0,1059.0,12.0,54.0,768.0,Machine learning framework for both deep learning and traditional algorithms.,40.0,20,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,2.0,2.0,https://pypi.org/project/neoml,835.0,835.0,,,,,,,,3.0,,,,,,,,,,,,
551,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-11-18 17:47:11.000000,2024-07-23 12:43:38,1508.0,,79.0,34.0,691.0,22.0,118.0,704.0,Scikit-learn style model finetuning for NLP.,23.0,20,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,,"['tensorflow', 'sklearn']",13.0,13.0,https://pypi.org/project/finetune,,,,,,,,,,3.0,,,,,,,,,,,,
552,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2024-06-16 04:23:17.000000,2024-06-16 04:23:17,307.0,,105.0,9.0,15.0,6.0,16.0,589.0,Make Waffle Charts in Python.,6.0,20,True,,,5.0,pywaffle,conda-forge/pywaffle,,,,438.0,438.0,https://pypi.org/project/pywaffle,8434.0,8628.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,14006.0,,,,,3.0,,,,,,,,,,,,
553,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,70.0,39.0,17.0,14.0,22.0,568.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,22.0,20,False,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,,35.0,35.0,https://pypi.org/project/n2,267.0,267.0,,,,,,,,3.0,,,,,,,,,,,,
554,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2024-11-13 16:44:12.000000,2024-11-13 16:44:08,2383.0,32.0,42.0,12.0,18.0,14.0,63.0,514.0,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,9.0,20,True,2024-08-14 15:06:05,4.8.0,31.0,hyperactive,,,,,36.0,36.0,https://pypi.org/project/hyperactive,,4.0,,,,,,,,3.0,281.0,,,,,,,,,,,
555,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-09-06 09:28:23.000000,2024-09-06 09:27:10,824.0,,25.0,9.0,78.0,27.0,23.0,405.0,Flexible time series feature extraction & processing.,6.0,20,True,2024-09-06 09:28:53,0.4.1,16.0,tsflex,conda-forge/tsflex,,,,17.0,17.0,https://pypi.org/project/tsflex,1688.0,2364.0,https://anaconda.org/conda-forge/tsflex,2024-04-08 09:54:58.786,27733.0,,,,,3.0,,,,,,,,,,,,
556,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2024-10-14 17:26:35.000000,2024-10-14 15:20:39,3847.0,4.0,59.0,28.0,110.0,33.0,184.0,373.0,scalable audio processing framework and server written in Python.,23.0,20,True,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,20.0,20.0,https://pypi.org/project/TimeSide,,,,,,,,,,3.0,,,,,,,,,,,,
557,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2024-08-02 00:21:20.000000,2024-08-02 00:21:15,339.0,,29.0,9.0,7.0,7.0,78.0,354.0,Multiple Imputation with LightGBM in Python.,8.0,20,True,2024-07-27 14:28:57,6.0.1,8.0,miceforest,conda-forge/miceforest,,,,174.0,174.0,https://pypi.org/project/miceforest,,396.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,16236.0,,,,,3.0,,,,,,,,,,,,
558,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,hyperopt,,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,MIT,2020-01-18 19:16:48.000,2024-10-21 02:33:52.000000,2024-10-21 02:33:52,509.0,23.0,78.0,7.0,95.0,3.0,61.0,315.0,"ML hyperparameters tuning and features selection, using evolutionary algorithms.",15.0,20,True,2024-09-17 16:58:38,0.11.1,18.0,sklearn-genetic-opt,,,,,53.0,53.0,https://pypi.org/project/sklearn-genetic-opt,,,,,,,,,,3.0,,,,,,,,,,,,
559,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2024-10-17 15:32:02.000000,2024-10-17 15:32:02,431.0,8.0,76.0,21.0,447.0,18.0,51.0,275.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,32.0,20,True,2022-06-03 15:51:13,0.2.0,23.0,pipeline-dp,,,,,5.0,5.0,https://pypi.org/project/pipeline-dp,461.0,461.0,,,,,,,,3.0,,,,,,,,,,,,
560,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-10-28 07:18:15.000000,2024-10-28 07:18:14,592.0,1.0,35.0,24.0,645.0,17.0,129.0,243.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,True,2024-06-21 06:39:45,0.16.0,21.0,larq-compute-engine,,,,,10.0,10.0,https://pypi.org/project/larq-compute-engine,2768.0,2789.0,,,,,,,,3.0,1229.0,,,,,,,,,,,
561,Machine-Learning-Tutorials,ujjwalkarn/Machine-Learning-Tutorials,data-science,,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,CC0-1.0,2015-09-12 14:51:38.000,2024-06-12 08:11:59.000000,2021-10-04 07:54:52,308.0,,3229.0,798.0,90.0,9.0,3.0,15640.0,"machine learning and deep learning tutorials, articles and other resources.",34.0,19,False,,,,,,,,,20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,
562,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2024-11-26 11:14:41.000000,2024-11-26 10:38:20,182.0,1.0,402.0,157.0,85.0,80.0,101.0,3347.0,A deep learning library for video understanding research.,57.0,19,True,2021-09-10 17:02:20,0.1.3,2.0,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,,,,,,,,,,3.0,,,,,,,,,,,,
563,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 20:31:57.000000,2024-03-18 20:31:55,556.0,,471.0,97.0,44.0,79.0,240.0,2747.0,Learning to Rank in TensorFlow.,36.0,19,True,2023-06-03 06:14:49,0.5.3,18.0,tensorflow_ranking,,,,['tensorflow'],,,https://pypi.org/project/tensorflow_ranking,,,,,,,,,,3.0,,,,,,,,,,,,
564,Pearl,facebookresearch/Pearl,reinforcement-learning,,https://github.com/facebookresearch/Pearl,https://github.com/facebookresearch/Pearl,MIT,2023-04-07 21:21:56.000,2024-12-03 21:43:28.000000,2024-12-03 21:39:47,206.0,47.0,167.0,34.0,47.0,15.0,44.0,2699.0,A Production-ready Reinforcement Learning AI Agent Library brought by the Applied Reinforcement Learning team at Meta.,32.0,19,True,,,,pearl,,,,,,,https://pypi.org/project/pearl,,,,,,,,,,3.0,,,,,,,,,,,,
565,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000000,2023-09-03 19:16:54,508.0,,192.0,33.0,86.0,16.0,33.0,1447.0,"A program for financial portfolio management, analysis and optimisation.",7.0,19,False,,,14.0,FinQuant,,,,,95.0,95.0,https://pypi.org/project/FinQuant,,,,,,,,,,3.0,,,,,,,,,,,,
566,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,,2016-06-05 15:21:22.000,2024-01-05 18:00:58.000000,2024-01-05 18:00:58,67.0,,296.0,55.0,63.0,12.0,111.0,1310.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,19,True,2023-07-30 07:06:31,0.6.2,10.0,stockstats,,,,,1131.0,1131.0,https://pypi.org/project/stockstats,,,,,,,,,,3.0,,,,,,,,,,,,
567,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,140.0,28.0,63.0,8.0,70.0,1294.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,19,False,,,,livelossplot,,,,['jupyter'],1729.0,1729.0,https://pypi.org/project/livelossplot,,,,,,,,,,3.0,,,,,,,,,,,,
568,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2024-09-24 21:15:08.000000,2024-05-24 12:07:18,209.0,,87.0,34.0,111.0,8.0,18.0,1267.0,,21.0,19,False,2023-06-29 15:03:07,0.1.6,7.0,rlax,,,,['jax'],282.0,282.0,https://pypi.org/project/rlax,,,,,,,,,,3.0,,google-deepmind/rlax,,,,,,,,,,
569,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,250.0,48.0,46.0,26.0,127.0,1078.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,19,False,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/aocr,,,,,,,,,,3.0,,,,,,,,,,,,
570,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2024-04-10 17:11:06.000000,2023-03-06 07:52:05,311.0,,111.0,26.0,36.0,35.0,69.0,878.0,Bokeh Plotting Backend for Pandas and GeoPandas.,15.0,19,False,2021-04-11 17:42:31,0.5.5,5.0,pandas-bokeh,,,,['pandas'],686.0,686.0,https://pypi.org/project/pandas-bokeh,,,,,,,,,,3.0,,,,,,,,,,,,
571,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-08-14 08:41:19.000000,2023-08-12 20:19:05,5777.0,,85.0,14.0,77.0,221.0,218.0,870.0,"Experiment tracking, ML developer tools.",29.0,19,False,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,101.0,101.0,https://pypi.org/project/guildai,,0.0,,,,,,,,3.0,30.0,,,,,,,,,,,
572,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2024-11-14 17:13:15.000000,2024-11-14 17:13:11,605.0,4.0,147.0,15.0,66.0,29.0,142.0,834.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,36.0,19,True,2023-10-12 06:54:28,1.6.3,32.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,,4241.0,https://anaconda.org/conda-forge/pytorch_cluster,2024-08-28 13:26:28.147,233265.0,,,,,3.0,,,,,,,,,,,,
573,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2024-11-20 13:14:37.000000,2024-11-20 13:14:36,977.0,9.0,171.0,49.0,89.0,25.0,144.0,766.0,Library for exploring and validating machine learning data.,27.0,19,True,2024-10-15 19:51:40,1.16.1,47.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-data-validation,,12.0,,,,,,,,3.0,909.0,,,,,,,,,,,
574,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,2.0,315.0,608.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,19,False,2022-08-16 19:54:29,0.8.1,27.0,neuraxle,,,,,65.0,65.0,https://pypi.org/project/neuraxle,,,,,,,,,,3.0,,,,,,,,,,,,
575,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2024-11-29 19:00:19.000000,2024-09-24 15:52:47,3054.0,16.0,64.0,12.0,269.0,4.0,112.0,444.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,25.0,19,True,2023-07-13 11:37:48,0.1.2,12.0,pykale,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pykale,,,,,,,,,,3.0,,,,,,,,,,,,
576,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2024-07-06 00:47:45.000000,2023-09-06 17:29:29,2412.0,,50.0,23.0,232.0,57.0,195.0,379.0,Studio: Simplify and expedite model building process.,24.0,19,False,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,7.0,7.0,https://pypi.org/project/studioml,,,,,,,,,,3.0,,,,,,,,,,,,
577,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2024-12-01 00:14:19.000000,2024-11-07 18:17:34,501.0,11.0,108.0,20.0,565.0,32.0,130.0,272.0,An open-source toolkit for large-scale genomic analysis.,28.0,19,True,2024-10-20 03:22:37,2.0.3,17.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,,119.0,https://anaconda.org/conda-forge/glow,2024-03-13 03:00:18.463,5435.0,,,,,3.0,121.0,,,,,,,,,,,
578,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/predict-idlab/pyRDF2Vec,https://github.com/predict-idlab/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-12-04 18:38:14.000000,2023-07-02 18:02:16,1462.0,,49.0,15.0,223.0,22.0,64.0,250.0,Python Implementation and Extension of RDF2Vec.,7.0,19,False,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,45.0,45.0,https://pypi.org/project/pyrdf2vec,,,,,,,,,,3.0,,predict-idlab/pyRDF2Vec,,,,,,,,,,
579,ridgeplot,tpvasconcelos/ridgeplot,data-viz,,https://github.com/tpvasconcelos/ridgeplot,https://github.com/tpvasconcelos/ridgeplot,MIT,2021-01-21 18:21:30.000,2024-12-05 00:44:46.000000,2024-12-05 00:44:37,989.0,411.0,7.0,5.0,232.0,16.0,35.0,147.0,Beautiful ridgeline plots in Python.,4.0,19,True,2024-12-05 00:46:50,0.3.0,21.0,ridgeplot,conda-forge/ridgeplot,,,,148.0,148.0,https://pypi.org/project/ridgeplot,,0.0,https://anaconda.org/conda-forge/ridgeplot,,,,,,,3.0,15.0,,,,,,,,,,,
580,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2024-06-16 11:20:30.000000,2024-06-16 11:20:30,100.0,,1825.0,209.0,74.0,89.0,37.0,10752.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,32.0,18,True,,,,english-words,,,,,2.0,2.0,https://pypi.org/project/english-words,,,,,,,,,,3.0,,,,,,,,,,,,
581,nebuly,nebuly-ai/nebuly,nlp,,https://github.com/nebuly-ai/optimate,https://github.com/nebuly-ai/optimate,Apache-2.0,2022-02-12 17:17:14.000,2024-07-22 02:07:03.000000,2024-07-22 02:07:02,771.0,,636.0,93.0,152.0,100.0,102.0,8377.0,A collection of libraries to optimise AI model performances.,40.0,18,True,,,24.0,nebuly,,,,,,,https://pypi.org/project/nebuly,,,,,,,,,,3.0,,nebuly-ai/optimate,,,,,,,,,,
582,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,876.0,112.0,51.0,46.0,160.0,6306.0,Model parallel transformers in JAX and Haiku.,23.0,18,False,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,
583,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2024-11-06 15:17:48.000000,2024-11-06 15:17:44,957.0,1.0,567.0,170.0,47.0,26.0,28.0,4583.0,High-performance TensorFlow library for quantitative finance.,47.0,18,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,,,,,,,,,,3.0,,,,,,,,,,,,
584,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,478.0,84.0,180.0,106.0,161.0,3633.0,A high performance and generic framework for distributed DNN training.,21.0,18,False,2020-02-19 23:44:20,0.2,1.0,byteps,,bytepsimage/tensorflow,,,3.0,3.0,https://pypi.org/project/byteps,,20.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1350.0,3.0,,,,,,,,,,,,
585,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2024-12-05 12:22:09.000000,2024-12-05 12:22:02,714.0,11.0,439.0,40.0,869.0,148.0,119.0,3348.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,89.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,
586,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,419.0,106.0,83.0,62.0,48.0,2994.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,99.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8916.0,,,,,3.0,,,,,,,,,,,,
587,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2024-11-09 05:50:34.000000,2024-08-01 02:26:24,769.0,,357.0,79.0,557.0,85.0,95.0,2756.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,18,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,,,,,,,,,,3.0,,,,,,,,,,,,
588,tts-generation-webui,rsxdalv/tts-generation-webui,audio,,https://github.com/rsxdalv/tts-generation-webui,https://github.com/rsxdalv/tts-generation-webui,MIT,2023-04-27 18:32:26.000,2024-11-23 15:28:49.000000,2024-11-23 15:28:43,238.0,35.0,203.0,35.0,136.0,41.0,205.0,1865.0,"TTS Generation Web UI (Bark, MusicGen + AudioGen, Tortoise, RVC, Vocos, Demucs, SeamlessM4T, MAGNet, StyleTTS2, MMS,..",10.0,18,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
589,benchmark_VAE,clementchadebec/benchmark_VAE,pytorch-utils,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000000,2024-07-17 07:59:47,373.0,,162.0,18.0,74.0,24.0,42.0,1835.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,18,True,2023-09-06 15:43:22,0.1.2,11.0,,,,,['pytorch'],35.0,35.0,,,,,,,,,,,3.0,,,,,,,,,,,,
590,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,97.0,39.0,13.0,13.0,9.0,1273.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,,173.0,173.0,https://pypi.org/project/doc2text,2739.0,2739.0,,,,,,,,3.0,,,,,,,,,,,,
591,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2024-02-10 16:41:21.000000,2024-02-10 16:41:20,438.0,,204.0,63.0,7.0,13.0,29.0,1167.0,Python AutoML for Trading Systems and Sports Betting.,5.0,18,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,6.0,6.0,https://pypi.org/project/alphapy,,,,,,,,,,3.0,,,,,,,,,,,,
592,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2024-02-13 05:55:38.000000,2024-02-13 05:55:37,305.0,,90.0,18.0,73.0,18.0,45.0,1036.0,Audio processing by using pytorch 1D convolution network.,15.0,18,True,2020-11-08 10:18:26,0.2.0,2.0,nnAudio,,,,,241.0,241.0,https://pypi.org/project/nnAudio,,,,,,,,,,3.0,,,,,,,,,,,,
593,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,131.0,36.0,16.0,9.0,4.0,928.0,Nudity detection with Python.,12.0,18,False,,,,nudepy,,,,,3641.0,3641.0,https://pypi.org/project/nudepy,657.0,657.0,,,,,,,,3.0,,,,,,,,,,,,
594,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2024-10-10 11:23:15.000000,2024-10-10 11:22:10,296.0,2.0,249.0,46.0,18.0,10.0,92.0,864.0,Data compression in TensorFlow.,24.0,18,True,2024-08-07 20:25:13,2.17.0,26.0,tensorflow-compression,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-compression,,,,,,,,,,3.0,,,,,,,,,,,,
595,PDPbox,SauceCat/PDPbox,interpretability,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2024-09-03 22:24:30.000000,2023-06-05 01:35:02,228.0,,129.0,18.0,25.0,28.0,40.0,845.0,python partial dependence plot toolbox.,7.0,18,False,2023-06-05 02:44:20,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,14431.0,14771.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,22163.0,,,,,3.0,,,,,,,,,,,,
596,luminaire,zillow/luminaire,time-series-data,,https://github.com/zillow/luminaire,https://github.com/zillow/luminaire,Apache-2.0,2020-07-08 19:22:50.000,2024-01-31 19:15:42.000000,2024-01-31 19:05:51,258.0,,58.0,23.0,80.0,25.0,28.0,764.0,Luminaire is a python package that provides ML driven solutions for monitoring time series data.,9.0,18,True,2024-01-31 19:15:42,0.4.3,32.0,luminaire,,,,,5.0,5.0,https://pypi.org/project/luminaire,816.0,816.0,,,,,,,,3.0,,,,,,,,,,,,
597,detecto,alankbi/detecto,pytorch-utils,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2024-07-25 11:20:23.000000,2022-02-09 16:35:40,142.0,,103.0,23.0,26.0,46.0,61.0,613.0,Build fully-functioning computer vision models with PyTorch.,12.0,18,False,2022-02-02 00:22:07,1.2.2,12.0,detecto,conda-forge/detecto,,,['pytorch'],184.0,184.0,https://pypi.org/project/detecto,,123.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,5205.0,,,,,3.0,,,,,,,,,,,,
598,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2024-10-22 13:32:17.000000,2024-08-18 17:07:49,821.0,,41.0,15.0,18.0,,22.0,606.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,18,True,2024-08-18 17:09:46,3.1.4,28.0,opytimizer,,,,,19.0,19.0,https://pypi.org/project/opytimizer,,,,,,,,,,3.0,,,,,,,,,,,,
599,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2024-12-03 23:28:10.000000,2024-12-03 23:20:00,773.0,2.0,65.0,17.0,116.0,8.0,48.0,572.0,A simplified framework and utilities for PyTorch.,23.0,18,True,2024-12-03 23:22:07,1.17.3,39.0,poutyne,,,,['pytorch'],144.0,144.0,https://pypi.org/project/poutyne,,,,,,,,,,3.0,,,,,,,,,,,,
600,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,,97.0,15.0,53.0,9.0,16.0,571.0,A library of metrics for evaluating recommender systems.,20.0,18,False,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,,61.0,61.0,https://pypi.org/project/recmetrics,4195.0,4195.0,,,,,,,,3.0,8.0,,,,,,,,,,,
