,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,maven_id,maven_url
558,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2024-01-16 06:44:59.000000,2023-01-15 11:37:16,279.0,,851.0,109.0,94.0,119.0,349.0,4461.0,Backtest trading strategies in Python.,19.0,20,True,,,,backtesting,,,,,13528.0,,,https://pypi.org/project/backtesting,13528.0,,,,3.0,,,,,,,,,,,,,,,,
559,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,,523.0,167.0,45.0,26.0,28.0,4164.0,High-performance TensorFlow library for quantitative finance.,47.0,20,True,,,4.0,tf-quant-finance,,,['tensorflow'],,501.0,,,https://pypi.org/project/tf-quant-finance,501.0,,,,3.0,,,,,,,,,,,,,,,,
560,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,319.0,101.0,1000.0,87.0,260.0,2815.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
561,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2023-12-15 22:52:18.000000,2023-12-15 22:50:38,766.0,1.0,356.0,93.0,547.0,83.0,92.0,2737.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,20,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,['tensorflow'],,6156.0,,,https://pypi.org/project/tensorflow-graphics,6156.0,,,,3.0,,,,,,,,,,,,,,,,
562,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2023-08-26 21:36:44.000000,2023-08-26 20:55:56,106.0,,232.0,62.0,105.0,24.0,56.0,2092.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,20,True,2021-05-21 00:29:47,0.2,2.0,pycls,,,['pytorch'],,1113.0,16.0,16.0,https://pypi.org/project/pycls,1113.0,,,,3.0,,,,,,,,,,,,,,,,
563,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,175.0,55.0,895.0,129.0,586.0,1872.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",50.0,20,False,2021-08-16 15:40:43,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,19.0,,,,,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1019.0,3.0,,,,,,,,,,,,,,,,
564,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,191.0,38.0,111.0,49.0,42.0,1695.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,['sklearn'],408.0,3467.0,144.0,144.0,https://pypi.org/project/sklearn-contrib-lightning,1194.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,203428.0,3.0,,,,,,,,,,,,,,,,
565,tnt,pytorch/tnt,pytorch-utils,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,,2016-12-10 11:49:58.000,2024-01-18 05:50:06.000000,2024-01-18 03:20:38,790.0,85.0,243.0,47.0,615.0,3.0,63.0,1595.0,A lightweight library for PyTorch training tools and utilities.,108.0,20,True,,,,torchtnt,,,['pytorch'],,3798.0,,,https://pypi.org/project/torchtnt,3798.0,,,,3.0,,,,,,,,,,,,,,,,
566,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2023-06-16 19:27:46.249000,2022-08-31 13:13:15,103.0,,80.0,40.0,14.0,8.0,27.0,1271.0,A Graph Neural Network Library in Jax.,17.0,20,False,2022-08-12 15:24:20,0.0.6.de0,5.0,jraph,conda-forge/jraph,,['jax'],,5666.0,132.0,132.0,https://pypi.org/project/jraph,5512.0,https://anaconda.org/conda-forge/jraph,2023-06-16 19:27:46.249,4166.0,3.0,google-deepmind/jraph,,,,,,,,,,,,,,,
567,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-01-14 08:39:28.000000,2020-04-17 02:27:44,79.0,,127.0,25.0,76.0,43.0,36.0,996.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,243882.0,,,https://pypi.org/project/adtk,243714.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7743.0,3.0,,,,,,,,,,,,,,,,
568,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2023-09-04 22:14:55.000000,2023-09-04 22:14:55,303.0,,87.0,18.0,72.0,18.0,42.0,926.0,Audio processing by using pytorch 1D convolution network.,15.0,20,True,2020-11-08 10:18:26,0.2.0,2.0,nnAudio,,,,,4272.0,154.0,154.0,https://pypi.org/project/nnAudio,4272.0,,,,3.0,,,,,,,,,,,,,,,,
569,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-01-17 22:07:22.000000,2024-01-12 19:11:24,1139.0,32.0,123.0,30.0,960.0,15.0,50.0,751.0,Machine learning framework for both deep learning and traditional algorithms.,35.0,20,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,655.0,,,https://pypi.org/project/neoml,655.0,,,,3.0,,,,,,,,,,,,,,,,
570,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-01-14 17:42:25.000000,2024-01-08 12:42:48,1503.0,1.0,79.0,36.0,648.0,22.0,118.0,696.0,Scikit-learn style model finetuning for NLP.,23.0,20,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,"['tensorflow', 'sklearn']",,57.0,11.0,11.0,https://pypi.org/project/finetune,57.0,,,,3.0,,,,,,,,,,,,,,,,
571,detecto,alankbi/detecto,pytorch-utils,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2023-07-28 19:05:13.000000,2022-02-09 16:35:40,142.0,,105.0,24.0,25.0,43.0,61.0,607.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07,1.2.2,12.0,detecto,conda-forge/detecto,,['pytorch'],,1624.0,155.0,155.0,https://pypi.org/project/detecto,1511.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,3512.0,3.0,,,,,,,,,,,,,,,,
572,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,,95.0,15.0,53.0,10.0,15.0,547.0,A library of metrics for evaluating recommender systems.,20.0,20,True,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,5.0,11067.0,48.0,48.0,https://pypi.org/project/recmetrics,11067.0,,,,3.0,,,,,,,,,,,,,,,,
573,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2023-12-29 09:08:36.000000,2023-07-18 10:24:07,542.0,,34.0,14.0,223.0,13.0,40.0,477.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,20,True,2023-07-18 10:06:08,1.4.6,34.0,popmon,,,"['pandas', 'spark']",138.0,6238.0,20.0,20.0,https://pypi.org/project/popmon,6235.0,,,,3.0,,,,,,,,,,,,,,,,
574,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2024-01-18 17:53:35.000000,2024-01-10 08:10:55,2818.0,85.0,60.0,12.0,255.0,4.0,109.0,413.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,22.0,20,True,2023-07-13 11:37:48,0.1.2,12.0,pykale,,,['pytorch'],,55.0,1.0,1.0,https://pypi.org/project/pykale,55.0,,,,3.0,,,,,,,,,,,,,,,,
575,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,80.0,20.0,247.0,7.0,23.0,397.0,A toolkit that streamlines and automates the generation of model cards.,22.0,20,True,2023-04-03 17:58:08,2.0.0,9.0,model-card-toolkit,,,,17.0,1163.0,23.0,23.0,https://pypi.org/project/model-card-toolkit,1163.0,,,,3.0,,,,,,,,,,,,,,,,
576,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,61.0,27.0,110.0,32.0,184.0,359.0,scalable audio processing framework and server written in Python.,22.0,20,True,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,83.0,16.0,16.0,https://pypi.org/project/TimeSide,83.0,,,,3.0,yomguy/TimeSide,,,,,,,,,,,,,,,
577,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-01-09 17:09:55.000000,2023-11-17 08:50:12,72.0,3.0,58.0,8.0,11.0,4.0,18.0,357.0,TextAugment: Text Augmentation Library.,8.0,20,True,2023-11-16 20:54:10,2.0.0,9.0,textaugment,,,,64.0,4128.0,72.0,72.0,https://pypi.org/project/textaugment,4127.0,,,,3.0,,,,,,,,,,,,,,,,
578,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/hex-inc/vegafusion,https://github.com/hex-inc/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2024-01-10 02:24:36.510000,2024-01-09 20:23:28,632.0,29.0,9.0,22.0,316.0,38.0,77.0,279.0,Serverside scaling for Vega and Altair visualizations.,3.0,20,True,2024-01-09 20:50:49,1.6.1,60.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,4986.0,6503.0,,,https://pypi.org/project/vegafusion-jupyter,1625.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2024-01-10 02:24:36.510,89088.0,3.0,hex-inc/vegafusion,,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,622.0,,,,,,,,,,,
579,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2024-01-18 09:09:11.000000,2023-01-26 17:04:18,400.0,,103.0,19.0,392.0,68.0,86.0,250.0,An open-source toolkit for large-scale genomic analysis.,24.0,20,True,2022-04-21 00:32:28,1.2.1,15.0,glow.py,conda-forge/glow,,,,52295.0,,,https://pypi.org/project/glow.py,52187.0,https://anaconda.org/conda-forge/glow,2023-06-16 19:24:57.965,3798.0,3.0,,,,,,,,,,,,,,,,
580,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-01-02 08:24:08.000000,2023-07-02 18:02:16,1462.0,,45.0,15.0,161.0,18.0,62.0,234.0,Python Implementation and Extension of RDF2Vec.,7.0,20,True,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,204.0,39.0,39.0,https://pypi.org/project/pyrdf2vec,204.0,,,,3.0,,,,,,,,,,,,,,,,
581,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-01-18 07:16:13.000000,2024-01-18 07:16:12,582.0,6.0,32.0,24.0,635.0,14.0,127.0,232.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,True,2023-08-10 09:15:06,0.13.0,20.0,larq-compute-engine,,,,993.0,937.0,7.0,7.0,https://pypi.org/project/larq-compute-engine,916.0,,,,3.0,,,,,,,,,,,,,,,,
582,Machine-Learning-Tutorials,ujjwalkarn/Machine-Learning-Tutorials,data-science,,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,CC0-1.0,2015-09-12 14:51:38.000,2023-08-14 21:22:24.000000,2021-10-04 07:54:52,308.0,,3139.0,799.0,82.0,9.0,3.0,14484.0,"machine learning and deep learning tutorials, articles and other resources.",34.0,19,False,,,,,,,,,,20.0,20.0,,,,,,2.0,,,,,,,,,,,,,,,,
583,benchmark_VAE,clementchadebec/benchmark_VAE,pytorch-utils,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-01-17 09:35:26.000000,2023-12-14 14:58:00,369.0,5.0,138.0,17.0,70.0,16.0,33.0,1594.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,15.0,19,True,2023-09-06 15:43:22,0.1.2,11.0,,,,['pytorch'],,,19.0,19.0,,,,,,3.0,,,,,,,,,,,,,,,,
584,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,216.0,66.0,29.0,26.0,12.0,1139.0,Anomaly Detection and Correlation library.,9.0,19,True,,,,luminol,,,,,7015.0,76.0,76.0,https://pypi.org/project/luminol,7015.0,,,,3.0,,,,,,,,,,,,,,,,
585,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:33:32.000000,2022-02-02 20:33:18,124.0,,139.0,17.0,11.0,41.0,43.0,1025.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:33:33,1.1.4,80.0,performer-pytorch,,,['pytorch'],,1185.0,111.0,111.0,https://pypi.org/project/performer-pytorch,1185.0,,,,3.0,,,,,,,,,,,,,,,,
586,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2023-12-13 18:40:36.000000,2023-12-13 18:40:36,436.0,9.0,187.0,61.0,7.0,13.0,29.0,1012.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",5.0,19,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,124.0,4.0,4.0,https://pypi.org/project/alphapy,124.0,,,,3.0,,,,,,,,,,,,,,,,
587,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2024-01-04 20:41:21.000000,2024-01-04 20:41:21,582.0,2.0,290.0,96.0,121.0,59.0,96.0,988.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",31.0,19,True,,,6.0,astroML,conda-forge/astroml,,['sklearn'],,1403.0,,,https://pypi.org/project/astroML,858.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,42038.0,3.0,,,,,,,,,,,,,,,,
588,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,132.0,36.0,16.0,8.0,3.0,921.0,Nudity detection with Python.,12.0,19,False,,,,nudepy,,,,,1099.0,3595.0,3595.0,https://pypi.org/project/nudepy,1099.0,,,,3.0,,,,,,,,,,,,,,,,
589,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2023-07-24 18:18:54.000000,2022-05-13 18:48:12,83.0,,178.0,24.0,58.0,10.0,27.0,918.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",16.0,19,False,,,,saliency,,,['tensorflow'],,4319.0,75.0,75.0,https://pypi.org/project/saliency,4319.0,,,,3.0,,,,,,,,,,,,,,,,
590,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,74.0,26.0,37.0,23.0,21.0,735.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,19,False,2019-06-29 19:21:43,0.64,3.0,test_tube,,,,18.0,75323.0,,,https://pypi.org/project/test_tube,75323.0,,,,3.0,,,,,,,,,,,,,,,,
591,dabl,dabl/dabl,sklearn-utils,,https://github.com/dabl/dabl,https://github.com/dabl/dabl,BSD-3-Clause,2018-09-14 19:11:47.000,2024-01-16 19:30:57.000000,2024-01-16 19:30:57,306.0,4.0,94.0,25.0,190.0,73.0,75.0,715.0,Data Analysis Baseline Library.,24.0,19,True,2024-01-09 18:31:48,0.2.6.2,1.0,dabl,,,['sklearn'],,1119.0,,,https://pypi.org/project/dabl,1119.0,,,,3.0,,,,,,,,,,,,,,,,
592,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2023-11-30 08:29:05.000000,2023-10-26 19:25:33,460.0,4.0,97.0,23.0,86.0,10.0,94.0,643.0,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",26.0,19,True,,,,tinytag,,,,,22376.0,,,https://pypi.org/project/tinytag,22376.0,,,,3.0,,,,,,,,,,,,,,,,
593,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,105.0,30.0,1.0,13.0,3.0,633.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,19,True,2020-02-19 02:11:55,V0.1.0,1.0,combo,,,"['sklearn', 'xgboost']",,15089.0,599.0,599.0,https://pypi.org/project/combo,15089.0,,,,3.0,,,,,,,,,,,,,,,,
594,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2024-01-18 16:43:38.000000,2023-12-19 11:36:08,862.0,1.0,102.0,45.0,75.0,44.0,25.0,603.0,Bias and Fairness Audit Toolkit.,18.0,19,True,,,,aequitas,,,,,2452.0,147.0,147.0,https://pypi.org/project/aequitas,2452.0,,,,3.0,,,,,,,,,,,,,,,,
595,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2023-12-21 13:50:16.000000,2023-12-21 13:50:13,819.0,4.0,38.0,15.0,18.0,,20.0,584.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,19,True,2023-09-22 14:58:06,3.1.3,27.0,opytimizer,,,,,188.0,16.0,16.0,https://pypi.org/project/opytimizer,188.0,,,,3.0,,,,,,,,,,,,,,,,
596,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,103.0,10.0,14.0,5.0,16.0,567.0,Make Waffle Charts in Python.,6.0,19,False,,,5.0,pywaffle,conda-forge/pywaffle,,,,3213.0,311.0,311.0,https://pypi.org/project/pywaffle,3027.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,11348.0,3.0,,,,,,,,,,,,,,,,
597,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,72.0,39.0,17.0,13.0,22.0,561.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,20.0,19,True,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,,277.0,31.0,31.0,https://pypi.org/project/n2,277.0,,,,3.0,,,,,,,,,,,,,,,,
598,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-07-09 16:15:44.000000,2023-07-09 16:09:49,767.0,,63.0,18.0,111.0,8.0,48.0,557.0,A simplified framework and utilities for PyTorch.,20.0,19,True,2023-07-09 16:15:44,1.17.1,37.0,poutyne,,,['pytorch'],,3272.0,129.0,129.0,https://pypi.org/project/poutyne,3272.0,,,,3.0,,,,,,,,,,,,,,,,
599,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2023-08-12 16:28:59.000000,2023-08-12 16:28:59,266.0,,105.0,20.0,56.0,27.0,20.0,468.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,19,True,2023-03-15 20:10:41,0.4.4,7.0,rrcf,,,,,1967.0,58.0,58.0,https://pypi.org/project/rrcf,1967.0,,,,3.0,,,,,,,,,,,,,,,,
600,ivis,beringresearch/ivis,ml-frameworks,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2023-11-09 23:19:49.000000,2023-11-09 23:18:48,634.0,11.0,42.0,13.0,63.0,3.0,56.0,313.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,True,2023-01-11 12:25:50,2.09,35.0,ivis,,,,,290.0,31.0,31.0,https://pypi.org/project/ivis,290.0,,,,3.0,,,,,,,,,,,,,,,,
601,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2023-12-04 13:11:50.000000,2023-12-04 13:11:50,418.0,16.0,72.0,22.0,431.0,17.0,51.0,265.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,31.0,19,True,2022-06-03 15:51:13,0.2.0,23.0,pipeline-dp,,,,,130.0,1.0,1.0,https://pypi.org/project/pipeline-dp,130.0,,,,3.0,,,,,,,,,,,,,,,,
602,Awesome-LLM,Hannibal046/Awesome-LLM,data-science,,https://github.com/Hannibal046/Awesome-LLM,https://github.com/Hannibal046/Awesome-LLM,CC0-1.0,2023-02-17 14:12:21.000,2024-01-18 01:25:51.000000,2024-01-18 01:25:51,362.0,37.0,843.0,292.0,83.0,1.0,19.0,11400.0,Awesome-LLM: a curated list of Large Language Model.,66.0,18,True,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
603,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,871.0,109.0,51.0,45.0,159.0,6169.0,Model parallel transformers in JAX and Haiku.,23.0,18,True,,,,,,,['jax'],,,20.0,20.0,,,,,,3.0,,,,,,,,,,,,,,,,
604,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,470.0,87.0,180.0,104.0,161.0,3541.0,A high performance and generic framework for distributed DNN training.,21.0,18,False,2020-02-19 23:44:20,0.2,1.0,byteps,,,,,69.0,,,https://pypi.org/project/byteps,45.0,,,,3.0,,,,,,,,,,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1324.0,,
605,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,317.0,60.0,242.0,173.0,109.0,3022.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,18,True,2022-11-02 09:30:27,3.0.1,13.0,lightseq,,,,672.0,1398.0,,,https://pypi.org/project/lightseq,1385.0,,,,3.0,,,,,,,,,,,,,,,,
606,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,414.0,108.0,83.0,62.0,48.0,2927.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,,['pytorch'],,108.0,,,,,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8540.0,3.0,,,,,,,,,,,,,,,,
607,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,322.0,74.0,2.0,18.0,7.0,2905.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,18,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,['pytorch'],,872.0,186.0,186.0,https://pypi.org/project/adabound,872.0,,,,3.0,,,,,,,,,,,,,,,,
