,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
531,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2023-10-07 18:05:54.000000,2022-12-07 13:45:45,1234.0,,136.0,25.0,594.0,62.0,511.0,839.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,22,True,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,,,https://pypi.org/project/icevision,4898.0,4898.0,,,,,,,,3.0,,,,,,,,,,,,,
532,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,73.0,6.0,5.0,2.0,23.0,802.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],379.0,379.0,https://pypi.org/project/iterative-stratification,87689.0,87689.0,,,,,,,,3.0,,,,,,,,,,,,,
533,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2023-10-17 14:50:13.000000,2023-10-17 14:50:08,1502.0,4.0,77.0,36.0,644.0,22.0,118.0,692.0,Scikit-learn style model finetuning for NLP.,21.0,22,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,11.0,https://pypi.org/project/finetune,153.0,153.0,,,,,,,,3.0,,,,,,,,,,,,,
534,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2023-11-23 05:44:22.000000,2023-11-23 05:37:16,487.0,13.0,93.0,31.0,550.0,190.0,241.0,627.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,22,True,2023-09-26 13:51:42,23.09.00,8.0,merlin-core,,,,,,,https://pypi.org/project/merlin-core,5358.0,5358.0,,,,,,,,3.0,,,,,,,,,,,,,
535,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-11-17 16:30:15.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,11.0,21.0,481.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,22,False,2023-11-17 16:33:58,0.6.1,2.0,apricot-select,,,,,80.0,80.0,https://pypi.org/project/apricot-select,4732.0,4732.0,,,,,,,,3.0,27.0,,,,3.0,,,,,,,,
536,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-10-29 16:11:32.000000,2023-03-05 00:16:57,419.0,,96.0,35.0,276.0,69.0,172.0,443.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,22,True,2019-09-11 11:25:15,0.6,5.0,tick,,,,,72.0,72.0,https://pypi.org/project/tick,1407.0,1410.0,,,,,,,,3.0,292.0,,,,,,,,,,,,
537,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2023-10-30 18:32:50.000000,2023-10-30 18:24:00,5579.0,31.0,88.0,15.0,734.0,27.0,425.0,388.0,Lightwood is Legos for Machine Learning.,42.0,22,True,2023-08-07 15:55:40,23.8.1.0,29.0,lightwood,,,,['pytorch'],,,https://pypi.org/project/lightwood,8694.0,8694.0,,,,,,,,3.0,,,,,,,,,,,,,
538,tf-keras-vis,keisen/tf-keras-vis,interpretability,,https://github.com/keisen/tf-keras-vis,https://github.com/keisen/tf-keras-vis,MIT,2019-10-31 06:47:41.000,2023-10-08 08:48:25.000000,2023-10-08 08:48:52,384.0,6.0,43.0,8.0,28.0,30.0,43.0,291.0,Neural network visualization toolkit for tf.keras.,3.0,22,True,2023-10-06 16:18:14,0.8.6,29.0,tf-keras-vis,,,,['tensorflow'],113.0,113.0,https://pypi.org/project/tf-keras-vis,3023.0,3023.0,,,,,,,,3.0,,,,,,,,,,,,,
539,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2023-11-17 21:48:32.000000,2023-11-17 21:43:05,4051.0,14.0,48.0,14.0,711.0,193.0,203.0,271.0,Asynchronous Distributed Hyperparameter Optimization.,32.0,22,True,2023-03-02 21:02:52,0.2.7,26.0,orion,,,,,95.0,95.0,https://pypi.org/project/orion,880.0,880.0,,,,,,,,3.0,,,,,,,,,,,,,
540,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2023-10-04 21:57:25.000000,2023-10-04 21:51:22,297.0,15.0,16.0,7.0,61.0,15.0,75.0,263.0,A high-performance implementation of Wilkinson formulas for Python.,9.0,22,True,2023-10-04 21:48:16,0.6.6,21.0,formulaic,,,,,,,https://pypi.org/project/formulaic,646499.0,646499.0,,,,,,,,3.0,,,,,,,,,,,,,
541,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,3.0,9.0,152.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34,2018.7.23,7.0,stop-words,,,,,2038.0,2038.0,https://pypi.org/project/stop-words,106296.0,106296.0,,,,,,,,3.0,,,,,,,,,,,,,
542,ML in production,eugeneyan/applied-ml,data-science,,https://github.com/eugeneyan/applied-ml,https://github.com/eugeneyan/applied-ml,MIT,2020-07-04 18:57:47.000,2023-10-18 01:12:59.000000,2023-10-18 01:12:59,482.0,4.0,3345.0,904.0,228.0,3.0,20.0,24919.0,Papers & tech blogs by companies sharing their work on data science & machine learning in production.,53.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
543,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2023-11-23 14:15:31.000000,2023-11-13 10:07:06,387.0,17.0,2065.0,632.0,114.0,8.0,49.0,14235.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",82.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
544,nebuly,nebuly-ai/nebuly,nlp,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,8.0,649.0,97.0,150.0,98.0,103.0,8325.0,The user analytics platform for LLMs.,40.0,21,True,,,24.0,nebuly,,,,,,,https://pypi.org/project/nebuly,581.0,581.0,,,,,,,,3.0,,,,,,,,,,,,,
545,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,,516.0,168.0,45.0,26.0,28.0,4117.0,High-performance TensorFlow library for quantitative finance.,47.0,21,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,469.0,469.0,,,,,,,,3.0,,,,,,,,,,,,,
546,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2023-11-06 16:44:05.000000,2023-11-06 16:37:37,171.0,2.0,433.0,91.0,78.0,57.0,137.0,3309.0,Generate embeddings from large-scale graph-structured data.,31.0,21,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,314246.0,314248.0,,,,,,,,3.0,163.0,,,,,,,,,,,,
547,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2023-04-26 19:35:05.000000,2023-04-26 19:32:49,683.0,,462.0,216.0,16.0,24.0,4.0,3233.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,21,True,2023-04-26 19:35:05,0.11.12,13.0,finmarketpy,,,,,11.0,11.0,https://pypi.org/project/finmarketpy,194.0,194.0,,,,,,,,3.0,47.0,,,,,,,,,,,,
548,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,320.0,101.0,1000.0,87.0,260.0,2817.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
549,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2023-10-18 17:03:24.000000,2023-08-08 21:17:31,765.0,,353.0,93.0,545.0,83.0,92.0,2734.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,21,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,5576.0,5576.0,,,,,,,,3.0,,,,,,,,,,,,,
550,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-07-27 13:04:15.000000,2023-07-27 13:04:12,336.0,,333.0,42.0,68.0,155.0,95.0,1828.0,Super easy library for BERT based NLP models.,36.0,21,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1128.0,1128.0,,,,,,,,3.0,,,,,,,,,,,,,
551,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2023-09-01 04:00:40.000000,2023-08-10 17:09:47,309.0,,144.0,24.0,30.0,26.0,31.0,1819.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,21,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],28.0,28.0,https://pypi.org/project/ecco,415.0,599.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,4222.0,,,,,3.0,67.0,,,,,,,,,,,,
552,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2023-06-07 17:48:51.000000,2023-06-07 17:48:50,26.0,,100.0,37.0,27.0,22.0,78.0,1754.0,"A flexible, intuitive and fast forecasting library.",9.0,21,True,2023-04-04 19:48:44,0.5.0,5.0,greykite,,,,,24.0,24.0,https://pypi.org/project/greykite,13946.0,13946.0,,,,,,,,3.0,4.0,,,,,,,,,,,,
553,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2023-10-25 22:04:21.000000,2023-10-25 22:04:21,1073.0,5.0,252.0,33.0,36.0,24.0,167.0,1654.0,A library for graph deep learning research.,49.0,21,True,2023-04-07 20:33:15,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,461.0,461.0,,,,,,,,3.0,,,,,,,,,,,,,
554,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,195.0,30.0,423.0,6.0,163.0,1637.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,True,2022-01-20 18:07:32,0.5.5,3.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,77.0,77.0,,,,,,,,3.0,,,,,,,,,,,,,
555,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,13.0,33.0,1630.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],45.0,45.0,https://pypi.org/project/antialiased-cnns,2290.0,2290.0,,,,,,,,3.0,,,,,,,,,,,,,
556,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2023-10-11 20:58:29.000000,2020-12-17 06:57:15,932.0,,295.0,67.0,201.0,1.0,74.0,1564.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,22.0,264.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13111.0,3.0,,,,,,,,,,,,,
557,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,119.0,28.0,31.0,58.0,50.0,1557.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,21,False,,,,higher,,,,['pytorch'],351.0,351.0,https://pypi.org/project/higher,53151.0,53151.0,,,,,,,,3.0,,,,,,,,,,,,,
558,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-11-13 04:43:17.000000,2023-11-13 04:39:39,183.0,3.0,105.0,37.0,25.0,15.0,112.0,1136.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2023-11-13 04:46:31,2.1.5,78.0,ngt,,,,,,,https://pypi.org/project/ngt,6587.0,6587.0,,,,,,,,3.0,,,,,,,,,,,,,
559,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000000,2023-09-03 19:16:54,508.0,1.0,165.0,32.0,86.0,15.0,32.0,1123.0,"A program for financial portfolio management, analysis and optimisation.",7.0,21,True,,,14.0,FinQuant,,,,,85.0,85.0,https://pypi.org/project/FinQuant,492.0,492.0,,,,,,,,3.0,,,,,,,,,,,,,
560,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,2.0,244.0,47.0,46.0,26.0,127.0,962.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,,['tensorflow'],27.0,27.0,https://pypi.org/project/aocr,214.0,214.0,,,,,,,,3.0,,,,,,,,,,,,,
561,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-10-11 00:13:45.000000,2023-04-27 23:44:02,329.0,,155.0,29.0,108.0,65.0,56.0,856.0,Source code/webpage/demos for the What-If Tool.,20.0,21,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,,,https://pypi.org/project/witwidget,5568.0,57697.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2099726.0,,,,,3.0,,wit-widget,https://www.npmjs.com/package/wit-widget,917.0,,,,,,,,,
562,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2023-11-17 16:05:12.000000,2023-11-01 21:50:22,1114.0,65.0,121.0,32.0,931.0,15.0,50.0,745.0,Machine learning framework for both deep learning and traditional algorithms.,34.0,21,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,931.0,931.0,,,,,,,,3.0,,,,,,,,,,,,,
563,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2023-11-22 14:07:25.760000,2023-10-11 13:01:19,594.0,3.0,123.0,16.0,53.0,24.0,121.0,715.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,32.0,21,True,2023-10-12 06:54:28,1.6.3,32.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,14361.0,16318.0,https://anaconda.org/conda-forge/pytorch_cluster,2023-11-22 14:07:25.760,82194.0,,,,,3.0,,,,,,,,,,,,,
564,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2023-11-06 08:05:38.000000,2023-10-14 06:13:02,551.0,2.0,92.0,17.0,191.0,95.0,135.0,603.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",31.0,21,True,2023-02-15 15:39:02,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,,,https://pypi.org/project/soundfile,1548447.0,1548588.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,16498.0,,,,,,,,,,,,
565,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,15.0,301.0,591.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29,0.8.1,27.0,neuraxle,,,,,55.0,55.0,https://pypi.org/project/neuraxle,274.0,274.0,,,,,,,,3.0,,,,,,,,,,,,,
566,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,3.0,53.0,60.0,9.0,22.0,25.0,508.0,Python library assists deep learning on graphs.,18.0,21,True,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,,,71.0,71.0,https://pypi.org/project/deepsnap,465.0,465.0,,,,,,,,3.0,10.0,,,,,,,,,,,,
567,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,,2021-03-18 15:04:58.000,2023-11-23 13:02:38.000000,2023-11-17 10:54:00,1632.0,71.0,57.0,6.0,189.0,40.0,76.0,434.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,19.0,21,True,2023-11-17 11:09:32,0.4.5,21.0,quantus,,,,,19.0,19.0,https://pypi.org/project/quantus,745.0,751.0,,,,,,,,3.0,139.0,,,,,,,,,,,,
568,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2023-11-19 18:31:45.000000,2023-11-15 15:18:44,2753.0,106.0,60.0,12.0,249.0,6.0,106.0,409.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,22.0,21,True,2023-07-13 11:37:48,0.1.2,12.0,pykale,,,,['pytorch'],1.0,1.0,https://pypi.org/project/pykale,88.0,88.0,,,,,,,,3.0,,,,,,,,,,,,,
569,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,2.0,50.0,24.0,231.0,57.0,195.0,376.0,Studio: Simplify and expedite model building process.,24.0,21,True,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,393.0,393.0,,,,,,,,3.0,,,,,,,,,,,,,
570,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-11-01 02:12:00.000000,2023-11-01 02:11:59,650.0,8.0,59.0,29.0,421.0,11.0,91.0,363.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,21,True,2023-07-18 13:09:18,4.0.0,28.0,vega,conda-forge/vega,,,['jupyter'],2.0,2.0,https://pypi.org/project/vega,13645.0,20057.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,570740.0,,,,,3.0,,,,,,,,,,,,,
571,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,60.0,27.0,110.0,32.0,184.0,358.0,scalable audio processing framework and server written in Python.,22.0,21,True,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,16.0,16.0,https://pypi.org/project/TimeSide,87.0,87.0,,,,,,,,3.0,,,,,,yomguy/TimeSide,,,,,,,
572,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2023-11-16 02:17:24.000000,2023-11-16 02:17:17,251.0,6.0,24.0,8.0,4.0,21.0,59.0,266.0,Multiple Imputation with LightGBM in Python.,6.0,21,True,2022-12-12 14:01:15,DOI,8.0,miceforest,conda-forge/miceforest,,,,102.0,102.0,https://pypi.org/project/miceforest,24319.0,24727.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,11428.0,,,,,2.0,,,,,,,,,,,,,
573,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2023-11-23 06:33:49.000000,2023-11-23 05:51:00,653.0,52.0,21.0,4.0,253.0,,,254.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML pipeline from..,10.0,21,True,2023-09-08 15:06:42,1.1.186,81.0,upgini,,,,,4.0,4.0,https://pypi.org/project/upgini,3165.0,3165.0,,,,,,,,2.0,,,,,,,,,,,,,
574,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,772.0,224.0,25.0,7.0,122.0,5299.0,Build Graph Nets in Tensorflow.,11.0,20,True,,,,graph-nets,,,,['tensorflow'],20.0,20.0,https://pypi.org/project/graph-nets,1964.0,1964.0,,,,,,,,3.0,,,,,,google-deepmind/graph_nets,,,,,,,
575,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2023-11-16 14:13:37.000000,2023-01-15 11:37:16,279.0,,820.0,106.0,92.0,112.0,349.0,4252.0,Backtest trading strategies in Python.,19.0,20,True,,,,backtesting,,,,,,,https://pypi.org/project/backtesting,11634.0,11634.0,,,,,,,,3.0,,,,,,,,,,,,,
576,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2023-11-07 18:49:44.000000,2023-11-07 18:44:28,1579.0,8.0,498.0,152.0,609.0,34.0,75.0,3468.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",162.0,20,True,,,,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,20.0,20.0,,,,,,,,3.0,,,,,-2.0,,,,,,,,
577,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,176.0,55.0,895.0,129.0,586.0,1865.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",49.0,20,False,2021-08-16 15:40:43,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,20.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1019.0,,,,,3.0,,,,,,,,,,,,,
578,orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2023-09-26 02:48:51.000000,2023-09-26 02:48:50,872.0,1.0,127.0,34.0,407.0,65.0,326.0,1754.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,20,True,2023-01-29 22:05:17,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,41.0,41.0,https://pypi.org/project/orbit-ml,47546.0,47753.0,https://anaconda.org/conda-forge/orbit-ml,2023-06-18 08:40:35.691,4565.0,,,,,3.0,,,,,,,,,,,,,
579,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,188.0,39.0,111.0,49.0,42.0,1685.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],137.0,137.0,https://pypi.org/project/sklearn-contrib-lightning,1391.0,3703.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,202388.0,,,,,3.0,403.0,,,,,,,,,,,,
