,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
554,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2024-11-26 19:03:40.000000,2024-10-31 11:39:03,1235.0,,133.0,22.0,594.0,63.0,511.0,859.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,21,True,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,,,https://pypi.org/project/icevision,3287.0,3287.0,,,,,,,,3.0,,,,,,,,,,,,
555,larq,larq/larq,ml-frameworks,,https://github.com/larq/larq,https://github.com/larq/larq,Apache-2.0,2019-03-18 21:41:50.000,2024-08-12 15:26:59.000000,2024-08-12 15:26:56,736.0,,85.0,28.0,737.0,22.0,124.0,719.0,An Open-Source Library for Training Binarized Neural Networks.,19.0,21,True,2023-07-12 14:06:25,0.13.3,38.0,larq,,,,['tensorflow'],63.0,63.0,https://pypi.org/project/larq,4181.0,4181.0,,,,,,,,3.0,,,,,,,,,,,,
556,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2025-06-10 14:17:55.000000,2025-05-20 13:13:27,1513.0,1.0,79.0,30.0,706.0,22.0,118.0,711.0,Scikit-learn style model finetuning for NLP.,24.0,21,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,,"['tensorflow', 'sklearn']",16.0,16.0,https://pypi.org/project/finetune,187.0,187.0,,,,,,,,3.0,,,,,,,,,,,,
557,detecto,alankbi/detecto,pytorch-utils,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2025-04-22 14:57:54.494000,2022-02-09 16:35:40,142.0,,101.0,22.0,26.0,45.0,62.0,620.0,Build fully-functioning computer vision models with PyTorch.,12.0,21,False,2022-02-02 00:22:07,1.2.2,12.0,detecto,conda-forge/detecto,,,['pytorch'],195.0,195.0,https://pypi.org/project/detecto,1828.0,1975.0,https://anaconda.org/conda-forge/detecto,2025-04-22 14:57:54.494,7247.0,,,,,3.0,,,,,,,,,,,,
558,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2025-05-04 03:47:16.000000,2022-08-16 17:43:49,1877.0,,57.0,18.0,217.0,1.0,316.0,613.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29,0.8.1,27.0,neuraxle,,,,,69.0,69.0,https://pypi.org/project/neuraxle,144.0,144.0,,,,,,,,3.0,,,,,,,,,,,,
559,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2025-05-05 22:29:18.000000,2025-05-05 22:20:40,774.0,1.0,65.0,15.0,117.0,8.0,48.0,573.0,A simplified framework and utilities for PyTorch.,23.0,21,True,2025-05-05 22:24:01,1.17.4,40.0,poutyne,,,,['pytorch'],152.0,152.0,https://pypi.org/project/poutyne,2644.0,2644.0,,,,,,,,3.0,,,,,,,,,,,,
560,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-11-27 12:27:25.000000,2023-03-05 00:16:57,419.0,,115.0,35.0,277.0,77.0,174.0,513.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",20.0,21,False,2019-09-11 11:25:15,0.6,5.0,tick,,,,,94.0,94.0,https://pypi.org/project/tick,1201.0,1205.0,,,,,,,,3.0,431.0,,,,,,,,,,,
561,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2024-07-06 00:47:45.000000,2023-09-06 17:29:29,2412.0,,51.0,22.0,232.0,57.0,195.0,382.0,Studio: Simplify and expedite model building process.,24.0,21,False,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,7.0,7.0,https://pypi.org/project/studioml,591.0,591.0,,,,,,,,3.0,,,,,,,,,,,,
562,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,hyperopt,,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,MIT,2020-01-18 19:16:48.000,2025-07-04 13:29:21.000000,2025-07-04 13:29:21,520.0,9.0,83.0,10.0,99.0,2.0,65.0,343.0,"ML hyperparameters tuning and features selection, using evolutionary algorithms.",19.0,21,True,2024-09-17 16:58:38,0.11.1,18.0,sklearn-genetic-opt,,,,,67.0,67.0,https://pypi.org/project/sklearn-genetic-opt,2698.0,2698.0,,,,,,,,3.0,,,,,,,,,,,,
563,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2025-07-09 09:16:25.000000,2025-07-09 09:16:16,904.0,43.0,24.0,5.0,334.0,1.0,,333.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,11.0,21,True,2024-09-04 17:23:34,1.2.0,82.0,upgini,,,,,9.0,9.0,https://pypi.org/project/upgini,8572.0,8572.0,,,,,,,,3.0,,,,,,,,,,,,
564,tf-keras-vis,keisen/tf-keras-vis,interpretability,,https://github.com/keisen/tf-keras-vis,https://github.com/keisen/tf-keras-vis,MIT,2019-10-31 06:47:41.000,2025-03-12 03:55:24.000000,2025-03-12 03:55:16,401.0,,43.0,7.0,28.0,32.0,43.0,329.0,Neural network visualization toolkit for tf.keras.,3.0,21,True,2024-03-25 11:49:03,0.8.7,30.0,tf-keras-vis,,,,['tensorflow'],225.0,225.0,https://pypi.org/project/tf-keras-vis,7935.0,7935.0,,,,,,,,3.0,,,,,,,,,,,,
565,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/predict-idlab/pyRDF2Vec,https://github.com/predict-idlab/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2025-06-11 08:21:14.000000,2023-07-02 18:02:16,1462.0,,50.0,14.0,233.0,24.0,64.0,256.0,Python Implementation and Extension of RDF2Vec.,7.0,21,False,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,48.0,48.0,https://pypi.org/project/pyrdf2vec,388.0,388.0,,,,,,,,3.0,,,,,,predict-idlab/pyRDF2Vec,,,,,,
566,Awesome-LLM,Hannibal046/Awesome-LLM,data-science,,https://github.com/Hannibal046/Awesome-LLM,https://github.com/Hannibal046/Awesome-LLM,CC0-1.0,2023-02-17 14:12:21.000,2025-07-08 14:54:44.000000,2025-07-08 14:54:44,533.0,14.0,2017.0,469.0,192.0,8.0,26.0,24194.0,Awesome-LLM: a curated list of Large Language Model.,132.0,20,True,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
567,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2025-07-10 01:31:54.000000,2025-04-09 10:30:51,517.0,,2744.0,730.0,140.0,15.0,59.0,21193.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",102.0,20,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,
568,nebuly,nebuly-ai/nebuly,nlp,,https://github.com/nebuly-ai/optimate,https://github.com/nebuly-ai/optimate,Apache-2.0,2022-02-12 17:17:14.000,2024-07-22 02:07:03.000000,2024-07-22 02:07:02,771.0,,632.0,91.0,150.0,100.0,102.0,8372.0,A collection of libraries to optimise AI model performances.,40.0,20,True,,,24.0,nebuly,,,,,,,https://pypi.org/project/nebuly,226.0,226.0,,,,,,,,3.0,,,,,,nebuly-ai/optimate,,,,,,
569,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2024-11-26 11:06:14.000000,2024-11-26 10:38:20,194.0,,1198.0,93.0,52.0,422.0,292.0,7012.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,34.0,20,True,,,,pyslowfast,,,,['pytorch'],23.0,23.0,https://pypi.org/project/pyslowfast,18.0,18.0,,,,,,,,3.0,,,,,,,,,,,,
570,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2025-03-21 14:29:57.000000,2025-03-21 14:29:54,960.0,,613.0,174.0,48.0,28.0,28.0,4919.0,High-performance TensorFlow library for quantitative finance.,48.0,20,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,582.0,582.0,,,,,,,,3.0,,,,,,,,,,,,
571,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,332.0,70.0,2.0,18.0,7.0,2917.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,,['pytorch'],231.0,231.0,https://pypi.org/project/adabound,1581.0,1581.0,,,,,,,,3.0,,,,,,,,,,,,
572,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,323.0,100.0,1000.0,84.0,263.0,2873.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
573,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2025-03-25 16:26:10.601000,2021-09-30 21:51:09,8208.0,,182.0,57.0,895.0,129.0,586.0,1980.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",51.0,20,False,2021-08-16 15:40:43,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,15.0,https://anaconda.org/blazingsql/blazingsql-protocol,2025-03-25 16:26:10.601,1110.0,,,,,3.0,,,,,,,,,,,,
574,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-07-15 07:18:56.000000,2024-02-04 20:37:53,1083.0,,286.0,30.0,42.0,37.0,177.0,1967.0,A library for graph deep learning research.,50.0,20,False,2023-04-07 20:33:15,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,443.0,443.0,,,,,,,,3.0,,,,,,,,,,,,
575,fast-bert,utterworks/fast-bert,nlp,,https://github.com/appvision-ai/fast-bert,https://github.com/appvision-ai/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-08-19 09:41:38.000000,2024-08-19 09:41:36,346.0,,337.0,40.0,68.0,157.0,95.0,1897.0,Super easy library for BERT based NLP models.,37.0,20,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,771.0,771.0,,,,,,,,3.0,,,,,,appvision-ai/fast-bert,,,,,,
576,pygod,pygod-team/pygod,graph,,https://github.com/pygod-team/pygod,https://github.com/pygod-team/pygod,BSD-2-Clause,2021-11-18 23:18:17.000,2025-04-22 14:58:15.321000,2024-11-14 06:35:15,505.0,,137.0,17.0,25.0,12.0,56.0,1433.0,A Python Library for Graph Outlier Detection (Anomaly Detection).,17.0,20,True,2024-02-04 21:24:35,1.1.0,7.0,pygod,conda-forge/pygod,,,,50.0,50.0,https://pypi.org/project/pygod,764.0,1035.0,https://anaconda.org/conda-forge/pygod,2025-04-22 14:58:15.321,10605.0,,,,,3.0,,,,,,,,,,,,
577,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2025-04-22 14:56:39.232000,2024-01-04 20:41:21,582.0,,297.0,95.0,123.0,59.0,99.0,1098.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",31.0,20,False,,,6.0,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,1492.0,2847.0,https://anaconda.org/conda-forge/astroml,2025-04-22 14:56:39.232,56933.0,,,,,3.0,,,,,,,,,,,,
578,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,249.0,47.0,46.0,26.0,127.0,1081.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,20,False,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,,['tensorflow'],32.0,32.0,https://pypi.org/project/aocr,81.0,81.0,,,,,,,,3.0,,,,,,,,,,,,
579,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2025-04-22 14:57:28.709000,2024-02-01 21:38:56,330.0,,175.0,30.0,113.0,70.0,56.0,962.0,Source code/webpage/demos for the What-If Tool.,20.0,20,False,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,2.0,2.0,https://pypi.org/project/witwidget,7810.0,48084.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2025-04-22 14:57:28.709,2439172.0,,,,,3.0,,wit-widget,https://www.npmjs.com/package/wit-widget,288.0,,,,,,,,
580,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-12-05 20:47:53.000000,2024-07-22 10:16:42,493.0,,121.0,30.0,561.0,200.0,247.0,841.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,20,True,2024-06-14 12:19:07,24.06.00,10.0,merlin-core,,,,,,,https://pypi.org/project/merlin-core,14996.0,14996.0,,,,,,,,3.0,,,,,,,,,,,,
581,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2025-04-22 14:56:58.537000,2024-06-16 04:23:17,307.0,,105.0,8.0,15.0,6.0,16.0,597.0,Make Waffle Charts in Python.,6.0,20,False,,,5.0,pywaffle,conda-forge/pywaffle,,,,548.0,548.0,https://pypi.org/project/pywaffle,19647.0,19942.0,https://anaconda.org/conda-forge/pywaffle,2025-04-22 14:56:58.537,16846.0,,,,,3.0,,,,,,,,,,,,
582,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,69.0,39.0,17.0,14.0,22.0,578.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,22.0,20,False,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,,40.0,40.0,https://pypi.org/project/n2,279.0,279.0,,,,,,,,3.0,,,,,,,,,,,,
583,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,56.0,59.0,9.0,23.0,25.0,558.0,Python library assists deep learning on graphs.,18.0,20,False,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,,,132.0,132.0,https://pypi.org/project/deepsnap,368.0,368.0,,,,,,,,3.0,15.0,,,,,,,,,,,
584,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2024-02-24 12:21:01.000000,2023-08-12 16:28:59,266.0,,111.0,18.0,58.0,27.0,21.0,510.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,20,False,2023-03-15 20:10:41,0.4.4,7.0,rrcf,,,,,97.0,97.0,https://pypi.org/project/rrcf,4219.0,4219.0,,,,,,,,3.0,,,,,,,,,,,,
585,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2024-09-07 07:05:09.000000,2024-09-07 07:05:06,387.0,,96.0,27.0,34.0,34.0,15.0,485.0,A python library for Bayesian time series modeling.,7.0,20,True,2024-08-13 04:20:08,0.1.1.13,2.0,pydlm,,,,,41.0,41.0,https://pypi.org/project/pydlm,89204.0,89204.0,,,,,,,,3.0,,,,,,,,,,,,
586,torch-uncertainty,ENSTA-U2IS-AI/torch-uncertainty,probabilistics,,https://github.com/ENSTA-U2IS-AI/torch-uncertainty,https://github.com/ENSTA-U2IS-AI/torch-uncertainty,Apache-2.0,2023-02-01 16:21:14.000,2025-06-18 16:14:23.000000,2025-06-03 17:36:24,1976.0,231.0,32.0,8.0,126.0,9.0,46.0,409.0,Open-source framework for uncertainty and deep learning models in PyTorch.,13.0,20,True,,,24.0,torch-uncertainty,,,,,,,https://pypi.org/project/torch-uncertainty,861.0,861.0,,,,,,,,3.0,,,,,,,,,,,,
587,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2025-01-09 23:18:47.000000,2025-01-09 19:34:52,406.0,,28.0,11.0,107.0,20.0,108.0,395.0,A high-performance implementation of Wilkinson formulas for Python.,12.0,20,True,2024-12-20 19:43:52,1.1.1,26.0,formulaic,,,,,,,https://pypi.org/project/formulaic,2414249.0,2414249.0,,,,,,,,3.0,,,,,,,,,,,,
588,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2024-10-14 17:26:35.000000,2024-10-14 15:20:39,3847.0,,58.0,28.0,110.0,33.0,184.0,387.0,scalable audio processing framework and server written in Python.,23.0,20,True,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,20.0,20.0,https://pypi.org/project/TimeSide,78.0,78.0,,,,,,,,3.0,,,,,,,,,,,,
589,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2025-04-22 14:56:23.980000,2025-01-01 01:30:41,688.0,,62.0,27.0,510.0,11.0,91.0,380.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,20,True,2023-07-18 13:09:18,4.0.0,29.0,vega,conda-forge/vega,,,['jupyter'],4.0,4.0,https://pypi.org/project/vega,20701.0,32960.0,https://anaconda.org/conda-forge/vega,2025-04-22 14:56:23.980,760101.0,,,,,3.0,,,,,,,,,,,,
590,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2025-01-29 14:59:50.000000,2025-01-29 14:59:43,578.0,,90.0,27.0,321.0,60.0,27.0,379.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,28.0,20,True,2021-06-16 20:29:30,0.1.16,17.0,tensorflow-cloud,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-cloud,21380.0,21380.0,,,,,,,,3.0,,,,,,,,,,,,
591,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/vega/vegafusion,https://github.com/vega/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2025-06-20 21:00:53.000000,2025-06-20 21:00:53,718.0,1.0,21.0,23.0,400.0,53.0,92.0,366.0,Serverside scaling for Vega and Altair visualizations.,6.0,20,True,2025-02-23 00:18:29,2.0.2,73.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,,,https://pypi.org/project/vegafusion-jupyter,949.0,13128.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2025-04-22 14:58:12.870,464393.0,,,,,3.0,12719.0,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,268.0,,vega/vegafusion,,,,,,
592,orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2025-01-30 14:12:03.000000,2023-11-17 21:43:05,4051.0,,49.0,13.0,716.0,197.0,203.0,296.0,Asynchronous Distributed Hyperparameter Optimization.,34.0,20,False,2023-03-02 21:02:52,0.2.7,26.0,orion,,,,,122.0,122.0,https://pypi.org/project/orion,690.0,690.0,,,,,,,,3.0,,,,,,,,,,,,
593,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2025-07-02 15:30:37.000000,2025-07-02 15:30:37,453.0,12.0,81.0,19.0,477.0,20.0,52.0,277.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,34.0,20,True,2022-06-03 15:51:13,0.2.0,23.0,pipeline-dp,,,,,8.0,8.0,https://pypi.org/project/pipeline-dp,157.0,157.0,,,,,,,,3.0,,,,,,,,,,,,
594,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,21.0,17.0,464.0,69.0,76.0,241.0,Functional tensors for probabilistic programming.,11.0,20,False,2023-08-31 18:37:22,0.4.6,12.0,funsor,,,,['pytorch'],92.0,92.0,https://pypi.org/project/funsor,4322.0,4322.0,,,,,,,,3.0,,,,,,,,,,,,
595,Machine-Learning-Tutorials,ujjwalkarn/Machine-Learning-Tutorials,data-science,,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,CC0-1.0,2015-09-12 14:51:38.000,2024-06-12 08:11:59.000000,2021-10-04 07:54:52,308.0,,3278.0,799.0,92.0,9.0,3.0,16427.0,"machine learning and deep learning tutorials, articles and other resources.",34.0,19,False,,,,,,,,,20.0,20.0,,,,,,,,,,,2.0,,,,,,,,,,,,
596,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-12-18 16:08:09.000000,2024-12-18 16:08:09,151.0,,755.0,103.0,35.0,104.0,113.0,4763.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,11.0,19,True,2020-01-08 15:35:45,2.2.0,1.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],,,https://pypi.org/project/ISR,4530.0,4533.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,283.0,3.0,,,,,,,,,,,,
597,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,482.0,82.0,180.0,106.0,161.0,3682.0,A high performance and generic framework for distributed DNN training.,21.0,19,False,2020-02-19 23:44:20,0.2,1.0,byteps,,bytepsimage/tensorflow,,,4.0,4.0,https://pypi.org/project/byteps,55.0,73.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1379.0,3.0,,,,,,,,,,,,
598,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-11-23 22:25:52.000000,2024-11-23 22:09:12,359.0,,290.0,43.0,261.0,69.0,198.0,1614.0,A framework for Privacy Preserving Machine Learning.,39.0,19,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,,['pytorch'],,,https://pypi.org/project/crypten,442.0,442.0,,,,,,,,3.0,,,,,,,,,,,,
599,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,216.0,64.0,29.0,28.0,14.0,1214.0,Anomaly Detection and Correlation library.,9.0,19,False,,,,luminol,,,,,87.0,87.0,https://pypi.org/project/luminol,5014.0,5014.0,,,,,,,,3.0,,,,,,,,,,,,
600,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,87.0,31.0,72.0,25.0,30.0,1114.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,False,2021-02-15 20:20:59,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,21231.0,21231.0,,,,,,,,3.0,,,,,,,,,,,,
601,runhouse,run-house/runhouse,ml-frameworks,,https://github.com/run-house/runhouse,https://github.com/run-house/runhouse,Apache-2.0,2022-05-10 14:10:51.000,2025-06-23 17:47:17.000000,2025-06-20 16:35:56,2225.0,2.0,36.0,8.0,1772.0,10.0,42.0,1040.0,"Distribute and run AI workloads magically in Python, like PyTorch for ML infra.",16.0,19,True,2025-03-10 20:19:35,0.0.42,40.0,runhouse,,,,,,,https://pypi.org/project/runhouse,6564.0,6566.0,,,,,,,,3.0,79.0,,,,,,,,,,,
602,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2025-04-29 21:46:42.000000,2025-04-29 21:45:50,301.0,2.0,254.0,44.0,18.0,10.0,92.0,893.0,Data compression in TensorFlow.,24.0,19,True,2024-08-07 20:25:13,2.17.0,26.0,tensorflow-compression,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-compression,2002.0,2002.0,,,,,,,,3.0,,,,,,,,,,,,
603,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2025-02-14 12:14:55.000000,2025-02-14 12:08:46,33.0,,86.0,12.0,36.0,3.0,26.0,836.0,Leave One Feature Out Importance.,6.0,19,True,2025-02-14 12:14:55,0.3.5,2.0,lofo-importance,,,,,40.0,40.0,https://pypi.org/project/lofo-importance,1703.0,1703.0,,,,,,,,3.0,,,,,,,,,,,,
