,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
526,Texthero,jbesomi/texthero,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000,2023-08-29 08:45:13.000000,2023-08-29 08:45:10,277.0,,239.0,42.0,110.0,56.0,64.0,2879.0,"Text preprocessing, representation and visualization from zero to hero.",21.0,21,True,2021-07-01 16:53:52,1.1.0,4.0,texthero,,,,,,,https://pypi.org/project/texthero,6868.0,6870.0,,,,,,,,3.0,132.0,,,,,,,,,,,,
527,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2024-03-13 21:11:32.000000,2024-03-13 21:09:44,767.0,,355.0,92.0,548.0,85.0,92.0,2744.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,21,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,9181.0,9181.0,,,,,,,,3.0,,,,,,,,,,,,,
528,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-06-27 09:47:40.000000,2024-06-27 09:47:40,546.0,5.0,211.0,42.0,133.0,57.0,127.0,2222.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,30.0,21,True,,,2.0,kubric-nightly,,,,,6.0,6.0,https://pypi.org/project/kubric-nightly,475.0,475.0,,,,,,,,3.0,,,,,,,,,,,,,
529,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2024-02-26 15:38:11.000000,2023-06-01 12:18:23,739.0,,313.0,42.0,44.0,86.0,56.0,2169.0,A modular active learning framework for Python.,20.0,21,False,,,13.0,modAL,,,,['sklearn'],,,https://pypi.org/project/modAL,318888.0,318888.0,,,,,,,,3.0,37.0,,,,,,,,,,,,
530,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2024-01-30 02:43:49.000000,2023-08-10 17:09:47,309.0,,162.0,24.0,33.0,32.0,31.0,1938.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,21,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],29.0,29.0,https://pypi.org/project/ecco,216.0,376.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,4905.0,,,,,3.0,102.0,,,,,,,,,,,,
531,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-01-30 11:58:46.000000,2024-01-30 11:58:43,345.0,,336.0,42.0,68.0,157.0,95.0,1851.0,Super easy library for BERT based NLP models.,36.0,21,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1144.0,1144.0,,,,,,,,3.0,,,,,,,,,,,,,
532,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2024-04-08 12:49:27.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,7.0,15.0,33.0,1647.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],55.0,55.0,https://pypi.org/project/antialiased-cnns,3315.0,3315.0,,,,,,,,3.0,,,,,,,,,,,,,
533,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2024-06-26 15:27:38.000000,2024-06-26 15:29:45,1199.0,5.0,117.0,26.0,68.0,4.0,29.0,1498.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,21,True,2023-08-19 14:26:10,0.7.0,29.0,pytorch_toolbelt,,,,['pytorch'],,,https://pypi.org/project/pytorch_toolbelt,4470.0,4470.0,,,,,,,,3.0,23.0,,,,,,,,,,,,
534,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000000,2023-09-03 19:16:54,508.0,,182.0,31.0,86.0,15.0,33.0,1326.0,"A program for financial portfolio management, analysis and optimisation.",7.0,21,True,,,14.0,FinQuant,,,,,93.0,93.0,https://pypi.org/project/FinQuant,300.0,300.0,,,,,,,,3.0,,,,,,,,,,,,,
535,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2024-07-02 01:28:53.000000,2024-06-07 09:12:27,550.0,4.0,130.0,21.0,280.0,9.0,136.0,1259.0,A standard framework for modelling Deep Learning Models for tabular data.,22.0,21,True,2024-01-15 12:17:19,1.1.0,5.0,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,7098.0,7098.0,,,,,,,,3.0,34.0,,,,,,,,,,,,
536,voyager,spotify/voyager,nn-search,,https://github.com/spotify/voyager,https://github.com/spotify/voyager,Apache-2.0,2023-04-13 13:07:27.000,2024-07-01 23:29:55.000000,2024-04-09 22:41:04,79.0,1.0,38.0,15.0,44.0,11.0,13.0,1216.0,"An approximate nearest-neighbor search library for Python and Java with a focus on ease of use, simplicity, and..",5.0,21,True,2024-03-22 18:48:31,2.0.6,10.0,voyager,,,,,65.0,65.0,https://pypi.org/project/voyager,13951.0,13951.0,,,,,,,,3.0,,,,,,,,,,,True,,
537,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2024-06-27 04:50:55.000000,2024-06-27 04:45:44,190.0,6.0,109.0,37.0,26.0,16.0,117.0,1215.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2024-05-13 01:50:26,2.2.2,82.0,ngt,,,,,,,https://pypi.org/project/ngt,3583.0,3583.0,,,,,,,,3.0,,,,,,,,,,,,,
538,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2024-06-07 14:38:03.000000,2024-06-07 14:37:59,835.0,2.0,309.0,51.0,796.0,11.0,300.0,1210.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,21,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,,['pytorch'],,,https://pypi.org/project/sockeye,543.0,543.0,,,,,,,,3.0,19.0,,,,,,,,,,,,
539,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2023-10-07 18:05:54.000000,2022-12-07 13:45:45,1234.0,,134.0,24.0,594.0,63.0,511.0,842.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,21,False,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,,,https://pypi.org/project/icevision,1931.0,1931.0,,,,,,,,3.0,,,,,,,,,,,,,
540,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2024-05-20 17:06:25.000000,2024-05-20 17:04:15,293.0,2.0,245.0,47.0,18.0,10.0,91.0,840.0,Data compression in TensorFlow.,21.0,21,True,2024-03-27 19:52:35,2.16.0,25.0,tensorflow-compression,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-compression,2486.0,2486.0,,,,,,,,3.0,,,,,,,,,,,,,
541,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,76.0,6.0,5.0,2.0,23.0,832.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],454.0,454.0,https://pypi.org/project/iterative-stratification,32904.0,32904.0,,,,,,,,3.0,,,,,,,,,,,,,
542,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2024-07-02 13:44:22.000000,2024-05-13 16:47:27,911.0,2.0,110.0,43.0,114.0,36.0,46.0,656.0,Bias Auditing & Fair ML Toolkit.,21.0,21,True,,,,aequitas,,,,,164.0,164.0,https://pypi.org/project/aequitas,11851.0,11851.0,,,,,,,,3.0,,,,,,,,,,,,,
543,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-04-28 16:46:16.622000,2024-04-28 11:15:50,477.0,2.0,50.0,8.0,59.0,178.0,243.0,608.0,python binding for libvips using cffi.,16.0,21,True,,,6.0,pyvips,conda-forge/pyvips,,,,748.0,748.0,https://pypi.org/project/pyvips,45184.0,47298.0,https://anaconda.org/conda-forge/pyvips,2024-04-28 16:46:16.622,95169.0,,,,,3.0,,,,,,,,,,,,,
544,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,4.0,313.0,600.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29,0.8.1,27.0,neuraxle,,,,,62.0,62.0,https://pypi.org/project/neuraxle,210.0,210.0,,,,,,,,3.0,,,,,,,,,,,,,
545,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2024-06-28 04:46:54.000000,2023-07-18 10:24:07,542.0,,34.0,14.0,224.0,13.0,40.0,489.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,21,True,2023-07-18 10:06:08,1.4.6,34.0,popmon,,,,"['pandas', 'spark']",21.0,21.0,https://pypi.org/project/popmon,8418.0,8421.0,,,,,,,,3.0,184.0,,,,,,2.0,,,,,,
546,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-04-14 12:59:12.000000,2023-03-05 00:16:57,419.0,,101.0,36.0,276.0,71.0,173.0,478.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",20.0,21,False,2019-09-11 11:25:15,0.6,5.0,tick,,,,,78.0,78.0,https://pypi.org/project/tick,1268.0,1271.0,,,,,,,,3.0,334.0,,,,,,,,,,,,
547,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2024-07-04 09:39:00.000000,2024-07-04 09:24:28,981.0,63.0,78.0,28.0,94.0,11.0,27.0,419.0,A Python implementation of active inference for Markov Decision Processes.,18.0,21,True,2023-03-25 17:58:52,0.0.7.1,6.0,inferactively-pymdp,,,,,12.0,12.0,https://pypi.org/project/inferactively-pymdp,189.0,189.0,,,,,,,,3.0,,,,,,,,,,,,,
548,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,83.0,21.0,247.0,8.0,23.0,410.0,A toolkit that streamlines and automates the generation of model cards.,22.0,21,True,2023-04-03 17:58:08,2.0.0,9.0,model-card-toolkit,,,,,24.0,24.0,https://pypi.org/project/model-card-toolkit,1155.0,1155.0,,,,,,,,3.0,20.0,,,,,,,,,,,,
549,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-07-01 02:20:20.000000,2024-07-01 02:19:33,662.0,3.0,62.0,30.0,468.0,11.0,91.0,371.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,21,True,2023-07-18 13:09:18,4.0.0,28.0,vega,conda-forge/vega,,,['jupyter'],4.0,4.0,https://pypi.org/project/vega,20812.0,33004.0,https://anaconda.org/conda-forge/vega,2024-05-18 03:50:45.535,609617.0,,,,,3.0,,,,,,,,,,,,,
550,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2024-05-22 21:37:50.000000,2024-05-22 21:36:38,327.0,9.0,21.0,10.0,69.0,17.0,85.0,313.0,A high-performance implementation of Wilkinson formulas for Python.,11.0,21,True,2023-12-25 05:46:23,1.0.1,23.0,formulaic,,,,,,,https://pypi.org/project/formulaic,677966.0,677966.0,,,,,,,,3.0,,,,,,,,,,,,,
551,tf-keras-vis,keisen/tf-keras-vis,interpretability,,https://github.com/keisen/tf-keras-vis,https://github.com/keisen/tf-keras-vis,MIT,2019-10-31 06:47:41.000,2024-03-25 11:49:03.000000,2024-03-25 10:58:15,395.0,,43.0,8.0,28.0,32.0,43.0,311.0,Neural network visualization toolkit for tf.keras.,3.0,21,True,2024-03-25 11:49:03,0.8.7,30.0,tf-keras-vis,,,,['tensorflow'],153.0,153.0,https://pypi.org/project/tf-keras-vis,2994.0,2994.0,,,,,,,,3.0,,,,,,,,,,,,,
552,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,hyperopt,,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,MIT,2020-01-18 19:16:48.000,2024-05-07 15:32:16.000000,2024-05-07 15:32:16,486.0,5.0,73.0,5.0,89.0,4.0,59.0,285.0,"ML hyperparameters tuning and features selection, using evolutionary algorithms.",14.0,21,True,2023-03-15 01:37:40,0.10.1,16.0,sklearn-genetic-opt,,,,,48.0,48.0,https://pypi.org/project/sklearn-genetic-opt,1424.0,1424.0,,,,,,,,3.0,,,,,,,,,,,,,
553,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-07-03 06:20:56.000000,2023-07-02 18:02:16,1462.0,,45.0,15.0,192.0,21.0,64.0,242.0,Python Implementation and Extension of RDF2Vec.,7.0,21,True,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,44.0,44.0,https://pypi.org/project/pyrdf2vec,248.0,248.0,,,,,,,,3.0,,,,,,,,,,,,,
554,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2024-07-04 01:29:06.000000,2024-05-01 11:42:33,469.0,5.0,2347.0,681.0,124.0,9.0,55.0,16771.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",89.0,20,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
555,Awesome-LLM,Hannibal046/Awesome-LLM,data-science,,https://github.com/Hannibal046/Awesome-LLM,https://github.com/Hannibal046/Awesome-LLM,CC0-1.0,2023-02-17 14:12:21.000,2024-06-28 08:42:41.000000,2024-06-28 08:42:41,436.0,36.0,1253.0,342.0,117.0,,24.0,15943.0,Awesome-LLM: a curated list of Large Language Model.,94.0,20,True,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
556,Machine-Learning-Tutorials,ujjwalkarn/Machine-Learning-Tutorials,data-science,,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,CC0-1.0,2015-09-12 14:51:38.000,2024-06-12 08:11:59.000000,2021-10-04 07:54:52,308.0,,3185.0,798.0,88.0,9.0,3.0,15078.0,"machine learning and deep learning tutorials, articles and other resources.",34.0,20,False,,,,,,,,,20.0,20.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
557,nebuly,nebuly-ai/nebuly,nlp,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,,643.0,94.0,150.0,98.0,103.0,8369.0,The user analytics platform for LLMs.,40.0,20,True,,,24.0,nebuly,,,,,,,https://pypi.org/project/nebuly,860.0,860.0,,,,,,,,3.0,,,,,,,,,,,,,
558,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,323.0,73.0,2.0,18.0,7.0,2905.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,,['pytorch'],200.0,200.0,https://pypi.org/project/adabound,1527.0,1527.0,,,,,,,,3.0,,,,,,,,,,,,,
559,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,326.0,102.0,1000.0,84.0,263.0,2836.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
560,torchinfo,TylerYep/torchinfo,pytorch-utils,,https://github.com/TylerYep/torchinfo,https://github.com/TylerYep/torchinfo,MIT,2020-03-16 21:41:29.000,2024-07-01 21:23:28.000000,2024-05-14 03:04:44,382.0,2.0,111.0,18.0,147.0,36.0,117.0,2391.0,View model summaries in PyTorch!.,20.0,20,True,2023-05-14 20:54:46,1.8.0,31.0,torchinfo,,,,['pytorch'],,,https://pypi.org/project/torchinfo,125785.0,125788.0,,,,,,,,3.0,163.0,,,,,,,,,,,,
561,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,179.0,55.0,895.0,129.0,586.0,1920.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",50.0,20,False,2021-08-16 15:40:43,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,17.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1020.0,,,,,3.0,,,,,,,,,,,,,
562,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-04-22 13:05:03.000000,2024-02-04 20:37:53,1083.0,,274.0,29.0,40.0,28.0,176.0,1812.0,A library for graph deep learning research.,50.0,20,True,2023-04-07 20:33:15,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,496.0,496.0,,,,,,,,3.0,,,,,,,,,,,,,
563,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,191.0,38.0,111.0,49.0,42.0,1712.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],153.0,153.0,https://pypi.org/project/sklearn-contrib-lightning,2959.0,5246.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,218378.0,,,,,3.0,510.0,,,,,,,,,,,,
564,tnt,pytorch/tnt,pytorch-utils,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,,2016-12-10 11:49:58.000,2024-07-04 08:29:32.000000,2024-07-03 23:06:42,952.0,74.0,263.0,45.0,790.0,4.0,65.0,1638.0,A lightweight library for PyTorch training tools and utilities.,130.0,20,True,,,,torchtnt,,,,['pytorch'],,,https://pypi.org/project/torchtnt,5255.0,5255.0,,,,,,,,3.0,,,,,,,,,,,,,
565,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,250.0,47.0,46.0,26.0,127.0,1063.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,20,True,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,,['tensorflow'],29.0,29.0,https://pypi.org/project/aocr,119.0,119.0,,,,,,,,3.0,,,,,,,,,,,,,
566,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2024-01-21 21:15:50.000000,2023-08-18 11:01:23,442.0,,209.0,53.0,86.0,63.0,207.0,1025.0,Line based ATR Engine based on OCRopy.,20.0,20,True,2023-08-18 11:26:46,1.0.6,35.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,2019.0,2019.0,,,,,,,,3.0,,,,,,,,,,,,,
567,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2024-05-25 09:25:40.000000,2024-01-04 20:41:21,582.0,,296.0,95.0,122.0,59.0,97.0,1025.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",31.0,20,True,,,6.0,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,1211.0,1752.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,44963.0,,,,,3.0,,,,,,,,,,,,,
568,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2024-02-13 05:55:38.000000,2024-02-13 05:55:37,305.0,,89.0,18.0,73.0,17.0,45.0,980.0,Audio processing by using pytorch 1D convolution network.,15.0,20,True,2020-11-08 10:18:26,0.2.0,2.0,nnAudio,,,,,188.0,188.0,https://pypi.org/project/nnAudio,7688.0,7688.0,,,,,,,,3.0,,,,,,,,,,,,,
569,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2024-05-19 05:55:47.946000,2024-04-29 15:05:22,732.0,2.0,145.0,16.0,105.0,30.0,242.0,976.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,45.0,20,True,2023-10-06 08:51:23,0.6.18,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],,,https://pypi.org/project/torch-sparse,21770.0,28587.0,https://anaconda.org/conda-forge/pytorch_sparse,2024-05-19 05:55:47.946,334078.0,,,,,3.0,,,,,,,,,,,,,
570,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-03-14 21:28:06.000000,2024-02-01 21:38:56,330.0,,165.0,29.0,111.0,68.0,56.0,892.0,Source code/webpage/demos for the What-If Tool.,20.0,20,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,2.0,2.0,https://pypi.org/project/witwidget,3337.0,49529.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2222666.0,,,,,3.0,,,wit-widget,https://www.npmjs.com/package/wit-widget,832.0,,,,,,,,
571,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-07-04 12:59:46.000000,2024-06-24 11:08:10,1202.0,34.0,124.0,30.0,1013.0,15.0,50.0,758.0,Machine learning framework for both deep learning and traditional algorithms.,37.0,20,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,1.0,1.0,https://pypi.org/project/neoml,219.0,219.0,,,,,,,,3.0,,,,,,,,,,,,,
572,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-06-27 11:23:54.000000,2024-06-14 12:14:08,492.0,2.0,109.0,32.0,560.0,194.0,246.0,713.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,20,True,2024-06-14 12:19:07,24.06.00,10.0,merlin-core,,,,,,,https://pypi.org/project/merlin-core,4827.0,4827.0,,,,,,,,3.0,,,,,,,,,,,,,
573,tinytag,devsnd/tinytag,audio,,https://github.com/tinytag/tinytag,https://github.com/tinytag/tinytag,MIT,2014-01-27 15:27:01.000,2024-06-20 20:58:59.000000,2024-06-20 20:58:59,560.0,16.0,99.0,23.0,101.0,5.0,107.0,677.0,"Python library for reading audio file metadata in MP3, M4A, OGG, OPUS, FLAC, WMA, Wave and AIFF formats.",27.0,20,True,,,,tinytag,,,,,,,https://pypi.org/project/tinytag,24231.0,24231.0,,,,,,,,3.0,,tinytag/tinytag,,,,,,,,,,,
574,detecto,alankbi/detecto,pytorch-utils,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2023-07-28 19:05:13.000000,2022-02-09 16:35:40,142.0,,105.0,23.0,25.0,43.0,61.0,607.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07,1.2.2,12.0,detecto,conda-forge/detecto,,,['pytorch'],175.0,175.0,https://pypi.org/project/detecto,1504.0,1618.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,4235.0,,,,,3.0,,,,,,,,,,,,,
