,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,trending,new_addition
517,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,5.0,306.0,51.0,791.0,4.0,300.0,1192.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,22,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,,['mxnet'],,,https://pypi.org/project/sockeye,422.0,422.0,,,,,,,,3.0,17.0,,,,,,,,,,,,,
518,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-10-02 13:48:23.000000,2023-09-03 19:16:54,508.0,7.0,160.0,32.0,86.0,15.0,32.0,1076.0,"A program for financial portfolio management, analysis and optimisation.",7.0,22,True,,,14.0,FinQuant,,,,,84.0,84.0,https://pypi.org/project/FinQuant,1138.0,1138.0,,,,,,,,3.0,,,,,,,,,,,,,,
519,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,108.0,50.0,98.0,38.0,51.0,995.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:27:53,0.3.1,7.0,tf-explain,,,,['tensorflow'],199.0,199.0,https://pypi.org/project/tf-explain,1945.0,1945.0,,,,,,,,3.0,,,,,,,,,,,,,,
520,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,,2016-08-17 10:58:05.000,2023-10-23 12:00:58.000000,2023-08-01 13:02:51,2070.0,1.0,197.0,43.0,578.0,74.0,427.0,921.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,22,True,2023-08-01 13:38:54,2.0.2,42.0,smac,conda-forge/smac,,,,,,https://pypi.org/project/smac,26220.0,26778.0,https://anaconda.org/conda-forge/smac,2023-08-11 21:35:06.370,17304.0,,,,,3.0,,,,,,,,,,,,,,
521,kapre,keunwoochoi/kapre,audio,,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000,2023-10-23 02:52:41.000000,2022-07-04 00:10:02,195.0,,143.0,23.0,46.0,13.0,82.0,899.0,kapre: Keras Audio Preprocessors.,13.0,22,False,2022-01-21 20:10:47,Kapre-0.3.7,10.0,kapre,,,,['tensorflow'],2311.0,2311.0,https://pypi.org/project/kapre,766.0,766.0,,,,,,,,3.0,26.0,,,,,,,,,,,,,
522,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2023-10-07 18:05:54.000000,2022-12-07 13:45:45,1234.0,,136.0,25.0,594.0,62.0,511.0,837.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,22,True,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,,,https://pypi.org/project/icevision,4102.0,4102.0,,,,,,,,3.0,,,,,,,,,,,,,,
523,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,73.0,6.0,5.0,2.0,23.0,801.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],373.0,373.0,https://pypi.org/project/iterative-stratification,94253.0,94253.0,,,,,,,,3.0,,,,,,,,,,,,,,
524,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2023-10-17 14:50:13.000000,2023-10-17 14:50:08,1502.0,4.0,77.0,36.0,644.0,22.0,118.0,690.0,Scikit-learn style model finetuning for NLP.,21.0,22,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,11.0,https://pypi.org/project/finetune,223.0,223.0,,,,,,,,3.0,,,,,,,,,,,,,,
525,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2023-10-26 00:50:15.000000,2023-10-10 03:38:42,486.0,16.0,92.0,32.0,548.0,189.0,241.0,612.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,22,True,2023-09-26 13:51:42,23.09.00,8.0,merlin-core,,,,,,,https://pypi.org/project/merlin-core,4575.0,4575.0,,,,,,,,3.0,,,,,,,,,,,,,,
526,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-10-28 21:57:45.000000,2023-03-05 00:16:57,419.0,,96.0,35.0,276.0,68.0,172.0,441.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,22,True,2019-09-11 11:25:15,0.6,5.0,tick,,,,,71.0,71.0,https://pypi.org/project/tick,1469.0,1472.0,,,,,,,,3.0,292.0,,,,,,,,,,,,,
527,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2023-10-26 22:43:11.000000,2023-10-26 19:27:21,5577.0,50.0,88.0,15.0,734.0,27.0,425.0,385.0,Lightwood is Legos for Machine Learning.,41.0,22,True,2023-08-07 15:55:40,23.8.1.0,29.0,lightwood,,,,['pytorch'],,,https://pypi.org/project/lightwood,4433.0,4433.0,,,,,,,,3.0,,,,,,,,,,,,,,
528,tf-keras-vis,keisen/tf-keras-vis,interpretability,,https://github.com/keisen/tf-keras-vis,https://github.com/keisen/tf-keras-vis,MIT,2019-10-31 06:47:41.000,2023-10-08 08:48:25.000000,2023-10-08 08:48:52,384.0,6.0,43.0,7.0,28.0,30.0,43.0,288.0,Neural network visualization toolkit for tf.keras.,3.0,22,True,2023-10-06 16:18:14,0.8.6,29.0,tf-keras-vis,,,,['tensorflow'],103.0,103.0,https://pypi.org/project/tf-keras-vis,2623.0,2623.0,,,,,,,,3.0,,,,,,,,,,,,,,
529,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2023-10-04 21:57:25.000000,2023-10-04 21:51:22,297.0,15.0,16.0,6.0,61.0,14.0,74.0,258.0,A high-performance implementation of Wilkinson formulas for Python.,9.0,22,True,2023-10-04 21:48:16,0.6.6,21.0,formulaic,,,,,,,https://pypi.org/project/formulaic,610460.0,610460.0,,,,,,,,3.0,,,,,,,,,,,,,,
530,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,3.0,9.0,152.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34,2018.7.23,7.0,stop-words,,,,,2012.0,2012.0,https://pypi.org/project/stop-words,105799.0,105799.0,,,,,,,,3.0,,,,,,,,,,,,,,
531,ML in production,eugeneyan/applied-ml,data-science,,https://github.com/eugeneyan/applied-ml,https://github.com/eugeneyan/applied-ml,MIT,2020-07-04 18:57:47.000,2023-10-18 01:12:59.000000,2023-10-18 01:12:59,482.0,4.0,3342.0,902.0,228.0,3.0,20.0,24849.0,Papers & tech blogs by companies sharing their work on data science & machine learning in production.,53.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,True
532,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2023-10-25 08:50:23.000000,2023-10-25 08:50:23,384.0,23.0,2043.0,628.0,111.0,7.0,49.0,14010.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",81.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,True
533,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2023-10-26 13:08:14.000000,2023-02-07 10:12:31,47.0,,2081.0,148.0,87.0,226.0,284.0,11923.0,End-to-End Object Detection with Transformers.,26.0,21,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,
534,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-06-18 08:40:31.986000,2023-02-15 20:15:59,196.0,,491.0,82.0,36.0,50.0,26.0,10424.0,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,21,True,2023-02-15 20:16:12,1.0.0,5.0,prettymaps,conda-forge/prettymaps,,,,37.0,37.0,https://pypi.org/project/prettymaps,921.0,1022.0,https://anaconda.org/conda-forge/prettymaps,2023-06-18 08:40:31.986,2124.0,,,,,3.0,,,,,,,,,,,,,,
535,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,8.0,648.0,99.0,150.0,98.0,103.0,8315.0,The user analytics platform for LLMs.,40.0,21,True,,,24.0,nebullvm,,,,,,,https://pypi.org/project/nebullvm,565.0,565.0,,,,,,,,3.0,,,,,nebuly-ai/nebuly,,,,,,,,,
536,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2023-10-05 08:32:09.000000,2023-10-05 08:26:32,1577.0,9.0,498.0,153.0,609.0,33.0,75.0,3461.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",162.0,21,True,,,,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,24.0,24.0,,,,,,,,3.0,,,,,,,,,,,,,,
537,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2023-08-25 23:29:22.000000,2023-08-25 22:31:20,169.0,2.0,432.0,91.0,78.0,57.0,137.0,3297.0,Generate embeddings from large-scale graph-structured data.,30.0,21,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,314814.0,314817.0,,,,,,,,3.0,163.0,,,,,,,,,,,,,
538,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,319.0,101.0,1000.0,87.0,260.0,2816.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
539,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,83.0,41.0,47.0,11.0,74.0,2035.0,The friendly PIL fork.,385.0,21,True,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,53988.0,53988.0,,,,,,,,3.0,,,,,,,,,,,,,,
540,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-07-27 13:04:15.000000,2023-07-27 13:04:12,336.0,,333.0,42.0,68.0,153.0,95.0,1820.0,Super easy library for BERT based NLP models.,36.0,21,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1248.0,1248.0,,,,,,,,3.0,,,,,,,,,,,,,,
541,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2023-09-01 04:00:40.000000,2023-08-10 17:09:47,309.0,3.0,146.0,24.0,30.0,26.0,31.0,1805.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,21,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],27.0,27.0,https://pypi.org/project/ecco,398.0,585.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,4107.0,,,,,3.0,67.0,,,,,,,,,,,,,
542,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2023-06-07 17:48:51.000000,2023-06-07 17:48:50,26.0,,100.0,37.0,27.0,22.0,78.0,1748.0,"A flexible, intuitive and fast forecasting library.",9.0,21,True,2023-04-04 19:48:44,0.5.0,5.0,greykite,,,,,23.0,23.0,https://pypi.org/project/greykite,12993.0,12993.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,
543,orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2023-09-26 02:48:51.000000,2023-09-26 02:48:50,872.0,1.0,126.0,34.0,407.0,65.0,326.0,1745.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,21,True,2023-01-29 22:05:17,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,40.0,40.0,https://pypi.org/project/orbit-ml,95932.0,96143.0,https://anaconda.org/conda-forge/orbit-ml,2023-06-18 08:40:35.691,4442.0,,,,,3.0,,,,,,,,,,,,,,
544,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2023-10-25 22:04:21.000000,2023-10-25 22:04:21,1073.0,5.0,252.0,33.0,36.0,24.0,167.0,1637.0,A library for graph deep learning research.,49.0,21,True,2023-04-07 20:33:15,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,345.0,345.0,,,,,,,,3.0,,,,,,,,,,,,,,
545,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,194.0,30.0,423.0,6.0,163.0,1629.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,True,2022-01-20 18:07:32,0.5.5,3.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,67.0,67.0,,,,,,,,3.0,,,,,,,,,,,,,,
546,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,13.0,33.0,1625.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],45.0,45.0,https://pypi.org/project/antialiased-cnns,2243.0,2243.0,,,,,,,,3.0,,,,,,,,,,,,,,
547,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2023-10-11 20:58:29.000000,2020-12-17 06:57:15,932.0,,295.0,67.0,201.0,1.0,74.0,1559.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,30.0,277.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13111.0,3.0,,,,,,,,,,,,,,
548,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,116.0,28.0,31.0,58.0,50.0,1556.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,21,False,,,,higher,,,,['pytorch'],336.0,336.0,https://pypi.org/project/higher,48590.0,48590.0,,,,,,,,3.0,,,,,,,,,,,,,,
549,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2023-09-01 16:34:21.000000,2023-08-25 22:11:00,340.0,2.0,252.0,40.0,252.0,50.0,190.0,1374.0,A framework for Privacy Preserving Machine Learning.,33.0,21,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,,['pytorch'],31.0,31.0,https://pypi.org/project/crypten,249.0,249.0,,,,,,,,3.0,,,,,,,,,,,,,,
550,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-10-23 12:22:39.000000,2023-08-31 05:25:00,181.0,7.0,103.0,37.0,25.0,15.0,109.0,1131.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2023-08-31 05:32:10,2.1.3,76.0,ngt,,,,,,,https://pypi.org/project/ngt,6315.0,6315.0,,,,,,,,3.0,,,,,,,,,,,,,,
551,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2023-07-16 15:19:48.000000,2023-07-16 15:16:10,420.0,,145.0,97.0,117.0,27.0,45.0,1084.0,PFRL: a PyTorch-based deep reinforcement learning library.,19.0,21,True,2023-07-16 15:19:48,0.4.0,5.0,pfrl,,,,,92.0,92.0,https://pypi.org/project/pfrl,469.0,469.0,,,,,,,,3.0,,,,,,,,,,,,,,
552,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2023-10-25 14:32:27.000000,2023-08-18 11:01:23,442.0,1.0,204.0,54.0,85.0,60.0,205.0,1002.0,Line based ATR Engine based on OCRopy.,20.0,21,True,2023-08-18 11:26:46,1.0.6,35.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,2031.0,2031.0,,,,,,,,3.0,,,,,,,,,,,,,,
553,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,2.0,244.0,47.0,46.0,26.0,127.0,959.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,,['tensorflow'],26.0,26.0,https://pypi.org/project/aocr,276.0,276.0,,,,,,,,3.0,,,,,,,,,,,,,,
554,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2023-10-06 08:51:23.000000,2023-10-05 20:16:49,726.0,2.0,140.0,15.0,99.0,23.0,224.0,887.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,44.0,21,True,2023-10-06 08:51:23,0.6.18,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],,,https://pypi.org/project/torch-sparse,25469.0,31350.0,https://anaconda.org/conda-forge/pytorch_sparse,2023-06-16 19:19:31.218,235271.0,,,,,3.0,,,,,,,,,,,,,,
555,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-10-11 00:13:45.000000,2023-04-27 23:44:02,329.0,,154.0,29.0,108.0,65.0,56.0,844.0,Source code/webpage/demos for the What-If Tool.,20.0,21,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,,,https://pypi.org/project/witwidget,3699.0,56711.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2076554.0,,,,,3.0,,wit-widget,https://www.npmjs.com/package/wit-widget,1099.0,,,,,,,,,,
556,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-10-24 00:23:31.000000,2023-06-12 22:12:53,449.0,,71.0,25.0,158.0,40.0,62.0,744.0,,26.0,21,False,2023-09-17 15:13:06,1.7.0,8.0,objax,,,,['jax'],41.0,41.0,https://pypi.org/project/objax,422.0,422.0,,,,,,,,3.0,,,,,,,,,,,,,,
557,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2023-10-28 00:52:10.000000,2023-10-28 00:52:01,1112.0,106.0,120.0,32.0,928.0,15.0,50.0,743.0,Machine learning framework for both deep learning and traditional algorithms.,34.0,21,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,332.0,332.0,,,,,,,,3.0,,,,,,,,,,,,,,
558,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2023-10-18 07:58:23.867000,2023-10-11 13:01:19,594.0,3.0,123.0,16.0,53.0,24.0,120.0,707.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,32.0,21,True,2023-10-12 06:54:28,1.6.3,32.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,11754.0,13726.0,https://anaconda.org/conda-forge/pytorch_cluster,2023-10-18 07:58:23.867,80854.0,,,,,3.0,,,,,,,,,,,,,,
559,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2023-10-23 12:22:18.000000,2023-10-14 06:13:02,551.0,2.0,92.0,17.0,189.0,94.0,135.0,595.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",31.0,21,True,2023-02-15 15:39:02,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,,,https://pypi.org/project/soundfile,1465531.0,1465671.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,16272.0,,,,,,,,,,,,,
560,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,16.0,300.0,582.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29,0.8.1,27.0,neuraxle,,,,,55.0,55.0,https://pypi.org/project/neuraxle,419.0,419.0,,,,,,,,3.0,,,,,,,,,,,,,,
561,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,,2013-08-02 14:31:46.000,2023-07-17 20:34:35.934000,2023-07-17 15:55:22,3693.0,,65.0,46.0,346.0,19.0,388.0,535.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,36.0,21,True,2023-07-17 16:04:04,4.0.0,68.0,skll,conda-forge/skll,,,['sklearn'],39.0,39.0,https://pypi.org/project/skll,266.0,796.0,https://anaconda.org/conda-forge/skll,2023-07-17 20:34:35.934,12190.0,,,,,3.0,13.0,,,,,,,,,,,,,
562,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2023-10-28 15:14:03.000000,2023-08-19 18:28:43,446.0,9.0,53.0,25.0,7.0,11.0,31.0,500.0,Active Learning for Text Classification in Python.,4.0,21,True,2023-08-19 18:16:36,1.3.2,12.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",23.0,23.0,https://pypi.org/project/small-text,393.0,701.0,https://anaconda.org/conda-forge/small-text,2023-08-19 18:38:17.816,4620.0,,,,,3.0,,,,,,,,,,,,,,
563,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2023-08-01 17:51:43.000000,2023-07-18 10:24:07,542.0,,34.0,14.0,222.0,13.0,40.0,474.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,21,True,2023-07-18 10:06:08,1.4.6,34.0,popmon,,,,"['pandas', 'spark']",20.0,20.0,https://pypi.org/project/popmon,7138.0,7140.0,,,,,,,,3.0,117.0,,,,,,,,,,,,,
564,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-10-01 02:15:36.000000,2023-10-01 02:13:38,646.0,7.0,60.0,29.0,414.0,11.0,91.0,363.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,21,True,2023-07-18 13:09:18,4.0.0,28.0,vega,conda-forge/vega,,,['jupyter'],2.0,2.0,https://pypi.org/project/vega,17426.0,23898.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,569588.0,,,,,3.0,,,,,,,,,,,,,,
565,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,60.0,27.0,110.0,32.0,184.0,356.0,scalable audio processing framework and server written in Python.,22.0,21,True,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,16.0,16.0,https://pypi.org/project/TimeSide,92.0,92.0,,,,,,,,3.0,,,,,yomguy/TimeSide,,,,,,,,,
