,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
575,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000,2023-05-09 00:52:44,72.0,,214.0,65.0,29.0,26.0,12.0,1178.0,Anomaly Detection and Correlation library.,9.0,20,False,,,,luminol,,,,,12703.0,78.0,78.0,https://pypi.org/project/luminol,12703.0,,,,3.0,,,,,,,,,,,,,,,,
576,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2024-02-10 16:41:21.000,2024-02-10 16:41:20,438.0,,196.0,61.0,7.0,13.0,29.0,1116.0,Python AutoML for Trading Systems and Sports Betting.,5.0,20,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,186.0,5.0,5.0,https://pypi.org/project/alphapy,186.0,,,,3.0,,,,,,,,,,,,,,,,
577,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-08-01 11:53:43.000,2020-04-17 02:27:44,79.0,,131.0,25.0,77.0,44.0,36.0,1063.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,229695.0,,,https://pypi.org/project/adtk,229534.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,8537.0,3.0,,,,,,,,,,,,,,,,
578,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2024-05-19 05:55:47.946,2024-04-29 15:05:22,732.0,,145.0,16.0,105.0,31.0,244.0,981.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,45.0,20,True,2023-10-06 08:51:23,0.6.18,28.0,torch-sparse,conda-forge/pytorch_sparse,,['pytorch'],,36514.0,,,https://pypi.org/project/torch-sparse,29094.0,https://anaconda.org/conda-forge/pytorch_sparse,2024-05-19 05:55:47.946,371020.0,3.0,,,,,,,,,,,,,,,,
579,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2024-03-20 19:44:13.000,2024-03-20 19:28:51,85.0,,180.0,24.0,58.0,10.0,27.0,945.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",18.0,20,True,,,,saliency,,,['tensorflow'],,15951.0,95.0,95.0,https://pypi.org/project/saliency,15951.0,,,,3.0,,,,,,,,,,,,,,,,
580,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-03-14 21:28:06.000,2024-02-01 21:38:56,330.0,,167.0,29.0,111.0,69.0,56.0,897.0,Source code/webpage/demos for the What-If Tool.,20.0,20,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,50187.0,2.0,2.0,https://pypi.org/project/witwidget,4542.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2249215.0,3.0,,,,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,661.0,,,,,,
581,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2024-07-08 03:21:23.000,2024-04-29 13:46:08,600.0,,138.0,15.0,61.0,32.0,131.0,788.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,34.0,20,True,2023-10-12 06:54:28,1.6.3,32.0,torch-cluster,conda-forge/pytorch_cluster,,['pytorch'],,17719.0,,,https://pypi.org/project/torch-cluster,14794.0,https://anaconda.org/conda-forge/pytorch_cluster,2024-05-17 11:31:45.001,149184.0,3.0,,,,,,,,,,,,,,,,
582,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-07-28 01:04:48.000,2024-07-22 10:16:42,493.0,2.0,112.0,33.0,561.0,194.0,246.0,729.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,20,True,2024-06-14 12:19:07,24.06.00,10.0,merlin-core,,,,,7161.0,,,https://pypi.org/project/merlin-core,7161.0,,,,3.0,,,,,,,,,,,,,,,,
583,tinytag,devsnd/tinytag,audio,,https://github.com/tinytag/tinytag,https://github.com/tinytag/tinytag,MIT,2014-01-27 15:27:01.000,2024-06-20 20:58:59.000,2024-06-20 20:58:59,560.0,15.0,100.0,23.0,101.0,5.0,107.0,684.0,"Python library for reading audio file metadata in MP3, M4A, OGG, OPUS, FLAC, WMA, Wave and AIFF formats.",27.0,20,True,,,,tinytag,,,,,25156.0,,,https://pypi.org/project/tinytag,25156.0,,,,3.0,,,,,,,tinytag/tinytag,,,,,,,,,
584,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000,2023-06-27 16:54:13,266.0,,71.0,39.0,17.0,13.0,22.0,567.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,22.0,20,False,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,,192.0,33.0,33.0,https://pypi.org/project/n2,192.0,,,,3.0,,,,,,,,,,,,,,,,
585,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000,2023-11-11 03:23:44,413.0,,56.0,60.0,9.0,23.0,25.0,540.0,Python library assists deep learning on graphs.,18.0,20,True,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,,12.0,376.0,105.0,105.0,https://pypi.org/project/deepsnap,376.0,,,,3.0,,,,,,,,,,,,,,,,
586,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-11-17 16:30:15.000,2021-11-18 21:06:54,172.0,,46.0,9.0,9.0,12.0,21.0,494.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,20,False,2023-11-17 16:33:58,0.6.1,2.0,apricot-select,,,,27.0,5852.0,128.0,128.0,https://pypi.org/project/apricot-select,5852.0,,,,3.0,,,,,,,,,,,,,,,,
587,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2024-02-24 12:21:01.000,2023-08-12 16:28:59,266.0,,108.0,20.0,57.0,26.0,21.0,489.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,20,True,2023-03-15 20:10:41,0.4.4,7.0,rrcf,,,,,2806.0,66.0,66.0,https://pypi.org/project/rrcf,2806.0,,,,3.0,,,,,,,,,,,,,,,,
588,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2024-08-08 12:58:52.000,2024-07-27 08:09:44,3033.0,51.0,63.0,11.0,264.0,3.0,110.0,435.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,24.0,20,True,2023-07-13 11:37:48,0.1.2,12.0,pykale,,,['pytorch'],,48.0,2.0,2.0,https://pypi.org/project/pykale,48.0,,,,3.0,,,,,,,,,,,,,,,,
589,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2024-02-25 19:17:18.000,2024-02-25 19:17:13,576.0,,85.0,30.0,318.0,60.0,27.0,372.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,20,True,2021-06-16 20:29:30,0.1.16,17.0,tensorflow-cloud,,,['tensorflow'],,36820.0,,,https://pypi.org/project/tensorflow-cloud,36820.0,,,,3.0,,,,,,,,,,,,,,,,
590,ivis,beringresearch/ivis,ml-frameworks,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2024-06-13 05:29:40.000,2024-06-13 05:28:48,643.0,9.0,43.0,13.0,63.0,3.0,57.0,324.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,20,True,2024-06-13 05:13:09,2.10,36.0,ivis,,,,,1452.0,34.0,34.0,https://pypi.org/project/ivis,1452.0,,,,3.0,,,,,,,,,,,,,,,,
591,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-08-05 15:27:11.000,2024-08-05 15:27:02,766.0,35.0,24.0,5.0,288.0,1.0,,309.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,12.0,20,True,2023-09-08 15:06:42,1.1.186,81.0,upgini,,,,,9480.0,7.0,7.0,https://pypi.org/project/upgini,9480.0,,,,3.0,,,,,,,,,,,,,,,,
592,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,hyperopt,,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,MIT,2020-01-18 19:16:48.000,2024-05-07 15:32:16.000,2024-05-07 15:32:16,486.0,,73.0,5.0,89.0,3.0,60.0,293.0,"ML hyperparameters tuning and features selection, using evolutionary algorithms.",14.0,20,True,2023-03-15 01:37:40,0.10.1,16.0,sklearn-genetic-opt,,,,,1917.0,49.0,49.0,https://pypi.org/project/sklearn-genetic-opt,1917.0,,,,3.0,,,,,,,,,,,,,,,,
593,orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2023-12-11 19:25:59.000,2023-11-17 21:43:05,4051.0,,49.0,14.0,712.0,194.0,204.0,282.0,Asynchronous Distributed Hyperparameter Optimization.,32.0,20,True,2023-03-02 21:02:52,0.2.7,26.0,orion,,,,,422.0,108.0,108.0,https://pypi.org/project/orion,422.0,,,,3.0,,,,,,,,,,,,,,,,
594,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-07-08 06:40:05.000,2024-07-08 06:40:03,590.0,5.0,33.0,24.0,643.0,16.0,129.0,242.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,True,2024-06-21 06:39:45,0.16.0,21.0,larq-compute-engine,,,,1129.0,1005.0,8.0,8.0,https://pypi.org/project/larq-compute-engine,985.0,,,,3.0,,,,,,,,,,,,,,,,
595,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-03-12 11:21:52.000,2021-06-02 09:45:13,150.0,,730.0,102.0,35.0,103.0,113.0,4584.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,19,False,2020-01-08 15:35:45,2.2.0,1.0,ISR,,,['tensorflow'],,5973.0,,,https://pypi.org/project/ISR,5970.0,,,,3.0,idealo/image-super-resolution-gpu,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,238.0,,,,,,,,,,,
596,tts-generation-webui,rsxdalv/tts-generation-webui,audio,,https://github.com/rsxdalv/tts-generation-webui,https://github.com/rsxdalv/tts-generation-webui,MIT,2023-04-27 18:32:26.000,2024-08-08 12:23:36.000,2024-08-08 10:27:30,198.0,49.0,166.0,30.0,119.0,35.0,168.0,1539.0,"TTS Generation Web UI (Bark, MusicGen + AudioGen, Tortoise, RVC, Vocos, Demucs, SeamlessM4T, MAGNet, StyleTTS2, MMS).",7.0,19,True,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
597,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-04-17 19:59:55.000,2024-04-17 19:59:46,779.0,,182.0,18.0,262.0,72.0,94.0,1321.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,19,True,2023-10-26 11:36:48,0.11,12.0,dice-ml,,,"['tensorflow', 'pytorch']",,46184.0,,,https://pypi.org/project/dice-ml,46184.0,,,,3.0,,,,,,,,,,,,,,,,
598,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000,2022-01-30 19:49:08,271.0,,88.0,33.0,72.0,25.0,30.0,1101.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,False,2021-02-15 20:20:59,0.5,2.0,torch-struct,,,['pytorch'],,13631.0,,,https://pypi.org/project/torch-struct,13631.0,,,,3.0,,,,,,,,,,,,,,,,
599,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:33:32.000,2022-02-02 20:33:18,124.0,,139.0,17.0,11.0,41.0,43.0,1073.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:33:33,1.1.4,80.0,performer-pytorch,,,['pytorch'],,3791.0,144.0,144.0,https://pypi.org/project/performer-pytorch,3791.0,,,,3.0,,,,,,,,,,,,,,,,
600,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2024-05-25 09:25:40.000,2024-01-04 20:41:21,582.0,,294.0,96.0,122.0,59.0,97.0,1036.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",31.0,19,True,,,6.0,astroML,conda-forge/astroml,,['sklearn'],,2361.0,,,https://pypi.org/project/astroML,1813.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,46063.0,3.0,,,,,,,,,,,,,,,,
601,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2024-06-27 07:32:19.000,2024-06-27 07:26:43,298.0,4.0,75.0,23.0,47.0,11.0,17.0,818.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,19,True,,,20.0,evojax,conda-forge/evojax,,['jax'],,2253.0,23.0,23.0,https://pypi.org/project/evojax,1337.0,https://anaconda.org/conda-forge/evojax,2024-06-18 11:07:15.191,27499.0,3.0,,,,,,,,,,,,,,,,
602,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-08-08 10:22:06.000,2024-08-02 13:40:01,1215.0,21.0,124.0,30.0,1027.0,15.0,50.0,761.0,Machine learning framework for both deep learning and traditional algorithms.,37.0,19,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,126.0,1.0,1.0,https://pypi.org/project/neoml,126.0,,,,3.0,,,,,,,,,,,,,,,,
603,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000,2023-01-14 04:46:24,210.0,,107.0,30.0,1.0,14.0,3.0,641.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,19,False,2020-02-19 02:11:55,V0.1.0,1.0,combo,,,"['sklearn', 'xgboost']",,34634.0,643.0,643.0,https://pypi.org/project/combo,34634.0,,,,3.0,,,,,,,,,,,,,,,,
604,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2024-06-16 04:23:17.000,2024-06-16 04:23:17,307.0,2.0,104.0,9.0,15.0,6.0,16.0,578.0,Make Waffle Charts in Python.,6.0,19,True,,,5.0,pywaffle,conda-forge/pywaffle,,,,4708.0,387.0,387.0,https://pypi.org/project/pywaffle,4520.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,12794.0,3.0,,,,,,,,,,,,,,,,
605,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2024-08-02 14:28:42.000,2024-08-02 14:28:42,423.0,5.0,74.0,22.0,439.0,18.0,51.0,270.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,32.0,19,True,2022-06-03 15:51:13,0.2.0,23.0,pipeline-dp,,,,,128.0,3.0,3.0,https://pypi.org/project/pipeline-dp,128.0,,,,3.0,,,,,,,,,,,,,,,,
606,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000,2023-08-31 18:34:42,577.0,,20.0,18.0,464.0,69.0,76.0,234.0,Functional tensors for probabilistic programming.,11.0,19,True,2023-08-31 18:37:22,0.4.6,12.0,funsor,,,['pytorch'],,6427.0,70.0,70.0,https://pypi.org/project/funsor,6427.0,,,,3.0,,,,,,,,,,,,,,,,
607,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000,2023-01-12 19:54:10,143.0,,873.0,112.0,51.0,45.0,160.0,6251.0,Model parallel transformers in JAX and Haiku.,23.0,18,False,,,,,,,['jax'],,,20.0,20.0,,,,,,3.0,,,,,,,,,,,,,,,,
608,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000,2022-02-10 07:36:23,432.0,,478.0,86.0,180.0,106.0,161.0,3604.0,A high performance and generic framework for distributed DNN training.,21.0,18,False,2020-02-19 23:44:20,0.2,1.0,byteps,,,,,87.0,2.0,2.0,https://pypi.org/project/byteps,66.0,,,,3.0,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1344.0,,,,,,,,,,,
609,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000,2023-05-10 04:35:39,269.0,,317.0,59.0,242.0,175.0,111.0,3149.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,18,False,2022-11-02 09:30:27,3.0.1,13.0,lightseq,,,,682.0,3133.0,,,https://pypi.org/project/lightseq,3121.0,,,,3.0,,,,,,,,,,,,,,,,
610,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522,2020-02-09 21:03:48,299.0,,413.0,106.0,83.0,62.0,48.0,2962.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,,['pytorch'],,100.0,,,,,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8602.0,3.0,,,,,,,,,,,,,,,,
611,Pearl,facebookresearch/Pearl,reinforcement-learning,,https://github.com/facebookresearch/Pearl,https://github.com/facebookresearch/Pearl,MIT,2023-04-07 21:21:56.000,2024-08-06 10:28:44.000,2024-08-06 10:17:25,156.0,13.0,144.0,32.0,44.0,14.0,41.0,2453.0,A Production-ready Reinforcement Learning AI Agent Library brought by the Applied Reinforcement Learning team at Meta.,27.0,18,True,,,,pearl,,,,,75.0,,,https://pypi.org/project/pearl,75.0,,,,3.0,,,,,,,,,,,,,,,,
612,benchmark_VAE,clementchadebec/benchmark_VAE,pytorch-utils,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000,2024-07-17 07:59:47,373.0,2.0,159.0,18.0,74.0,22.0,41.0,1750.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,18,True,2023-09-06 15:43:22,0.1.2,11.0,,,,['pytorch'],,,30.0,30.0,,,,,,3.0,,,,,,,,,,,,,,,,
613,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000,2020-12-01 22:56:26,62.0,,95.0,39.0,13.0,13.0,9.0,1271.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,,2889.0,156.0,156.0,https://pypi.org/project/doc2text,2889.0,,,,3.0,,,,,,,,,,,,,,,,
614,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000,2020-11-23 13:49:02,79.0,,131.0,36.0,16.0,9.0,4.0,924.0,Nudity detection with Python.,12.0,18,False,,,,nudepy,,,,,558.0,3635.0,3635.0,https://pypi.org/project/nudepy,558.0,,,,3.0,,,,,,,,,,,,,,,,
615,PDPbox,SauceCat/PDPbox,interpretability,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569,2023-06-05 01:35:02,228.0,,129.0,18.0,24.0,28.0,39.0,839.0,python partial dependence plot toolbox.,7.0,18,False,2023-06-05 02:44:20,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,15937.0,,,https://pypi.org/project/pdpbox,15592.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,21100.0,3.0,,,,,,,,,,,,,,,,
616,luminaire,zillow/luminaire,time-series-data,,https://github.com/zillow/luminaire,https://github.com/zillow/luminaire,Apache-2.0,2020-07-08 19:22:50.000,2024-01-31 19:15:42.000,2024-01-31 19:05:51,258.0,,57.0,23.0,80.0,24.0,28.0,759.0,Luminaire is a python package that provides ML driven solutions for monitoring time series data.,9.0,18,True,2024-01-31 19:15:42,0.4.3,32.0,luminaire,,,,,287.0,4.0,4.0,https://pypi.org/project/luminaire,287.0,,,,3.0,,,,,,,,,,,,,,,,
617,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000,2020-03-17 22:44:47,642.0,,73.0,25.0,37.0,23.0,21.0,736.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,18,False,2019-06-29 19:21:43,0.64,3.0,test_tube,,,,25.0,43455.0,,,https://pypi.org/project/test_tube,43455.0,,,,3.0,,,,,,,,,,,,,,,,
618,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000,2023-10-04 12:31:54,297.0,,97.0,15.0,53.0,9.0,16.0,560.0,A library of metrics for evaluating recommender systems.,20.0,18,True,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,6.0,3862.0,55.0,55.0,https://pypi.org/project/recmetrics,3862.0,,,,3.0,,,,,,,,,,,,,,,,
619,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000,2020-02-21 17:40:58,775.0,,140.0,56.0,72.0,18.0,71.0,525.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",17.0,18,False,2019-07-30 09:28:26,0.2.2,6.0,atm,,,,,107.0,20.0,20.0,https://pypi.org/project/atm,107.0,,,,3.0,,,,,,,,,,,,,,,,
620,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,,2021-03-18 15:04:58.000,2024-07-30 08:44:23.000,2024-05-05 16:01:32,1771.0,,73.0,7.0,217.0,48.0,81.0,522.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,20.0,18,True,2023-12-05 11:42:07,0.5.3,25.0,quantus,,,,168.0,661.0,29.0,29.0,https://pypi.org/project/quantus,656.0,,,,3.0,,,,,,,,,,,,,,,,
621,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2024-01-10 20:36:33.000,2021-11-25 23:08:43,204.0,,91.0,22.0,19.0,6.0,20.0,475.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,False,2021-11-25 23:10:34,1.1.1,2.0,caserecommender,,,['sklearn'],,447.0,13.0,13.0,https://pypi.org/project/caserecommender,447.0,,,,3.0,,,,,,,,,,,,,,,,
622,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2023-10-04 01:35:07.000,2023-09-04 05:41:43,372.0,,96.0,28.0,21.0,36.0,12.0,474.0,A python library for Bayesian time series modeling.,6.0,18,True,2023-05-07 06:30:08,0.1.1.12,1.0,pydlm,,,,,18438.0,36.0,36.0,https://pypi.org/project/pydlm,18438.0,,,,3.0,,,,,,,,,,,,,,,,
623,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-02-20 11:57:52.000,2023-11-17 08:50:12,72.0,,60.0,8.0,12.0,5.0,18.0,388.0,TextAugment: Text Augmentation Library.,8.0,18,True,2023-11-16 20:54:10,2.0.0,9.0,textaugment,,,,91.0,7927.0,117.0,117.0,https://pypi.org/project/textaugment,7926.0,,,,3.0,,,,,,,,,,,,,,,,
