,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,new_addition,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,trending,maven_id,maven_url,snap_id
558,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,73.0,6.0,5.0,2.0,23.0,806.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],398.0,398.0,https://pypi.org/project/iterative-stratification,39259.0,39259.0,,,,,,,,3.0,,,,,,,,,,,,,,
559,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2023-12-29 00:14:59.843000,2023-10-11 13:01:19,594.0,,125.0,16.0,53.0,27.0,121.0,727.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,32.0,21,True,2023-10-12 06:54:28,1.6.3,32.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,11354.0,13304.0,https://anaconda.org/conda-forge/pytorch_cluster,2023-12-29 00:14:59.843,85837.0,,,,,3.0,,,,,,,,,,,,,,
560,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2023-12-17 01:04:25.000000,2023-12-16 08:40:11,489.0,3.0,98.0,31.0,556.0,191.0,245.0,646.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,21,True,2023-12-16 12:29:07,23.12.00,9.0,merlin-core,,,,,,,https://pypi.org/project/merlin-core,3358.0,3358.0,,,,,,,,3.0,,,,,,,,,,,,,,
561,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,15.0,301.0,592.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29,0.8.1,27.0,neuraxle,,,,,59.0,59.0,https://pypi.org/project/neuraxle,192.0,192.0,,,,,,,,3.0,,,,,,,,,,,,,,
562,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,3.0,54.0,60.0,9.0,23.0,25.0,513.0,Python library assists deep learning on graphs.,18.0,21,True,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,,,80.0,80.0,https://pypi.org/project/deepsnap,544.0,544.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,
563,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,,2021-03-18 15:04:58.000,2023-12-23 19:14:33.000000,2023-12-05 11:38:02,1689.0,94.0,62.0,6.0,198.0,43.0,77.0,451.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,19.0,21,True,2023-12-05 11:42:07,0.5.3,25.0,quantus,,,,,21.0,21.0,https://pypi.org/project/quantus,502.0,508.0,,,,,,,,3.0,148.0,,,,,,,,,,,,,
564,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-12-07 13:59:00.000000,2023-03-05 00:16:57,419.0,,96.0,36.0,276.0,69.0,173.0,450.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,21,True,2019-09-11 11:25:15,0.6,5.0,tick,,,,,73.0,73.0,https://pypi.org/project/tick,986.0,989.0,,,,,,,,3.0,292.0,,,,,,,,,,,,,
565,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2023-12-25 13:03:54.000000,2023-12-25 11:40:29,5585.0,19.0,88.0,15.0,737.0,27.0,425.0,391.0,Lightwood is Legos for Machine Learning.,43.0,21,True,2023-08-07 15:55:40,23.8.1.0,29.0,lightwood,,,,['pytorch'],,,https://pypi.org/project/lightwood,7554.0,7554.0,,,,,,,,3.0,,,,,,,,,,,,,,
566,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,,50.0,24.0,231.0,57.0,195.0,377.0,Studio: Simplify and expedite model building process.,24.0,21,True,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,316.0,316.0,,,,,,,,3.0,,,,,,,,,,,,,,
567,tf-keras-vis,keisen/tf-keras-vis,interpretability,,https://github.com/keisen/tf-keras-vis,https://github.com/keisen/tf-keras-vis,MIT,2019-10-31 06:47:41.000,2023-10-08 08:48:25.000000,2023-10-08 08:48:52,384.0,,43.0,8.0,28.0,30.0,43.0,297.0,Neural network visualization toolkit for tf.keras.,3.0,21,True,2023-10-06 16:18:14,0.8.6,29.0,tf-keras-vis,,,,['tensorflow'],119.0,119.0,https://pypi.org/project/tf-keras-vis,2423.0,2423.0,,,,,,,,3.0,,,,,,,,,,,,,,
568,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2023-11-16 02:17:24.000000,2023-11-16 02:17:17,251.0,6.0,24.0,8.0,4.0,22.0,59.0,278.0,Multiple Imputation with LightGBM in Python.,6.0,21,True,2022-12-12 14:01:15,DOI,8.0,miceforest,conda-forge/miceforest,,,,114.0,114.0,https://pypi.org/project/miceforest,24297.0,24684.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,11618.0,,,,,2.0,,,,,,,,,,,,,,
569,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,19.0,20.0,464.0,69.0,76.0,226.0,Functional tensors for probabilistic programming.,11.0,21,True,2023-08-31 18:37:22,0.4.6,12.0,funsor,,,,['pytorch'],65.0,65.0,https://pypi.org/project/funsor,34245.0,34245.0,,,,,,,,3.0,,,,,,,,,,,,,,
570,nebuly,nebuly-ai/nebuly,nlp,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,6.0,646.0,96.0,150.0,98.0,103.0,8334.0,The user analytics platform for LLMs.,40.0,20,True,,,24.0,nebuly,,,,,,,https://pypi.org/project/nebuly,192.0,192.0,,,,,,,,3.0,,,,,,,,,,,,,,
571,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-12-22 07:27:57.000000,2023-10-19 02:11:57,190.0,1.0,1099.0,99.0,48.0,363.0,280.0,6082.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,20,True,,,,pyslowfast,,,,['pytorch'],15.0,15.0,https://pypi.org/project/pyslowfast,16.0,16.0,,,,,,,,3.0,,,,,,,,,,,,,,
572,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,772.0,224.0,25.0,7.0,122.0,5317.0,Build Graph Nets in Tensorflow.,11.0,20,False,,,,graph-nets,,,,['tensorflow'],20.0,20.0,https://pypi.org/project/graph-nets,2048.0,2048.0,,,,,,,,3.0,,,google-deepmind/graph_nets,,,,,,,,,,,
573,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2024-01-02 03:05:32.000000,2023-01-15 11:37:16,279.0,,844.0,109.0,93.0,117.0,349.0,4424.0,Backtest trading strategies in Python.,19.0,20,True,,,,backtesting,,,,,,,https://pypi.org/project/backtesting,13439.0,13439.0,,,,,,,,3.0,,,,,,,,,,,,,,
574,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,,520.0,168.0,45.0,26.0,28.0,4164.0,High-performance TensorFlow library for quantitative finance.,47.0,20,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,470.0,470.0,,,,,,,,3.0,,,,,,,,,,,,,,
575,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,319.0,101.0,1000.0,87.0,260.0,2816.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
576,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2023-12-15 22:52:18.000000,2023-12-15 22:50:38,766.0,1.0,356.0,93.0,547.0,83.0,92.0,2738.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,20,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,5100.0,5100.0,,,,,,,,3.0,,,,,,,,,,,,,,
577,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,175.0,55.0,895.0,129.0,586.0,1870.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",50.0,20,False,2021-08-16 15:40:43,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,19.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1019.0,,,,,3.0,,,,,,,,,,,,,,
578,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-07-27 13:04:15.000000,2023-07-27 13:04:12,336.0,,334.0,42.0,68.0,155.0,95.0,1837.0,Super easy library for BERT based NLP models.,36.0,20,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,922.0,922.0,,,,,,,,3.0,,,,,,,,,,,,,,
579,orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2024-01-09 06:50:40.000000,2024-01-09 06:50:36,875.0,2.0,128.0,32.0,409.0,54.0,337.0,1770.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,20,True,2023-01-29 22:05:17,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,42.0,42.0,https://pypi.org/project/orbit-ml,30175.0,30373.0,https://anaconda.org/conda-forge/orbit-ml,2023-12-19 05:59:30.209,4764.0,,,,,3.0,,,,,,,,,,,,,,
580,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,191.0,38.0,111.0,49.0,42.0,1694.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],144.0,144.0,https://pypi.org/project/sklearn-contrib-lightning,1343.0,3614.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,203225.0,,,,,3.0,408.0,,,,,,,,,,3.0,,,
581,tnt,pytorch/tnt,pytorch-utils,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,,2016-12-10 11:49:58.000,2024-01-09 21:16:16.000000,2024-01-08 19:54:54,776.0,86.0,243.0,47.0,604.0,3.0,63.0,1591.0,A lightweight library for PyTorch training tools and utilities.,108.0,20,True,,,,torchtnt,,,,['pytorch'],,,https://pypi.org/project/torchtnt,3233.0,3233.0,,,,,,,,3.0,,,,,,,,,,,,,,
582,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2023-10-11 20:58:29.000000,2020-12-17 06:57:15,932.0,,294.0,67.0,201.0,1.0,74.0,1573.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,20,False,2020-07-16 09:31:45,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,25.0,259.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13111.0,3.0,,,,,,,,,,,,,,
583,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2023-06-16 19:27:46.249000,2022-08-31 13:13:15,103.0,,80.0,40.0,14.0,8.0,27.0,1267.0,A Graph Neural Network Library in Jax.,17.0,20,False,2022-08-12 15:24:20,0.0.6.de0,5.0,jraph,conda-forge/jraph,,,['jax'],130.0,130.0,https://pypi.org/project/jraph,4914.0,5066.0,https://anaconda.org/conda-forge/jraph,2023-06-16 19:27:46.249,4125.0,,,,,3.0,,,google-deepmind/jraph,,,,,,,,,,,
584,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,2.0,305.0,51.0,791.0,4.0,300.0,1195.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,20,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,,['mxnet'],,,https://pypi.org/project/sockeye,956.0,956.0,,,,,,,,3.0,17.0,,,,,,,,,,,,,
585,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,2.0,248.0,48.0,46.0,26.0,127.0,1039.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,20,True,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,,['tensorflow'],28.0,28.0,https://pypi.org/project/aocr,207.0,207.0,,,,,,,,3.0,,,,,,,,,,,,,,
586,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2023-12-19 05:15:05.000000,2020-04-17 02:27:44,79.0,,127.0,25.0,75.0,43.0,36.0,993.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,243092.0,243259.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7719.0,,,,,3.0,,,,,,,,,,,,,,
587,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2023-09-04 22:14:55.000000,2023-09-04 22:14:55,303.0,,87.0,18.0,72.0,18.0,42.0,924.0,Audio processing by using pytorch 1D convolution network.,15.0,20,True,2020-11-08 10:18:26,0.2.0,2.0,nnAudio,,,,,151.0,151.0,https://pypi.org/project/nnAudio,4293.0,4293.0,,,,,,,,3.0,,,,,,,,,,,,,,
588,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,146.0,25.0,154.0,74.0,137.0,760.0,Google maps for Jupyter notebooks.,16.0,20,False,2016-01-02 19:06:03,0.2,20.0,gmaps,conda-forge/gmaps,,,['jupyter'],4.0,4.0,https://pypi.org/project/gmaps,3864.0,8697.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,310013.0,,,,,3.0,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,958.0,,,,,,,,
589,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-01-09 20:57:44.000000,2024-01-08 19:10:37,1137.0,37.0,123.0,30.0,955.0,15.0,50.0,750.0,Machine learning framework for both deep learning and traditional algorithms.,35.0,20,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,611.0,611.0,,,,,,,,3.0,,,,,,,,,,,,,,
590,detecto,alankbi/detecto,pytorch-utils,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2023-07-28 19:05:13.000000,2022-02-09 16:35:40,142.0,,105.0,24.0,25.0,43.0,61.0,607.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07,1.2.2,12.0,detecto,conda-forge/detecto,,,['pytorch'],155.0,155.0,https://pypi.org/project/detecto,1546.0,1658.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,3484.0,,,,,3.0,,,,,,,,,,,,,,
591,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-09 16:54:28.000000,2023-10-04 12:31:54,297.0,,95.0,15.0,52.0,10.0,15.0,544.0,A library of metrics for evaluating recommender systems.,20.0,20,True,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,,47.0,47.0,https://pypi.org/project/recmetrics,11250.0,11250.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,
592,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2023-12-29 09:08:36.000000,2023-07-18 10:24:07,542.0,,34.0,14.0,223.0,13.0,40.0,477.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,20,True,2023-07-18 10:06:08,1.4.6,34.0,popmon,,,,"['pandas', 'spark']",20.0,20.0,https://pypi.org/project/popmon,6492.0,6495.0,,,,,,,,3.0,138.0,,,,,,,,,,,,,
593,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2024-01-09 21:08:06.000000,2023-12-01 23:20:05,2811.0,87.0,60.0,12.0,255.0,4.0,109.0,411.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,22.0,20,True,2023-07-13 11:37:48,0.1.2,12.0,pykale,,,,['pytorch'],1.0,1.0,https://pypi.org/project/pykale,25.0,25.0,,,,,,,,3.0,,,,,,,,,,,,,,
594,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,61.0,27.0,110.0,32.0,184.0,359.0,scalable audio processing framework and server written in Python.,22.0,20,True,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,16.0,16.0,https://pypi.org/project/TimeSide,55.0,55.0,,,,,,,,3.0,,,yomguy/TimeSide,,,,,,,,,,,
595,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-01-09 17:09:55.000000,2023-11-17 08:50:12,72.0,3.0,58.0,8.0,11.0,4.0,18.0,354.0,TextAugment: Text Augmentation Library.,8.0,20,True,2023-11-16 20:54:10,2.0.0,9.0,textaugment,,,,,71.0,71.0,https://pypi.org/project/textaugment,4183.0,4184.0,,,,,,,,3.0,64.0,,,,,,,,,,,,,
596,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/hex-inc/vegafusion,https://github.com/hex-inc/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2024-01-09 20:50:49.000000,2024-01-09 20:23:28,632.0,31.0,9.0,22.0,316.0,37.0,77.0,279.0,Serverside scaling for Vega and Altair visualizations.,3.0,20,True,2024-01-09 20:50:49,1.6.1,60.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,,,https://pypi.org/project/vegafusion-jupyter,1499.0,6297.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2024-01-09 00:34:41.459,87187.0,,,,,3.0,4962.0,,hex-inc/vegafusion,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,629.0,,,,,,,,
597,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-01-09 12:41:49.000000,2024-01-09 12:41:49,666.0,38.0,22.0,4.0,258.0,,,263.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML pipeline from..,10.0,20,True,2023-09-08 15:06:42,1.1.186,81.0,upgini,,,,,5.0,5.0,https://pypi.org/project/upgini,5939.0,5939.0,,,,,,,,3.0,,,,,,,,,,,,,,
598,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2024-01-02 21:23:56.000000,2023-01-26 17:04:18,400.0,,102.0,19.0,391.0,68.0,86.0,250.0,An open-source toolkit for large-scale genomic analysis.,24.0,20,True,2022-04-21 00:32:28,1.2.1,15.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,54342.0,54450.0,https://anaconda.org/conda-forge/glow,2023-06-16 19:24:57.965,3786.0,,,,,3.0,,,,,,,,,,,,,,
599,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-01-02 08:24:08.000000,2023-07-02 18:02:16,1462.0,,45.0,15.0,161.0,18.0,62.0,234.0,Python Implementation and Extension of RDF2Vec.,7.0,20,True,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,39.0,39.0,https://pypi.org/project/pyrdf2vec,231.0,231.0,,,,,,,,3.0,,,,,,,,,,,,,,
600,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2023-12-22 07:53:44.000000,2023-12-22 07:53:43,581.0,6.0,33.0,25.0,634.0,14.0,127.0,231.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,True,2023-08-10 09:15:06,0.13.0,20.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,904.0,925.0,,,,,,,,3.0,990.0,,,,,,,,,,,,,
601,ML in production,eugeneyan/applied-ml,data-science,,https://github.com/eugeneyan/applied-ml,https://github.com/eugeneyan/applied-ml,MIT,2020-07-04 18:57:47.000,2023-10-18 01:12:59.000000,2023-10-18 01:12:59,482.0,2.0,3356.0,906.0,228.0,3.0,20.0,25127.0,Papers & tech blogs by companies sharing their work on data science & machine learning in production.,53.0,19,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,
602,Machine-Learning-Tutorials,ujjwalkarn/Machine-Learning-Tutorials,data-science,,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,CC0-1.0,2015-09-12 14:51:38.000,2023-08-14 21:22:24.000000,2021-10-04 07:54:52,308.0,,3134.0,800.0,82.0,9.0,3.0,14471.0,"machine learning and deep learning tutorials, articles and other resources.",34.0,19,False,,,,,,,,,20.0,20.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,
603,t5x,google-research/t5x,nlp,,https://github.com/google-research/t5x,https://github.com/google-research/t5x,Apache-2.0,2021-11-01 19:37:39.000,2024-01-09 20:08:36.000000,2024-01-03 17:53:28,1024.0,36.0,260.0,36.0,1300.0,77.0,49.0,2265.0,,106.0,19,False,,,,,,,,['tensorflow'],35.0,35.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,
604,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2023-08-26 21:36:44.000000,2023-08-26 20:55:56,106.0,,232.0,62.0,105.0,24.0,56.0,2091.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,19,True,2021-05-21 00:29:47,0.2,2.0,pycls,,,,['pytorch'],16.0,16.0,https://pypi.org/project/pycls,992.0,992.0,,,,,,,,3.0,,,,,,,,,,,,,,
605,benchmark_VAE,clementchadebec/benchmark_VAE,pytorch-utils,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2023-12-14 14:58:01.000000,2023-12-14 14:58:00,369.0,5.0,138.0,17.0,69.0,16.0,33.0,1584.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,15.0,19,True,2023-09-06 15:43:22,0.1.2,11.0,,,,,['pytorch'],19.0,19.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,
606,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,216.0,66.0,29.0,26.0,12.0,1138.0,Anomaly Detection and Correlation library.,9.0,19,True,,,,luminol,,,,,76.0,76.0,https://pypi.org/project/luminol,7834.0,7834.0,,,,,,,,3.0,,,,,,,,,,,,,,
