,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
609,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-11-22 18:05:50.000000,2024-11-22 17:35:27,783.0,,195.0,17.0,268.0,78.0,94.0,1399.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,19,True,2023-10-26 11:36:48,0.11,12.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,35705.0,35705.0,,,,,,,,3.0,,,,,,,,,,,,
610,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,88.0,31.0,72.0,25.0,30.0,1112.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,False,2021-02-15 20:20:59,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,10724.0,10724.0,,,,,,,,3.0,,,,,,,,,,,,
611,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2025-04-22 14:58:11.525000,2024-06-27 07:26:43,298.0,,101.0,24.0,52.0,14.0,17.0,897.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,19,True,,,20.0,evojax,conda-forge/evojax,,,['jax'],28.0,28.0,https://pypi.org/project/evojax,1334.0,2313.0,https://anaconda.org/conda-forge/evojax,2025-04-22 14:58:11.525,37234.0,,,,,3.0,,,,,,,,,,,,
612,PDPbox,SauceCat/PDPbox,interpretability,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2025-04-22 14:57:08.147000,2023-06-05 01:35:02,228.0,,129.0,17.0,25.0,29.0,41.0,853.0,python partial dependence plot toolbox.,7.0,19,False,2023-06-05 02:44:20,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,11645.0,12125.0,https://anaconda.org/conda-forge/pdpbox,2025-04-22 14:57:08.147,23529.0,,,,,3.0,,,,,,,,,,,,
613,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2025-02-14 12:14:55.000000,2025-02-14 12:08:46,33.0,1.0,86.0,12.0,36.0,3.0,26.0,833.0,Leave One Feature Out Importance.,6.0,19,True,2025-02-14 12:14:55,0.3.5,2.0,lofo-importance,,,,,40.0,40.0,https://pypi.org/project/lofo-importance,2382.0,2382.0,,,,,,,,3.0,,,,,,,,,,,,
614,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-10-23 17:51:18.000000,2024-09-30 12:29:20,1251.0,,126.0,29.0,1060.0,12.0,54.0,774.0,Machine learning framework for both deep learning and traditional algorithms.,40.0,19,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,2.0,2.0,https://pypi.org/project/neoml,1451.0,1451.0,,,,,,,,3.0,,,,,,,,,,,,
615,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,106.0,29.0,1.0,14.0,3.0,648.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,19,False,2020-02-19 02:11:55,V0.1.0,1.0,combo,,,,"['sklearn', 'xgboost']",698.0,698.0,https://pypi.org/project/combo,29088.0,29088.0,,,,,,,,3.0,,,,,,,,,,,,
616,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,137.0,54.0,72.0,18.0,71.0,529.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",17.0,19,False,2019-07-30 09:28:26,0.2.2,6.0,atm,,,,,26.0,26.0,https://pypi.org/project/atm,390.0,390.0,,,,,,,,3.0,,,,,,,,,,,,
617,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2025-01-29 14:59:50.000000,2025-01-29 14:59:43,578.0,1.0,90.0,27.0,321.0,60.0,27.0,378.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,28.0,19,True,2021-06-16 20:29:30,0.1.16,17.0,tensorflow-cloud,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-cloud,37438.0,37438.0,,,,,,,,3.0,,,,,,,,,,,,
618,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/vega/vegafusion,https://github.com/vega/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2025-04-22 14:58:12.870000,2025-02-23 00:15:07,717.0,2.0,18.0,23.0,399.0,53.0,92.0,353.0,Serverside scaling for Vega and Altair visualizations.,6.0,19,True,2025-02-23 00:18:29,2.0.2,73.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,,,https://pypi.org/project/vegafusion-jupyter,2403.0,14373.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2025-04-22 14:58:12.870,419459.0,,,,,3.0,12484.0,,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,314.0,vega/vegafusion,,,,,,
619,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2025-01-07 00:51:13.258034,2025-01-06 19:07:43,406.0,,132.0,33.0,333.0,81.0,140.0,353.0,Brain Imaging Analysis Kit.,35.0,19,True,2025-01-06 23:14:48,0.12,6.0,brainiak,,brainiak/brainiak,,,,,https://pypi.org/project/brainiak,2436.0,2453.0,,,,https://hub.docker.com/r/brainiak/brainiak,2025-01-07 00:51:13.258034,1.0,1930.0,3.0,,,,,,,,,,,,
620,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2025-01-22 19:37:53.000000,2025-01-22 18:08:56,337.0,,81.0,23.0,362.0,5.0,10.0,349.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,36.0,19,True,2025-01-22 19:37:53,0.47.0,25.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2763.0,2763.0,,,,,,,,3.0,,,,,,,,,,,,
621,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,hyperopt,,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,MIT,2020-01-18 19:16:48.000,2025-01-25 17:16:32.000000,2025-01-25 17:16:32,511.0,1.0,79.0,8.0,96.0,4.0,62.0,335.0,"ML hyperparameters tuning and features selection, using evolutionary algorithms.",16.0,19,True,2024-09-17 16:58:38,0.11.1,18.0,sklearn-genetic-opt,,,,,62.0,62.0,https://pypi.org/project/sklearn-genetic-opt,4074.0,4074.0,,,,,,,,3.0,,,,,,,,,,,,
622,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2025-04-07 10:59:45.000000,2025-04-07 10:59:45,441.0,7.0,80.0,19.0,461.0,19.0,51.0,276.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,33.0,19,True,2022-06-03 15:51:13,0.2.0,23.0,pipeline-dp,,,,,8.0,8.0,https://pypi.org/project/pipeline-dp,835.0,835.0,,,,,,,,3.0,,,,,,,,,,,,
623,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,873.0,110.0,51.0,48.0,160.0,6328.0,Model parallel transformers in JAX and Haiku.,23.0,18,False,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,
624,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,326.0,56.0,242.0,176.0,111.0,3266.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,18,False,2022-11-02 09:30:27,3.0.1,13.0,lightseq,,,,,,,https://pypi.org/project/lightseq,4573.0,4584.0,,,,,,,,3.0,706.0,,,,,,,,,,,
625,tts-generation-webui,rsxdalv/tts-generation-webui,audio,,https://github.com/rsxdalv/tts-generation-webui,https://github.com/rsxdalv/tts-generation-webui,MIT,2023-04-27 18:32:26.000,2025-04-24 12:31:18.000000,2025-04-24 12:30:58,267.0,28.0,222.0,36.0,146.0,60.0,230.0,2121.0,"TTS Generation Web UI (Bark, MusicGen + AudioGen, Tortoise, RVC, Vocos, Demucs, SeamlessM4T, MAGNet, StyleTTS2, MMS,..",11.0,18,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
626,benchmark_VAE,clementchadebec/benchmark_VAE,pytorch-utils,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000000,2024-07-17 07:59:47,373.0,,171.0,17.0,74.0,26.0,45.0,1904.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,18,True,2023-09-06 15:43:22,0.1.2,11.0,,,,,['pytorch'],40.0,40.0,,,,,,,,,,,3.0,,,,,,,,,,,,
627,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,100.0,37.0,14.0,13.0,9.0,1276.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,,181.0,181.0,https://pypi.org/project/doc2text,3267.0,3267.0,,,,,,,,3.0,,,,,,,,,,,,
628,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91.0,,175.0,43.0,5.0,4.0,7.0,1162.0,XAI - An eXplainability toolbox for machine learning.,3.0,18,False,2021-10-30 06:35:19,0.1.0,1.0,xai,,,,,38.0,38.0,https://pypi.org/project/xai,571.0,571.0,,,,,,,,3.0,,,,,,,,,,,,
629,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,129.0,34.0,16.0,9.0,4.0,928.0,Nudity detection with Python.,12.0,18,False,,,,nudepy,,,,,3654.0,3654.0,https://pypi.org/project/nudepy,446.0,446.0,,,,,,,,3.0,,,,,,,,,,,,
630,luminaire,zillow/luminaire,time-series-data,,https://github.com/zillow/luminaire,https://github.com/zillow/luminaire,Apache-2.0,2020-07-08 19:22:50.000,2024-01-31 19:15:42.000000,2024-01-31 19:05:51,258.0,,59.0,21.0,80.0,26.0,28.0,777.0,Luminaire is a python package that provides ML driven solutions for monitoring time series data.,9.0,18,False,2024-01-31 19:15:42,0.4.3,32.0,luminaire,,,,,5.0,5.0,https://pypi.org/project/luminaire,750.0,750.0,,,,,,,,3.0,,,,,,,,,,,,
631,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,73.0,24.0,37.0,23.0,21.0,735.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,18,False,2019-06-29 19:21:43,0.64,3.0,test_tube,,,,,,,https://pypi.org/project/test_tube,34798.0,34798.0,,,,,,,,3.0,29.0,,,,,,,,,,,
632,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2024-10-22 13:32:17.000000,2024-08-18 17:07:49,821.0,,42.0,14.0,18.0,,22.0,615.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,18,True,2024-08-18 17:09:46,3.1.4,28.0,opytimizer,,,,,21.0,21.0,https://pypi.org/project/opytimizer,857.0,857.0,,,,,,,,3.0,,,,,,,,,,,,
633,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,,100.0,16.0,53.0,10.0,16.0,581.0,A library of metrics for evaluating recommender systems.,20.0,18,False,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,,62.0,62.0,https://pypi.org/project/recmetrics,4864.0,4864.0,,,,,,,,3.0,9.0,,,,,,,,,,,
634,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2024-01-10 20:36:33.000000,2021-11-25 23:08:43,204.0,,92.0,21.0,19.0,6.0,20.0,496.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,False,2021-11-25 23:10:34,1.1.1,2.0,caserecommender,,,,['sklearn'],15.0,15.0,https://pypi.org/project/caserecommender,896.0,896.0,,,,,,,,3.0,,,,,,,,,,,,
635,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,88.0,18.0,248.0,8.0,23.0,432.0,A toolkit that streamlines and automates the generation of model cards.,22.0,18,False,2023-04-03 17:58:08,2.0.0,9.0,model-card-toolkit,,,,,,,https://pypi.org/project/model-card-toolkit,1832.0,1832.0,,,,,,,,3.0,31.0,,,,,,,,,,,
636,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-02-20 11:57:52.000000,2023-11-17 08:50:12,72.0,,60.0,7.0,12.0,5.0,18.0,415.0,TextAugment: Text Augmentation Library.,8.0,18,False,2023-11-16 20:54:10,2.0.0,9.0,textaugment,,,,,165.0,165.0,https://pypi.org/project/textaugment,3701.0,3702.0,,,,,,,,3.0,135.0,,,,,,,,,,,
637,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,54.0,11.0,60.0,17.0,41.0,337.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09,1.0.7,4.0,parameter-sherpa,,,,,42.0,42.0,https://pypi.org/project/parameter-sherpa,361.0,361.0,,,,,,,,3.0,,,,,,,,,,,,
638,ivis,beringresearch/ivis,ml-frameworks,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2024-09-29 23:44:29.000000,2024-09-29 23:43:33,584.0,,43.0,12.0,64.0,3.0,57.0,332.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,18,True,2024-06-13 05:13:09,2.10,36.0,ivis,,,,,37.0,37.0,https://pypi.org/project/ivis,1784.0,1784.0,,,,,,,,3.0,,,,,,,,,,,,
639,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,,2021-06-03 12:39:38.000,2025-04-04 22:31:41.000000,2025-04-04 22:31:41,529.0,3.0,61.0,12.0,95.0,23.0,41.0,311.0,Represent trained machine learning models as Pyomo optimization formulations.,21.0,18,True,,,,omlt,,,,,27.0,27.0,https://pypi.org/project/omlt,19321.0,19321.0,,,,,,,,3.0,,,,,,,,,,,,
640,bluefog,Bluefog-Lib/bluefog,distributed-ml,,https://github.com/Bluefog-Lib/bluefog,https://github.com/Bluefog-Lib/bluefog,Apache-2.0,2019-12-03 05:27:21.000,2024-07-25 10:59:34.000000,2023-03-28 03:38:13,1094.0,,50.0,21.0,59.0,27.0,32.0,257.0,Distributed and decentralized training framework for PyTorch over graph.,9.0,18,False,2021-05-15 01:38:40,0.3.0,6.0,bluefog,,,,['pytorch'],5.0,5.0,https://pypi.org/project/bluefog,190.0,193.0,,,,,,,,3.0,206.0,,,,,,,,,,,
641,chitra,gradsflow/chitra,ml-experiments,,https://github.com/aniketmaurya/chitra,https://github.com/aniketmaurya/chitra,Apache-2.0,2020-01-23 14:17:54.000,2025-04-22 14:58:08.672000,2024-06-01 12:08:31,372.0,,34.0,5.0,136.0,,35.0,227.0,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,18,True,2021-11-26 17:10:22,0.2.0,9.0,chitra,conda-forge/chitra,,,,,,https://pypi.org/project/chitra,1548.0,1667.0,https://anaconda.org/conda-forge/chitra,2025-04-22 14:58:08.672,4656.0,,,,,3.0,,,,,,aniketmaurya/chitra,,,,,,
642,awesome-ai-agents,e2b-dev/awesome-ai-agents,data-science,,https://github.com/e2b-dev/awesome-ai-agents,https://github.com/e2b-dev/awesome-ai-agents,,2023-06-19 00:20:06.000,2025-02-26 10:04:45.000000,2025-02-26 10:04:44,468.0,1.0,1299.0,299.0,104.0,23.0,15.0,17313.0,A list of AI autonomous agents.,58.0,17,True,2023-07-20 05:57:49,1.6,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
643,awesome-semantic-segmentation,mrgloom/awesome-semantic-segmentation,data-science,,https://github.com/mrgloom/awesome-semantic-segmentation,https://github.com/mrgloom/awesome-semantic-segmentation,,2015-10-03 10:07:34.000,2021-05-08 13:40:11.000000,2021-03-08 14:36:09,417.0,,2360.0,441.0,41.0,6.0,19.0,10653.0,awesome-semantic-segmentation.,16.0,17,False,,,,,,,,,20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,
644,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2025-04-17 08:22:27.000000,2025-04-15 08:59:22,727.0,9.0,450.0,36.0,885.0,152.0,119.0,3518.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,93.0,17,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,
645,rliable,google-research/rliable,reinforcement-learning,,https://github.com/google-research/rliable,https://github.com/google-research/rliable,Apache-2.0,2021-08-20 00:41:06.000,2024-08-12 20:48:27.000000,2024-08-12 20:48:27,72.0,,49.0,9.0,11.0,3.0,17.0,827.0,"[NeurIPS21 Outstanding Paper] Library for reliable evaluation on RL and ML benchmarks, even with only a handful of..",10.0,17,True,,,,rliable,,,,,203.0,203.0,https://pypi.org/project/rliable,2812.0,2812.0,,,,,,,,3.0,,,,,,,,,,,,
646,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2023-10-13 12:16:35.000000,2023-04-01 08:26:45,5080.0,,102.0,20.0,58.0,2.0,13.0,789.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,17,False,2021-10-06 07:29:20,2.0.3,13.0,caer,,,https://caer.rtfd.io,,,,https://pypi.org/project/caer,6457.0,6457.0,,,,,,,,3.0,48.0,,,,,,,,,,,
647,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2023-04-24 11:42:30.000000,2022-07-27 19:55:38,93.0,,57.0,14.0,10.0,26.0,17.0,786.0,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,5.0,17,False,2022-07-27 19:51:53,1.2.7,8.0,parallelformers,,,,,68.0,68.0,https://pypi.org/project/parallelformers,544.0,544.0,,,,,,,,3.0,,,,,,,,,,,,
648,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096.0,,97.0,24.0,101.0,32.0,84.0,706.0,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,17,False,2019-08-06 09:09:45,3.0.0,16.0,hyperparameter-hunter,,,,,,,https://pypi.org/project/hyperparameter-hunter,435.0,442.0,,,,,,,,3.0,563.0,,,,,,,,,,,
649,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-09-27 17:09:16.000000,2022-06-21 04:27:47,257.0,,94.0,17.0,19.0,5.0,29.0,644.0,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,17,False,2022-03-15 07:18:19,0.1.0,5.0,textflint,,,,,19.0,19.0,https://pypi.org/project/textflint,628.0,628.0,,,,,,,,3.0,,,,,,,,,,,,
650,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2024-06-06 14:34:14.000000,2024-06-06 14:27:44,864.0,,17.0,8.0,186.0,12.0,23.0,154.0,Toolkit for developing and maintaining ML models.,14.0,17,True,2024-02-02 14:57:28,0.1.2,21.0,modelkit,,,,,,,https://pypi.org/project/modelkit,8962.0,8962.0,,,,,,,,3.0,,,,,,,,,,,,
651,Elephas,danielenricocahall/elephas,distributed-ml,,https://github.com/danielenricocahall/elephas,https://github.com/danielenricocahall/elephas,MIT,2019-08-19 17:33:26.070,2025-04-22 14:57:10.644000,2024-12-04 03:47:53,726.0,,6.0,,19.0,11.0,8.0,19.0,Distributed Deep learning with Keras & Spark.,28.0,17,False,2024-12-04 03:49:13,6.2.0,19.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",,,https://pypi.org/project/elephas,34370.0,34621.0,https://anaconda.org/conda-forge/elephas,2025-04-22 14:57:10.644,17101.0,,,,,3.0,,,,,,,,,,,,
652,kaggle-solutions,faridrashidi/kaggle-solutions,data-science,,https://github.com/faridrashidi/kaggle-solutions,https://github.com/faridrashidi/kaggle-solutions,MIT,2018-11-25 04:27:49.000,2025-04-05 18:18:21.000000,2025-04-05 18:18:18,202.0,8.0,2013.0,96.0,10.0,,8.0,5453.0,Collection of Kaggle Solutions and Ideas.,5.0,16,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
653,GraphVite,DeepGraphLearning/graphvite,graph,,https://github.com/DeepGraphLearning/graphvite,https://github.com/DeepGraphLearning/graphvite,Apache-2.0,2019-07-16 15:48:20.000,2025-03-25 16:27:49.968000,2024-06-14 21:18:09,16.0,,153.0,31.0,,53.0,60.0,1250.0,GraphVite: A General and High-performance Graph Embedding System.,,16,True,,,4.0,,milagraph/graphvite,,,,,,,,74.0,https://anaconda.org/milagraph/graphvite,2025-03-25 16:27:49.968,5062.0,,,,,3.0,,,,,,,,,,,,
654,audio-webui,gitmylo/audio-webui,audio,,https://github.com/gitmylo/audio-webui,https://github.com/gitmylo/audio-webui,MIT,2023-05-05 14:48:50.000,2024-08-16 10:38:46.000000,2024-08-16 10:38:46,427.0,,104.0,22.0,22.0,82.0,115.0,1155.0,A webui for different audio related Neural Networks.,10.0,16,True,2023-06-23 22:11:55,Installers,1.0,,,,,,,,,,504.0,,,,,,,,3.0,11091.0,,,,,,,,,,,
655,AutoGL,THUMNLab/AutoGL,graph,,https://github.com/THUMNLab/AutoGL,https://github.com/THUMNLab/AutoGL,Apache-2.0,2020-11-30 14:26:22.000,2024-08-08 16:55:04.000000,2024-02-05 15:11:35,743.0,,121.0,29.0,111.0,16.0,25.0,1108.0,An autoML framework & toolkit for machine learning on graphs.,16.0,16,False,2022-12-30 06:11:04,0.4.0,4.0,auto-graph-learning,,,,['pytorch'],,,https://pypi.org/project/auto-graph-learning,,,,,,,,,,3.0,,,,,,,,,,,,
656,FlashTorch,MisaOgura/flashtorch,interpretability,,https://github.com/MisaOgura/flashtorch,https://github.com/MisaOgura/flashtorch,MIT,2019-03-22 13:00:57.000,2023-09-21 07:22:50.000000,2023-09-21 07:22:50,127.0,,85.0,15.0,15.0,10.0,22.0,740.0,Visualization toolkit for neural networks in PyTorch! Demo --.,2.0,16,False,2020-05-29 14:39:38,0.1.3,5.0,flashtorch,,,,['pytorch'],23.0,23.0,https://pypi.org/project/flashtorch,307.0,307.0,,,,,,,,3.0,,,,,,,,,,,,
657,KD-Lib,SforAiDl/KD_Lib,pytorch-utils,,https://github.com/SforAiDl/KD_Lib,https://github.com/SforAiDl/KD_Lib,MIT,2020-05-10 13:08:42.000,2023-03-01 21:06:37.000000,2023-03-01 21:03:09,298.0,,58.0,14.0,83.0,14.0,49.0,624.0,A Pytorch Knowledge Distillation library for benchmarking and extending works in the domains of Knowledge..,6.0,16,False,2022-05-18 08:34:00,0.0.32,3.0,KD-Lib,,,,['pytorch'],,,https://pypi.org/project/KD-Lib,301.0,301.0,,,,,,,,3.0,,,,,,,,,,,,
658,typedb-ml,vaticle/typedb-ml,graph,,https://github.com/typedb/typedb-ml,https://github.com/typedb/typedb-ml,Apache-2.0,2018-09-16 16:46:48.000,2023-11-18 17:08:08.000000,2023-11-18 17:08:08,508.0,,90.0,37.0,106.0,12.0,51.0,549.0,TypeDB-ML is the Machine Learning integrations library for TypeDB.,13.0,16,False,2022-07-29 11:37:34,0.3.0,8.0,typedb-ml,,,,,,,https://pypi.org/project/typedb-ml,23.0,26.0,,,,,,,,3.0,257.0,,,,,typedb/typedb-ml,,,,,,
