,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url
493,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2023-09-19 18:44:18.000000,2023-09-19 18:44:18,355.0,,117.0,19.0,78.0,23.0,33.0,662.0,Working with molecular structures in pandas DataFrames.,15.0,23,True,2023-08-28 15:31:05,0.5.1de,17.0,biopandas,conda-forge/biopandas,,,['pandas'],227.0,227.0,https://pypi.org/project/biopandas,80691.0,82435.0,https://anaconda.org/conda-forge/biopandas,2023-06-16 13:21:19.340,148298.0,,,,,3.0,,,BioPandas/biopandas,,,,,,,,,
494,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-01-22 19:27:29.000000,2024-01-22 19:26:50,471.0,5.0,49.0,8.0,53.0,162.0,231.0,568.0,python binding for libvips using cffi.,16.0,23,True,,,5.0,pyvips,conda-forge/pyvips,,,,653.0,653.0,https://pypi.org/project/pyvips,51743.0,53589.0,https://anaconda.org/conda-forge/pyvips,2023-09-26 03:23:28.071,72013.0,,,,,3.0,,,,,,,,,,,,
495,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,,2013-08-02 14:31:46.000,2024-01-25 17:50:46.000000,2023-12-10 19:24:06,3708.0,15.0,67.0,47.0,351.0,22.0,388.0,552.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,23,True,2023-11-14 15:08:13,4.0.1,69.0,skll,conda-forge/skll,,,['sklearn'],41.0,41.0,https://pypi.org/project/skll,422.0,917.0,https://anaconda.org/conda-forge/skll,2023-11-15 00:08:06.079,12880.0,,,,,3.0,,13.0,,,,,,,,,,
496,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-08-10 03:20:53.000000,2023-08-10 03:20:53,1214.0,,63.0,7.0,206.0,18.0,109.0,486.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,23,True,2023-08-07 03:02:27,3.0.0,40.0,happytransformer,,,,['huggingface'],223.0,223.0,https://pypi.org/project/happytransformer,2860.0,2860.0,,,,,,,,3.0,,,,,,,,,,,,
497,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2023-12-11 19:25:59.000000,2023-11-17 21:43:05,4051.0,12.0,49.0,14.0,712.0,194.0,203.0,275.0,Asynchronous Distributed Hyperparameter Optimization.,32.0,23,True,2023-03-02 21:02:52,0.2.7,26.0,orion,,,,,97.0,97.0,https://pypi.org/project/orion,1450.0,1450.0,,,,,,,,3.0,,,,,,,,,,,,
498,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-11-05 11:43:31.000000,2023-02-15 20:15:59,196.0,,489.0,83.0,37.0,53.0,26.0,10676.0,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,22,True,2023-02-15 20:16:12,1.0.0,5.0,prettymaps,conda-forge/prettymaps,,,,42.0,42.0,https://pypi.org/project/prettymaps,751.0,845.0,https://anaconda.org/conda-forge/prettymaps,2023-06-18 08:40:31.986,2278.0,,,,,3.0,,,,,,,,,,,,
499,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,,2021-06-09 17:57:28.000,2023-12-05 20:49:57.000000,2023-11-08 00:58:38,213.0,1.0,288.0,67.0,179.0,17.0,54.0,4867.0,"A data augmentations library for audio, image, text, and video.",34.0,22,True,2022-03-29 11:42:50,1.0.0,7.0,augly,,,,,97.0,97.0,https://pypi.org/project/augly,1385.0,1385.0,,,,,,,,3.0,,,,,,,,,,,,
500,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2023-04-10 13:46:12.000000,2022-05-30 07:32:06,3344.0,,810.0,233.0,109.0,56.0,620.0,4845.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,22,False,2022-01-13 09:55:14,1.1.1,12.0,,,,,,,,,,23.0,,,,,,,,3.0,,1501.0,,,,,,,,,,
501,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:13.000000,2022-03-13 19:08:59,231.0,,323.0,75.0,37.0,93.0,74.0,4380.0,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,22,False,2022-03-13 19:09:13,0.11.1,67.0,deep-daze,,,,,51.0,51.0,https://pypi.org/project/deep-daze,682.0,682.0,,,,,,,,3.0,,,,,,,,,,,,
502,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2024-01-06 08:42:15.000000,2024-01-06 08:37:53,173.0,4.0,437.0,91.0,78.0,57.0,137.0,3331.0,Generate embeddings from large-scale graph-structured data.,31.0,22,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,282479.0,282481.0,,,,,,,,3.0,,168.0,,,,,,,,,,
503,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2024-01-01 21:15:24.000000,2024-01-01 21:13:34,684.0,1.0,464.0,215.0,16.0,24.0,4.0,3286.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,22,True,2024-01-01 21:15:24,0.11.13,14.0,finmarketpy,,,,,11.0,11.0,https://pypi.org/project/finmarketpy,285.0,285.0,,,,,,,,3.0,,49.0,,,,,,,,,,
504,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2024-01-06 04:36:23.000000,2023-11-05 09:58:06,2685.0,9.0,1062.0,132.0,1028.0,24.0,72.0,3044.0,a distributed deep learning platform.,85.0,22,True,2020-04-21 08:01:08,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,3.0,3.0,,,60.0,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,734.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,5478.0,3.0,,,,,,,,,,,,
505,Texthero,jbesomi/texthero,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000,2023-08-29 08:45:13.000000,2023-08-29 08:45:10,277.0,,236.0,43.0,110.0,55.0,64.0,2845.0,"Text preprocessing, representation and visualization from zero to hero.",21.0,22,True,2021-07-01 16:53:52,1.1.0,4.0,texthero,,,,,,,https://pypi.org/project/texthero,9137.0,9139.0,,,,,,,,3.0,,121.0,,,,,,,,,,
506,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198.0,,316.0,66.0,167.0,144.0,113.0,2708.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,22,False,,,11.0,eli5,conda-forge/eli5,,,,,,https://pypi.org/project/eli5,436922.0,438757.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,146815.0,,,,,3.0,,,,,,,,,,,,
507,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-01-11 20:56:38.000000,2023-10-16 16:49:59,532.0,,191.0,40.0,116.0,55.0,126.0,2103.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,25.0,22,True,,,2.0,kubric-nightly,,,,,3.0,3.0,https://pypi.org/project/kubric-nightly,4782.0,4782.0,,,,,,,,3.0,,,,,,,,,,,,
508,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2023-11-23 02:40:40.000000,2023-06-01 12:18:23,739.0,,307.0,43.0,43.0,83.0,56.0,2092.0,A modular active learning framework for Python.,20.0,22,True,,,13.0,modAL,,,,['sklearn'],,,https://pypi.org/project/modAL,178766.0,178766.0,,,,,,,,3.0,,29.0,,,,,,,,,,
509,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2024-01-24 17:04:19.000000,2023-08-10 17:09:47,309.0,,152.0,24.0,33.0,29.0,31.0,1857.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,22,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],28.0,28.0,https://pypi.org/project/ecco,296.0,469.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,4319.0,,,,,3.0,,72.0,,,,,,,,,,
510,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2024-01-18 18:33:20.000000,2024-01-16 17:27:35,27.0,1.0,101.0,37.0,30.0,22.0,78.0,1765.0,"A flexible, intuitive and fast forecasting library.",10.0,22,True,2024-01-18 18:33:20,1.0.0,6.0,greykite,,,,,26.0,26.0,https://pypi.org/project/greykite,11403.0,11403.0,,,,,,,,3.0,,9.0,,,,,,,,,,
511,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-01-01 15:19:10.000000,2023-12-09 21:53:10,773.0,10.0,172.0,18.0,258.0,64.0,94.0,1230.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,22,True,2023-10-26 11:36:48,0.11,12.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,45452.0,45452.0,,,,,,,,3.0,,,,,,,,,,,,
512,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000000,2023-09-03 19:16:54,508.0,,167.0,32.0,86.0,15.0,32.0,1183.0,"A program for financial portfolio management, analysis and optimisation.",7.0,22,True,,,14.0,FinQuant,,,,,88.0,88.0,https://pypi.org/project/FinQuant,461.0,461.0,,,,,,,,3.0,,,,,,,,,,,,
513,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-10-19 08:20:16.000000,2023-02-08 02:25:50,604.0,,203.0,54.0,460.0,143.0,293.0,1173.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,22,True,,,,tf-encrypted,,,,['tensorflow'],64.0,64.0,https://pypi.org/project/tf-encrypted,714.0,714.0,,,,,,,,3.0,,,,,,,,,,,,
514,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2024-01-25 13:23:48.000000,2024-01-15 08:23:31,527.0,77.0,123.0,20.0,238.0,7.0,117.0,1140.0,A standard framework for modelling Deep Learning Models for tabular data.,18.0,22,True,2024-01-15 12:17:19,1.1.0,5.0,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,3480.0,3480.0,,,,,,,,2.0,,21.0,,,,,,,,,,
515,pygod,pygod-team/pygod,graph,,https://github.com/pygod-team/pygod,https://github.com/pygod-team/pygod,BSD-2-Clause,2021-11-18 23:18:17.000,2024-01-15 22:55:43.000000,2024-01-15 22:55:39,451.0,45.0,118.0,15.0,21.0,3.0,53.0,1138.0,A Python Library for Graph Outlier Detection (Anomaly Detection).,16.0,22,True,2023-07-20 01:35:47,1.0.0,6.0,pygod,conda-forge/pygod,,,,23.0,23.0,https://pypi.org/project/pygod,846.0,1042.0,https://anaconda.org/conda-forge/pygod,2023-07-21 21:20:19.348,4117.0,,,,,3.0,,,,,,,,,,,,
516,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2024-01-21 21:15:50.000000,2023-08-18 11:01:23,442.0,,210.0,54.0,86.0,63.0,206.0,1016.0,Line based ATR Engine based on OCRopy.,20.0,22,True,2023-08-18 11:26:46,1.0.6,35.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,1798.0,1798.0,,,,,,,,3.0,,,,,,,,,,,,
517,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,108.0,50.0,98.0,39.0,51.0,1007.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:27:53,0.3.1,7.0,tf-explain,,,,['tensorflow'],207.0,207.0,https://pypi.org/project/tf-explain,1855.0,1855.0,,,,,,,,3.0,,,,,,,,,,,,
518,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-08-14 08:41:19.000000,2023-08-12 20:19:05,5777.0,,82.0,14.0,77.0,219.0,218.0,846.0,"Experiment tracking, ML developer tools.",29.0,22,True,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,89.0,89.0,https://pypi.org/project/guildai,538.0,538.0,,,,,,,,3.0,,14.0,,,,,,,,,,
519,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-12-29 17:18:10.000000,2023-12-02 22:09:25,222.0,2.0,82.0,19.0,153.0,23.0,82.0,821.0,Library to enable Bayesian active learning in your research or labeling work.,21.0,22,True,2023-10-02 19:58:51,1.9.1,14.0,baal,conda-forge/baal,,,,53.0,53.0,https://pypi.org/project/baal,1054.0,1267.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,7687.0,,,,,3.0,,,,,,,,,,,,
520,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,74.0,6.0,5.0,2.0,23.0,810.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],402.0,402.0,https://pypi.org/project/iterative-stratification,86262.0,86262.0,,,,,,,,3.0,,,,,,,,,,,,
521,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-11-06 22:17:29.000000,2023-11-06 22:11:24,461.0,3.0,72.0,26.0,160.0,40.0,62.0,749.0,,26.0,22,False,2023-11-06 22:17:30,1.8.0,9.0,objax,,,,['jax'],47.0,47.0,https://pypi.org/project/objax,529.0,529.0,,,,,,,,3.0,,,,,,,,,,,,
522,larq,larq/larq,ml-frameworks,,https://github.com/larq/larq,https://github.com/larq/larq,Apache-2.0,2019-03-18 21:41:50.000,2024-01-25 15:50:01.000000,2024-01-11 09:10:35,722.0,9.0,79.0,30.0,711.0,19.0,121.0,685.0,An Open-Source Library for Training Binarized Neural Networks.,19.0,22,True,2023-07-12 14:06:25,0.13.3,38.0,larq,,,,['tensorflow'],43.0,43.0,https://pypi.org/project/larq,1359.0,1359.0,,,,,,,,3.0,,,,,,,,,,,,
523,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2024-01-10 13:18:56.000000,2023-12-07 19:31:40,331.0,2.0,131.0,20.0,39.0,5.0,79.0,531.0,Medical image processing in Python.,18.0,22,True,2019-02-14 17:09:49,0.4.0,5.0,MedPy,conda-forge/medpy,,,,1670.0,1670.0,https://pypi.org/project/MedPy,17710.0,18428.0,https://anaconda.org/conda-forge/medpy,2023-11-26 21:20:01.088,22271.0,,,,,3.0,,,,,,,,,,,,
524,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2024-01-21 21:20:26.000000,2023-12-29 21:08:41,477.0,31.0,55.0,26.0,9.0,13.0,32.0,512.0,Active Learning for Text Classification in Python.,6.0,22,True,2023-12-29 21:23:01,1.3.3,13.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",25.0,25.0,https://pypi.org/project/small-text,580.0,866.0,https://anaconda.org/conda-forge/small-text,2023-12-29 21:40:00.838,5158.0,,,,,3.0,,,,,,,,,,,,
525,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-11-17 16:30:15.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,11.0,21.0,482.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,22,False,2023-11-17 16:33:58,0.6.1,2.0,apricot-select,,,,,90.0,90.0,https://pypi.org/project/apricot-select,3861.0,3861.0,,,,,,,,3.0,,27.0,,,,,,,,,,
526,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-01-21 13:19:20.000000,2023-03-05 00:16:57,419.0,,96.0,36.0,276.0,69.0,173.0,454.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,22,True,2019-09-11 11:25:15,0.6,5.0,tick,,,,,74.0,74.0,https://pypi.org/project/tick,1192.0,1195.0,,,,,,,,3.0,,295.0,,,,,,,,,,
527,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-01-14 19:14:51.000000,2024-01-03 08:17:42,657.0,11.0,60.0,30.0,438.0,11.0,91.0,366.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,22,True,2023-07-18 13:09:18,4.0.0,28.0,vega,conda-forge/vega,,,['jupyter'],4.0,4.0,https://pypi.org/project/vega,18881.0,25184.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,573661.0,,,,,3.0,,,,,,,,,,,,
528,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2023-12-25 05:43:33.000000,2023-12-25 05:41:54,316.0,19.0,18.0,8.0,65.0,13.0,81.0,271.0,A high-performance implementation of Wilkinson formulas for Python.,10.0,22,True,2023-12-25 05:46:23,1.0.1,23.0,formulaic,,,,,,,https://pypi.org/project/formulaic,637937.0,637937.0,,,,,,,,3.0,,,,,,,,,,,,
529,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2024-01-17 00:02:31.000000,2024-01-17 00:02:17,407.0,23.0,2147.0,646.0,119.0,10.0,49.0,14981.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",87.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,
530,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2024-01-22 00:19:31.000000,2023-02-07 10:12:31,47.0,,2156.0,148.0,89.0,238.0,286.0,12403.0,End-to-End Object Detection with Transformers.,26.0,21,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,3.0,,,,,,,,,,,,
531,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-12-22 07:27:57.000000,2023-10-19 02:11:57,190.0,,1097.0,99.0,48.0,363.0,280.0,6103.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,21,True,,,,pyslowfast,,,,['pytorch'],15.0,15.0,https://pypi.org/project/pyslowfast,7.0,7.0,,,,,,,,3.0,,,,,,,,,,,,
532,torchinfo,TylerYep/torchinfo,pytorch-utils,,https://github.com/TylerYep/torchinfo,https://github.com/TylerYep/torchinfo,MIT,2020-03-16 21:41:29.000,2024-01-22 18:54:31.000000,2024-01-16 04:30:32,376.0,9.0,100.0,18.0,140.0,30.0,114.0,2143.0,View model summaries in PyTorch!.,20.0,21,True,2023-05-14 20:54:46,1.8.0,31.0,torchinfo,,,,['pytorch'],,,https://pypi.org/project/torchinfo,121258.0,121260.0,,,,,,,,3.0,,134.0,,,,,,,,,,
533,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,85.0,41.0,47.0,12.0,74.0,2063.0,The friendly PIL fork.,385.0,21,True,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,48236.0,48236.0,,,,,,,,3.0,,,,,,,,,,,,
534,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-07-27 13:04:15.000000,2023-07-27 13:04:12,336.0,,334.0,42.0,68.0,155.0,95.0,1838.0,Super easy library for BERT based NLP models.,36.0,21,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1210.0,1210.0,,,,,,,,3.0,,,,,,,,,,,,
535,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-01-22 23:28:04.000000,2024-01-22 23:28:01,1080.0,7.0,261.0,33.0,37.0,24.0,175.0,1709.0,A library for graph deep learning research.,49.0,21,True,2023-04-07 20:33:15,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,384.0,384.0,,,,,,,,3.0,,,,,,,,,,,,
536,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,196.0,30.0,423.0,7.0,163.0,1647.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32,0.5.5,3.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,67.0,67.0,,,,,,,,3.0,,,,,,,,,,,,
537,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,15.0,33.0,1632.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],46.0,46.0,https://pypi.org/project/antialiased-cnns,3515.0,3515.0,,,,,,,,3.0,,,,,,,,,,,,
538,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,119.0,28.0,31.0,58.0,50.0,1562.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,21,False,,,,higher,,,,['pytorch'],380.0,380.0,https://pypi.org/project/higher,43673.0,43673.0,,,,,,,,3.0,,,,,,,,,,,,
539,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-01-06 08:38:37.000000,2024-01-06 08:35:06,342.0,2.0,253.0,40.0,252.0,50.0,192.0,1413.0,A framework for Privacy Preserving Machine Learning.,33.0,21,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,,['pytorch'],33.0,33.0,https://pypi.org/project/crypten,237.0,237.0,,,,,,,,3.0,,,,,,,,,,,,
540,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,,305.0,51.0,791.0,5.0,300.0,1197.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,21,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,,['pytorch'],,,https://pypi.org/project/sockeye,874.0,874.0,,,,,,,,3.0,,17.0,,,,,,,,,,
541,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-12-06 23:24:36.000000,2023-12-06 23:22:36,184.0,3.0,105.0,37.0,25.0,15.0,114.0,1156.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2023-12-06 23:27:18,2.1.6,79.0,ngt,,,,,,,https://pypi.org/project/ngt,4808.0,4808.0,,,,,,,,3.0,,,,,,,,,,,,
542,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2023-07-16 15:19:48.000000,2023-07-16 15:16:10,420.0,,146.0,93.0,117.0,29.0,45.0,1121.0,PFRL: a PyTorch-based deep reinforcement learning library.,19.0,21,True,2023-07-16 15:19:48,0.4.0,5.0,pfrl,,,,,99.0,99.0,https://pypi.org/project/pfrl,829.0,829.0,,,,,,,,3.0,,,,,,,,,,,,
