,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
509,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-08-10 03:20:53.000000,2023-08-10 03:20:53,1214.0,,61.0,7.0,206.0,18.0,109.0,478.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,23,True,2023-08-07 03:02:27,3.0.0,40.0,happytransformer,,,,['huggingface'],208.0,208.0,https://pypi.org/project/happytransformer,3279.0,3279.0,,,,,,,,3.0,,,,,,,,,,,,,
510,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2023-11-01 17:47:11.000000,2023-11-01 17:47:00,2273.0,35.0,41.0,11.0,11.0,8.0,52.0,473.0,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,7.0,23,True,2023-11-01 10:40:28,4.6.0,29.0,hyperactive,,,,,21.0,21.0,https://pypi.org/project/hyperactive,5297.0,5299.0,,,,,,,,3.0,130.0,,,,,,,,,,,,
511,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2023-10-26 13:08:14.000000,2023-02-07 10:12:31,47.0,,2095.0,149.0,87.0,231.0,284.0,12051.0,End-to-End Object Detection with Transformers.,26.0,22,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
512,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-11-05 11:43:31.000000,2023-02-15 20:15:59,196.0,,497.0,82.0,37.0,51.0,26.0,10486.0,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,22,True,2023-02-15 20:16:12,1.0.0,5.0,prettymaps,conda-forge/prettymaps,,,,37.0,37.0,https://pypi.org/project/prettymaps,824.0,923.0,https://anaconda.org/conda-forge/prettymaps,2023-06-18 08:40:31.986,2189.0,,,,,3.0,,,,,,,,,,,,,
513,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2023-04-10 13:46:12.000000,2022-05-30 07:32:06,3344.0,,806.0,233.0,109.0,56.0,620.0,4825.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,22,False,2022-01-13 09:55:14,1.1.1,12.0,,,,,,,,,,23.0,,,,,,,,3.0,1501.0,,,,,,,,,,,,
514,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:13.000000,2022-03-13 19:08:59,231.0,,324.0,75.0,37.0,93.0,74.0,4388.0,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,22,False,2022-03-13 19:09:13,0.11.1,67.0,deep-daze,,,,,51.0,51.0,https://pypi.org/project/deep-daze,697.0,697.0,,,,,,,,3.0,,,,,,,,,,,,,
515,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2022-01-23 11:27:35.000000,2021-06-02 09:45:13,150.0,,702.0,102.0,32.0,101.0,113.0,4345.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,22,False,2020-01-08 15:35:45,2.2.0,1.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],116.0,116.0,https://pypi.org/project/ISR,5259.0,5262.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,229.0,3.0,,,,,,,,,,,,,
516,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2023-11-07 18:49:44.000000,2023-11-07 18:44:28,1579.0,11.0,498.0,152.0,609.0,34.0,75.0,3465.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",162.0,22,True,,,,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,23.0,23.0,,,,,,,,3.0,,,,,,,,,,,,,
517,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2023-11-06 16:44:05.000000,2023-11-06 16:37:37,171.0,4.0,432.0,91.0,78.0,57.0,137.0,3306.0,Generate embeddings from large-scale graph-structured data.,31.0,22,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,312460.0,312462.0,,,,,,,,3.0,163.0,,,,,,,,,,,,
518,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2023-10-20 18:29:52.000000,2023-10-20 18:18:37,406.0,2.0,317.0,56.0,413.0,64.0,106.0,3154.0,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",37.0,22,True,2021-11-02 17:21:02,0.1.6,2.0,vissl,,,,['pytorch'],30.0,30.0,https://pypi.org/project/vissl,223.0,223.0,,,,,,,,3.0,,,,,,,,,,,,,
519,Texthero,jbesomi/texthero,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000,2023-08-29 08:45:13.000000,2023-08-29 08:45:10,277.0,6.0,236.0,43.0,110.0,55.0,64.0,2823.0,"Text preprocessing, representation and visualization from zero to hero.",21.0,22,True,2021-07-01 16:53:52,1.1.0,4.0,texthero,,,,,,,https://pypi.org/project/texthero,12588.0,12590.0,,,,,,,,3.0,119.0,,,,,,,,,,,,
520,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198.0,,315.0,67.0,167.0,145.0,112.0,2694.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,22,False,,,11.0,eli5,conda-forge/eli5,,,,,,https://pypi.org/project/eli5,437426.0,439288.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,145297.0,,,,,3.0,,,,,,,,,,,,,
521,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2023-09-01 22:04:56.000000,2023-08-24 15:33:37,935.0,1.0,165.0,20.0,73.0,89.0,167.0,2660.0,FFCV: Fast Forward Computer Vision (and other ML workloads!).,27.0,22,True,2023-03-03 01:24:36,1.0.0,3.0,ffcv,,,,,33.0,33.0,https://pypi.org/project/ffcv,958.0,958.0,,,,,,,,3.0,,,,,,,,,,,,,
522,Texar,asyml/texar,nlp,,https://github.com/asyml/texar,https://github.com/asyml/texar,Apache-2.0,2017-07-22 19:02:05.000,2021-08-26 09:49:50.000000,2020-07-29 00:38:30,1719.0,,370.0,80.0,144.0,33.0,126.0,2369.0,"Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow. This is part of the..",43.0,22,False,2019-11-19 03:54:40,0.2.4,6.0,texar,,,,['tensorflow'],27.0,27.0,https://pypi.org/project/texar,62.0,62.0,,,,,,,,3.0,,,,,,,,,,,,,
523,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,83.0,41.0,47.0,11.0,74.0,2035.0,The friendly PIL fork.,385.0,22,True,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,64947.0,64947.0,,,,,,,,3.0,,,,,,,,,,,,,
524,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2023-10-16 16:49:59.000000,2023-10-16 16:49:59,532.0,9.0,180.0,40.0,114.0,55.0,125.0,2033.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,25.0,22,True,,,2.0,kubric-nightly,,,,,3.0,3.0,https://pypi.org/project/kubric-nightly,2810.0,2810.0,,,,,,,,3.0,,,,,,,,,,,,,
525,torchinfo,TylerYep/torchinfo,pytorch-utils,,https://github.com/TylerYep/torchinfo,https://github.com/TylerYep/torchinfo,MIT,2020-03-16 21:41:29.000,2023-11-13 19:19:09.000000,2023-10-09 21:59:24,367.0,11.0,98.0,17.0,131.0,27.0,113.0,2019.0,View model summaries in PyTorch!.,20.0,22,True,2023-05-14 20:54:46,1.8.0,32.0,torchinfo,,,,['pytorch'],,,https://pypi.org/project/torchinfo,139855.0,139857.0,,,,,,,,3.0,126.0,,,,,,,,,,,,
526,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,4.0,306.0,51.0,791.0,4.0,300.0,1192.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,22,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,,['mxnet'],,,https://pypi.org/project/sockeye,820.0,820.0,,,,,,,,3.0,17.0,,,,,,,,,,,,
527,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2023-10-25 14:32:27.000000,2023-08-18 11:01:23,442.0,,205.0,54.0,85.0,60.0,205.0,1006.0,Line based ATR Engine based on OCRopy.,20.0,22,True,2023-08-18 11:26:46,1.0.6,35.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,2329.0,2329.0,,,,,,,,3.0,,,,,,,,,,,,,
528,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,108.0,50.0,98.0,38.0,51.0,997.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:27:53,0.3.1,7.0,tf-explain,,,,['tensorflow'],202.0,202.0,https://pypi.org/project/tf-explain,1819.0,1819.0,,,,,,,,3.0,,,,,,,,,,,,,
529,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2023-11-09 15:26:23.000000,2023-11-09 15:26:22,727.0,3.0,140.0,15.0,100.0,26.0,227.0,891.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,44.0,22,True,2023-10-06 08:51:23,0.6.18,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],,,https://pypi.org/project/torch-sparse,27572.0,33352.0,https://anaconda.org/conda-forge/pytorch_sparse,2023-06-16 19:19:31.218,237009.0,,,,,3.0,,,,,,,,,,,,,
530,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2023-10-07 18:05:54.000000,2022-12-07 13:45:45,1234.0,,136.0,25.0,594.0,62.0,511.0,838.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,22,True,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,,,https://pypi.org/project/icevision,4493.0,4493.0,,,,,,,,3.0,,,,,,,,,,,,,
531,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,73.0,6.0,5.0,2.0,23.0,801.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],378.0,378.0,https://pypi.org/project/iterative-stratification,87550.0,87550.0,,,,,,,,3.0,,,,,,,,,,,,,
532,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-11-06 22:17:29.000000,2023-11-06 22:11:24,461.0,12.0,72.0,25.0,160.0,40.0,62.0,745.0,,26.0,22,False,2023-11-06 22:17:30,1.8.0,9.0,objax,,,,['jax'],41.0,41.0,https://pypi.org/project/objax,772.0,772.0,,,,,,,,3.0,,,,,,,,,,,,,
533,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2023-10-26 00:50:15.000000,2023-10-10 03:38:42,486.0,13.0,93.0,31.0,548.0,190.0,241.0,622.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,22,True,2023-09-26 13:51:42,23.09.00,8.0,merlin-core,,,,,,,https://pypi.org/project/merlin-core,5414.0,5414.0,,,,,,,,3.0,,,,,,,,,,,,,
534,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-10-29 16:11:32.000000,2023-03-05 00:16:57,419.0,,96.0,35.0,276.0,69.0,172.0,442.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,22,True,2019-09-11 11:25:15,0.6,5.0,tick,,,,,71.0,71.0,https://pypi.org/project/tick,1506.0,1509.0,,,,,,,,3.0,292.0,,,,,,,,,,,,
535,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2023-10-30 18:32:50.000000,2023-10-30 18:24:00,5579.0,31.0,88.0,15.0,734.0,27.0,425.0,387.0,Lightwood is Legos for Machine Learning.,42.0,22,True,2023-08-07 15:55:40,23.8.1.0,29.0,lightwood,,,,['pytorch'],,,https://pypi.org/project/lightwood,8116.0,8116.0,,,,,,,,3.0,,,,,,,,,,,,,
536,tf-keras-vis,keisen/tf-keras-vis,interpretability,,https://github.com/keisen/tf-keras-vis,https://github.com/keisen/tf-keras-vis,MIT,2019-10-31 06:47:41.000,2023-10-08 08:48:25.000000,2023-10-08 08:48:52,384.0,6.0,43.0,8.0,28.0,30.0,43.0,291.0,Neural network visualization toolkit for tf.keras.,3.0,22,True,2023-10-06 16:18:14,0.8.6,29.0,tf-keras-vis,,,,['tensorflow'],109.0,109.0,https://pypi.org/project/tf-keras-vis,3032.0,3032.0,,,,,,,,3.0,,,,,,,,,,,,,
537,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2023-10-04 21:57:25.000000,2023-10-04 21:51:22,297.0,15.0,16.0,7.0,61.0,15.0,75.0,263.0,A high-performance implementation of Wilkinson formulas for Python.,9.0,22,True,2023-10-04 21:48:16,0.6.6,21.0,formulaic,,,,,,,https://pypi.org/project/formulaic,617198.0,617198.0,,,,,,,,3.0,,,,,,,,,,,,,
538,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,3.0,9.0,152.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34,2018.7.23,7.0,stop-words,,,,,2030.0,2030.0,https://pypi.org/project/stop-words,105672.0,105672.0,,,,,,,,3.0,,,,,,,,,,,,,
539,ML in production,eugeneyan/applied-ml,data-science,,https://github.com/eugeneyan/applied-ml,https://github.com/eugeneyan/applied-ml,MIT,2020-07-04 18:57:47.000,2023-10-18 01:12:59.000000,2023-10-18 01:12:59,482.0,4.0,3341.0,904.0,228.0,3.0,20.0,24892.0,Papers & tech blogs by companies sharing their work on data science & machine learning in production.,53.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
540,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2023-11-13 10:07:22.000000,2023-11-13 10:07:06,387.0,18.0,2054.0,630.0,112.0,7.0,49.0,14164.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",82.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
541,nebuly,nebuly-ai/nebuly,nlp,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,8.0,649.0,97.0,150.0,98.0,103.0,8324.0,The user analytics platform for LLMs.,40.0,21,True,,,24.0,nebuly,,,,,,,https://pypi.org/project/nebuly,686.0,686.0,,,,,,,,3.0,,,,,,,,,,,,,
542,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,,516.0,168.0,45.0,26.0,28.0,4107.0,High-performance TensorFlow library for quantitative finance.,47.0,21,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,469.0,469.0,,,,,,,,3.0,,,,,,,,,,,,,
543,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2023-04-26 19:35:05.000000,2023-04-26 19:32:49,683.0,,462.0,216.0,16.0,24.0,4.0,3224.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,21,True,2023-04-26 19:35:05,0.11.12,13.0,finmarketpy,,,,,11.0,11.0,https://pypi.org/project/finmarketpy,182.0,182.0,,,,,,,,3.0,47.0,,,,,,,,,,,,
544,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,320.0,101.0,1000.0,87.0,260.0,2816.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
545,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2023-10-18 17:03:24.000000,2023-08-08 21:17:31,765.0,,353.0,93.0,545.0,83.0,92.0,2732.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,21,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,5457.0,5457.0,,,,,,,,3.0,,,,,,,,,,,,,
546,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-07-27 13:04:15.000000,2023-07-27 13:04:12,336.0,,333.0,42.0,68.0,153.0,95.0,1823.0,Super easy library for BERT based NLP models.,36.0,21,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1294.0,1294.0,,,,,,,,3.0,,,,,,,,,,,,,
547,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2023-09-01 04:00:40.000000,2023-08-10 17:09:47,309.0,,144.0,24.0,30.0,26.0,31.0,1811.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,21,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],28.0,28.0,https://pypi.org/project/ecco,414.0,597.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,4206.0,,,,,3.0,67.0,,,,,,,,,,,,
548,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2023-06-07 17:48:51.000000,2023-06-07 17:48:50,26.0,,100.0,37.0,27.0,22.0,78.0,1752.0,"A flexible, intuitive and fast forecasting library.",9.0,21,True,2023-04-04 19:48:44,0.5.0,5.0,greykite,,,,,24.0,24.0,https://pypi.org/project/greykite,13634.0,13634.0,,,,,,,,3.0,4.0,,,,,,,,,,,,
549,orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2023-09-26 02:48:51.000000,2023-09-26 02:48:50,872.0,1.0,127.0,34.0,407.0,65.0,326.0,1750.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,21,True,2023-01-29 22:05:17,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,41.0,41.0,https://pypi.org/project/orbit-ml,64241.0,64447.0,https://anaconda.org/conda-forge/orbit-ml,2023-06-18 08:40:35.691,4538.0,,,,,3.0,,,,,,,,,,,,,
550,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2023-10-25 22:04:21.000000,2023-10-25 22:04:21,1073.0,5.0,252.0,33.0,36.0,24.0,167.0,1650.0,A library for graph deep learning research.,49.0,21,True,2023-04-07 20:33:15,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,421.0,421.0,,,,,,,,3.0,,,,,,,,,,,,,
551,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,194.0,30.0,423.0,6.0,163.0,1634.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,True,2022-01-20 18:07:32,0.5.5,3.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,89.0,89.0,,,,,,,,3.0,,,,,,,,,,,,,
552,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,13.0,33.0,1630.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],45.0,45.0,https://pypi.org/project/antialiased-cnns,2343.0,2343.0,,,,,,,,3.0,,,,,,,,,,,,,
553,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2023-10-11 20:58:29.000000,2020-12-17 06:57:15,932.0,,295.0,67.0,201.0,1.0,74.0,1562.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,29.0,271.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13111.0,3.0,,,,,,,,,,,,,
554,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,119.0,28.0,31.0,58.0,50.0,1556.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,21,False,,,,higher,,,,['pytorch'],345.0,345.0,https://pypi.org/project/higher,52098.0,52098.0,,,,,,,,3.0,,,,,,,,,,,,,
555,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2023-09-01 16:34:21.000000,2023-08-25 22:11:00,340.0,1.0,252.0,40.0,252.0,51.0,191.0,1380.0,A framework for Privacy Preserving Machine Learning.,33.0,21,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,,['pytorch'],31.0,31.0,https://pypi.org/project/crypten,252.0,252.0,,,,,,,,3.0,,,,,,,,,,,,,
556,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-11-13 04:43:17.000000,2023-11-13 04:39:39,183.0,3.0,105.0,37.0,25.0,16.0,111.0,1135.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2023-11-13 04:46:31,2.1.5,78.0,ngt,,,,,,,https://pypi.org/project/ngt,6622.0,6622.0,,,,,,,,3.0,,,,,,,,,,,,,
557,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000000,2023-09-03 19:16:54,508.0,1.0,165.0,32.0,86.0,15.0,32.0,1114.0,"A program for financial portfolio management, analysis and optimisation.",7.0,21,True,,,14.0,FinQuant,,,,,85.0,85.0,https://pypi.org/project/FinQuant,532.0,532.0,,,,,,,,3.0,,,,,,,,,,,,,
558,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2023-07-16 15:19:48.000000,2023-07-16 15:16:10,420.0,,145.0,97.0,117.0,27.0,45.0,1094.0,PFRL: a PyTorch-based deep reinforcement learning library.,19.0,21,True,2023-07-16 15:19:48,0.4.0,5.0,pfrl,,,,,94.0,94.0,https://pypi.org/project/pfrl,467.0,467.0,,,,,,,,3.0,,,,,,,,,,,,,
