,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id
500,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-08-14 08:41:19.000000,2023-08-12 20:19:05,5777.0,,81.0,14.0,77.0,218.0,218.0,834.0,"Experiment tracking, ML developer tools.",29.0,23,True,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,85.0,85.0,https://pypi.org/project/guildai,1315.0,1315.0,,,,,,,,3.0,14.0,,,,,,,,,,,,
501,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2023-10-13 19:56:17.000000,2023-10-12 18:15:50,276.0,4.0,238.0,45.0,18.0,8.0,91.0,788.0,Data compression in TensorFlow.,21.0,23,True,2023-10-13 19:56:17,2.14.0,22.0,tensorflow-compression,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-compression,9983.0,9983.0,,,,,,,,3.0,,,,,,,,,,,,,
502,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-11-06 22:17:29.000000,2023-11-06 22:11:24,461.0,12.0,72.0,25.0,160.0,40.0,62.0,746.0,,26.0,23,False,2023-11-06 22:17:30,1.8.0,9.0,objax,,,,['jax'],42.0,42.0,https://pypi.org/project/objax,2127.0,2127.0,,,,,,,,3.0,,,,,,,,,,,,,
503,larq,larq/larq,ml-frameworks,,https://github.com/larq/larq,https://github.com/larq/larq,Apache-2.0,2019-03-18 21:41:50.000,2023-11-30 15:45:44.000000,2023-11-17 10:05:04,717.0,15.0,78.0,30.0,701.0,19.0,121.0,673.0,An Open-Source Library for Training Binarized Neural Networks.,19.0,23,True,2023-07-12 14:06:25,0.13.3,38.0,larq,,,,['tensorflow'],42.0,42.0,https://pypi.org/project/larq,1103.0,1103.0,,,,,,,,3.0,,,,,,,,,,,,,
504,python-ternary,marcharper/python-ternary,data-viz,,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000,2023-09-26 00:20:33.000000,2023-09-26 00:20:33,398.0,1.0,149.0,17.0,72.0,29.0,105.0,657.0,Ternary plotting library for python with matplotlib.,27.0,23,True,2021-02-17 18:23:31,1.0.8,8.0,python-ternary,conda-forge/python-ternary,,,,153.0,153.0,https://pypi.org/project/python-ternary,39900.0,40764.0,https://anaconda.org/conda-forge/python-ternary,2023-06-16 13:17:10.682,78646.0,,,,,3.0,25.0,,,,,,,,,,,,
505,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2023-09-19 18:44:18.000000,2023-09-19 18:44:18,355.0,1.0,117.0,19.0,78.0,23.0,33.0,654.0,Working with molecular structures in pandas DataFrames.,15.0,23,True,2023-08-28 15:31:05,0.5.1de,17.0,biopandas,conda-forge/biopandas,,,['pandas'],213.0,213.0,https://pypi.org/project/biopandas,86963.0,88737.0,https://anaconda.org/conda-forge/biopandas,2023-06-16 13:21:19.340,147243.0,,,,,3.0,,BioPandas/biopandas,-2.0,,,,,,,,,,
506,Mapbox GL,mapbox/mapboxgl-jupyter,geospatial-data,,https://github.com/mapbox/mapboxgl-jupyter,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,132.0,128.0,91.0,34.0,67.0,644.0,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,22.0,23,False,2019-06-03 21:24:10,0.10.2,14.0,mapboxgl,,,,['jupyter'],178.0,178.0,https://pypi.org/project/mapboxgl,12319.0,12319.0,,,,,,,,3.0,,,,,,,,,,,,,
507,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2023-10-18 13:09:12.000000,2023-10-18 13:08:59,466.0,6.0,48.0,8.0,51.0,156.0,229.0,556.0,python binding for libvips using cffi.,16.0,23,True,,,5.0,pyvips,conda-forge/pyvips,,,,626.0,626.0,https://pypi.org/project/pyvips,52525.0,54418.0,https://anaconda.org/conda-forge/pyvips,2023-09-26 03:23:28.071,70071.0,,,,,3.0,,,,,,,,,,,,,
508,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,,2013-08-02 14:31:46.000,2023-11-15 00:08:06.079000,2023-11-14 19:40:38,3703.0,10.0,67.0,47.0,349.0,20.0,388.0,544.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,23,True,2023-11-14 15:08:13,4.0.1,69.0,skll,conda-forge/skll,,,['sklearn'],40.0,40.0,https://pypi.org/project/skll,552.0,1071.0,https://anaconda.org/conda-forge/skll,2023-11-15 00:08:06.079,12457.0,,,,,3.0,13.0,,,,,,,,,,,,
509,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2023-11-26 21:20:01.088000,2022-11-17 11:12:46,327.0,,131.0,18.0,34.0,14.0,70.0,519.0,Medical image processing in Python.,16.0,23,True,2019-02-14 17:09:49,0.4.0,5.0,MedPy,conda-forge/medpy,,,,1556.0,1556.0,https://pypi.org/project/MedPy,15434.0,16166.0,https://anaconda.org/conda-forge/medpy,2023-11-26 21:20:01.088,21251.0,,,,,3.0,,,,,,,,,,,,,
510,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-08-10 03:20:53.000000,2023-08-10 03:20:53,1214.0,,62.0,7.0,206.0,18.0,109.0,480.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,23,True,2023-08-07 03:02:27,3.0.0,40.0,happytransformer,,,,['huggingface'],211.0,211.0,https://pypi.org/project/happytransformer,2682.0,2682.0,,,,,,,,3.0,,,,,,,,,,,,,
511,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2023-11-01 17:47:11.000000,2023-11-01 17:47:00,2273.0,17.0,41.0,11.0,11.0,8.0,52.0,473.0,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,7.0,23,True,2023-11-01 10:40:28,4.6.0,29.0,hyperactive,,,,,21.0,21.0,https://pypi.org/project/hyperactive,4185.0,4187.0,,,,,,,,3.0,130.0,,,,,,,,,,,,
512,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2023-10-26 13:08:14.000000,2023-02-07 10:12:31,47.0,,2114.0,149.0,87.0,234.0,284.0,12146.0,End-to-End Object Detection with Transformers.,26.0,22,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
513,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-11-05 11:43:31.000000,2023-02-15 20:15:59,196.0,,488.0,83.0,37.0,51.0,26.0,10532.0,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,22,True,2023-02-15 20:16:12,1.0.0,5.0,prettymaps,conda-forge/prettymaps,,,,38.0,38.0,https://pypi.org/project/prettymaps,835.0,935.0,https://anaconda.org/conda-forge/prettymaps,2023-06-18 08:40:31.986,2212.0,,,,,3.0,,,,,,,,,,,,,
514,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2023-04-10 13:46:12.000000,2022-05-30 07:32:06,3344.0,,807.0,233.0,109.0,56.0,620.0,4828.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,22,False,2022-01-13 09:55:14,1.1.1,12.0,,,,,,,,,,23.0,,,,,,,,3.0,1501.0,,,,,,,,,,,,
515,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:13.000000,2022-03-13 19:08:59,231.0,,323.0,75.0,37.0,93.0,74.0,4387.0,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,22,False,2022-03-13 19:09:13,0.11.1,67.0,deep-daze,,,,,51.0,51.0,https://pypi.org/project/deep-daze,677.0,677.0,,,,,,,,3.0,,,,,,,,,,,,,
516,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2022-01-23 11:27:35.000000,2021-06-02 09:45:13,150.0,,705.0,102.0,32.0,101.0,113.0,4353.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,22,False,2020-01-08 15:35:45,2.2.0,1.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],117.0,117.0,https://pypi.org/project/ISR,5525.0,5528.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,229.0,3.0,,,,,,,,,,,,,
517,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2023-10-20 18:29:52.000000,2023-10-20 18:18:37,406.0,1.0,318.0,55.0,413.0,64.0,106.0,3160.0,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",37.0,22,True,2021-11-02 17:21:02,0.1.6,2.0,vissl,,,,['pytorch'],30.0,30.0,https://pypi.org/project/vissl,178.0,178.0,,,,,,,,3.0,,,,,,,,,,,,,
518,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2023-11-26 18:56:23.000000,2023-11-26 18:56:23,716.0,1.0,217.0,55.0,34.0,70.0,120.0,3061.0,A GUI for Pandas DataFrames.,13.0,22,True,,,2.0,pandasgui,conda-forge/pandasgui,,,['pandas'],311.0,311.0,https://pypi.org/project/pandasgui,3478.0,4082.0,https://anaconda.org/conda-forge/pandasgui,2023-06-16 19:24:31.206,20548.0,,,,,3.0,,,,,,,,,,,,,
519,Texthero,jbesomi/texthero,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000,2023-08-29 08:45:13.000000,2023-08-29 08:45:10,277.0,,236.0,43.0,110.0,55.0,64.0,2823.0,"Text preprocessing, representation and visualization from zero to hero.",21.0,22,True,2021-07-01 16:53:52,1.1.0,4.0,texthero,,,,,,,https://pypi.org/project/texthero,12637.0,12639.0,,,,,,,,3.0,119.0,,,,,,,,,,,,
520,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198.0,,315.0,67.0,167.0,144.0,113.0,2695.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,22,False,,,11.0,eli5,conda-forge/eli5,,,,,,https://pypi.org/project/eli5,427342.0,429209.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,145629.0,,,,,3.0,,,,,,,,,,,,,
521,Texar,asyml/texar,nlp,,https://github.com/asyml/texar,https://github.com/asyml/texar,Apache-2.0,2017-07-22 19:02:05.000,2021-08-26 09:49:50.000000,2020-07-29 00:38:30,1719.0,,370.0,80.0,144.0,33.0,126.0,2370.0,"Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow. This is part of the..",43.0,22,False,2019-11-19 03:54:40,0.2.4,6.0,texar,,,,['tensorflow'],27.0,27.0,https://pypi.org/project/texar,60.0,60.0,,,,,,,,3.0,,,,,,,,,,,,,
522,torchinfo,TylerYep/torchinfo,pytorch-utils,,https://github.com/TylerYep/torchinfo,https://github.com/TylerYep/torchinfo,MIT,2020-03-16 21:41:29.000,2023-11-27 18:57:09.000000,2023-11-24 22:00:31,368.0,12.0,99.0,17.0,132.0,27.0,113.0,2052.0,View model summaries in PyTorch!.,20.0,22,True,2023-05-14 20:54:46,1.8.0,32.0,torchinfo,,,,['pytorch'],,,https://pypi.org/project/torchinfo,138935.0,138937.0,,,,,,,,3.0,128.0,,,,,,,,,,,,
523,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2023-11-27 13:14:37.000000,2023-10-16 16:49:59,532.0,9.0,183.0,40.0,115.0,55.0,125.0,2044.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,25.0,22,True,,,2.0,kubric-nightly,,,,,3.0,3.0,https://pypi.org/project/kubric-nightly,4135.0,4135.0,,,,,,,,3.0,,,,,,,,,,,,,
524,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,84.0,41.0,47.0,11.0,75.0,2040.0,The friendly PIL fork.,385.0,22,True,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,72406.0,72406.0,,,,,,,,3.0,,,,,,,,,,,,,
525,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2023-09-01 16:34:21.000000,2023-08-25 22:11:00,340.0,,252.0,40.0,252.0,51.0,192.0,1383.0,A framework for Privacy Preserving Machine Learning.,33.0,22,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,,['pytorch'],31.0,31.0,https://pypi.org/project/crypten,330.0,330.0,,,,,,,,3.0,,,,,,,,,,,,,
526,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,3.0,305.0,51.0,791.0,4.0,300.0,1191.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,22,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,,['mxnet'],,,https://pypi.org/project/sockeye,436.0,436.0,,,,,,,,3.0,17.0,,,,,,,,,,,,
527,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2023-07-16 15:19:48.000000,2023-07-16 15:16:10,420.0,,145.0,97.0,117.0,27.0,45.0,1103.0,PFRL: a PyTorch-based deep reinforcement learning library.,19.0,22,True,2023-07-16 15:19:48,0.4.0,5.0,pfrl,,,,,94.0,94.0,https://pypi.org/project/pfrl,430.0,430.0,,,,,,,,3.0,,,,,,,,,,,,,
528,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2023-10-25 14:32:27.000000,2023-08-18 11:01:23,442.0,,205.0,54.0,85.0,60.0,205.0,1006.0,Line based ATR Engine based on OCRopy.,20.0,22,True,2023-08-18 11:26:46,1.0.6,35.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,1845.0,1845.0,,,,,,,,3.0,,,,,,,,,,,,,
529,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,108.0,50.0,98.0,38.0,51.0,1000.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:27:53,0.3.1,7.0,tf-explain,,,,['tensorflow'],202.0,202.0,https://pypi.org/project/tf-explain,2186.0,2186.0,,,,,,,,3.0,,,,,,,,,,,,,
530,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2023-11-28 06:50:22.700000,2023-11-09 15:26:22,727.0,3.0,139.0,16.0,100.0,27.0,228.0,895.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,44.0,22,True,2023-10-06 08:51:23,0.6.18,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],,,https://pypi.org/project/torch-sparse,27961.0,33769.0,https://anaconda.org/conda-forge/pytorch_sparse,2023-11-28 06:50:22.700,238134.0,,,,,3.0,,,,,,,,,,,,,
531,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2023-10-07 18:05:54.000000,2022-12-07 13:45:45,1234.0,,136.0,25.0,594.0,62.0,511.0,839.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,22,True,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,,,https://pypi.org/project/icevision,4555.0,4555.0,,,,,,,,3.0,,,,,,,,,,,,,
532,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,73.0,6.0,5.0,2.0,23.0,803.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],381.0,381.0,https://pypi.org/project/iterative-stratification,76524.0,76524.0,,,,,,,,3.0,,,,,,,,,,,,,
533,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2023-11-26 01:04:22.000000,2023-11-23 05:37:16,487.0,13.0,94.0,31.0,550.0,190.0,241.0,628.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,22,True,2023-09-26 13:51:42,23.09.00,8.0,merlin-core,,,,,,,https://pypi.org/project/merlin-core,5334.0,5334.0,,,,,,,,3.0,,,,,,,,,,,,,
534,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-11-17 16:30:15.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,11.0,21.0,480.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,22,False,2023-11-17 16:33:58,0.6.1,2.0,apricot-select,,,,,81.0,81.0,https://pypi.org/project/apricot-select,4782.0,4782.0,,,,,,,,3.0,27.0,,,,,,,,,,,,
535,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-10-29 16:11:32.000000,2023-03-05 00:16:57,419.0,,96.0,35.0,276.0,69.0,172.0,442.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,22,True,2019-09-11 11:25:15,0.6,5.0,tick,,,,,72.0,72.0,https://pypi.org/project/tick,1284.0,1287.0,,,,,,,,3.0,292.0,,,,,,,,,,,,
536,tf-keras-vis,keisen/tf-keras-vis,interpretability,,https://github.com/keisen/tf-keras-vis,https://github.com/keisen/tf-keras-vis,MIT,2019-10-31 06:47:41.000,2023-10-08 08:48:25.000000,2023-10-08 08:48:52,384.0,6.0,43.0,8.0,28.0,30.0,43.0,291.0,Neural network visualization toolkit for tf.keras.,3.0,22,True,2023-10-06 16:18:14,0.8.6,29.0,tf-keras-vis,,,,['tensorflow'],113.0,113.0,https://pypi.org/project/tf-keras-vis,2955.0,2955.0,,,,,,,,3.0,,,,,,,,,,,,,
537,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2023-11-17 21:48:32.000000,2023-11-17 21:43:05,4051.0,14.0,48.0,14.0,711.0,193.0,203.0,271.0,Asynchronous Distributed Hyperparameter Optimization.,32.0,22,True,2023-03-02 21:02:52,0.2.7,26.0,orion,,,,,96.0,96.0,https://pypi.org/project/orion,878.0,878.0,,,,,,,,3.0,,,,,,,,,,,,,
538,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2023-10-04 21:57:25.000000,2023-10-04 21:51:22,297.0,15.0,16.0,7.0,61.0,15.0,75.0,263.0,A high-performance implementation of Wilkinson formulas for Python.,9.0,22,True,2023-10-04 21:48:16,0.6.6,21.0,formulaic,,,,,,,https://pypi.org/project/formulaic,630605.0,630605.0,,,,,,,,3.0,,,,,,,,,,,,,
539,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,3.0,9.0,153.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34,2018.7.23,7.0,stop-words,,,,,2042.0,2042.0,https://pypi.org/project/stop-words,109485.0,109485.0,,,,,,,,3.0,,,,,,,,,,,,,
540,ML in production,eugeneyan/applied-ml,data-science,,https://github.com/eugeneyan/applied-ml,https://github.com/eugeneyan/applied-ml,MIT,2020-07-04 18:57:47.000,2023-10-18 01:12:59.000000,2023-10-18 01:12:59,482.0,4.0,3342.0,904.0,228.0,3.0,20.0,24941.0,Papers & tech blogs by companies sharing their work on data science & machine learning in production.,53.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
541,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2023-11-23 14:15:31.000000,2023-11-13 10:07:06,387.0,17.0,2068.0,633.0,114.0,8.0,49.0,14274.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",82.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
542,nebuly,nebuly-ai/nebuly,nlp,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,8.0,649.0,97.0,150.0,98.0,103.0,8326.0,The user analytics platform for LLMs.,40.0,21,True,,,24.0,nebuly,,,,,,,https://pypi.org/project/nebuly,389.0,389.0,,,,,,,,3.0,,,,,,,,,,,,,
543,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,,518.0,168.0,45.0,26.0,28.0,4124.0,High-performance TensorFlow library for quantitative finance.,47.0,21,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,574.0,574.0,,,,,,,,3.0,,,,,,,,,,,,,
544,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2023-11-29 03:01:07.000000,2023-11-29 02:55:12,1580.0,8.0,500.0,152.0,609.0,34.0,75.0,3472.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",162.0,21,True,,,,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,29.0,29.0,,,,,,,,3.0,,,,,,,,,,,,,
545,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2023-11-06 16:44:05.000000,2023-11-06 16:37:37,171.0,2.0,433.0,91.0,78.0,57.0,137.0,3310.0,Generate embeddings from large-scale graph-structured data.,31.0,21,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,311599.0,311601.0,,,,,,,,3.0,163.0,,,,,,,,,,,,
546,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2023-04-26 19:35:05.000000,2023-04-26 19:32:49,683.0,,464.0,216.0,16.0,24.0,4.0,3242.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,21,True,2023-04-26 19:35:05,0.11.12,13.0,finmarketpy,,,,,11.0,11.0,https://pypi.org/project/finmarketpy,183.0,183.0,,,,,,,,3.0,47.0,,,,,,,,,,,,
547,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,320.0,101.0,1000.0,87.0,260.0,2816.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
548,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2023-11-27 13:55:06.000000,2023-08-08 21:17:31,765.0,,353.0,93.0,546.0,83.0,92.0,2736.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,21,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,5261.0,5261.0,,,,,,,,3.0,,,,,,,,,,,,,
549,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-07-27 13:04:15.000000,2023-07-27 13:04:12,336.0,,333.0,42.0,68.0,155.0,95.0,1829.0,Super easy library for BERT based NLP models.,36.0,21,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1320.0,1320.0,,,,,,,,3.0,,,,,,,,,,,,,
