,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,snap_id
506,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2023-12-11 19:25:59.000000,2023-11-17 21:43:05,4051.0,14.0,49.0,14.0,712.0,194.0,203.0,274.0,Asynchronous Distributed Hyperparameter Optimization.,32.0,23,True,2023-03-02 21:02:52,0.2.7,26.0,orion,,,,,97.0,97.0,https://pypi.org/project/orion,1593.0,1593.0,,,,,,,,3.0,,,,,,,,,,,,,
507,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2023-12-07 15:30:25.000000,2023-02-07 10:12:31,47.0,,2134.0,149.0,88.0,237.0,285.0,12296.0,End-to-End Object Detection with Transformers.,26.0,22,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
508,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-11-05 11:43:31.000000,2023-02-15 20:15:59,196.0,,488.0,83.0,37.0,53.0,26.0,10642.0,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,22,True,2023-02-15 20:16:12,1.0.0,5.0,prettymaps,conda-forge/prettymaps,,,,41.0,41.0,https://pypi.org/project/prettymaps,673.0,766.0,https://anaconda.org/conda-forge/prettymaps,2023-06-18 08:40:31.986,2252.0,,,,,3.0,,,,,,,,,,,,,
509,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2023-04-10 13:46:12.000000,2022-05-30 07:32:06,3344.0,,810.0,234.0,109.0,56.0,620.0,4841.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,22,False,2022-01-13 09:55:14,1.1.1,12.0,,,,,,,,,,23.0,,,,,,,,3.0,1501.0,,,,,,,,,,,,
510,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:13.000000,2022-03-13 19:08:59,231.0,,323.0,75.0,37.0,93.0,74.0,4381.0,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,22,False,2022-03-13 19:09:13,0.11.1,67.0,deep-daze,,,,,51.0,51.0,https://pypi.org/project/deep-daze,967.0,967.0,,,,,,,,3.0,,,,,,,,,,,,,
511,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2024-01-01 21:15:24.000000,2024-01-01 21:13:34,684.0,1.0,463.0,215.0,16.0,24.0,4.0,3266.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,22,True,2024-01-01 21:15:24,0.11.13,14.0,finmarketpy,,,,,11.0,11.0,https://pypi.org/project/finmarketpy,214.0,214.0,,,,,,,,3.0,49.0,,,,,2.0,,,,,,,
512,Texthero,jbesomi/texthero,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000,2023-08-29 08:45:13.000000,2023-08-29 08:45:10,277.0,,236.0,43.0,110.0,55.0,64.0,2841.0,"Text preprocessing, representation and visualization from zero to hero.",21.0,22,True,2021-07-01 16:53:52,1.1.0,4.0,texthero,,,,,,,https://pypi.org/project/texthero,9815.0,9817.0,,,,,,,,3.0,120.0,,,,,,,,,,,,
513,Texar,asyml/texar,nlp,,https://github.com/asyml/texar,https://github.com/asyml/texar,Apache-2.0,2017-07-22 19:02:05.000,2021-08-26 09:49:50.000000,2020-07-29 00:38:30,1719.0,,370.0,80.0,144.0,33.0,126.0,2377.0,"Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow. This is part of the..",43.0,22,False,2019-11-19 03:54:40,0.2.4,6.0,texar,,,,['tensorflow'],27.0,27.0,https://pypi.org/project/texar,53.0,53.0,,,,,,,,3.0,,,,,,,,,,,,,
514,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2023-11-27 13:14:37.000000,2023-10-16 16:49:59,532.0,8.0,190.0,40.0,115.0,56.0,125.0,2080.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,25.0,22,True,,,2.0,kubric-nightly,,,,,3.0,3.0,https://pypi.org/project/kubric-nightly,6179.0,6179.0,,,,,,,,3.0,,,,,,,,,,,,,
515,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,237.0,71.0,21.0,85.0,66.0,2075.0,Open source time series library for Python.,6.0,22,False,,,,pyflux,,,,,259.0,259.0,https://pypi.org/project/pyflux,26768.0,26768.0,,,,,,,,3.0,,,,,,,,,,,,,
516,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2023-12-12 15:07:33.000000,2023-08-10 17:09:47,309.0,,150.0,24.0,31.0,28.0,31.0,1839.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,22,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],28.0,28.0,https://pypi.org/project/ecco,357.0,529.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,4283.0,,,,,3.0,71.0,,,,,,,,,,,,
517,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2023-12-19 05:53:17.000000,2023-06-07 17:48:50,26.0,,101.0,37.0,28.0,22.0,78.0,1764.0,"A flexible, intuitive and fast forecasting library.",9.0,22,True,2023-04-04 19:48:44,0.5.0,5.0,greykite,,,,,26.0,26.0,https://pypi.org/project/greykite,12627.0,12627.0,,,,,,,,3.0,7.0,,,,,,,,,,,,
518,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2024-01-03 20:13:15.000000,2024-01-03 20:15:18,1173.0,6.0,118.0,28.0,68.0,1.0,29.0,1454.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,22,True,2023-08-19 14:26:10,0.7.0,29.0,pytorch_toolbelt,,,,['pytorch'],,,https://pypi.org/project/pytorch_toolbelt,7373.0,7373.0,,,,,,,,3.0,7.0,,,,,,,,,,,,
519,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-01-01 15:19:10.000000,2023-12-09 21:53:10,773.0,17.0,170.0,18.0,258.0,62.0,94.0,1217.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,22,True,2023-10-26 11:36:48,0.11,12.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,47884.0,47884.0,,,,,,,,3.0,,,,,,,,,,,,,
520,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-10-19 08:20:16.000000,2023-02-08 02:25:50,604.0,,202.0,54.0,460.0,143.0,293.0,1173.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,22,True,,,,tf-encrypted,,,,['tensorflow'],64.0,64.0,https://pypi.org/project/tf-encrypted,830.0,830.0,,,,,,,,3.0,,,,,,,,,,,,,
521,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000000,2023-09-03 19:16:54,508.0,,166.0,32.0,86.0,15.0,32.0,1163.0,"A program for financial portfolio management, analysis and optimisation.",7.0,22,True,,,14.0,FinQuant,,,,,88.0,88.0,https://pypi.org/project/FinQuant,329.0,329.0,,,,,,,,3.0,,,,,,,,,,,,,
522,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2024-01-04 13:42:01.000000,2024-01-04 13:42:00,512.0,62.0,118.0,21.0,227.0,6.0,114.0,1117.0,A standard framework for modelling Deep Learning Models for tabular data.,17.0,22,True,2023-06-01 06:16:39,1.0.2,4.0,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,1971.0,1971.0,,,,,,,,2.0,21.0,,,,,,,,,,,,
523,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,108.0,50.0,98.0,38.0,51.0,1004.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:27:53,0.3.1,7.0,tf-explain,,,,['tensorflow'],207.0,207.0,https://pypi.org/project/tf-explain,2137.0,2137.0,,,,,,,,3.0,,,,,,,,,,,,,
524,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2023-09-27 19:23:04.851000,2023-03-29 07:39:45,85.0,,80.0,26.0,53.0,32.0,28.0,930.0,Unsupervised text tokenizer focused on computational efficiency.,8.0,22,True,2020-02-13 09:57:47,1.0.6,4.0,youtokentome,conda-forge/youtokentome,,,,583.0,583.0,https://pypi.org/project/youtokentome,29089.0,30506.0,https://anaconda.org/conda-forge/youtokentome,2023-09-27 19:23:04.851,39679.0,,,,,3.0,,,,,,,,,,,,,
525,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-08-14 08:41:19.000000,2023-08-12 20:19:05,5777.0,,82.0,14.0,77.0,219.0,218.0,840.0,"Experiment tracking, ML developer tools.",29.0,22,True,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,88.0,88.0,https://pypi.org/project/guildai,417.0,417.0,,,,,,,,3.0,14.0,,,,,,,,,,,,
526,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-12-29 17:18:10.000000,2023-12-02 22:09:25,222.0,2.0,82.0,20.0,153.0,23.0,82.0,814.0,Library to enable Bayesian active learning in your research or labeling work.,21.0,22,True,2023-10-02 19:58:51,1.9.1,14.0,baal,conda-forge/baal,,,,53.0,53.0,https://pypi.org/project/baal,1240.0,1450.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,7594.0,,,,,3.0,,,,,,,,,,,,,
527,larq,larq/larq,ml-frameworks,,https://github.com/larq/larq,https://github.com/larq/larq,Apache-2.0,2019-03-18 21:41:50.000,2024-01-02 09:22:20.000000,2024-01-02 09:22:19,721.0,15.0,79.0,30.0,708.0,19.0,121.0,682.0,An Open-Source Library for Training Binarized Neural Networks.,19.0,22,True,2023-07-12 14:06:25,0.13.3,38.0,larq,,,,['tensorflow'],42.0,42.0,https://pypi.org/project/larq,1277.0,1277.0,,,,,,,,3.0,,,,,,,,,,,,,
528,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2023-12-15 17:58:01.000000,2023-12-07 19:31:40,331.0,2.0,130.0,19.0,38.0,5.0,79.0,529.0,Medical image processing in Python.,18.0,22,True,2019-02-14 17:09:49,0.4.0,5.0,MedPy,conda-forge/medpy,,,,1627.0,1627.0,https://pypi.org/project/MedPy,21842.0,22547.0,https://anaconda.org/conda-forge/medpy,2023-11-26 21:20:01.088,21861.0,,,,,3.0,,,,,,,,,,,,,
529,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2023-12-29 21:40:00.838000,2023-12-29 21:08:41,477.0,31.0,55.0,26.0,9.0,11.0,32.0,508.0,Active Learning for Text Classification in Python.,6.0,22,True,2023-12-29 21:23:01,1.3.3,13.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",25.0,25.0,https://pypi.org/project/small-text,554.0,833.0,https://anaconda.org/conda-forge/small-text,2023-12-29 21:40:00.838,5035.0,,,,,3.0,,,,,,,,,,,,,
530,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-11-17 16:30:15.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,11.0,21.0,480.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,22,False,2023-11-17 16:33:58,0.6.1,2.0,apricot-select,,,,,86.0,86.0,https://pypi.org/project/apricot-select,3768.0,3768.0,,,,,,,,3.0,27.0,,,,,,,,,,,,
531,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2023-12-25 13:03:54.000000,2023-12-25 11:40:29,5585.0,19.0,88.0,15.0,737.0,27.0,425.0,391.0,Lightwood is Legos for Machine Learning.,43.0,22,True,2023-08-07 15:55:40,23.8.1.0,29.0,lightwood,,,,['pytorch'],,,https://pypi.org/project/lightwood,9868.0,9868.0,,,,,,,,3.0,,,,,,,,,,,,,
532,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-01-03 08:17:43.000000,2024-01-03 08:17:42,657.0,11.0,60.0,30.0,437.0,11.0,91.0,365.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,22,True,2023-07-18 13:09:18,4.0.0,28.0,vega,conda-forge/vega,,,['jupyter'],4.0,4.0,https://pypi.org/project/vega,6921.0,13210.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,572384.0,,,,,3.0,,,,,,,,,,,,,
533,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2023-12-25 05:43:33.000000,2023-12-25 05:41:54,316.0,19.0,18.0,8.0,65.0,13.0,81.0,268.0,A high-performance implementation of Wilkinson formulas for Python.,10.0,22,True,2023-12-25 05:46:23,1.0.1,23.0,formulaic,,,,,,,https://pypi.org/project/formulaic,483653.0,483653.0,,,,,,,,3.0,,,,,,,,,,,,,
534,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,3.0,9.0,153.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34,2018.7.23,7.0,stop-words,,,,,2072.0,2072.0,https://pypi.org/project/stop-words,99742.0,99742.0,,,,,,,,3.0,,,,,,,,,,,,,
535,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2024-01-02 11:17:18.000000,2024-01-02 11:17:08,401.0,21.0,2132.0,642.0,117.0,10.0,49.0,14809.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",86.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
536,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2023-12-21 02:26:45.000000,2023-12-21 02:21:00,1585.0,8.0,504.0,152.0,609.0,34.0,75.0,3491.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",164.0,21,True,,,,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,23.0,23.0,,,,,,,,3.0,,,,,,,,,,,,,
537,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2023-11-06 16:44:05.000000,2023-11-06 16:37:37,171.0,2.0,437.0,91.0,78.0,57.0,137.0,3324.0,Generate embeddings from large-scale graph-structured data.,31.0,21,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,275690.0,275692.0,,,,,,,,3.0,167.0,,,,,,,,,,,,
538,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2023-10-20 18:29:52.000000,2023-10-20 18:18:37,406.0,1.0,322.0,53.0,413.0,64.0,106.0,3172.0,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",37.0,21,True,2021-11-02 17:21:02,0.1.6,2.0,vissl,,,,['pytorch'],33.0,33.0,https://pypi.org/project/vissl,235.0,235.0,,,,,,,,3.0,,,,,,,,,,,,,
539,torchinfo,TylerYep/torchinfo,pytorch-utils,,https://github.com/TylerYep/torchinfo,https://github.com/TylerYep/torchinfo,MIT,2020-03-16 21:41:29.000,2023-12-28 08:42:22.000000,2023-12-28 08:27:57,374.0,8.0,100.0,17.0,137.0,30.0,114.0,2111.0,View model summaries in PyTorch!.,20.0,21,True,2023-05-14 20:54:46,1.8.0,31.0,torchinfo,,,,['pytorch'],,,https://pypi.org/project/torchinfo,117863.0,117865.0,,,,,,,,3.0,134.0,,,,,,,,,,,,
540,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,84.0,41.0,47.0,12.0,75.0,2053.0,The friendly PIL fork.,385.0,21,True,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,40579.0,40579.0,,,,,,,,3.0,,,,,,,,,,,,,
541,orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2023-12-26 03:01:15.000000,2023-09-26 02:48:50,872.0,,128.0,32.0,408.0,57.0,334.0,1769.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,21,True,2023-01-29 22:05:17,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,42.0,42.0,https://pypi.org/project/orbit-ml,29628.0,29825.0,https://anaconda.org/conda-forge/orbit-ml,2023-12-19 05:59:30.209,4743.0,,,,,3.0,,,,,,,,,,,,,
542,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2023-12-22 22:35:35.000000,2023-12-22 22:35:35,1075.0,5.0,258.0,33.0,36.0,23.0,175.0,1694.0,A library for graph deep learning research.,49.0,21,True,2023-04-07 20:33:15,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,407.0,407.0,,,,,,,,3.0,,,,,,,,,,,,,
543,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,196.0,30.0,423.0,7.0,163.0,1643.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32,0.5.5,3.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,30.0,30.0,,,,,,,,3.0,,,,,,,,,,,,,
544,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,14.0,33.0,1631.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],46.0,46.0,https://pypi.org/project/antialiased-cnns,1711.0,1711.0,,,,,,,,3.0,,,,,,,,,,,,,
545,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,119.0,28.0,31.0,58.0,50.0,1563.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,21,False,,,,higher,,,,['pytorch'],369.0,369.0,https://pypi.org/project/higher,55842.0,55842.0,,,,,,,,3.0,,,,,,,,,,,,,
546,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2023-09-01 16:34:21.000000,2023-08-25 22:11:00,340.0,,252.0,40.0,252.0,50.0,193.0,1403.0,A framework for Privacy Preserving Machine Learning.,33.0,21,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,,['pytorch'],33.0,33.0,https://pypi.org/project/crypten,298.0,298.0,,,,,,,,3.0,,,,,,,,,,,,,
547,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-12-06 23:24:36.000000,2023-12-06 23:22:36,184.0,3.0,105.0,37.0,25.0,14.0,114.0,1148.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2023-12-06 23:27:18,2.1.6,79.0,ngt,,,,,,,https://pypi.org/project/ngt,4866.0,4866.0,,,,,,,,3.0,,,,,,,,,,,,,
548,pygod,pygod-team/pygod,graph,,https://github.com/pygod-team/pygod,https://github.com/pygod-team/pygod,BSD-2-Clause,2021-11-18 23:18:17.000,2024-01-03 05:22:54.000000,2024-01-03 05:19:19,443.0,39.0,117.0,15.0,20.0,3.0,51.0,1125.0,A Python Library for Graph Outlier Detection (Anomaly Detection).,16.0,21,True,2023-07-20 01:35:47,1.0.0,6.0,pygod,conda-forge/pygod,,,,23.0,23.0,https://pypi.org/project/pygod,763.0,956.0,https://anaconda.org/conda-forge/pygod,2023-07-21 21:20:19.348,4058.0,,,,,3.0,,,,,,,,,,,,,
549,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2023-07-16 15:19:48.000000,2023-07-16 15:16:10,420.0,,145.0,94.0,117.0,29.0,45.0,1116.0,PFRL: a PyTorch-based deep reinforcement learning library.,19.0,21,True,2023-07-16 15:19:48,0.4.0,5.0,pfrl,,,,,97.0,97.0,https://pypi.org/project/pfrl,886.0,886.0,,,,,,,,3.0,,,,,,,,,,,,,
550,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2023-10-25 14:32:27.000000,2023-08-18 11:01:23,442.0,,210.0,54.0,85.0,60.0,205.0,1012.0,Line based ATR Engine based on OCRopy.,20.0,21,True,2023-08-18 11:26:46,1.0.6,35.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,1473.0,1473.0,,,,,,,,3.0,,,,,,,,,,,,,
551,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2023-12-12 19:09:25.594000,2023-11-09 15:26:22,727.0,1.0,139.0,16.0,100.0,27.0,230.0,910.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,44.0,21,True,2023-10-06 08:51:23,0.6.18,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],,,https://pypi.org/project/torch-sparse,23159.0,28791.0,https://anaconda.org/conda-forge/pytorch_sparse,2023-12-12 19:09:25.594,242205.0,,,,,3.0,,,,,,,,,,,,,
552,kapre,keunwoochoi/kapre,audio,,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000,2023-10-23 02:52:41.000000,2022-07-04 00:10:02,195.0,,143.0,23.0,46.0,13.0,82.0,902.0,kapre: Keras Audio Preprocessors.,13.0,21,False,2022-01-21 20:10:47,Kapre-0.3.7,10.0,kapre,,,,['tensorflow'],2346.0,2346.0,https://pypi.org/project/kapre,904.0,904.0,,,,,,,,3.0,26.0,,,,,,,,,,,,
553,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2023-10-07 18:05:54.000000,2022-12-07 13:45:45,1234.0,,136.0,25.0,594.0,62.0,511.0,840.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,21,False,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,,,https://pypi.org/project/icevision,3789.0,3789.0,,,,,,,,3.0,,,,,,,,,,,,,
554,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,73.0,6.0,5.0,2.0,23.0,805.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],395.0,395.0,https://pypi.org/project/iterative-stratification,41213.0,41213.0,,,,,,,,3.0,,,,,,,,,,,,,
