,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
501,ML in production,eugeneyan/applied-ml,data-science,,https://github.com/eugeneyan/applied-ml,https://github.com/eugeneyan/applied-ml,MIT,2020-07-04 18:57:47.000,2024-07-18 22:41:02.000,2024-05-02 14:44:23,485.0,,3535.0,943.0,229.0,2.0,22.0,27062.0,Papers & tech blogs by companies sharing their work on data science & machine learning in production.,53.0,22,True,,,,,,,,,,21.0,21.0,,,,,,2.0,,,,,,,,,,,,,,,,
502,best-of-ml-python,ml-tooling/best-of-ml-python,data-science,,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2024-07-22 15:36:22.000,2024-07-22 15:36:22,496.0,9.0,2257.0,409.0,266.0,19.0,34.0,16172.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,46.0,22,True,2024-06-06 15:57:10,2024.06.06,100.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
503,nebuly,nebuly-ai/nebuly,nlp,,https://github.com/nebuly-ai/optimate,https://github.com/nebuly-ai/optimate,Apache-2.0,2022-02-12 17:17:14.000,2024-07-22 02:07:03.000,2024-07-22 02:07:02,771.0,8.0,639.0,93.0,152.0,99.0,103.0,8363.0,A collection of libraries to optimise AI model performances.,40.0,22,True,,,24.0,nebuly,,,,,1262.0,,,https://pypi.org/project/nebuly,1262.0,,,,3.0,,,,,,nebuly-ai/optimate,,,,,,,,,,
504,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2024-08-13 19:13:05.000,2024-08-13 19:09:33,193.0,3.0,1128.0,94.0,48.0,384.0,285.0,6437.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,33.0,22,True,,,,pyslowfast,,,['pytorch'],,37.0,17.0,17.0,https://pypi.org/project/pyslowfast,37.0,,,,3.0,,,,,,,,,,,,,,,,
505,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2024-08-13 04:12:34.000,2024-08-12 18:32:28,1629.0,27.0,807.0,145.0,1543.0,317.0,400.0,5030.0,Simple and Distributed Machine Learning.,120.0,22,True,2024-04-10 19:16:17,1.0.4-spark3.5,48.0,mmlspark,,,['spark'],,1.0,,,https://pypi.org/project/mmlspark,1.0,,,,3.0,,,,,,,,,,,,,,,,
506,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,,2021-06-09 17:57:28.000,2024-03-22 00:24:33.000,2024-03-22 00:17:00,218.0,,294.0,78.0,179.0,20.0,54.0,4928.0,"A data augmentations library for audio, image, text, and video.",34.0,22,True,2022-03-29 11:42:50,1.0.0,7.0,augly,,,,,1899.0,135.0,135.0,https://pypi.org/project/augly,1899.0,,,,3.0,,,,,,,,,,,,,,,,
507,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:13.000,2022-03-13 19:08:59,231.0,,321.0,75.0,37.0,92.0,75.0,4376.0,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,22,False,2022-03-13 19:09:13,0.11.1,67.0,deep-daze,,,,,308.0,52.0,52.0,https://pypi.org/project/deep-daze,308.0,,,,3.0,,,,,,,,,,,,,,,,
508,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2023-12-07 20:40:17.000,2023-12-07 20:40:17,720.0,,224.0,54.0,36.0,73.0,125.0,3163.0,A GUI for Pandas DataFrames.,14.0,22,True,,,2.0,pandasgui,conda-forge/pandasgui,,['pandas'],,4559.0,409.0,409.0,https://pypi.org/project/pandasgui,3966.0,https://anaconda.org/conda-forge/pandasgui,2023-06-16 19:24:31.206,25538.0,3.0,,,,,,,,,,,,,,,,
509,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838,2020-01-22 07:39:36,1198.0,,319.0,68.0,167.0,144.0,113.0,2751.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,22,False,,,11.0,eli5,conda-forge/eli5,,,,306681.0,,,https://pypi.org/project/eli5,304845.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,159733.0,3.0,,,,,,,,,,,,,,,,
510,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2024-07-13 03:57:37.000,2023-08-10 17:09:47,309.0,,162.0,24.0,34.0,33.0,31.0,1952.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,22,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,['pytorch'],102.0,390.0,29.0,29.0,https://pypi.org/project/ecco,228.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,5151.0,3.0,,,,,,,,,,,,,,,,
511,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2024-06-24 03:38:13.000,2022-11-13 04:54:45,1941.0,,198.0,29.0,424.0,8.0,163.0,1662.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,22,False,2022-01-20 18:07:32,0.5.5,3.0,graph4nlp,,,['pytorch'],,62.0,,,https://pypi.org/project/graph4nlp,62.0,,,,3.0,,,,,,,,,,,,,,,,
512,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000,2021-10-26 07:08:33,31.0,,120.0,29.0,31.0,58.0,50.0,1578.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,22,False,,,,higher,,,['pytorch'],,242593.0,508.0,508.0,https://pypi.org/project/higher,242593.0,,,,3.0,,,,,,,,,,,,,,,,
513,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2024-08-15 08:12:49.000,2024-08-15 08:12:47,1036.0,2.0,178.0,17.0,74.0,29.0,355.0,1524.0,PyTorch Extension Library of Optimized Scatter Operations.,30.0,22,True,2023-10-06 08:48:33,2.1.2,23.0,torch-scatter,conda-forge/pytorch_scatter,,['pytorch'],,50699.0,,,https://pypi.org/project/torch-scatter,42842.0,https://anaconda.org/conda-forge/pytorch_scatter,2024-05-19 03:08:50.610,392887.0,3.0,,,,,,,,,,,,,,,,
514,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-07-18 17:36:15.000,2024-07-18 17:32:59,357.0,4.0,264.0,45.0,255.0,61.0,197.0,1509.0,A framework for Privacy Preserving Machine Learning.,38.0,22,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,['pytorch'],,514.0,42.0,42.0,https://pypi.org/project/crypten,514.0,,,,3.0,,,,,,,,,,,,,,,,
515,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2024-03-18 13:56:39.000,2022-08-31 13:13:15,103.0,,89.0,42.0,15.0,10.0,27.0,1348.0,A Graph Neural Network Library in Jax.,17.0,22,False,2022-08-12 15:24:20,0.0.6.de0,5.0,jraph,conda-forge/jraph,,['jax'],,12390.0,207.0,207.0,https://pypi.org/project/jraph,12224.0,https://anaconda.org/conda-forge/jraph,2023-06-16 19:27:46.249,5654.0,3.0,,,,,,google-deepmind/jraph,,,,,,,,,,
516,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-10-19 08:20:16.000,2023-02-08 02:25:50,604.0,,206.0,53.0,460.0,143.0,294.0,1196.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,22,False,,,,tf-encrypted,,,['tensorflow'],,242.0,67.0,67.0,https://pypi.org/project/tf-encrypted,242.0,,,,3.0,,,,,,,,,,,,,,,,
517,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,,2016-08-17 10:58:05.000,2024-08-06 13:31:53.000,2024-07-24 14:36:04,2074.0,2.0,210.0,42.0,603.0,94.0,438.0,1054.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,22,True,2024-07-24 14:38:18,2.2.0,44.0,smac,conda-forge/smac,,,,19068.0,,,https://pypi.org/project/smac,18520.0,https://anaconda.org/conda-forge/smac,2024-05-16 20:20:11.437,22502.0,3.0,,,,,,,,,,,,,,,,
518,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2024-07-31 11:37:05.000,2024-07-30 22:14:35,447.0,5.0,210.0,53.0,89.0,62.0,208.0,1035.0,Line based ATR Engine based on OCRopy.,20.0,22,True,2024-07-05 15:51:34,1.0.7,36.0,calamari_ocr,,,,,3747.0,,,https://pypi.org/project/calamari_ocr,3747.0,,,,3.0,,,,,,,,,,,,,,,,
519,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2024-02-13 05:55:38.000,2024-02-13 05:55:37,305.0,,87.0,18.0,73.0,17.0,45.0,996.0,Audio processing by using pytorch 1D convolution network.,15.0,22,True,2020-11-08 10:18:26,0.2.0,2.0,nnAudio,,,,,11332.0,198.0,198.0,https://pypi.org/project/nnAudio,11332.0,,,,3.0,,,,,,,,,,,,,,,,
520,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2024-03-29 10:21:35.000,2023-03-29 07:39:45,85.0,,87.0,26.0,55.0,32.0,28.0,951.0,Unsupervised text tokenizer focused on computational efficiency.,8.0,22,False,2020-02-13 09:57:47,1.0.6,4.0,youtokentome,conda-forge/youtokentome,,,,41936.0,719.0,719.0,https://pypi.org/project/youtokentome,40262.0,https://anaconda.org/conda-forge/youtokentome,2023-09-27 19:23:04.851,58619.0,3.0,,,,,,,,,,,,,,,,
521,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2024-08-13 15:07:10.000,2024-06-27 14:30:20,346.0,2.0,115.0,19.0,84.0,4.0,66.0,890.0,An intuitive library to extract features from time series.,20.0,22,True,2024-03-27 17:12:39,0.1.7,12.0,tsfel,,,,,23697.0,139.0,139.0,https://pypi.org/project/tsfel,23697.0,,,,3.0,,,,,,,,,,,,,,,,
522,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-08-11 18:45:01.000,2024-07-23 12:43:38,1508.0,3.0,80.0,34.0,672.0,22.0,118.0,700.0,Scikit-learn style model finetuning for NLP.,23.0,22,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,"['tensorflow', 'sklearn']",,216.0,12.0,12.0,https://pypi.org/project/finetune,216.0,,,,3.0,,,,,,,,,,,,,,,,
523,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2024-07-02 13:44:22.000,2024-05-13 16:47:27,911.0,,110.0,43.0,114.0,40.0,47.0,663.0,Bias Auditing & Fair ML Toolkit.,22.0,22,True,,,,aequitas,,,,,20710.0,167.0,167.0,https://pypi.org/project/aequitas,20710.0,,,,3.0,,,,,,,,,,,,,,,,
524,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2024-07-08 19:12:54.000,2024-07-08 19:11:02,771.0,4.0,63.0,17.0,114.0,8.0,48.0,568.0,A simplified framework and utilities for PyTorch.,21.0,22,True,2024-07-08 19:12:54,1.17.2,38.0,poutyne,,,['pytorch'],,2813.0,140.0,140.0,https://pypi.org/project/poutyne,2813.0,,,,3.0,,,,,,,,,,,,,,,,
525,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2024-08-08 21:53:39.000,2024-07-10 19:17:06,499.0,17.0,59.0,25.0,10.0,13.0,43.0,537.0,Active Learning for Text Classification in Python.,7.0,22,True,2024-06-09 12:14:28,1.4.0,14.0,small-text,conda-forge/small-text,,"['sklearn', 'pytorch']",,814.0,30.0,30.0,https://pypi.org/project/small-text,505.0,https://anaconda.org/conda-forge/small-text,2024-06-09 15:28:47.474,7731.0,3.0,,,,,,,,,,,,,,,,
526,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-08-13 22:25:53.000,2023-03-05 00:16:57,419.0,,102.0,36.0,276.0,71.0,173.0,483.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",20.0,22,False,2019-09-11 11:25:15,0.6,5.0,tick,,,,353.0,1412.0,81.0,81.0,https://pypi.org/project/tick,1408.0,,,,3.0,,,,,,,,,,,,,,,,
527,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2024-07-06 00:47:45.000,2023-09-06 17:29:29,2412.0,,50.0,23.0,232.0,57.0,195.0,380.0,Studio: Simplify and expedite model building process.,24.0,22,True,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,186.0,6.0,6.0,https://pypi.org/project/studioml,186.0,,,,3.0,,,,,,,,,,,,,,,,
528,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2024-08-06 23:50:20.000,2024-08-06 18:03:26,331.0,5.0,24.0,11.0,71.0,17.0,86.0,326.0,A high-performance implementation of Wilkinson formulas for Python.,11.0,22,True,2024-07-12 19:05:11,1.0.2,24.0,formulaic,,,,,819740.0,,,https://pypi.org/project/formulaic,819740.0,,,,3.0,,,,,,,,,,,,,,,,
529,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2024-08-11 00:12:08.000,2024-06-26 15:54:34,489.0,6.0,107.0,19.0,534.0,33.0,126.0,262.0,An open-source toolkit for large-scale genomic analysis.,28.0,22,True,2024-03-12 01:16:02,2.0.0,16.0,glow.py,conda-forge/glow,,,85.0,61470.0,,,https://pypi.org/project/glow.py,61358.0,https://anaconda.org/conda-forge/glow,2024-03-13 03:00:18.463,4667.0,3.0,,,,,,,,,,,,,,,,
530,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2024-08-15 01:28:57.000,2024-08-12 08:32:01,483.0,11.0,2388.0,691.0,127.0,11.0,55.0,17310.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",93.0,21,True,,,,,,,,,,21.0,21.0,,,,,,2.0,,,,,,,,,,,,,,,,
531,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2024-03-12 15:58:25.000,2024-03-12 15:58:25,48.0,,2312.0,149.0,89.0,240.0,286.0,13243.0,End-to-End Object Detection with Transformers.,27.0,21,True,2020-06-29 16:41:01,0.2,1.0,,,,['pytorch'],,,21.0,21.0,,,,,,3.0,,,,,,,,,,,,,,,,
532,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2024-05-19 22:19:53.000,2024-05-19 22:15:20,687.0,1.0,468.0,214.0,16.0,24.0,4.0,3402.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,21,True,2024-05-19 22:19:53,0.11.14,15.0,finmarketpy,,,,53.0,306.0,14.0,14.0,https://pypi.org/project/finmarketpy,306.0,,,,3.0,,,,,,,,,,,,,,,,
533,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2024-03-03 01:42:05.000,2024-03-03 01:31:19,175.0,,441.0,90.0,78.0,59.0,137.0,3362.0,Generate embeddings from large-scale graph-structured data.,32.0,21,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,['pytorch'],198.0,440947.0,,,https://pypi.org/project/torchbiggraph,440944.0,,,,3.0,,,,,,,,,,,,,,,,
534,Texthero,jbesomi/texthero,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000,2023-08-29 08:45:13.000,2023-08-29 08:45:10,277.0,,239.0,42.0,110.0,56.0,64.0,2879.0,"Text preprocessing, representation and visualization from zero to hero.",21.0,21,True,2021-07-01 16:53:52,1.1.0,4.0,texthero,,,,140.0,3787.0,,,https://pypi.org/project/texthero,3785.0,,,,3.0,,,,,,,,,,,,,,,,
535,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2024-08-01 02:26:29.000,2024-08-01 02:26:24,769.0,2.0,354.0,92.0,550.0,85.0,92.0,2748.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,21,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,['tensorflow'],,11695.0,,,https://pypi.org/project/tensorflow-graphics,11695.0,,,,3.0,,,,,,,,,,,,,,,,
536,torchinfo,TylerYep/torchinfo,pytorch-utils,,https://github.com/TylerYep/torchinfo,https://github.com/TylerYep/torchinfo,MIT,2020-03-16 21:41:29.000,2024-08-12 20:29:19.000,2024-05-14 03:04:44,382.0,,115.0,18.0,148.0,38.0,117.0,2444.0,View model summaries in PyTorch!.,20.0,21,True,2023-05-14 20:54:46,1.8.0,31.0,torchinfo,,,['pytorch'],173.0,190063.0,,,https://pypi.org/project/torchinfo,190060.0,,,,3.0,,,,,,,,,,,,,,,,
537,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-06-27 09:47:40.000,2024-06-27 09:47:40,546.0,5.0,214.0,42.0,133.0,59.0,127.0,2257.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,30.0,21,True,,,2.0,kubric-nightly,,,,,243.0,6.0,6.0,https://pypi.org/project/kubric-nightly,243.0,,,,3.0,,,,,,,,,,,,,,,,
538,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2024-02-26 15:38:11.000,2023-06-01 12:18:23,739.0,,314.0,41.0,44.0,90.0,56.0,2182.0,A modular active learning framework for Python.,20.0,21,False,,,13.0,modAL,,,['sklearn'],39.0,289745.0,,,https://pypi.org/project/modAL,289745.0,,,,3.0,,,,,,,,,,,,,,,,
539,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-07-15 07:18:56.000,2024-02-04 20:37:53,1083.0,,278.0,29.0,41.0,31.0,176.0,1827.0,A library for graph deep learning research.,50.0,21,True,2023-04-07 20:33:15,1.1.0,10.0,dig,,,,,581.0,,,https://pypi.org/project/dig,581.0,,,,3.0,,,,,,,,,,,,,,,,
540,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2024-06-13 10:11:03.000,2024-01-16 17:27:35,27.0,,103.0,37.0,31.0,27.0,79.0,1807.0,"A flexible, intuitive and fast forecasting library.",10.0,21,True,2024-01-18 18:33:20,1.0.0,6.0,greykite,,,,32.0,8056.0,33.0,33.0,https://pypi.org/project/greykite,8055.0,,,,3.0,,,,,,,,,,,,,,,,
541,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2024-04-08 12:49:27.000,2021-09-29 18:48:52,239.0,,200.0,38.0,7.0,15.0,33.0,1649.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,['pytorch'],,6668.0,59.0,59.0,https://pypi.org/project/antialiased-cnns,6668.0,,,,3.0,,,,,,,,,,,,,,,,
542,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2024-08-01 17:26:18.000,2024-08-01 17:29:12,1205.0,9.0,117.0,26.0,68.0,4.0,29.0,1505.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,21,True,2023-08-19 14:26:10,0.7.0,29.0,pytorch_toolbelt,,,['pytorch'],28.0,6160.0,,,https://pypi.org/project/pytorch_toolbelt,6160.0,,,,3.0,,,,,,,,,,,,,,,,
543,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000,2023-09-03 19:16:54,508.0,,183.0,32.0,86.0,15.0,33.0,1363.0,"A program for financial portfolio management, analysis and optimisation.",7.0,21,True,,,14.0,FinQuant,,,,,334.0,93.0,93.0,https://pypi.org/project/FinQuant,334.0,,,,3.0,,,,,,,,,,,,,,,,
544,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2024-08-15 00:02:23.000,2024-06-07 09:12:27,550.0,3.0,132.0,21.0,288.0,9.0,138.0,1292.0,A standard framework for modelling Deep Learning Models for tabular data.,22.0,21,True,2024-01-15 12:17:19,1.1.0,5.0,pytorch_tabular,,,['pytorch'],35.0,2865.0,,,https://pypi.org/project/pytorch_tabular,2865.0,,,,3.0,,,,,,,,,,,,,,,,
545,pygod,pygod-team/pygod,graph,,https://github.com/pygod-team/pygod,https://github.com/pygod-team/pygod,BSD-2-Clause,2021-11-18 23:18:17.000,2024-06-23 22:36:23.000,2024-06-23 22:36:23,490.0,14.0,126.0,16.0,23.0,5.0,55.0,1284.0,A Python Library for Graph Outlier Detection (Anomaly Detection).,16.0,21,True,2024-02-04 21:24:35,1.1.0,7.0,pygod,conda-forge/pygod,,,,901.0,32.0,32.0,https://pypi.org/project/pygod,695.0,https://anaconda.org/conda-forge/pygod,2024-02-05 17:00:36.529,5772.0,3.0,,,,,,,,,,,,,,,,
546,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2024-07-26 00:37:30.000,2024-07-26 00:21:42,195.0,6.0,112.0,37.0,30.0,17.0,118.0,1231.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,15.0,21,True,2024-07-26 00:44:37,2.2.4,84.0,ngt,,,,,2714.0,,,https://pypi.org/project/ngt,2714.0,,,,3.0,,,,,,,,,,,,,,,,
547,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2024-06-07 14:38:03.000,2024-06-07 14:37:59,835.0,2.0,305.0,51.0,796.0,11.0,300.0,1210.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,21,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,['pytorch'],19.0,629.0,,,https://pypi.org/project/sockeye,629.0,,,,3.0,,,,,,,,,,,,,,,,
548,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000,2023-10-20 17:48:54,207.0,,250.0,47.0,46.0,26.0,127.0,1065.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,['tensorflow'],,235.0,29.0,29.0,https://pypi.org/project/aocr,235.0,,,,3.0,,,,,,,,,,,,,,,,
549,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2024-08-07 20:25:13.000,2024-08-07 18:21:25,294.0,2.0,246.0,47.0,18.0,11.0,91.0,850.0,Data compression in TensorFlow.,21.0,21,True,2024-08-07 20:25:13,2.17.0,26.0,tensorflow-compression,,,['tensorflow'],,2276.0,,,https://pypi.org/project/tensorflow-compression,2276.0,,,,3.0,,,,,,,,,,,,,,,,
550,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2023-10-07 18:05:54.000,2022-12-07 13:45:45,1234.0,,133.0,24.0,594.0,63.0,511.0,843.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,21,False,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,4070.0,,,https://pypi.org/project/icevision,4070.0,,,,3.0,,,,,,,,,,,,,,,,
