,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,snap_id
538,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2023-10-04 21:57:25.000000,2023-10-04 21:51:22,297.0,15.0,16.0,7.0,61.0,18.0,75.0,263.0,A high-performance implementation of Wilkinson formulas for Python.,9.0,22,True,2023-10-04 21:48:16,0.6.6,21.0,formulaic,,,,,,,https://pypi.org/project/formulaic,630793.0,630793.0,,,,,,,,3.0,,,,,,,,,,,,,
539,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,3.0,9.0,153.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34,2018.7.23,7.0,stop-words,,,,,2046.0,2046.0,https://pypi.org/project/stop-words,117730.0,117730.0,,,,,,,,3.0,,,,,,,,,,,,,
540,ML in production,eugeneyan/applied-ml,data-science,,https://github.com/eugeneyan/applied-ml,https://github.com/eugeneyan/applied-ml,MIT,2020-07-04 18:57:47.000,2023-10-18 01:12:59.000000,2023-10-18 01:12:59,482.0,3.0,3344.0,903.0,228.0,3.0,20.0,24964.0,Papers & tech blogs by companies sharing their work on data science & machine learning in production.,53.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
541,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2023-12-07 15:52:43.000000,2023-12-06 11:48:20,395.0,25.0,2075.0,632.0,115.0,8.0,49.0,14315.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",84.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
542,nebuly,nebuly-ai/nebuly,nlp,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,8.0,650.0,96.0,150.0,98.0,103.0,8327.0,The user analytics platform for LLMs.,40.0,21,True,,,24.0,nebuly,,,,,,,https://pypi.org/project/nebuly,366.0,366.0,,,,,,,,3.0,,,,,,,,,,,,,
543,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,,518.0,168.0,45.0,26.0,28.0,4131.0,High-performance TensorFlow library for quantitative finance.,47.0,21,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,565.0,565.0,,,,,,,,3.0,,,,,,,,,,,,,
544,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2023-12-07 10:33:40.000000,2023-12-07 10:29:41,1582.0,9.0,501.0,153.0,609.0,34.0,75.0,3483.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",162.0,21,True,,,,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,30.0,30.0,,,,,,,,3.0,,,,,,,,,,,,,
545,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2023-11-06 16:44:05.000000,2023-11-06 16:37:37,171.0,2.0,433.0,91.0,78.0,57.0,137.0,3311.0,Generate embeddings from large-scale graph-structured data.,31.0,21,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,293974.0,293976.0,,,,,,,,3.0,163.0,,,,,,,,,,,,
546,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2023-04-26 19:35:05.000000,2023-04-26 19:32:49,683.0,,464.0,216.0,16.0,24.0,4.0,3247.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,21,True,2023-04-26 19:35:05,0.11.12,13.0,finmarketpy,,,,,11.0,11.0,https://pypi.org/project/finmarketpy,188.0,188.0,,,,,,,,3.0,49.0,,,,,,,,,,,,
547,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,320.0,101.0,1000.0,87.0,260.0,2818.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
548,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2023-11-27 13:55:06.000000,2023-08-08 21:17:31,765.0,,355.0,93.0,546.0,83.0,92.0,2737.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,21,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,5409.0,5409.0,,,,,,,,3.0,,,,,,,,,,,,,
549,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-07-27 13:04:15.000000,2023-07-27 13:04:12,336.0,,333.0,42.0,68.0,155.0,95.0,1830.0,Super easy library for BERT based NLP models.,36.0,21,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1530.0,1530.0,,,,,,,,3.0,,,,,,,,,,,,,
550,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2023-09-01 04:00:40.000000,2023-08-10 17:09:47,309.0,,150.0,24.0,30.0,26.0,31.0,1825.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,21,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],28.0,28.0,https://pypi.org/project/ecco,347.0,524.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,4246.0,,,,,3.0,69.0,,,,,,,,,,,,
551,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2023-06-07 17:48:51.000000,2023-06-07 17:48:50,26.0,,100.0,37.0,27.0,22.0,78.0,1755.0,"A flexible, intuitive and fast forecasting library.",9.0,21,True,2023-04-04 19:48:44,0.5.0,5.0,greykite,,,,,25.0,25.0,https://pypi.org/project/greykite,14144.0,14144.0,,,,,,,,3.0,4.0,,,,,,,,,,,,
552,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2023-10-25 22:04:21.000000,2023-10-25 22:04:21,1073.0,4.0,254.0,33.0,36.0,25.0,168.0,1668.0,A library for graph deep learning research.,49.0,21,True,2023-04-07 20:33:15,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,470.0,470.0,,,,,,,,3.0,,,,,,,,,,,,,
553,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,195.0,30.0,423.0,6.0,163.0,1636.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32,0.5.5,3.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,101.0,101.0,,,,,,,,3.0,,,,,,,,,,,,,
554,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,13.0,33.0,1630.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],45.0,45.0,https://pypi.org/project/antialiased-cnns,2083.0,2083.0,,,,,,,,3.0,,,,,,,,,,,,,
555,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2023-10-11 20:58:29.000000,2020-12-17 06:57:15,932.0,,295.0,67.0,201.0,1.0,74.0,1565.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,8.0,246.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13111.0,3.0,,,,,,,,,,,,,
556,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,119.0,28.0,31.0,58.0,50.0,1559.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,21,False,,,,higher,,,,['pytorch'],358.0,358.0,https://pypi.org/project/higher,57358.0,57358.0,,,,,,,,3.0,,,,,,,,,,,,,
557,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2023-11-03 15:04:58.000000,2023-11-03 16:06:14,1169.0,2.0,118.0,29.0,68.0,1.0,29.0,1449.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,21,True,2023-08-19 14:26:10,0.7.0,29.0,pytorch_toolbelt,,,,['pytorch'],,,https://pypi.org/project/pytorch_toolbelt,7473.0,7473.0,,,,,,,,3.0,7.0,,,,,,,,,,,,
558,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2023-09-01 16:34:21.000000,2023-08-25 22:11:00,340.0,,252.0,40.0,252.0,51.0,192.0,1387.0,A framework for Privacy Preserving Machine Learning.,33.0,21,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,,['pytorch'],31.0,31.0,https://pypi.org/project/crypten,362.0,362.0,,,,,,,,3.0,,,,,,,,,,,,,
559,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2023-06-16 19:27:46.249000,2022-08-31 13:13:15,103.0,,79.0,39.0,14.0,8.0,27.0,1253.0,A Graph Neural Network Library in Jax.,17.0,21,False,2022-08-12 15:24:20,0.0.6.de0,5.0,jraph,conda-forge/jraph,,,['jax'],116.0,116.0,https://pypi.org/project/jraph,8284.0,8438.0,https://anaconda.org/conda-forge/jraph,2023-06-16 19:27:46.249,4018.0,,,,,3.0,,,google-deepmind/jraph,,,,,,,,,,
560,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,2.0,305.0,51.0,791.0,4.0,300.0,1192.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,21,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,,['mxnet'],,,https://pypi.org/project/sockeye,469.0,469.0,,,,,,,,3.0,17.0,,,,,,,,,,,,
561,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-12-06 23:24:36.000000,2023-12-06 23:22:36,184.0,3.0,106.0,37.0,25.0,16.0,112.0,1141.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2023-12-06 23:27:18,2.1.6,79.0,ngt,,,,,,,https://pypi.org/project/ngt,6039.0,6039.0,,,,,,,,3.0,,,,,,,,,,,,,
562,pygod,pygod-team/pygod,graph,,https://github.com/pygod-team/pygod,https://github.com/pygod-team/pygod,BSD-2-Clause,2021-11-18 23:18:17.000,2023-12-05 02:08:20.000000,2023-11-29 23:31:47,408.0,4.0,112.0,15.0,17.0,4.0,49.0,1110.0,A Python Library for Graph Outlier Detection (Anomaly Detection).,15.0,21,True,2023-07-20 01:35:47,1.0.0,6.0,pygod,conda-forge/pygod,,,,22.0,22.0,https://pypi.org/project/pygod,699.0,898.0,https://anaconda.org/conda-forge/pygod,2023-07-21 21:20:19.348,3988.0,,,,,3.0,,,,,,,,,,,,,
563,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,2.0,244.0,47.0,46.0,26.0,127.0,962.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,,['tensorflow'],27.0,27.0,https://pypi.org/project/aocr,206.0,206.0,,,,,,,,3.0,,,,,,,,,,,,,
564,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-10-11 00:13:45.000000,2023-04-27 23:44:02,329.0,,156.0,29.0,108.0,65.0,56.0,857.0,Source code/webpage/demos for the What-If Tool.,20.0,21,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,,,https://pypi.org/project/witwidget,4856.0,55906.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2105540.0,,,,,3.0,,,,wit-widget,https://www.npmjs.com/package/wit-widget,919.0,,,,,,,
565,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2023-12-06 17:51:05.000000,2023-11-29 19:27:26,1122.0,56.0,122.0,30.0,938.0,15.0,50.0,743.0,Machine learning framework for both deep learning and traditional algorithms.,35.0,21,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,236.0,236.0,,,,,,,,3.0,,,,,,,,,,,,,
566,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2023-11-22 14:07:25.760000,2023-10-11 13:01:19,594.0,3.0,123.0,16.0,53.0,27.0,121.0,718.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,32.0,21,True,2023-10-12 06:54:28,1.6.3,32.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,14587.0,16512.0,https://anaconda.org/conda-forge/pytorch_cluster,2023-11-22 14:07:25.760,82802.0,,,,,3.0,,,,,,,,,,,,,
567,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2023-10-17 14:50:13.000000,2023-10-17 14:50:08,1502.0,4.0,78.0,36.0,644.0,22.0,118.0,693.0,Scikit-learn style model finetuning for NLP.,21.0,21,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,11.0,https://pypi.org/project/finetune,143.0,143.0,,,,,,,,3.0,,,,,,,,,,,,,
568,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2023-11-06 08:05:38.000000,2023-10-14 06:13:02,551.0,2.0,92.0,17.0,191.0,95.0,135.0,609.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",31.0,21,True,2023-02-15 15:39:02,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,,,https://pypi.org/project/soundfile,1524011.0,1524151.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,16599.0,,,,,,,,,,,,
569,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,15.0,301.0,590.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29,0.8.1,27.0,neuraxle,,,,,56.0,56.0,https://pypi.org/project/neuraxle,273.0,273.0,,,,,,,,3.0,,,,,,,,,,,,,
570,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,3.0,54.0,60.0,9.0,23.0,25.0,508.0,Python library assists deep learning on graphs.,18.0,21,True,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,,,73.0,73.0,https://pypi.org/project/deepsnap,474.0,474.0,,,,,,,,3.0,10.0,,,,,,,,,,,,
571,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2023-08-01 17:51:43.000000,2023-07-18 10:24:07,542.0,,34.0,14.0,222.0,13.0,40.0,475.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,21,True,2023-07-18 10:06:08,1.4.6,34.0,popmon,,,,"['pandas', 'spark']",20.0,20.0,https://pypi.org/project/popmon,9098.0,9101.0,,,,,,,,3.0,130.0,,,,,,,,,,,,
572,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,,2021-03-18 15:04:58.000,2023-12-07 15:40:04.000000,2023-12-05 11:38:02,1689.0,116.0,58.0,6.0,197.0,41.0,77.0,435.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,19.0,21,True,2023-12-05 11:42:07,0.5.3,25.0,quantus,,,,,21.0,21.0,https://pypi.org/project/quantus,912.0,918.0,,,,,,,,3.0,145.0,,,,,,,,,,,,
573,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2023-12-07 15:27:34.000000,2023-12-01 23:20:05,2811.0,162.0,60.0,12.0,254.0,4.0,109.0,409.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,22.0,21,True,2023-07-13 11:37:48,0.1.2,12.0,pykale,,,,['pytorch'],1.0,1.0,https://pypi.org/project/pykale,95.0,95.0,,,,,,,,3.0,,,,,,,,,,,,,
574,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,,50.0,24.0,231.0,57.0,195.0,376.0,Studio: Simplify and expedite model building process.,24.0,21,True,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,622.0,622.0,,,,,,,,3.0,,,,,,,,,,,,,
575,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,60.0,27.0,110.0,32.0,184.0,359.0,scalable audio processing framework and server written in Python.,22.0,21,True,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,16.0,16.0,https://pypi.org/project/TimeSide,101.0,101.0,,,,,,,,3.0,,,yomguy/TimeSide,,,,,,,,,,
576,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2023-11-16 02:17:24.000000,2023-11-16 02:17:17,251.0,6.0,24.0,8.0,4.0,22.0,59.0,271.0,Multiple Imputation with LightGBM in Python.,6.0,21,True,2022-12-12 14:01:15,DOI,8.0,miceforest,conda-forge/miceforest,,,,111.0,111.0,https://pypi.org/project/miceforest,27032.0,27427.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,11479.0,,,,,2.0,,,,,,,,,,,,,
577,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2023-12-05 08:31:03.000000,2023-12-01 16:58:07,655.0,51.0,21.0,4.0,254.0,,,254.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML pipeline from..,10.0,21,True,2023-09-08 15:06:42,1.1.186,81.0,upgini,,,,,5.0,5.0,https://pypi.org/project/upgini,5022.0,5022.0,,,,,,,,2.0,,,,,,,,,,,,,
578,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2023-12-07 08:01:22.000000,2023-12-07 08:01:20,578.0,3.0,33.0,25.0,631.0,14.0,127.0,229.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,True,2023-08-10 09:15:06,0.13.0,20.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,1170.0,1191.0,,,,,,,,3.0,979.0,,,,,,,,,,,,
579,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,19.0,20.0,464.0,68.0,76.0,224.0,Functional tensors for probabilistic programming.,11.0,21,True,2023-08-31 18:37:22,0.4.6,12.0,funsor,,,,['pytorch'],60.0,60.0,https://pypi.org/project/funsor,44458.0,44458.0,,,,,,,,3.0,,,,,,,,,,,,,
580,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,772.0,224.0,25.0,7.0,122.0,5303.0,Build Graph Nets in Tensorflow.,11.0,20,True,,,,graph-nets,,,,['tensorflow'],20.0,20.0,https://pypi.org/project/graph-nets,2186.0,2186.0,,,,,,,,3.0,,,google-deepmind/graph_nets,,,,,,,,,,
581,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2023-11-16 14:13:37.000000,2023-01-15 11:37:16,279.0,,831.0,107.0,92.0,112.0,349.0,4318.0,Backtest trading strategies in Python.,19.0,20,True,,,,backtesting,,,,,,,https://pypi.org/project/backtesting,11228.0,11228.0,,,,,,,,3.0,,,,,,,,,,,,,
582,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2023-08-26 21:36:44.000000,2023-08-26 20:55:56,106.0,,231.0,62.0,105.0,24.0,56.0,2086.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,20,True,2021-05-21 00:29:47,0.2,2.0,pycls,,,,['pytorch'],16.0,16.0,https://pypi.org/project/pycls,1116.0,1116.0,,,,,,,,3.0,,,,,,,,,,,,,
583,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,176.0,55.0,895.0,129.0,586.0,1868.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",49.0,20,False,2021-08-16 15:40:43,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,19.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1019.0,,,,,3.0,,,,,,,,,,,,,
584,tnt,pytorch/tnt,pytorch-utils,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,,2016-12-10 11:49:58.000,2023-12-07 18:26:20.000000,2023-12-06 08:00:35,755.0,103.0,243.0,47.0,579.0,5.0,61.0,1579.0,A lightweight library for PyTorch training tools and utilities.,108.0,20,True,,,,torchtnt,,,,['pytorch'],,,https://pypi.org/project/torchtnt,2526.0,2526.0,,,,,,,,3.0,,,,,,,,,,,,,
585,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2023-12-07 01:03:14.000000,2023-12-07 01:03:14,491.0,41.0,115.0,21.0,203.0,8.0,107.0,1083.0,A standard framework for modelling Deep Learning Models for tabular data.,17.0,20,True,2023-06-01 06:16:39,1.0.2,4.0,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,3185.0,3185.0,,,,,,,,3.0,21.0,,,,,,,,,,,,
586,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2023-09-04 22:14:55.000000,2023-09-04 22:14:55,303.0,,87.0,18.0,72.0,18.0,42.0,917.0,Audio processing by using pytorch 1D convolution network.,15.0,20,True,2020-11-08 10:18:26,0.2.0,2.0,nnAudio,,,,,141.0,141.0,https://pypi.org/project/nnAudio,3512.0,3512.0,,,,,,,,3.0,,,,,,,,,,,,,
