,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,new_addition
535,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2024-12-17 19:11:53.000000,2024-12-17 19:10:41,298.0,4.0,251.0,46.0,18.0,10.0,92.0,865.0,Data compression in TensorFlow.,24.0,22,True,2024-08-07 20:25:13,2.17.0,26.0,tensorflow-compression,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-compression,2349.0,2349.0,,,,,,,,3.0,,,,,,,,,,,,,
536,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-11-18 17:47:11.000000,2024-07-23 12:43:38,1508.0,,79.0,34.0,691.0,22.0,118.0,704.0,Scikit-learn style model finetuning for NLP.,23.0,22,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,,"['tensorflow', 'sklearn']",13.0,13.0,https://pypi.org/project/finetune,664.0,664.0,,,,,,,,3.0,,,,,,,,,,,,,
537,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2024-11-24 18:39:14.000000,2024-11-24 18:38:45,703.0,30.0,66.0,24.0,10.0,17.0,45.0,600.0,Active Learning for Text Classification in Python.,9.0,22,True,2024-11-24 19:15:11,2.0.0.de1,16.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",33.0,33.0,https://pypi.org/project/small-text,777.0,1156.0,https://anaconda.org/conda-forge/small-text,2024-08-18 16:37:29.577,10993.0,,,,,3.0,,,,,,,,,,,,,
538,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2024-08-01 23:26:59.000000,2024-03-19 15:52:03,1216.0,,67.0,7.0,211.0,20.0,109.0,523.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,22,True,2023-08-07 03:02:27,3.0.0,40.0,happytransformer,,,,['huggingface'],298.0,298.0,https://pypi.org/project/happytransformer,2320.0,2320.0,,,,,,,,3.0,,,,,,,,,,,,,
539,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-11-27 12:27:25.000000,2023-03-05 00:16:57,419.0,,107.0,36.0,277.0,76.0,174.0,495.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",20.0,22,False,2019-09-11 11:25:15,0.6,5.0,tick,,,,,88.0,88.0,https://pypi.org/project/tick,1366.0,1370.0,,,,,,,,3.0,,402.0,,,,,,,,,,,
540,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2024-07-06 00:47:45.000000,2023-09-06 17:29:29,2412.0,,51.0,23.0,232.0,57.0,195.0,380.0,Studio: Simplify and expedite model building process.,24.0,22,False,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,7.0,7.0,https://pypi.org/project/studioml,1842.0,1842.0,,,,,,,,3.0,,,,,,,,,,,,,
541,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-12-01 03:22:23.000000,2024-12-01 03:22:22,686.0,18.0,62.0,29.0,497.0,11.0,91.0,376.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,22,True,2023-07-18 13:09:18,4.0.0,29.0,vega,conda-forge/vega,,,['jupyter'],4.0,4.0,https://pypi.org/project/vega,9965.0,22320.0,https://anaconda.org/conda-forge/vega,2024-09-25 20:44:27.334,679542.0,,,,,3.0,,,,,,,,,,,,,
542,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2024-10-14 17:26:35.000000,2024-10-14 15:20:39,3847.0,3.0,59.0,28.0,110.0,33.0,184.0,374.0,scalable audio processing framework and server written in Python.,23.0,22,True,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,20.0,20.0,https://pypi.org/project/TimeSide,263.0,263.0,,,,,,,,3.0,,,,,,,,,,,,,
543,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/vega/vegafusion,https://github.com/vega/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2024-11-25 23:37:09.000000,2024-11-25 23:37:07,715.0,52.0,16.0,23.0,396.0,51.0,89.0,338.0,Serverside scaling for Vega and Altair visualizations.,5.0,22,True,2024-11-25 13:17:12,2.0.1,72.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,,,https://pypi.org/project/vegafusion-jupyter,2220.0,11586.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2024-10-31 11:12:37.992,294807.0,,,,,3.0,,9011.0,vega/vegafusion,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,176.0,,,,,,,
544,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,hyperopt,,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,MIT,2020-01-18 19:16:48.000,2024-10-21 02:33:52.000000,2024-10-21 02:33:52,509.0,7.0,78.0,7.0,95.0,3.0,61.0,316.0,"ML hyperparameters tuning and features selection, using evolutionary algorithms.",15.0,22,True,2024-09-17 16:58:38,0.11.1,18.0,sklearn-genetic-opt,,,,,54.0,54.0,https://pypi.org/project/sklearn-genetic-opt,2546.0,2546.0,,,,,,,,3.0,,,,,,,,,,,,,
545,ML in production,eugeneyan/applied-ml,data-science,,https://github.com/eugeneyan/applied-ml,https://github.com/eugeneyan/applied-ml,MIT,2020-07-04 18:57:47.000,2024-07-18 22:41:02.000000,2024-05-02 14:44:23,485.0,,3575.0,949.0,229.0,2.0,22.0,27425.0,Papers & tech blogs by companies sharing their work on data science & machine learning in production.,53.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
546,awesome-quant,wilsonfreitas/awesome-quant,data-science,,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,,2015-09-30 09:53:49.000,2024-12-19 01:30:30.000000,2024-11-23 07:32:38,500.0,14.0,2514.0,706.0,133.0,10.0,59.0,18546.0,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance).",97.0,21,True,,,,,,,,,21.0,21.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
547,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2024-03-12 15:58:25.000000,2024-03-12 15:58:25,48.0,,2396.0,149.0,89.0,240.0,286.0,13763.0,End-to-End Object Detection with Transformers.,27.0,21,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
548,nebuly,nebuly-ai/nebuly,nlp,,https://github.com/nebuly-ai/optimate,https://github.com/nebuly-ai/optimate,Apache-2.0,2022-02-12 17:17:14.000,2024-07-22 02:07:03.000000,2024-07-22 02:07:02,771.0,,634.0,93.0,152.0,100.0,102.0,8374.0,A collection of libraries to optimise AI model performances.,40.0,21,True,,,24.0,nebuly,,,,,,,https://pypi.org/project/nebuly,1454.0,1454.0,,,,,,,,3.0,,,nebuly-ai/optimate,,,,,,,,,,
549,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2024-11-26 11:06:14.000000,2024-11-26 10:38:20,194.0,1.0,1158.0,97.0,51.0,404.0,288.0,6689.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,34.0,21,True,,,,pyslowfast,,,,['pytorch'],22.0,22.0,https://pypi.org/project/pyslowfast,47.0,47.0,,,,,,,,3.0,,,,,,,,,,,,,
550,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2024-06-17 09:17:33.000000,2024-03-11 13:23:01,3347.0,,813.0,229.0,111.0,56.0,622.0,4976.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,21,True,2022-01-13 09:55:14,1.1.1,12.0,,,,,,,,,,20.0,,,,,,,,3.0,,1540.0,,,,,,,,,,,
551,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2024-03-03 01:42:05.000000,2024-03-03 01:31:19,175.0,,445.0,90.0,78.0,59.0,137.0,3390.0,Generate embeddings from large-scale graph-structured data.,32.0,21,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,281763.0,281766.0,,,,,,,,3.0,,217.0,,,,,,,,,,,
552,Texthero,jbesomi/texthero,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000,2023-08-29 08:45:13.000000,2023-08-29 08:45:10,277.0,,238.0,43.0,110.0,56.0,64.0,2896.0,"Text preprocessing, representation and visualization from zero to hero.",21.0,21,False,2021-07-01 16:53:52,1.1.0,4.0,texthero,,,,,,,https://pypi.org/project/texthero,3237.0,3239.0,,,,,,,,3.0,,161.0,,,,,,,,,,,
553,Pearl,facebookresearch/Pearl,reinforcement-learning,,https://github.com/facebookresearch/Pearl,https://github.com/facebookresearch/Pearl,MIT,2023-04-07 21:21:56.000,2024-12-17 01:43:28.000000,2024-12-17 01:40:07,225.0,59.0,169.0,35.0,48.0,15.0,44.0,2708.0,A Production-ready Reinforcement Learning AI Agent Library brought by the Applied Reinforcement Learning team at Meta.,32.0,21,True,,,,pearl,,,,,,,https://pypi.org/project/pearl,357.0,357.0,,,,,,,,3.0,,,,,,,,,,,,,
554,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-10-07 11:50:22.000000,2024-09-23 17:14:22,14660.0,1.0,86.0,41.0,59.0,12.0,78.0,2187.0,The friendly PIL fork.,434.0,21,True,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,25562.0,25562.0,,,,,,,,3.0,,,,,,,,,,,,,
555,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2024-08-15 19:08:06.000000,2024-08-15 19:08:06,312.0,,165.0,24.0,34.0,33.0,31.0,1986.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",12.0,21,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],32.0,32.0,https://pypi.org/project/ecco,644.0,809.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,5878.0,,,,,3.0,,129.0,,,,,,,,,,,
556,orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2024-07-10 23:00:12.000000,2024-07-10 23:00:11,927.0,,134.0,35.0,446.0,50.0,354.0,1901.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,20.0,21,True,2024-04-01 00:44:51,1.1.4.9,32.0,orbit-ml,conda-forge/orbit-ml,,,,64.0,64.0,https://pypi.org/project/orbit-ml,12059.0,12568.0,https://anaconda.org/conda-forge/orbit-ml,2024-04-01 02:54:47.033,17839.0,,,,,3.0,,,,,,,,,,,,,
557,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-08-19 09:41:38.000000,2024-08-19 09:41:36,346.0,,336.0,42.0,68.0,157.0,95.0,1873.0,Super easy library for BERT based NLP models.,37.0,21,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,2491.0,2491.0,,,,,,,,3.0,,,,,,,,,,,,,
558,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2024-06-13 10:11:03.000000,2024-01-16 17:27:35,27.0,,106.0,39.0,31.0,27.0,79.0,1816.0,"A flexible, intuitive and fast forecasting library.",10.0,21,True,2024-01-18 18:33:20,1.0.0,6.0,greykite,,,,,36.0,36.0,https://pypi.org/project/greykite,8694.0,8695.0,,,,,,,,3.0,,36.0,,,,,,,,,,,
559,tnt,pytorch/tnt,pytorch-utils,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,,2016-12-10 11:49:58.000,2024-12-19 01:48:06.000000,2024-12-19 01:34:39,1036.0,45.0,276.0,43.0,880.0,5.0,66.0,1669.0,A lightweight library for PyTorch training tools and utilities.,142.0,21,True,,,,torchtnt,,,,['pytorch'],,,https://pypi.org/project/torchtnt,9074.0,9074.0,,,,,,,,3.0,,,,,,,,,,,,,
560,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000000,2023-09-03 19:16:54,508.0,,192.0,33.0,86.0,16.0,33.0,1455.0,"A program for financial portfolio management, analysis and optimisation.",7.0,21,False,,,14.0,FinQuant,,,,,95.0,95.0,https://pypi.org/project/FinQuant,664.0,664.0,,,,,,,,3.0,,,,,,,,,,,,,
561,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2024-09-25 05:32:38.000000,2024-09-25 05:32:38,605.0,1.0,208.0,53.0,461.0,144.0,296.0,1213.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,21,True,,,,tf-encrypted,,,,['tensorflow'],68.0,68.0,https://pypi.org/project/tf-encrypted,699.0,699.0,,,,,,,,3.0,,,,,,,,,,,,,
562,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,250.0,48.0,46.0,26.0,127.0,1079.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,False,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/aocr,587.0,587.0,,,,,,,,3.0,,,,,,,,,,,,,
563,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2024-06-27 20:02:41.000000,2024-06-27 20:02:41,240.0,,86.0,18.0,160.0,20.0,94.0,878.0,Bayesian active learning library for research and industrial usecases.,23.0,21,True,2024-06-11 15:47:05,2.0.0,16.0,baal,conda-forge/baal,,,,62.0,62.0,https://pypi.org/project/baal,1879.0,2110.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,10891.0,,,,,3.0,,,,,,,,,,,,,
564,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2024-11-26 19:03:40.000000,2024-10-31 11:39:03,1235.0,1.0,134.0,24.0,594.0,63.0,511.0,852.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,21,True,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,,,https://pypi.org/project/icevision,2896.0,2896.0,,,,,,,,3.0,,,,,,,,,,,,,
565,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-12-05 20:47:53.000000,2024-07-22 10:16:42,493.0,,117.0,34.0,561.0,197.0,246.0,788.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,21,True,2024-06-14 12:19:07,24.06.00,10.0,merlin-core,,,,,,,https://pypi.org/project/merlin-core,9041.0,9041.0,,,,,,,,3.0,,,,,,,,,,,,,
566,larq,larq/larq,ml-frameworks,,https://github.com/larq/larq,https://github.com/larq/larq,Apache-2.0,2019-03-18 21:41:50.000,2024-08-12 15:26:59.000000,2024-08-12 15:26:56,736.0,,84.0,30.0,737.0,22.0,122.0,710.0,An Open-Source Library for Training Binarized Neural Networks.,19.0,21,True,2023-07-12 14:06:25,0.13.3,38.0,larq,,,,['tensorflow'],57.0,57.0,https://pypi.org/project/larq,2949.0,2949.0,,,,,,,,3.0,,,,,,,,,,,,,
567,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2024-09-11 16:24:06.000000,2024-09-11 10:27:00,921.0,,116.0,42.0,118.0,43.0,48.0,701.0,Bias Auditing & Fair ML Toolkit.,22.0,21,True,,,,aequitas,,,,,177.0,177.0,https://pypi.org/project/aequitas,25997.0,25997.0,,,,,,,,3.0,,,,,,,,,,,,,
568,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,2.0,315.0,610.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29,0.8.1,27.0,neuraxle,,,,,66.0,66.0,https://pypi.org/project/neuraxle,463.0,463.0,,,,,,,,3.0,,,,,,,,,,,,,
569,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2024-12-03 23:28:10.000000,2024-12-03 23:20:00,773.0,2.0,65.0,17.0,116.0,8.0,48.0,572.0,A simplified framework and utilities for PyTorch.,23.0,21,True,2024-12-03 23:22:07,1.17.3,39.0,poutyne,,,,['pytorch'],144.0,144.0,https://pypi.org/project/poutyne,2929.0,2929.0,,,,,,,,3.0,,,,,,,,,,,,,
570,ivis,beringresearch/ivis,ml-frameworks,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2024-09-29 23:44:29.000000,2024-09-29 23:43:33,584.0,453.0,43.0,13.0,64.0,3.0,57.0,332.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,21,True,2024-06-13 05:13:09,2.10,36.0,ivis,,,,,36.0,36.0,https://pypi.org/project/ivis,1313.0,1313.0,,,,,,,,3.0,,,,,,,,,,,,,
571,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-12-19 17:26:14.000000,2024-12-18 10:41:18,811.0,27.0,24.0,5.0,302.0,1.0,,321.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,12.0,21,True,2024-09-04 17:23:34,1.2.0,82.0,upgini,,,,,9.0,9.0,https://pypi.org/project/upgini,16040.0,16040.0,,,,,,,,3.0,,,,,,,,,,,,,
572,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2024-12-15 00:33:22.000000,2024-11-07 18:17:34,501.0,9.0,107.0,20.0,566.0,32.0,130.0,272.0,An open-source toolkit for large-scale genomic analysis.,28.0,21,True,2024-10-20 03:22:37,2.0.3,17.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,49920.0,50042.0,https://anaconda.org/conda-forge/glow,2024-03-13 03:00:18.463,5541.0,,,,,3.0,,124.0,,,,,,,,,,,
573,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/predict-idlab/pyRDF2Vec,https://github.com/predict-idlab/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-12-04 18:38:14.000000,2023-07-02 18:02:16,1462.0,,49.0,15.0,223.0,22.0,64.0,251.0,Python Implementation and Extension of RDF2Vec.,7.0,21,False,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,46.0,46.0,https://pypi.org/project/pyrdf2vec,459.0,459.0,,,,,,,,3.0,,,predict-idlab/pyRDF2Vec,,,,,,,,,,
574,Awesome-LLM,Hannibal046/Awesome-LLM,data-science,,https://github.com/Hannibal046/Awesome-LLM,https://github.com/Hannibal046/Awesome-LLM,CC0-1.0,2023-02-17 14:12:21.000,2024-12-19 16:26:42.000000,2024-12-19 16:26:42,495.0,29.0,1590.0,382.0,162.0,1.0,26.0,19495.0,Awesome-LLM: a curated list of Large Language Model.,115.0,20,True,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
575,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2024-11-06 15:17:48.000000,2024-11-06 15:17:44,957.0,1.0,567.0,170.0,47.0,27.0,28.0,4606.0,High-performance TensorFlow library for quantitative finance.,47.0,20,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,725.0,725.0,,,,,,,,3.0,,,,,,,,,,,,,
576,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,478.0,84.0,180.0,106.0,161.0,3637.0,A high performance and generic framework for distributed DNN training.,21.0,20,False,2020-02-19 23:44:20,0.2,1.0,byteps,,bytepsimage/tensorflow,,,3.0,3.0,https://pypi.org/project/byteps,196.0,216.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1361.0,3.0,,,,,,,,,,,,,
577,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,324.0,71.0,2.0,18.0,7.0,2908.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,,['pytorch'],213.0,213.0,https://pypi.org/project/adabound,2200.0,2200.0,,,,,,,,3.0,,,,,,,,,,,,,
578,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,327.0,101.0,1000.0,84.0,263.0,2864.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
579,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,182.0,55.0,895.0,129.0,586.0,1939.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",52.0,20,False,2021-08-16 15:40:43,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,16.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1060.0,,,,,3.0,,,,,,,,,,,,,
580,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-07-15 07:18:56.000000,2024-02-04 20:37:53,1083.0,,280.0,31.0,41.0,35.0,176.0,1904.0,A library for graph deep learning research.,50.0,20,True,2023-04-07 20:33:15,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,500.0,500.0,,,,,,,,3.0,,,,,,,,,,,,,
581,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,191.0,39.0,111.0,49.0,42.0,1728.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],165.0,165.0,https://pypi.org/project/sklearn-contrib-lightning,5375.0,7824.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,245710.0,,,,,3.0,,726.0,,,,,,,,,,,
582,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-11-22 18:05:50.000000,2024-11-22 17:35:27,783.0,4.0,187.0,19.0,264.0,78.0,94.0,1374.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,20,True,2023-10-26 11:36:48,0.11,12.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,34886.0,34886.0,,,,,,,,3.0,,,,,,,,,,,,,
583,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,214.0,65.0,29.0,26.0,12.0,1193.0,Anomaly Detection and Correlation library.,9.0,20,False,,,,luminol,,,,,81.0,81.0,https://pypi.org/project/luminol,13214.0,13214.0,,,,,,,,3.0,,,,,,,,,,,,,
584,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2024-12-15 17:30:26.000000,2024-12-15 17:30:23,439.0,1.0,204.0,63.0,7.0,13.0,29.0,1171.0,Python AutoML for Trading Systems and Sports Betting.,5.0,20,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,6.0,6.0,https://pypi.org/project/alphapy,907.0,907.0,,,,,,,,3.0,,,,,,,,,,,,,
