,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
488,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2024-07-16 05:54:41.000,2024-07-16 05:54:41,602.0,1.0,301.0,56.0,117.0,46.0,31.0,1618.0,Interpretability and explainability of data and machine learning models.,41.0,23,True,2023-07-01 11:47:13,0.3.0,3.0,aix360,,,,,1418.0,102.0,102.0,https://pypi.org/project/aix360,1418.0,,,,3.0,,,,,,,,,,,,,,,,
489,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2024-03-18 13:56:39.000,2022-08-31 13:13:15,103.0,,88.0,39.0,15.0,11.0,27.0,1361.0,A Graph Neural Network Library in Jax.,17.0,23,False,2022-08-12 15:24:20,0.0.6.de0,5.0,jraph,conda-forge/jraph,,['jax'],,67627.0,220.0,220.0,https://pypi.org/project/jraph,67452.0,https://anaconda.org/conda-forge/jraph,2023-06-16 19:27:46.249,6333.0,3.0,,,,,,google-deepmind/jraph,,,,,,,,,,
490,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000,2022-04-04 16:13:36,330.0,,140.0,28.0,63.0,8.0,70.0,1294.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,23,False,,,,livelossplot,,,['jupyter'],,14890.0,1682.0,1682.0,https://pypi.org/project/livelossplot,14890.0,,,,3.0,,,,,,,,,,,,,,,,
491,voyager,spotify/voyager,nn-search,,https://github.com/spotify/voyager,https://github.com/spotify/voyager,Apache-2.0,2023-04-13 13:07:27.000,2024-10-08 20:54:24.000,2024-10-04 19:22:44,97.0,17.0,43.0,13.0,64.0,10.0,18.0,1290.0,"An approximate nearest-neighbor search library for Python and Java with a focus on ease of use, simplicity, and..",7.0,23,True,2024-07-31 16:04:17,2.0.9,14.0,voyager,,,,,29624.0,101.0,101.0,https://pypi.org/project/voyager,29624.0,,,,3.0,,,,,,,,,,,,,,,,
492,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,,2016-06-05 15:21:22.000,2024-01-05 18:00:58.000,2024-01-05 18:00:58,67.0,,295.0,55.0,63.0,12.0,111.0,1286.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,23,True,2023-07-30 07:06:31,0.6.2,10.0,stockstats,,,,,8933.0,1105.0,1105.0,https://pypi.org/project/stockstats,8933.0,,,,3.0,,,,,,,,,,,,,,,,
493,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2024-09-25 05:32:38.000,2024-09-25 05:32:38,605.0,1.0,207.0,53.0,461.0,145.0,295.0,1204.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,23,True,,,,tf-encrypted,,,['tensorflow'],,1861.0,68.0,68.0,https://pypi.org/project/tf-encrypted,1861.0,,,,3.0,,,,,,,,,,,,,,,,
494,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2024-03-29 10:21:35.000,2023-03-29 07:39:45,85.0,,87.0,26.0,55.0,32.0,28.0,954.0,Unsupervised text tokenizer focused on computational efficiency.,8.0,23,False,2020-02-13 09:57:47,1.0.6,4.0,youtokentome,conda-forge/youtokentome,,,,80714.0,746.0,746.0,https://pypi.org/project/youtokentome,78917.0,https://anaconda.org/conda-forge/youtokentome,2023-09-27 19:23:04.851,66514.0,3.0,,,,,,,,,,,,,,,,
495,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2024-10-10 15:48:16.000,2023-02-20 00:24:10,1723.0,,181.0,41.0,176.0,65.0,174.0,943.0,A Jupyter - Three.js bridge.,30.0,23,False,2022-08-31 09:02:38,2.4.1,18.0,pythreejs,conda-forge/pythreejs,,['jupyter'],,90258.0,,,https://pypi.org/project/pythreejs,81869.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,599776.0,3.0,,,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2451.0,,,,,,
496,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2024-04-10 17:11:06.000,2023-03-06 07:52:05,311.0,,111.0,26.0,36.0,34.0,69.0,879.0,Bokeh Plotting Backend for Pandas and GeoPandas.,15.0,23,False,2021-04-11 17:42:31,0.5.5,5.0,pandas-bokeh,,,['pandas'],,21824.0,661.0,661.0,https://pypi.org/project/pandas-bokeh,21824.0,,,,3.0,,,,,,,,,,,,,,,,
497,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-08-14 08:41:19.000,2023-08-12 20:19:05,5777.0,,85.0,14.0,77.0,221.0,218.0,868.0,"Experiment tracking, ML developer tools.",29.0,23,False,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,25.0,7139.0,100.0,100.0,https://pypi.org/project/guildai,7139.0,,,,3.0,,,,,,,,,,,,,,,,
498,python-ternary,marcharper/python-ternary,data-viz,,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000,2024-06-12 05:36:27.000,2024-06-12 05:36:27,401.0,,155.0,17.0,73.0,30.0,109.0,726.0,Ternary plotting library for python with matplotlib.,28.0,23,True,2021-02-17 18:23:31,1.0.8,8.0,python-ternary,conda-forge/python-ternary,,,32.0,24199.0,189.0,189.0,https://pypi.org/project/python-ternary,23320.0,https://anaconda.org/conda-forge/python-ternary,2023-06-16 13:17:10.682,89746.0,3.0,,,,,,,,,,,,,,,,
499,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2024-08-02 05:29:18.056,2024-08-01 17:33:11,360.0,2.0,119.0,17.0,84.0,21.0,38.0,709.0,Working with molecular structures in pandas DataFrames.,18.0,23,True,2024-08-01 17:34:27,0.5.1,18.0,biopandas,conda-forge/biopandas,,['pandas'],,15586.0,289.0,289.0,https://pypi.org/project/biopandas,12317.0,https://anaconda.org/conda-forge/biopandas,2024-08-02 05:29:18.056,163498.0,3.0,,,,,,BioPandas/biopandas,,,,,,,,,,
500,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-10-09 16:45:39.000,2024-07-23 12:43:38,1508.0,3.0,80.0,34.0,680.0,22.0,118.0,700.0,Scikit-learn style model finetuning for NLP.,23.0,23,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,"['tensorflow', 'sklearn']",,1558.0,13.0,13.0,https://pypi.org/project/finetune,1558.0,,,,3.0,,,,,,,,,,,,,,,,
501,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2024-09-11 16:24:06.000,2024-09-11 10:27:00,921.0,10.0,113.0,43.0,118.0,41.0,48.0,683.0,Bias Auditing & Fair ML Toolkit.,22.0,23,True,,,,aequitas,,,,,26342.0,171.0,171.0,https://pypi.org/project/aequitas,26342.0,,,,3.0,,,,,,,,,,,,,,,,
502,MONAILabel,Project-MONAI/MONAILabel,medical-data,,https://github.com/Project-MONAI/MONAILabel,https://github.com/Project-MONAI/MONAILabel,Apache-2.0,2021-03-26 15:25:10.000,2024-10-08 15:38:12.000,2024-09-27 03:56:46,987.0,6.0,188.0,23.0,858.0,125.0,397.0,597.0,MONAI Label is an intelligent open source image labeling and learning tool.,61.0,23,True,2024-07-23 17:48:05,0.8.3,16.0,monailabel-weekly,,,,95608.0,4881.0,,,https://pypi.org/project/monailabel-weekly,2430.0,,,,3.0,,,,,,,,,,,,,,,,
503,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2024-10-05 19:02:22.000,2024-08-18 15:52:42,512.0,12.0,60.0,25.0,10.0,13.0,44.0,551.0,Active Learning for Text Classification in Python.,7.0,23,True,2024-08-18 16:02:51,1.4.1,15.0,small-text,conda-forge/small-text,,"['sklearn', 'pytorch']",,1959.0,32.0,32.0,https://pypi.org/project/small-text,1607.0,https://anaconda.org/conda-forge/small-text,2024-08-18 16:37:29.577,9516.0,3.0,,,,,,,,,,,,,,,,
504,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2024-08-01 23:26:59.000,2024-03-19 15:52:03,1216.0,,66.0,7.0,211.0,20.0,109.0,515.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,23,True,2023-08-07 03:02:27,3.0.0,40.0,happytransformer,,,['huggingface'],,2932.0,287.0,287.0,https://pypi.org/project/happytransformer,2932.0,,,,3.0,,,,,,,,,,,,,,,,
505,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2024-05-07 21:17:52.000,2024-02-11 00:53:13,766.0,,85.0,13.0,31.0,8.0,49.0,390.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,18.0,23,True,2024-02-11 00:58:17,3.1.0,57.0,pymap3d,conda-forge/pymap3d,,,,225438.0,444.0,444.0,https://pypi.org/project/pymap3d,223755.0,https://anaconda.org/conda-forge/pymap3d,2024-02-11 07:50:28.337,82475.0,3.0,,,,,,,,,,,,,,,,
506,ivis,beringresearch/ivis,ml-frameworks,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2024-09-29 23:44:29.000,2024-09-29 23:43:33,584.0,453.0,43.0,13.0,64.0,3.0,57.0,330.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,23,True,2024-06-13 05:13:09,2.10,36.0,ivis,,,,,1859.0,36.0,36.0,https://pypi.org/project/ivis,1859.0,,,,3.0,,,,,,,,,,,,,,,,
507,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,hyperopt,,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,MIT,2020-01-18 19:16:48.000,2024-09-17 16:58:38.000,2024-09-17 16:54:12,502.0,16.0,75.0,5.0,94.0,3.0,61.0,310.0,"ML hyperparameters tuning and features selection, using evolutionary algorithms.",14.0,23,True,2024-09-17 16:58:38,0.11.1,18.0,sklearn-genetic-opt,,,,,3690.0,50.0,50.0,https://pypi.org/project/sklearn-genetic-opt,3690.0,,,,3.0,,,,,,,,,,,,,,,,
508,pandas-ai,gventuri/pandas-ai,others,,https://github.com/Sinaptik-AI/pandas-ai,https://github.com/Sinaptik-AI/pandas-ai,,2023-04-22 12:58:01.000,2024-09-25 16:48:16.000,2024-09-25 16:46:45,1055.0,30.0,1225.0,108.0,513.0,90.0,618.0,12837.0,"Chat with your database (SQL, CSV, pandas, polars, mongodb, noSQL, etc). PandasAI makes data analysis conversational..",88.0,22,True,2024-09-25 16:48:16,2.2.15,100.0,pandas-ai,,,,,,,,https://pypi.org/project/pandas-ai,,,,,3.0,,,,,,Sinaptik-AI/pandas-ai,,,,,,,,,,
509,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2024-05-19 22:19:53.000,2024-05-19 22:15:20,687.0,,471.0,215.0,16.0,24.0,4.0,3430.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,22,True,2024-05-19 22:19:53,0.11.14,15.0,finmarketpy,,,,56.0,933.0,15.0,15.0,https://pypi.org/project/finmarketpy,933.0,,,,3.0,,,,,,,,,,,,,,,,
510,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2023-12-07 20:40:17.000,2023-12-07 20:40:17,720.0,,229.0,53.0,36.0,73.0,125.0,3184.0,A GUI for Pandas DataFrames.,14.0,22,True,,,2.0,pandasgui,conda-forge/pandasgui,,['pandas'],,5125.0,426.0,426.0,https://pypi.org/project/pandasgui,4515.0,https://anaconda.org/conda-forge/pandasgui,2023-06-16 19:24:31.206,27472.0,3.0,,,,,,,,,,,,,,,,
511,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838,2020-01-22 07:39:36,1198.0,,319.0,68.0,167.0,144.0,113.0,2757.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,22,False,,,11.0,eli5,conda-forge/eli5,,,,177613.0,,,https://pypi.org/project/eli5,175765.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,164502.0,3.0,,,,,,,,,,,,,,,,
512,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-10-07 11:45:57.000,2024-10-07 11:45:57,547.0,1.0,219.0,41.0,134.0,60.0,127.0,2302.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,30.0,22,True,,,2.0,kubric-nightly,,,,,38761.0,7.0,7.0,https://pypi.org/project/kubric-nightly,38761.0,,,,3.0,,,,,,,,,,,,,,,,
513,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2024-02-26 15:38:11.000,2023-06-01 12:18:23,739.0,,320.0,44.0,44.0,91.0,56.0,2205.0,A modular active learning framework for Python.,20.0,22,False,,,13.0,modAL,,,['sklearn'],42.0,589731.0,,,https://pypi.org/project/modAL,589731.0,,,,3.0,,,,,,,,,,,,,,,,
514,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2024-08-15 19:08:06.000,2024-08-15 19:08:06,312.0,1.0,162.0,24.0,34.0,33.0,31.0,1975.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",12.0,22,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,['pytorch'],115.0,1228.0,31.0,31.0,https://pypi.org/project/ecco,1066.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,5471.0,3.0,,,,,,,,,,,,,,,,
515,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2024-06-24 03:38:13.000,2022-11-13 04:54:45,1941.0,,197.0,30.0,424.0,8.0,163.0,1669.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,22,False,2022-01-20 18:07:32,0.5.5,3.0,graph4nlp,,,['pytorch'],,455.0,,,https://pypi.org/project/graph4nlp,455.0,,,,3.0,,,,,,,,,,,,,,,,
516,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000,2021-10-26 07:08:33,31.0,,122.0,28.0,31.0,58.0,50.0,1583.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,22,False,,,,higher,,,['pytorch'],,205030.0,532.0,532.0,https://pypi.org/project/higher,205030.0,,,,3.0,,,,,,,,,,,,,,,,
517,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2024-10-08 05:32:52.462,2024-08-15 08:12:47,1036.0,1.0,178.0,17.0,74.0,27.0,359.0,1544.0,PyTorch Extension Library of Optimized Scatter Operations.,30.0,22,True,2023-10-06 08:48:33,2.1.2,23.0,torch-scatter,conda-forge/pytorch_scatter,,['pytorch'],,49657.0,,,https://pypi.org/project/torch-scatter,40111.0,https://anaconda.org/conda-forge/pytorch_scatter,2024-10-08 05:32:52.462,496426.0,3.0,,,,,,,,,,,,,,,,
518,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000,2023-09-03 19:16:54,508.0,,190.0,32.0,86.0,16.0,33.0,1411.0,"A program for financial portfolio management, analysis and optimisation.",7.0,22,False,,,14.0,FinQuant,,,,,1367.0,95.0,95.0,https://pypi.org/project/FinQuant,1367.0,,,,3.0,,,,,,,,,,,,,,,,
519,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2024-10-08 01:44:06.000,2024-09-17 07:49:48,563.0,13.0,134.0,21.0,306.0,11.0,140.0,1348.0,A standard framework for modelling Deep Learning Models for tabular data.,23.0,22,True,2024-01-15 12:17:19,1.1.0,5.0,pytorch_tabular,,,['pytorch'],43.0,3927.0,,,https://pypi.org/project/pytorch_tabular,3926.0,,,,3.0,,,,,,,,,,,,,,,,
520,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2024-06-07 14:38:03.000,2024-06-07 14:37:59,835.0,,305.0,51.0,796.0,11.0,300.0,1210.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,22,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,['pytorch'],21.0,3692.0,,,https://pypi.org/project/sockeye,3692.0,,,,3.0,,,,,,,,,,,,,,,,
521,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2024-08-04 22:39:35.000,2024-08-04 17:00:39,437.0,1.0,151.0,91.0,122.0,29.0,46.0,1186.0,PFRL: a PyTorch-based deep reinforcement learning library.,20.0,22,True,2023-07-16 15:19:48,0.4.0,5.0,pfrl,,,,,968.0,115.0,115.0,https://pypi.org/project/pfrl,968.0,,,,3.0,,,,,,,,,,,,,,,,
522,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,,2016-08-17 10:58:05.000,2024-10-09 12:09:36.000,2024-07-24 14:36:04,2074.0,1.0,214.0,42.0,607.0,95.0,445.0,1072.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,22,True,2024-07-24 14:38:18,2.2.0,44.0,smac,conda-forge/smac,,,,23273.0,,,https://pypi.org/project/smac,22704.0,https://anaconda.org/conda-forge/smac,2024-05-16 20:20:11.437,24505.0,3.0,,,,,,,,,,,,,,,,
523,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000,2023-10-20 17:48:54,207.0,,251.0,48.0,46.0,26.0,127.0,1071.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,22,True,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,['tensorflow'],,1468.0,30.0,30.0,https://pypi.org/project/aocr,1468.0,,,,3.0,,,,,,,,,,,,,,,,
524,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,GPL-3.0,2018-03-20 15:22:29.000,2024-10-01 23:39:37.000,2024-10-01 23:38:02,473.0,27.0,209.0,53.0,94.0,54.0,219.0,1040.0,Line based ATR Engine based on OCRopy.,21.0,22,True,2024-10-01 23:41:06,2.3.0.post1,38.0,calamari_ocr,,,,,6505.0,,,https://pypi.org/project/calamari_ocr,6505.0,,,,3.0,,,,,,,,,,,,,,,,
525,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2024-06-03 10:38:45.000,2022-06-30 08:14:18,208.0,,110.0,51.0,99.0,39.0,51.0,1016.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:27:53,0.3.1,7.0,tf-explain,,,['tensorflow'],,2771.0,248.0,248.0,https://pypi.org/project/tf-explain,2771.0,,,,3.0,,,,,,,,,,,,,,,,
526,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2024-02-13 05:55:38.000,2024-02-13 05:55:37,305.0,,89.0,18.0,73.0,18.0,45.0,1015.0,Audio processing by using pytorch 1D convolution network.,15.0,22,True,2020-11-08 10:18:26,0.2.0,2.0,nnAudio,,,,,16476.0,219.0,219.0,https://pypi.org/project/nnAudio,16476.0,,,,3.0,,,,,,,,,,,,,,,,
527,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2024-06-27 20:02:41.000,2024-06-27 20:02:41,240.0,,86.0,18.0,160.0,20.0,94.0,862.0,Bayesian active learning library for research and industrial usecases.,23.0,22,True,2024-06-11 15:47:05,2.0.0,16.0,baal,conda-forge/baal,,,,2924.0,61.0,61.0,https://pypi.org/project/baal,2700.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,10090.0,3.0,,,,,,,,,,,,,,,,
528,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2024-10-10 11:23:15.000,2024-10-10 11:22:10,296.0,3.0,246.0,46.0,18.0,11.0,91.0,855.0,Data compression in TensorFlow.,21.0,22,True,2024-08-07 20:25:13,2.17.0,26.0,tensorflow-compression,,,['tensorflow'],,3617.0,,,https://pypi.org/project/tensorflow-compression,3617.0,,,,3.0,,,,,,,,,,,,,,,,
529,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-09-30 13:31:28.000,2024-09-30 12:29:20,1251.0,46.0,126.0,30.0,1058.0,12.0,54.0,766.0,Machine learning framework for both deep learning and traditional algorithms.,40.0,22,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,2291.0,2.0,2.0,https://pypi.org/project/neoml,2291.0,,,,3.0,,,,,,,,,,,,,,,,
530,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-08-18 17:30:50.000,2023-03-05 00:16:57,419.0,,102.0,36.0,276.0,75.0,174.0,486.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",20.0,22,False,2019-09-11 11:25:15,0.6,5.0,tick,,,,381.0,2158.0,82.0,82.0,https://pypi.org/project/tick,2154.0,,,,3.0,,,,,,,,,,,,,,,,
531,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2024-09-07 07:05:09.000,2024-09-07 07:05:06,387.0,15.0,96.0,28.0,34.0,34.0,15.0,475.0,A python library for Bayesian time series modeling.,7.0,22,True,2024-08-13 04:20:08,0.1.1.13,2.0,pydlm,,,,,26608.0,37.0,37.0,https://pypi.org/project/pydlm,26608.0,,,,3.0,,,,,,,,,,,,,,,,
532,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2024-07-06 00:47:45.000,2023-09-06 17:29:29,2412.0,,50.0,23.0,232.0,57.0,195.0,379.0,Studio: Simplify and expedite model building process.,24.0,22,False,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,5801.0,7.0,7.0,https://pypi.org/project/studioml,5801.0,,,,3.0,,,,,,,,,,,,,,,,
533,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-10-01 02:29:20.000,2024-10-01 02:29:19,677.0,15.0,61.0,29.0,486.0,11.0,91.0,372.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,22,True,2023-07-18 13:09:18,4.0.0,29.0,vega,conda-forge/vega,,['jupyter'],,25875.0,4.0,4.0,https://pypi.org/project/vega,13594.0,https://anaconda.org/conda-forge/vega,2024-09-25 20:44:27.334,650939.0,3.0,,,,,,,,,,,,,,,,
534,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2024-08-19 11:40:22.000,2023-02-01 10:38:52,3728.0,,59.0,28.0,110.0,33.0,184.0,369.0,scalable audio processing framework and server written in Python.,22.0,22,False,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,564.0,19.0,19.0,https://pypi.org/project/TimeSide,564.0,,,,3.0,,,,,,,,,,,,,,,,
535,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-10-10 08:57:28.000,2024-10-10 08:57:19,793.0,46.0,24.0,5.0,297.0,1.0,,314.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,12.0,22,True,2024-09-04 17:23:34,1.2.0,82.0,upgini,,,,,24713.0,9.0,9.0,https://pypi.org/project/upgini,24713.0,,,,3.0,,,,,,,,,,,,,,,,
