,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,snap_id,new_addition
421,torchinfo,TylerYep/torchinfo,pytorch-utils,,https://github.com/TylerYep/torchinfo,https://github.com/TylerYep/torchinfo,MIT,2020-03-16 21:41:29.000,2023-10-24 04:09:40.000000,2023-10-09 21:59:24,367.0,11.0,98.0,17.0,131.0,26.0,113.0,1987.0,View model summaries in PyTorch!.,20.0,23,True,2023-05-14 20:54:46,1.8.0,32.0,torchinfo,,,,['pytorch'],,,https://pypi.org/project/torchinfo,135249.0,135251.0,,,,,,,,3.0,126.0,,,,,,,,,,,,,
422,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2022-09-18 16:01:21.000000,2022-09-18 16:01:20,637.0,,266.0,28.0,182.0,9.0,389.0,1594.0,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",22.0,23,False,2022-05-28 10:07:13,1.3,15.0,talos,,,,['tensorflow'],167.0,167.0,https://pypi.org/project/talos,851.0,851.0,,,,,,,,3.0,,,,,,,,,,,,,,
423,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2023-10-08 23:17:48.968000,2023-10-05 18:36:18,1029.0,1.0,164.0,18.0,62.0,24.0,313.0,1366.0,PyTorch Extension Library of Optimized Scatter Operations.,28.0,23,True,2023-10-06 08:48:33,2.1.2,23.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],,,https://pypi.org/project/torch-scatter,45754.0,51375.0,https://anaconda.org/conda-forge/pytorch_scatter,2023-10-08 23:17:48.968,224858.0,,,,,3.0,,,,,,,,,,,,,,
424,azureml-examples,Azure/azureml-examples,ml-experiments,,https://github.com/Azure/azureml-examples,https://github.com/Azure/azureml-examples,MIT,2020-08-21 18:04:26.000,2023-10-26 17:59:48.000000,2023-10-26 17:07:53,1202.0,132.0,1022.0,2676.0,2509.0,105.0,137.0,1327.0,"Official community-driven Azure Machine Learning examples, tested with GitHub Actions.",197.0,23,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
425,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141.0,29.0,63.0,7.0,70.0,1263.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,23,False,,,,livelossplot,,,,['jupyter'],1234.0,1234.0,https://pypi.org/project/livelossplot,13459.0,13459.0,,,,,,,,3.0,,,,,,,,,,,,,,
426,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2023-10-26 12:48:05.000000,2023-10-26 11:25:51,762.0,77.0,165.0,18.0,251.0,60.0,93.0,1165.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,23,True,2023-10-26 11:36:48,0.11,12.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,55268.0,55268.0,,,,,,,,3.0,,,,,,,,,,,,,,
427,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-10-19 08:20:16.000000,2023-02-08 02:25:50,604.0,,200.0,54.0,460.0,142.0,291.0,1163.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,23,True,,,,tf-encrypted,,,,['tensorflow'],64.0,64.0,https://pypi.org/project/tf-encrypted,403.0,403.0,,,,,,,,3.0,,,,,,,,,,,,,,
428,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2023-09-27 19:23:04.851000,2023-03-29 07:39:45,85.0,,78.0,26.0,53.0,32.0,27.0,914.0,Unsupervised text tokenizer focused on computational efficiency.,8.0,23,True,2020-02-13 09:57:47,1.0.6,4.0,youtokentome,conda-forge/youtokentome,,,,540.0,540.0,https://pypi.org/project/youtokentome,35134.0,36657.0,https://anaconda.org/conda-forge/youtokentome,2023-09-27 19:23:04.851,38089.0,,,,,3.0,,,,,,,,,,,,,,
429,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2023-10-13 19:56:17.000000,2023-10-12 18:15:50,276.0,5.0,237.0,45.0,18.0,7.0,91.0,781.0,Data compression in TensorFlow.,21.0,23,True,2023-10-13 19:56:17,2.14.0,22.0,tensorflow-compression,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-compression,10144.0,10144.0,,,,,,,,3.0,,,,,,,,,,,,,,
430,python-ternary,marcharper/python-ternary,data-viz,,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000,2023-09-26 00:20:33.000000,2023-09-26 00:20:33,398.0,1.0,149.0,17.0,72.0,29.0,105.0,652.0,Ternary plotting library for python with matplotlib.,27.0,23,True,2021-02-17 18:23:31,1.0.8,8.0,python-ternary,conda-forge/python-ternary,,,,148.0,148.0,https://pypi.org/project/python-ternary,36038.0,36907.0,https://anaconda.org/conda-forge/python-ternary,2023-06-16 13:17:10.682,78234.0,,,,,3.0,25.0,,,,,,,,,,,,,
431,Mapbox GL,mapbox/mapboxgl-jupyter,geospatial-data,,https://github.com/mapbox/mapboxgl-jupyter,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,132.0,122.0,91.0,34.0,67.0,641.0,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,21.0,23,False,2019-06-03 21:24:10,0.10.2,14.0,mapboxgl,,,,['jupyter'],175.0,175.0,https://pypi.org/project/mapboxgl,13216.0,13216.0,,,,,,,,3.0,,,,,,,,,,,,,,
432,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2023-10-18 13:09:12.000000,2023-10-18 13:08:59,466.0,6.0,48.0,8.0,51.0,157.0,226.0,549.0,python binding for libvips using cffi.,16.0,23,True,,,5.0,pyvips,conda-forge/pyvips,,,,602.0,602.0,https://pypi.org/project/pyvips,50363.0,52272.0,https://anaconda.org/conda-forge/pyvips,2023-09-26 03:23:28.071,68751.0,,,,,3.0,,,,,,,,,,,,,,
433,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2023-10-26 16:17:25.000000,2022-11-17 11:12:46,327.0,,131.0,19.0,34.0,14.0,70.0,510.0,Medical image processing in Python.,16.0,23,True,2019-02-14 17:09:49,0.4.0,5.0,MedPy,conda-forge/medpy,,,,1486.0,1486.0,https://pypi.org/project/MedPy,13186.0,13909.0,https://anaconda.org/conda-forge/medpy,2023-10-20 11:57:43.827,20252.0,,,,,3.0,,,,,,,,,,,,,,
434,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2023-10-25 03:52:03.000000,2023-10-10 19:15:27,4039.0,14.0,47.0,14.0,708.0,192.0,203.0,266.0,Asynchronous Distributed Hyperparameter Optimization.,32.0,23,True,2023-03-02 21:02:52,0.2.7,26.0,orion,,,,,93.0,93.0,https://pypi.org/project/orion,1949.0,1949.0,,,,,,,,3.0,,,,,,,,,,,,,,
435,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2023-04-10 13:46:12.000000,2022-05-30 07:32:06,3344.0,,806.0,233.0,109.0,54.0,620.0,4820.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,22,False,2022-01-13 09:55:14,1.1.1,12.0,,,,,,,,,,24.0,,,,,,,,3.0,1501.0,,,,,,,,,,,,,
436,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2022-01-23 11:27:35.000000,2021-06-02 09:45:13,150.0,,699.0,103.0,32.0,101.0,113.0,4332.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,22,False,2020-01-08 15:35:45,2.2.0,1.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],116.0,116.0,https://pypi.org/project/ISR,5129.0,5132.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,229.0,3.0,,,,,,,,,,,,,,
437,Texar,asyml/texar,nlp,,https://github.com/asyml/texar,https://github.com/asyml/texar,Apache-2.0,2017-07-22 19:02:05.000,2021-08-26 09:49:50.000000,2020-07-29 00:38:30,1719.0,,370.0,80.0,144.0,33.0,126.0,2367.0,"Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow. This is part of the..",43.0,22,False,2019-11-19 03:54:40,0.2.4,6.0,texar,,,,['tensorflow'],27.0,27.0,https://pypi.org/project/texar,43.0,43.0,,,,,,,,3.0,,,,,,,,,,,,,,
438,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,5.0,306.0,51.0,791.0,4.0,300.0,1192.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,22,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,,['mxnet'],,,https://pypi.org/project/sockeye,418.0,418.0,,,,,,,,3.0,17.0,,,,,,,,,,,,,
439,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,108.0,50.0,98.0,38.0,51.0,995.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,22,False,2021-11-18 20:27:53,0.3.1,7.0,tf-explain,,,,['tensorflow'],199.0,199.0,https://pypi.org/project/tf-explain,1957.0,1957.0,,,,,,,,3.0,,,,,,,,,,,,,,
440,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,,2016-08-17 10:58:05.000,2023-10-23 12:00:58.000000,2023-08-01 13:02:51,2070.0,1.0,197.0,43.0,578.0,74.0,427.0,920.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,22,True,2023-08-01 13:38:54,2.0.2,42.0,smac,conda-forge/smac,,,,,,https://pypi.org/project/smac,26685.0,27242.0,https://anaconda.org/conda-forge/smac,2023-08-11 21:35:06.370,17273.0,,,,,3.0,,,,,,,,,,,,,,
441,kapre,keunwoochoi/kapre,audio,,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000,2023-10-23 02:52:41.000000,2022-07-04 00:10:02,195.0,,144.0,23.0,46.0,13.0,82.0,899.0,kapre: Keras Audio Preprocessors.,13.0,22,False,2022-01-21 20:10:47,Kapre-0.3.7,10.0,kapre,,,,['tensorflow'],2310.0,2310.0,https://pypi.org/project/kapre,823.0,823.0,,,,,,,,3.0,26.0,,,,,,,,,,,,,
442,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,73.0,6.0,5.0,2.0,23.0,800.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,22,False,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],372.0,372.0,https://pypi.org/project/iterative-stratification,98564.0,98564.0,,,,,,,,3.0,,,,,,,,,,,,,,True
443,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2023-10-17 14:50:13.000000,2023-10-17 14:50:08,1502.0,4.0,77.0,36.0,644.0,22.0,118.0,690.0,Scikit-learn style model finetuning for NLP.,21.0,22,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,11.0,https://pypi.org/project/finetune,224.0,224.0,,,,,,,,3.0,,,,,,,,,,,,,,
444,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-10-26 15:13:57.000000,2023-03-05 00:16:57,419.0,,96.0,35.0,276.0,68.0,172.0,441.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,22,True,2019-09-11 11:25:15,0.6,5.0,tick,,,,,71.0,71.0,https://pypi.org/project/tick,1342.0,1345.0,,,,,,,,3.0,292.0,,,,,,,,,,,,,
445,tf-keras-vis,keisen/tf-keras-vis,interpretability,,https://github.com/keisen/tf-keras-vis,https://github.com/keisen/tf-keras-vis,MIT,2019-10-31 06:47:41.000,2023-10-08 08:48:25.000000,2023-10-08 08:48:52,384.0,6.0,43.0,7.0,28.0,30.0,43.0,288.0,Neural network visualization toolkit for tf.keras.,3.0,22,True,2023-10-06 16:18:14,0.8.6,29.0,tf-keras-vis,,,,['tensorflow'],103.0,103.0,https://pypi.org/project/tf-keras-vis,2688.0,2688.0,,,,,,,,3.0,,,,,,,,,,,,,,
446,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2023-10-04 21:57:25.000000,2023-10-04 21:51:22,297.0,15.0,16.0,6.0,61.0,14.0,74.0,258.0,A high-performance implementation of Wilkinson formulas for Python.,9.0,22,True,2023-10-04 21:48:16,0.6.6,21.0,formulaic,,,,,,,https://pypi.org/project/formulaic,622634.0,622634.0,,,,,,,,3.0,,,,,,,,,,,,,,
447,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,7.0,18.0,3.0,9.0,152.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34,2018.7.23,7.0,stop-words,,,,,2012.0,2012.0,https://pypi.org/project/stop-words,107944.0,107944.0,,,,,,,,3.0,,,,,,,,,,,,,,
448,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2023-10-26 13:08:14.000000,2023-02-07 10:12:31,47.0,,2081.0,148.0,87.0,225.0,284.0,11906.0,End-to-End Object Detection with Transformers.,26.0,21,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,
449,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-24 12:59:43.000000,2023-10-24 12:59:43,762.0,7.0,648.0,99.0,150.0,98.0,103.0,8311.0,The user analytics platform for LLMs.,40.0,21,True,,,24.0,nebullvm,,,,,,,https://pypi.org/project/nebullvm,584.0,584.0,,,,,,,,3.0,,,,,nebuly-ai/nebuly,,,,,,,,,
450,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2023-10-05 08:32:09.000000,2023-10-05 08:26:32,1577.0,9.0,498.0,153.0,609.0,33.0,75.0,3458.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",162.0,21,True,,,,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,22.0,22.0,,,,,,,,3.0,,,,,,,,,,,,,,
451,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,,2018-10-01 20:41:16.000,2023-08-25 23:29:22.000000,2023-08-25 22:31:20,169.0,2.0,432.0,91.0,78.0,57.0,137.0,3296.0,Generate embeddings from large-scale graph-structured data.,30.0,21,True,2019-10-14 16:45:11,1.0.0,3.0,torchbiggraph,,,,['pytorch'],,,https://pypi.org/project/torchbiggraph,322344.0,322347.0,,,,,,,,3.0,163.0,,,,,,,,,,,,,
452,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,319.0,101.0,1000.0,87.0,260.0,2814.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,21,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
453,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,83.0,41.0,47.0,11.0,74.0,2035.0,The friendly PIL fork.,385.0,21,True,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,56243.0,56243.0,,,,,,,,3.0,,,,,,,,,,,,,,
454,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-07-27 13:04:15.000000,2023-07-27 13:04:12,336.0,,333.0,42.0,68.0,153.0,95.0,1819.0,Super easy library for BERT based NLP models.,36.0,21,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1280.0,1280.0,,,,,,,,3.0,,,,,,,,,,,,,,
455,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2023-09-26 02:48:51.000000,2023-09-26 02:48:50,872.0,1.0,126.0,34.0,407.0,65.0,326.0,1745.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,21,True,2023-01-29 22:05:17,1.1.4.2,23.0,orbit-ml,,,,,40.0,40.0,https://pypi.org/project/orbit-ml,102562.0,102562.0,,,,,,,,3.0,,,,,,,,,,,,,,
456,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,203.0,38.0,6.0,13.0,33.0,1625.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],45.0,45.0,https://pypi.org/project/antialiased-cnns,2245.0,2245.0,,,,,,,,3.0,,,,,,,,,,,,,,
457,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2023-10-11 20:58:29.000000,2020-12-17 06:57:15,932.0,,295.0,67.0,201.0,1.0,74.0,1559.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,20.0,267.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13111.0,3.0,,,,,,,,,,,,,,
458,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,116.0,28.0,31.0,58.0,50.0,1556.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,21,False,,,,higher,,,,['pytorch'],335.0,335.0,https://pypi.org/project/higher,47944.0,47944.0,,,,,,,,3.0,,,,,,,,,,,,,,
459,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2023-09-01 16:34:21.000000,2023-08-25 22:11:00,340.0,2.0,252.0,40.0,252.0,50.0,190.0,1373.0,A framework for Privacy Preserving Machine Learning.,33.0,21,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,,['pytorch'],31.0,31.0,https://pypi.org/project/crypten,243.0,243.0,,,,,,,,3.0,,,,,,,,,,,,,,
460,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-10-23 12:22:39.000000,2023-08-31 05:25:00,181.0,7.0,103.0,37.0,25.0,15.0,109.0,1129.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2023-08-31 05:32:10,2.1.3,76.0,ngt,,,,,,,https://pypi.org/project/ngt,6239.0,6239.0,,,,,,,,3.0,,,,,,,,,,,,,,
461,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2023-07-16 15:19:48.000000,2023-07-16 15:16:10,420.0,,145.0,97.0,117.0,27.0,45.0,1084.0,PFRL: a PyTorch-based deep reinforcement learning library.,19.0,21,True,2023-07-16 15:19:48,0.4.0,5.0,pfrl,,,,,92.0,92.0,https://pypi.org/project/pfrl,466.0,466.0,,,,,,,,3.0,,,,,,,,,,,,,,
462,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2023-10-25 14:32:27.000000,2023-08-18 11:01:23,442.0,1.0,203.0,54.0,85.0,60.0,205.0,1002.0,Line based ATR Engine based on OCRopy.,20.0,21,True,2023-08-18 11:26:46,1.0.6,35.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,1976.0,1976.0,,,,,,,,3.0,,,,,,,,,,,,,,
463,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,2.0,244.0,47.0,46.0,26.0,127.0,959.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,,['tensorflow'],26.0,26.0,https://pypi.org/project/aocr,244.0,244.0,,,,,,,,3.0,,,,,,,,,,,,,,
464,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2023-10-06 08:51:23.000000,2023-10-05 20:16:49,726.0,2.0,140.0,15.0,99.0,23.0,224.0,887.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,44.0,21,True,2023-10-06 08:51:23,0.6.18,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],,,https://pypi.org/project/torch-sparse,25624.0,31499.0,https://anaconda.org/conda-forge/pytorch_sparse,2023-06-16 19:19:31.218,235009.0,,,,,3.0,,,,,,,,,,,,,,
465,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-10-11 00:13:45.000000,2023-04-27 23:44:02,329.0,,154.0,29.0,108.0,65.0,56.0,844.0,Source code/webpage/demos for the What-If Tool.,20.0,21,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,,,https://pypi.org/project/witwidget,3779.0,56716.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2073992.0,,,,,3.0,,wit-widget,https://www.npmjs.com/package/wit-widget,1088.0,,,,,,,,,,
466,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-10-24 00:23:31.000000,2023-06-12 22:12:53,449.0,,71.0,25.0,158.0,40.0,62.0,744.0,,26.0,21,False,2023-09-17 15:13:06,1.7.0,8.0,objax,,,,['jax'],41.0,41.0,https://pypi.org/project/objax,443.0,443.0,,,,,,,,3.0,,,,,,,,,,,,,,
467,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2023-10-26 09:46:07.000000,2023-10-26 00:42:00,1110.0,104.0,120.0,32.0,928.0,15.0,50.0,743.0,Machine learning framework for both deep learning and traditional algorithms.,34.0,21,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,324.0,324.0,,,,,,,,3.0,,,,,,,,,,,,,,
468,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2023-10-18 07:58:23.867000,2023-10-11 13:01:19,594.0,3.0,123.0,16.0,53.0,24.0,120.0,706.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,32.0,21,True,2023-10-12 06:54:28,1.6.3,32.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,11581.0,13548.0,https://anaconda.org/conda-forge/pytorch_cluster,2023-10-18 07:58:23.867,80686.0,,,,,3.0,,,,,,,,,,,,,,
469,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2023-10-23 12:22:18.000000,2023-10-14 06:13:02,551.0,2.0,92.0,17.0,189.0,94.0,133.0,593.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",31.0,21,True,2023-02-15 15:39:02,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,,,https://pypi.org/project/soundfile,1468563.0,1468703.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,16257.0,,,,,,,,,,,,,
